# _root_ During the takeover , Mr. Hahn said he would put his account up for review if WPP 's bid were successful , but he did n't .
#goldHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,13,14,20,19,17,20,10,20,23,0,25,23,25,23,
#predictedHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,10,14,20,19,17,20,10,20,23,0,25,23,25,23,
(25,7),(7,6),(7,5),-0.00585566 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,6),(7,4),-0.0239627 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,6),(7,3),-0.00570524 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,6),(7,2),-0.0222356 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,6),(7,1),-0.0203705 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,6),(7,-1),-0.0259644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,7),(7,5),(7,4),-0.0241024 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,5),(7,3),-0.00570961 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,5),(7,2),-0.0222356 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,5),(7,1),-0.0204016 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,5),(7,-1),-0.0275278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,7),(7,4),(7,3),-0.0541668 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,4),(7,2),-0.0196223 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,4),(7,1),-0.0243795 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,4),(7,-1),0.14871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,7),(7,3),(7,2),-0.0222356 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,3),(7,1),-0.0220736 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,3),(7,-1),-0.0277043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,7),(7,2),(7,1),-0.0129149 # DEPENDENCYPART_GRANDSIBL
(25,7),(7,2),(7,-1),-0.0318918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,7),(7,1),(7,-1),0.0337623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,8),(8,8),(8,10),0.0967935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,8),(8,8),(8,28),-0.127112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,8),(8,10),(8,28),-0.155546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,8),(8,8),(8,-1),0.0642566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,9),(9,9),(9,10),0.107186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,12),0.175526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,14),0.0318601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,20),0.107215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,22),0.0726929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,23),0.111247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,25),-0.153077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,28),-0.319016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,9),(9,10),(9,12),0.099836 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,14),0.116194 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,20),0.102817 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,22),0.15359 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,23),0.113149 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,25),-0.144713 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,27),-0.144957 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,10),(9,28),-0.16766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,12),(9,14),0.136845 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,12),(9,20),0.101752 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,12),(9,22),0.118884 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,12),(9,23),0.109197 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,12),(9,25),-0.145188 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,12),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,12),(9,28),-0.193333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,14),(9,20),0.105755 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,14),(9,22),0.0769929 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,14),(9,23),0.108677 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,14),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,14),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,14),(9,28),-0.0790062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,20),(9,22),0.15359 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,20),(9,23),0.113149 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,20),(9,25),-0.144713 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,20),(9,27),-0.144952 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,20),(9,28),-0.167588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,22),(9,23),0.101368 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,22),(9,25),-0.148414 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,22),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,22),(9,28),-0.189156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,23),(9,25),0.0454998 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,23),(9,27),0.0282054 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,23),(9,28),-0.153358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,25),(9,27),-0.144952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,25),(9,28),-0.168146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,9),(9,27),(9,28),-0.149406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,9),(9,8),-0.012181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,7),-0.0237419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,6),0.0301567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,5),0.0300856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,4),-0.0370277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,3),0.0301564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,2),-0.032931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,1),-0.0399492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,9),(9,9),(9,-1),-0.102332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,9),(9,8),(9,7),-0.0155553 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,6),-0.0210706 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,5),-0.0210706 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,4),-0.0195581 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,3),-0.0210706 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,2),-0.0194464 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,1),-0.0185339 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,8),(9,-1),-0.045447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,7),(9,6),-0.0240433 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,7),(9,5),-0.0240433 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,7),(9,4),-0.0396375 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,7),(9,3),-0.0240433 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,7),(9,2),-0.0203079 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,7),(9,1),-0.0115456 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,7),(9,-1),0.0509101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,6),(9,5),-0.0199293 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,6),(9,4),0.0299454 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,6),(9,3),-0.019929 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,6),(9,2),-0.0205112 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,6),(9,1),-0.0170057 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,6),(9,-1),-0.0553442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,5),(9,4),0.0299432 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,5),(9,3),-0.019929 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,5),(9,2),-0.0205112 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,5),(9,1),-0.0170063 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,5),(9,-1),-0.0554162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,4),(9,3),-0.0157358 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,4),(9,2),-0.019445 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,4),(9,1),-0.00341035 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,4),(9,-1),-0.030166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,3),(9,2),-0.0205112 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,3),(9,1),-0.0170057 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,3),(9,-1),-0.0553444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,2),(9,1),-0.0182383 # DEPENDENCYPART_GRANDSIBL
(25,9),(9,2),(9,-1),-0.0352125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,9),(9,1),(9,-1),-0.028348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,10),(10,11),0.0657279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,12),0.152845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,13),0.0962191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,14),-0.0291836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,15),0.153503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,16),-0.034838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,17),0.153488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,19),0.155818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,20),0.135558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,21),0.145175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,22),0.116158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,23),0.0356965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,25),-0.135114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,26),-0.148897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,28),-0.22477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,10),(10,11),(10,12),0.095934 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,13),0.109934 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,14),0.133125 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,15),0.095934 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,16),0.127142 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,17),0.095934 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,19),0.095934 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,20),0.112358 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,21),0.115519 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,22),0.115306 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,23),0.101311 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,25),-0.145315 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,11),(10,28),-0.15748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,12),(10,13),0.108853 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,14),0.218401 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,15),0.0983301 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,16),0.260034 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,17),0.0983301 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,19),0.0983301 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,20),0.103518 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,21),0.0986758 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,22),0.0998488 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,23),0.0884209 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,25),-0.143991 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,26),-0.145272 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,12),(10,28),-0.164601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,13),(10,14),0.107063 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,15),0.0978544 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,16),0.106663 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,17),0.0978544 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,19),0.0978544 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,20),0.113401 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,21),0.109266 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,22),0.121402 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,23),0.111015 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,25),-0.144743 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,13),(10,28),-0.157278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,14),(10,15),0.10897 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,16),0.110252 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,17),0.10897 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,19),0.108683 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,20),0.108814 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,21),0.135426 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,22),0.0589816 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,23),0.110139 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,25),-0.14637 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,26),-0.145178 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,14),(10,28),-0.129563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,15),(10,16),0.260688 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,17),0.0983287 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,19),0.0983287 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,20),0.103518 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,21),0.0986758 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,22),0.100467 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,23),0.0884209 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,25),-0.143991 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,26),-0.145272 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,15),(10,28),-0.167507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,16),(10,17),0.109129 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,19),0.108843 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,20),0.110267 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,21),0.123708 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,22),0.0640297 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,23),0.110131 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,25),-0.146381 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,26),-0.145404 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,16),(10,28),-0.105441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,17),(10,19),0.0983301 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,20),0.103518 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,21),0.0986758 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,22),0.100453 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,23),0.0884209 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,25),-0.143991 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,26),-0.145272 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,17),(10,28),-0.167489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,19),(10,20),0.102975 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,21),0.0986758 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,22),0.100209 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,23),0.0883987 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,25),-0.143991 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,26),-0.145272 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,19),(10,28),-0.168228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,20),(10,21),0.1065 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,20),(10,22),0.190437 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,20),(10,23),0.109995 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,20),(10,25),-0.145075 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,20),(10,26),-0.144838 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,20),(10,27),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,20),(10,28),-0.15049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,21),(10,22),0.109698 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,21),(10,23),0.1066 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,21),(10,25),-0.145601 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,21),(10,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,21),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,21),(10,28),-0.126559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,22),(10,23),0.117877 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,22),(10,25),-0.160214 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,22),(10,26),-0.145044 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,22),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,22),(10,28),-0.114898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,23),(10,25),0.0454454 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,23),(10,26),0.0544962 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,23),(10,27),0.0282054 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,23),(10,28),-0.207882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,25),(10,26),-0.144838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,25),(10,27),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,25),(10,28),-0.14536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,10),(10,26),(10,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,26),(10,28),-0.186511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,27),(10,28),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,10),(10,9),-0.060006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,8),-0.0264428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,6),0.0577261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,4),-0.105741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,1),-0.0638954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,10),(10,10),(10,-1),0.0880626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,10),(10,9),(10,8),-0.0199139 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,9),(10,6),-0.0203147 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,9),(10,4),-0.0319249 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,9),(10,1),-0.0229969 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,9),(10,-1),-0.0237845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,8),(10,6),-0.0127402 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,8),(10,4),0.0257855 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,8),(10,1),-0.00683357 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,8),(10,-1),-0.126359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,6),(10,4),-0.0476665 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,6),(10,1),-0.00941676 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,6),(10,-1),-0.00575453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,4),(10,1),-0.0188618 # DEPENDENCYPART_GRANDSIBL
(25,10),(10,4),(10,-1),0.110444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,10),(10,1),(10,-1),0.0521407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,12),(12,13),0.0858688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,14),0.197721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,15),0.0320847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,16),0.16492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,17),0.0327018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,19),0.0327401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,20),0.130278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,21),0.115777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,22),0.0388347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,23),0.153117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,25),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,12),(12,12),(12,28),-0.181134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,12),(12,13),(12,14),0.108961 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,15),0.105624 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,16),0.109154 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,17),0.105624 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,19),0.105624 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,20),0.10947 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,21),0.109539 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,22),0.107772 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,23),0.109364 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,13),(12,28),-0.161044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,14),(12,15),0.121549 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,16),0.0863452 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,17),0.121549 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,19),0.121549 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,20),0.110681 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,21),0.0858797 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,22),0.0847125 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,23),0.1156 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,25),-0.143818 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,14),(12,28),-0.034987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,12),(12,15),(12,16),0.0935993 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,17),0.10175 # DEPENDENCYPART_GRANDSIBL
(25,12),(12,15),(12,19),0.101747 # DEPENDENCYPART_GRANDSIBL
