# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(14,17),(17,13),-0.946413 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0135533 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0784349 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.263648 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.195088 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.569884 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.563033 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.453721 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.0998836 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.151099 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.790451 # DEPENDENCYPART_GRANDPAR
(14,17),(17,30),-0.641553 # DEPENDENCYPART_GRANDPAR
(14,17),(17,31),-0.383391 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.379685 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.416162 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.0844668 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.27834 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.838854 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-0.750006 # DEPENDENCYPART_GRANDPAR
(14,22),(22,30),-0.603993 # DEPENDENCYPART_GRANDPAR
(14,22),(22,31),-0.454004 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.965396 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.788804 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.881407 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.607974 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.481057 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.625938 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.813436 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.854695 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.178673 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.286081 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.180516 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.35543 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.312629 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0825024 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-1.20694 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.279807 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.838731 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.737317 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.734064 # DEPENDENCYPART_GRANDPAR
(14,23),(23,30),-0.588051 # DEPENDENCYPART_GRANDPAR
(14,23),(23,31),-0.45389 # DEPENDENCYPART_GRANDPAR
(14,23),(23,32),-0.581388 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.388803 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.409336 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.111848 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.459735 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.211202 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.124187 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.18684 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.225724 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.280885 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.234286 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.22438 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.67105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.383704 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.388393 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.322187 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.323938 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.273304 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.267051 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.314886 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.234309 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.38044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.223911 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.67105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.473421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.516366 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.911123 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.816597 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-1.09818 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.965339 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.06188 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.925587 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0113316 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.117398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.00940466 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.31987 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.351611 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.444582 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.156879 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.60552 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.247381 # DEPENDENCYPART_GRANDPAR
(15,17),(17,30),-0.796369 # DEPENDENCYPART_GRANDPAR
(15,17),(17,31),0.150327 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.729972 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.783024 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.831102 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),0.355652 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.696988 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.964087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.77789 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.69377 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.687625 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.725914 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.860741 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.95726 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.726508 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.955661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.684265 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.322075 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.200114 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0572415 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.34966 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.37221 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.47046 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.289095 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.581792 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.155313 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.712566 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),-0.822247 # DEPENDENCYPART_GRANDPAR
(15,20),(20,31),0.357101 # DEPENDENCYPART_GRANDPAR
(15,20),(20,32),-0.97293 # DEPENDENCYPART_GRANDPAR
(15,20),(20,33),-1.12698 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.198618 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.103348 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.481735 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0525167 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.297545 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.103869 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.479543 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.0968719 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.539286 # DEPENDENCYPART_GRANDPAR
(15,22),(22,30),-0.649332 # DEPENDENCYPART_GRANDPAR
(15,22),(22,31),0.399438 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.828341 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-0.881566 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.911583 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-0.830738 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.729651 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.705839 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.926141 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-1.02268 # DEPENDENCYPART_GRANDPAR
(15,23),(23,16),0.917786 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.37154 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.133096 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0282687 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.0299386 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.102017 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.332136 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.481122 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.0968419 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.567433 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.523502 # DEPENDENCYPART_GRANDPAR
(15,23),(23,30),-0.633549 # DEPENDENCYPART_GRANDPAR
(15,23),(23,31),0.399459 # DEPENDENCYPART_GRANDPAR
(15,23),(23,32),-0.781189 # DEPENDENCYPART_GRANDPAR
(15,26),(26,16),0.919083 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.309189 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.335206 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.118277 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.222912 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.734418 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.690805 # DEPENDENCYPART_GRANDPAR
(15,26),(26,30),-0.8005 # DEPENDENCYPART_GRANDPAR
(15,26),(26,31),0.14843 # DEPENDENCYPART_GRANDPAR
(15,26),(26,32),-0.951183 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.300858 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.478254 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.491636 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.45137 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),-0.560209 # DEPENDENCYPART_GRANDPAR
(15,27),(27,32),-0.708846 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),-0.471033 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),-0.63574 # DEPENDENCYPART_GRANDPAR
(15,29),(29,31),0.399458 # DEPENDENCYPART_GRANDPAR
(15,29),(29,32),-0.78338 # DEPENDENCYPART_GRANDPAR
(15,30),(30,1),-0.828341 # DEPENDENCYPART_GRANDPAR
(15,30),(30,21),-0.0300704 # DEPENDENCYPART_GRANDPAR
(15,30),(30,22),-0.0317403 # DEPENDENCYPART_GRANDPAR
(15,30),(30,25),-0.0992115 # DEPENDENCYPART_GRANDPAR
(15,30),(30,26),-0.499627 # DEPENDENCYPART_GRANDPAR
(15,30),(30,27),0.225346 # DEPENDENCYPART_GRANDPAR
(15,30),(30,28),-0.472076 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.419984 # DEPENDENCYPART_GRANDPAR
(15,30),(30,31),0.399459 # DEPENDENCYPART_GRANDPAR
(15,30),(30,32),-0.779392 # DEPENDENCYPART_GRANDPAR
(15,31),(31,32),-0.678703 # DEPENDENCYPART_GRANDPAR
(15,32),(32,28),-0.47349 # DEPENDENCYPART_GRANDPAR
(15,32),(32,29),-0.421397 # DEPENDENCYPART_GRANDPAR
(15,32),(32,30),-0.538369 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.211508 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0411776 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.17866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.843348 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.532587 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.861742 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.265457 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.484725 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.290527 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0332591 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.254546 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0566497 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.174585 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.17819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.843348 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.571635 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.586735 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.593908 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.977153 # DEPENDENCYPART_GRANDPAR
(17,13),(13,26),-0.565996 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.936899 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.76165 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.795251 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.48538 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.879866 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.378658 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.788942 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.766457 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.695107 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.420124 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.904653 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.892699 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.47661 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.335748 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.411864 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.538859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0965218 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.108601 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0205919 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.160928 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.0561331 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.100434 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),0.137139 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.111638 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.214234 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.113607 # DEPENDENCYPART_GRANDPAR
(17,20),(20,31),0.32552 # DEPENDENCYPART_GRANDPAR
(17,20),(20,32),-0.451741 # DEPENDENCYPART_GRANDPAR
(17,20),(20,33),-0.502074 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.218901 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.114802 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.0674855 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.130059 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.116797 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.117508 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.0674675 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.0460368 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),-0.153206 # DEPENDENCYPART_GRANDPAR
(17,22),(22,30),-0.0529432 # DEPENDENCYPART_GRANDPAR
(17,22),(22,31),0.219697 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-1.04036 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-1.28894 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.888753 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.797889 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.916661 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.771828 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.974494 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.962564 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.43534 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.60092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),-0.0313458 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.16212 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.367023 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.112164 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.00741784 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.0694231 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.0495753 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.389158 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.132585 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),-0.0323231 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),0.223218 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.367414 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-0.654425 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.0127481 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),0.146625 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),0.523476 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),0.148555 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.580274 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.324019 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.223406 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),0.238493 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.561539 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.254789 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.103473 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.279714 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.0240961 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),0.0782175 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.257869 # DEPENDENCYPART_GRANDPAR
(17,30),(30,1),-1.04036 # DEPENDENCYPART_GRANDPAR
(17,30),(30,21),0.160318 # DEPENDENCYPART_GRANDPAR
(17,30),(30,22),0.365221 # DEPENDENCYPART_GRANDPAR
(17,30),(30,25),0.316275 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),0.0197715 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),0.0432649 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-0.374514 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.112133 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),0.223218 # DEPENDENCYPART_GRANDPAR
(17,30),(30,32),-0.365618 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.322909 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.184585 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),0.19408 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.386762 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.355439 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),0.515241 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.0269224 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.643605 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),0.545502 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.27704 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.235914 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),0.306819 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.348568 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),0.122079 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.0463054 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.375609 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),0.676915 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.0374138 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),0.273752 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.0183787 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),0.233576 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),0.392751 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.056209 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-0.723231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,23),-0.0307645 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),0.0127437 # DEPENDENCYPART_GRANDPAR
(20,4),(4,33),0.0040282 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.0752463 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.3123 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.185425 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.249525 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.445836 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.499465 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.0140661 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.0698585 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.366088 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.371841 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.0757688 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),0.265435 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.552743 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.353219 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.463972 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),0.519404 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.11242 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.168212 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.847299 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.131703 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.381031 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.532997 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.205319 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.147883 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),0.341425 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),0.429324 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.396986 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.29216 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0336367 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.666919 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.101298 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.372384 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),0.0134681 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),0.101959 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.0455052 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.183558 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),0.474194 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.139145 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.743962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,33),0.0482786 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.190491 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.0184596 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.183104 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.756205 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.0683943 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.219684 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.297524 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.0066825 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.148151 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0416152 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.0537705 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.0491099 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.270961 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),0.154063 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.36689 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.0777445 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.414089 # DEPENDENCYPART_GRANDPAR
(20,9),(9,24),-0.348957 # DEPENDENCYPART_GRANDPAR
(20,9),(9,27),-0.542045 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.726405 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.116437 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.305987 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.563443 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.223247 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.197108 # DEPENDENCYPART_GRANDPAR
