# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(6,8),(6,15),(6,19),-0.0442887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,18),-0.108287 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,19),-0.0216801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,19),0.0208547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),0.00687708 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,12),-0.0808179 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.07464 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),0.0154551 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,17),-0.0807742 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),0.0128396 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,19),-0.0814468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,12),-0.0615015 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.072347 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.0374282 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,17),-0.0614449 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),0.0238742 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,19),-0.056412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,14),-0.07464 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,15),0.015444 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,17),-0.0807742 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,18),0.0128248 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,19),-0.0819285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.0303915 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,17),-0.0670969 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,18),-0.0510846 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,19),-0.111177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,17),-0.0597316 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,18),0.0204521 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,19),-0.0530582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,18),0.0119706 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,19),-0.0814469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,19),-0.0225695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.166718 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),0.0179698 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.0967698 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),-0.17345 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.0436861 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,19),-0.0159184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,14),-0.0560539 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,15),-0.103772 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,17),-0.146562 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,18),-0.0749518 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,19),-0.010501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.0269818 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.108699 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,18),-0.0542533 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,19),-0.0164687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,17),-0.164279 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,18),-0.032795 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,19),-0.0268704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,18),-0.0737497 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,19),-0.0203201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,19),0.0386175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,14),-0.0713914 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,15),-0.108988 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,17),-0.0794771 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,18),-0.0281132 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,19),-0.0078882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0791155 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.011594 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,18),-0.0995903 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,19),-0.0675271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,17),0.0156982 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,18),-0.0697163 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,19),-0.0104931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,18),-0.028084 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,19),0.00125962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,19),-0.0402548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,15),-0.0260239 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,17),-0.103056 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,18),-0.0517256 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,19),-0.0286724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,15),(6,17),-0.15864 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,18),-0.0274053 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,19),-0.0564205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,17),(6,18),-0.0712222 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,19),-0.0435421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,18),(6,19),0.0127173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,17),-0.0236663 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,18),-0.0516547 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,19),-0.026161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,17),(6,18),-0.0337959 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,19),-0.0249758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,19),-0.0109185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,17),(6,18),-0.0291775 # DEPENDENCYPART_TRISIBL
(6,15),(6,17),(6,19),-0.0394905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,18),(6,19),-0.0487118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,18),(6,19),0.0395006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.0379678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,3),0.113785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.0486399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.0324101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.0327557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),0.113769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.0465652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.0308105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.0315968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.277418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.196681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.377988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.0363794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.0805841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.186386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.0664892 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.205502 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.150303 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.120514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.128547 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.115906 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.182164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.151263 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.117609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.0287312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.128946 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.115905 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.176797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.151263 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.111082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.0231319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0406224 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.00561162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.0806805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.00791584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.11621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.0994115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,19),-0.216247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.0830673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),-0.213739 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,19),-0.12313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0612051 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.0605725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,19),-0.042688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,19),-0.0797889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0128331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0248564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.0219797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),0.0926233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),0.143085 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.0386854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0478104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.0262387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.0821407 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,15),-0.0627212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.108625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.146322 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,18),-0.0841383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.173399 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.145383 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0248389 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.0116124 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),0.0327604 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.082991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,15),-0.043449 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),0.0140396 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.0635307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,18),0.00962441 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,19),-0.0662644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,19),0.130169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,15),-0.0660217 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.0607937 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,19),-0.0319791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,18),-0.0545818 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,19),-0.0365381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,19),0.0245825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,18),-0.0825277 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,19),-0.0590177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,19),-0.0802696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,18),(8,19),-0.0823221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.0743037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.101149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.0947163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.0635489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.104052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.0719632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),0.0278123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0099271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.00349254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),0.00745966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.0101713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.0696091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.0877686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.0668362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),0.115071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.0745984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.00483531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),0.0892606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),0.115051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,2),-0.0725513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,1),-0.0032356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),0.0913208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.120601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.185072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.342851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.00609621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),0.0623099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.138595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.115462 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),-0.115462 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),0.0164199 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.114725 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),-0.0528837 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.176978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),-0.106034 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,3),0.011174 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.105285 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.0604934 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.175591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),0.011174 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),-0.105285 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,1),-0.0604934 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.175591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.0733283 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),0.00071288 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.207879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.0605098 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.178522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.123928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.108215 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.0452448 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.105678 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.0889342 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.112165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0452448 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.105678 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.0889342 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.11216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.0665514 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.108498 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.194919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0899492 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.113673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.0514914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.100822 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.210801 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.15871 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.118163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),-0.19422 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),-0.0912863 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.193449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.159297 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.11566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.100419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.19445 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.0912862 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.188094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.159297 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.109216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.0948312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.0359715 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),0.0584327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.0291601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.0908701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),0.0849834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),0.017007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),0.00631873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),0.104306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),0.0554748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),0.0151326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.00185573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.012263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),0.0188885 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.040285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.122964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.0320026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),0.0142569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.114516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0529354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.159319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.0710978 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),0.00351277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),0.112364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),0.0509275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),0.0123267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.00440089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.0245288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),0.00106631 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),0.0420466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.0261436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0972547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.090414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.0273256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),0.0115736 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.0194279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.0476988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.0514001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.118887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.0461452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.114418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.060941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),-0.107648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),-0.104489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.0916545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.025487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),-0.0109452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.0125783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,19),0.0192996 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,19),-0.160778 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.175111 # DEPENDENCYPART_TRISIBL
