# _root_ James Alexander , a Burmah spokesman , said SHV had previously owned `` a little under 5 % '' of Burmah for about two years .
#goldHeads=2,8,2,6,6,2,2,0,10,8,10,10,15,15,18,15,15,12,18,18,20,12,25,23,22,8,
#predictedHeads=2,8,2,6,6,2,2,0,10,8,10,10,18,15,18,15,18,12,18,18,20,12,25,23,22,8,
(16,13),(16,21),0.0360689 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00157544 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00571562 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.111474 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0500792 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0852136 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.121452 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.117095 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0110234 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.108991 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00776637 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.158359 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.177386 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0724666 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0444778 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0598355 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00202246 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0297556 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0223548 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.12004 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.157009 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.532854 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0725238 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0372365 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.352338 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00531659 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.149064 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.680852 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0935989 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.102788 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.331171 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.111386 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0519482 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.755986 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.294235 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.121422 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.19922 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0299098 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.191667 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.022507 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0340448 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.000930574 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0984118 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.116886 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.18096 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.679556 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0374765 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.192531 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.40327 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.311153 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.196589 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0497133 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.173526 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0671044 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.141313 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0560667 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.133958 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00763882 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.166092 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0841205 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0420685 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0207223 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0103441 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.176194 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.172278 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.055251 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.071333 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.090856 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.009921 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0855896 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0479193 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.141648 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.071969 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0664588 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.012716 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0296406 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0121035 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.286807 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0830489 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.166945 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.011414 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0366681 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.070447 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.00949695 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0250887 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0229288 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0344269 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0440913 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0695101 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0224333 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00120748 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.660145 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0785078 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00104891 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0415182 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.000951241 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.000992002 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00505389 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0101841 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0338291 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.034788 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0653523 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0670099 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0348555 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0801941 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0984548 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00761313 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0243136 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.132486 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.163731 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0308986 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0480918 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0981258 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0184792 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.132796 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0452028 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0329542 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.127187 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.185734 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0747886 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.103924 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.17509 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.103144 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0756989 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.120824 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0999859 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.149246 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.565555 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0841038 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.156327 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.00244496 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.147181 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.1386 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0277922 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0226435 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.140822 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.163899 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.117058 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.104768 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.116921 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.157289 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0217821 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0323477 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0569298 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00310348 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00242001 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0116364 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0612884 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0414933 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.153066 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.156175 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.219553 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.48887 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.882975 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0464518 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.168013 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.347142 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.213827 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.52134 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.904341 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.119677 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0974974 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.111951 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0144952 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0116657 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.128178 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0600271 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.168108 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0979306 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.130713 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0622901 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00201072 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0577998 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0230267 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0715953 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.07251 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0572672 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0754931 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.194697 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.435458 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.757364 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00595031 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0293835 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.144226 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.214175 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0983484 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.326074 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0560739 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.231441 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0239577 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0802493 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0930709 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0685384 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0090575 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.053678 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.536706 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.205202 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.285468 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0966377 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0272954 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0295178 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0355308 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.144666 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0362248 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0834226 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.0395854 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.2512 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.0240666 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.00511298 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.176679 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.333634 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0749034 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.062503 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0262761 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0981214 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.0577159 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.160363 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.203614 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.000319497 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.273376 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0397454 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0895025 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.102168 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.117005 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.325342 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0992421 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.657122 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.367178 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.08046 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0805861 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.257817 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0427212 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),1.51529 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.205096 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0781848 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0704085 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.49708 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0941029 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.321875 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.387899 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.253783 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.895814 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.58937 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.849166 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.55227 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0866678 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.255257 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.410736 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.227813 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.61896 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.158606 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0916059 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.547154 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.255415 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.479034 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.54842 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.989487 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-1.00156 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.378804 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),1.86971 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.490053 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.781192 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.280759 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.356435 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.217521 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0436988 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.49898 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.479551 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.118293 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.313224 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.27244 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.370307 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.457599 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.74027 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.360157 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-1.17357 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.460439 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.376612 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.107997 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-1.02126 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),0.055928 # DEPENDENCYPART_GRANDPAR
(0,10),(10,26),1.67656 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.607751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.490752 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.259151 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0636007 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.198677 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.380366 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.304237 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.117539 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.318176 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.356503 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.242391 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.640902 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-1.42303 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.763675 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.881464 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.5436 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.0838699 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.21194 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.690186 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.398256 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.206426 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.414397 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.100525 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.335755 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.761539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0803895 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.59104 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.945914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0699674 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.596598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.202375 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.255914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.168794 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.27432 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.149125 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.655383 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.835605 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.491808 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.009903 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),0.211532 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.398124 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.197835 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0225605 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.55956 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.216814 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.33581 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.356498 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.242386 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.902301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.0709905 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.754981 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0763 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.00169469 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.644596 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.334162 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.256207 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.0798773 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.023847 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.570429 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-1.33144 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.58674 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.666587 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.650454 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.55673 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-1.11429 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.487895 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.876666 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.87769 # DEPENDENCYPART_GRANDPAR
(1,10),(10,25),-0.494441 # DEPENDENCYPART_GRANDPAR
(1,10),(10,26),-1.36968 # DEPENDENCYPART_GRANDPAR
(1,12),(12,2),-0.0787199 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.74235 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.0184439 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.631965 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.294288 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.274333 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.268895 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.14747 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.577501 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-1.39299 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.605432 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.743792 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.667957 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.802941 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.487577 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-1.15591 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.511248 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.962362 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.911737 # DEPENDENCYPART_GRANDPAR
(1,12),(12,25),-0.603784 # DEPENDENCYPART_GRANDPAR
(1,12),(12,26),-1.34598 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.906362 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-1.21606 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.613318 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.29942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.957999 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.509962 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.521721 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.822568 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.77815 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.5348 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.527071 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.891238 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.730753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.284799 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.23241 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.00432656 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.102768 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.471517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.309587 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.416742 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.00978959 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0266384 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),8.61177e-05 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0292782 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.02238 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.564265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.191864 # DEPENDENCYPART_GRANDPAR
