# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(21,18),(21,20),0.0157979 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0106984 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0231206 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0607969 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.51365 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.198613 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.120385 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.288686 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0791306 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0578907 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.117203 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.119392 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0298181 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00247137 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.044751 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.293465 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.24411 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0642803 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.361601 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.14008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.755506 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0901821 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0770968 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.584202 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.496215 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.136955 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.156741 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.18627 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.42023 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.02525 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.403598 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.621295 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0077092 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.101934 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.446993 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.180293 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.773651 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.131798 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.168136 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.308296 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0520585 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.650393 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),1.61801 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.926589 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.712331 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0357797 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.44216 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0695248 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.398319 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.221015 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.706548 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.140964 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.244002 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.115945 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.569741 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.698293 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.767789 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),1.44558 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.147 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.577389 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.133715 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),1.06882 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.112826 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.108036 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.144559 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.478329 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.339826 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.126767 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.104338 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.295147 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),1.01434 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.43236 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0165554 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.259168 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.511633 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.360891 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.0760169 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),1.62681 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.06317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,1),-1.04513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.400721 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.744226 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.787746 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.067593 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.136886 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.551575 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-1.43809 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.439905 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.677575 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.849286 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.584381 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.551584 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-2.03202 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.895581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.754155 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.590963 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0352328 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.539711 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-1.28217 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.390634 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.648545 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.747177 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.10889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.31241 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.590072 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.468134 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.748147 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0779243 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.61782 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-1.37267 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.39589 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.565228 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.477348 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.798999 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.525837 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-1.29972 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-2.06578 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.05657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0886661 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.483456 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.701669 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.745267 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.000880767 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0964268 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-1.06934 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.155964 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.284783 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.443644 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.420537 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.469896 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.376571 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.62589 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.172918 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-1.11505 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.420132 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.983043 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-2.14199 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.07777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,6),-0.000979687 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.549316 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.05902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.358675 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.639385 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.4205 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.735496 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.0416061 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.110546 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.60223 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.613804 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.381315 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.793381 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.499145 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.674648 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.477118 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.769603 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.340123 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-1.15088 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.733922 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-1.07957 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-2.06167 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.08942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,9),-0.928741 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.196215 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.785704 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.407163 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.784546 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.551473 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.752694 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.383417 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.03917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.03292 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.42093 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.23077 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.20991 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.47889 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.68906 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.47283 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.3195 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.48919 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-2.48937 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.112472 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.40212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.826579 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.69347 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.623378 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.746063 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.3174 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.87967 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.12607 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.940616 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.99298 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.35205 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.988955 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.681119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.314297 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0429678 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.535408 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-1.13087 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.297999 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.43239 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.483839 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.888505 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.803958 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.701371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.324565 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0499183 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.122852 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.554627 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-1.08627 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.244243 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.458766 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.180093 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.559945 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.413221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.789884 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-1.55054 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.954557 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.645879 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.754068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.295146 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.154111 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0482627 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.293633 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.960967 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.23767 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.280899 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.349228 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.404806 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.401755 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.416214 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.361776 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.576781 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.823466 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.278362 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.54428 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-1.76166 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.122004 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0649691 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-1.10337 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.306385 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.561012 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.487563 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.251094 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.663046 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.427413 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.547734 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.688077 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.870715 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-1.51258 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.953154 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.197399 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.292523 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.899174 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.802123 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.724636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.351335 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.115252 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0757577 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.068504 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.547956 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.145113 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.376727 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.445859 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.231755 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.50891 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.412627 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.502384 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.626323 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.715109 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.357193 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.640108 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-1.58254 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.889636 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.527592 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.166191 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.435647 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.269397 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.669327 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.457578 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.476274 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.547377 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.448079 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.282421 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.228663 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.563686 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.409458 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.556828 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.652925 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.770974 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.380443 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.707683 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-1.54744 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.328746 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.546513 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.542312 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.535721 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.424689 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.57051 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.95545 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.635715 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.344212 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.726928 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.742544 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-1.69032 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.575723 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.373641 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.435681 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.41822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.536031 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.89071 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.10232 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.699721 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.646988 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.914703 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.09594 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.361704 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.430223 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.443653 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.45676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.489637 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.88421 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.906057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.12511 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.655594 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.691904 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.17649 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.03022 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.974532 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.12912 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.683502 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.11234 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.850564 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.90377 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.961656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.309238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.310612 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.777086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0258396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.262275 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.279529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.39583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.43916 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.268807 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.58124 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.07441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.185629 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.804377 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0737812 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.412165 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.564524 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.393979 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.496616 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.448902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.471214 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.403849 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.34365 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.518222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.766522 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.0608271 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.223482 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.692374 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.11037 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.848941 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.902639 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.987095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0192201 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.295573 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.352255 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.393102 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.135893 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.500994 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.293021 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.300074 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.405381 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.411648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.357175 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.149324 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.948793 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.242018 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.579547 # DEPENDENCYPART_GRANDPAR
