# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(20,17),(20,18),-0.0880946 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.10589 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00132059 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0451022 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.404503 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-1.09054 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.12162 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.366777 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.26476 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.358587 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.679257 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.563394 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.373257 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.432682 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.513265 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.297186 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.303244 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.165484 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.44172 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.47098 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.31079 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.489576 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0761141 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-1.08489 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0556864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.177878 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.178791 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.580413 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.628975 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.408228 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.4106 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.412463 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.270321 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.14041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.118101 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.481339 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.40598 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.521359 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.0991768 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-1.01308 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.235715 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.180009 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.180622 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.719396 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.440575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.600528 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.472348 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.717496 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.00958494 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0591497 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.286858 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.835936 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.404572 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.182003 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.301951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),1.70874 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.682107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.206151 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.372694 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.00252768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.24218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.001701 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.274924 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.563506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.100783 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.271256 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0115402 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.236016 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0328131 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.539624 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.583933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.126895 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.829217 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.484411 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.200683 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.034228 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0294484 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.105728 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.0376963 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.152531 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.512575 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.33549 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.0248452 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.24415 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.597655 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-1.29071 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.576477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.197293 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.257349 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.385313 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0705504 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0307826 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0617824 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0276488 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0251874 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.405724 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.314883 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.0907499 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-1.21265 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.102603 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.159478 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.157829 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.477085 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.180697 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.275003 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.342723 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.179077 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.445191 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.641883 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.432163 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.523193 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.680426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.243247 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.443917 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.183995 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0867341 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0795054 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.00906052 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.504955 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.330199 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.0602549 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.294225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.515659 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-1.22565 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.447027 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.188681 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.175374 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.188636 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0989966 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.419562 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.322294 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.534136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),0.152722 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.223285 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.143966 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.154112 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0348424 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.342507 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.311787 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.124838 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.70456 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.645022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.227844 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.157449 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.334617 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.031781 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.140225 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0122443 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.121708 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.00598139 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.00545776 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.208133 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.196972 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.081055 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.570886 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.184325 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.590864 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.33634 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-1.08499 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0983661 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.566206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.205678 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.749064 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.387294 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.0207103 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.262005 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0121942 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.00641679 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.0057857 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.0411449 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.200644 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.4821 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0521943 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.195773 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.398895 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.134296 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.400872 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.330998 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-1.23823 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.28276 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.0373171 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.544565 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.300253 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.637492 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.432758 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-1.26668 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),0.156379 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),0.0845441 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.35021 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.584996 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.465701 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-1.1548 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.549911 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.261889 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.370018 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-1.30888 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.288137 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0971099 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.70376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.488679 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.720629 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.644317 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.718565 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.780346 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.982092 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.00846 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.857171 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.00286 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.796168 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.635948 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.12355 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.798478 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.0788 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.697381 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.668142 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.29042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.255273 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.150476 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.204773 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.753726 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.613137 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.643272 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.907682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0518083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0911103 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.134613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.303879 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.325351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.371261 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.273527 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.483003 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.336199 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0466074 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.505209 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.382141 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.695537 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.689239 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.674858 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.27363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.046992 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.236573 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.184156 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.336215 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.457883 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.378377 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.411961 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.321488 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.102213 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.640576 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.26262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0891728 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.290644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.24112 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.283546 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.537828 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.500762 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.424386 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.456123 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.327486 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.19533 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.38314 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.613237 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.631976 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.01245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.0362757 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.291315 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.184498 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.250617 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.267357 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.398635 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.419268 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.601429 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.556523 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.206784 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.68469 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.308057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.462734 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.282472 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.615479 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.686103 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.39046 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.553223 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.555607 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.66883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.783188 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.739676 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.44382 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.780851 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.00314 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.08681 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.900476 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.813318 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.03656 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.699703 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.17476 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.03093 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.48447 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.888581 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.72608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.62722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.780003 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.699222 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.349611 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.01818 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.63439 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.20124 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.14986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.893147 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.13676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.160728 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.161881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.313938 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.395817 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.505627 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.364278 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.281072 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.625728 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.239938 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.577356 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.64138 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-1.13619 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.27774 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.18198 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.901015 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.24736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.26874 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0376081 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.390465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.587399 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.503613 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.20052 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.641746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.348138 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-1.1119 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.924294 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.33743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.370893 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.386517 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.204376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.430494 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.457333 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.447198 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.178009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.535578 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.16728 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.322709 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.708001 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0883201 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.119736 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0831651 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.887766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.0308677 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.353626 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.399482 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.821444 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.873657 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.286665 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.508256 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.180803 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.114717 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.13235 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.572843 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.644916 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.207841 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.303845 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.220271 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.878391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0212573 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.231194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.147321 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.24713 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.239122 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.254998 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.854487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0231656 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.225946 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.573475 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.807292 # DEPENDENCYPART_GRANDPAR
