# _root_ Mr. Carpenter , a former consulting-firm executive who has a love for `` task forces , '' says he has done a `` complete rethink '' of Kidder in recent months .
#goldHeads=2,18,2,7,7,7,2,9,7,11,9,11,12,15,12,2,2,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
#predictedHeads=2,18,2,7,7,7,2,9,7,11,9,11,15,15,12,18,18,0,20,18,20,25,25,25,21,25,25,27,21,31,29,18,
(11,18),(18,17),0.0554243 # DEPENDENCYPART_HEADBIGRAM
(11,18),(20,17),0.0812524 # DEPENDENCYPART_HEADBIGRAM
(11,18),(25,17),0.0844646 # DEPENDENCYPART_HEADBIGRAM
(11,20),(18,19),0.0784951 # DEPENDENCYPART_HEADBIGRAM
(11,20),(20,19),0.0999055 # DEPENDENCYPART_HEADBIGRAM
(11,20),(21,19),0.065365 # DEPENDENCYPART_HEADBIGRAM
(11,20),(24,19),0.0911265 # DEPENDENCYPART_HEADBIGRAM
(11,21),(0,20),-0.110898 # DEPENDENCYPART_HEADBIGRAM
(11,21),(2,20),-0.0408741 # DEPENDENCYPART_HEADBIGRAM
(11,21),(7,20),-0.0408747 # DEPENDENCYPART_HEADBIGRAM
(11,21),(9,20),-0.0622988 # DEPENDENCYPART_HEADBIGRAM
(11,21),(11,20),0.0928441 # DEPENDENCYPART_HEADBIGRAM
(11,21),(12,20),0.113792 # DEPENDENCYPART_HEADBIGRAM
(11,21),(15,20),0.109007 # DEPENDENCYPART_HEADBIGRAM
(11,21),(18,20),0.188721 # DEPENDENCYPART_HEADBIGRAM
(11,21),(19,20),0.181875 # DEPENDENCYPART_HEADBIGRAM
(11,21),(21,20),0.10583 # DEPENDENCYPART_HEADBIGRAM
(12,7),(1,6),-0.144834 # DEPENDENCYPART_HEADBIGRAM
(12,7),(2,6),-0.144834 # DEPENDENCYPART_HEADBIGRAM
(12,7),(4,6),-0.134162 # DEPENDENCYPART_HEADBIGRAM
(12,7),(5,6),-0.130885 # DEPENDENCYPART_HEADBIGRAM
(12,7),(7,6),-0.0480145 # DEPENDENCYPART_HEADBIGRAM
(12,7),(9,6),-0.146923 # DEPENDENCYPART_HEADBIGRAM
(12,7),(11,6),-0.130666 # DEPENDENCYPART_HEADBIGRAM
(12,7),(15,6),0.0724276 # DEPENDENCYPART_HEADBIGRAM
(12,8),(1,7),-0.123339 # DEPENDENCYPART_HEADBIGRAM
(12,8),(2,7),-0.135143 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.129589 # DEPENDENCYPART_HEADBIGRAM
(12,8),(9,7),-0.140472 # DEPENDENCYPART_HEADBIGRAM
(12,8),(11,7),-0.125116 # DEPENDENCYPART_HEADBIGRAM
(12,8),(12,7),0.0877355 # DEPENDENCYPART_HEADBIGRAM
(12,8),(15,7),0.0895865 # DEPENDENCYPART_HEADBIGRAM
(12,8),(18,7),0.083088 # DEPENDENCYPART_HEADBIGRAM
(12,8),(20,7),0.0830952 # DEPENDENCYPART_HEADBIGRAM
(12,8),(21,7),0.0830952 # DEPENDENCYPART_HEADBIGRAM
(12,10),(0,9),-0.130357 # DEPENDENCYPART_HEADBIGRAM
(12,10),(1,9),-0.14283 # DEPENDENCYPART_HEADBIGRAM
(12,10),(2,9),-0.14282 # DEPENDENCYPART_HEADBIGRAM
(12,10),(5,9),-0.120862 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.123225 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.145043 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.125996 # DEPENDENCYPART_HEADBIGRAM
(12,10),(18,9),0.147366 # DEPENDENCYPART_HEADBIGRAM
(12,10),(20,9),0.104646 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.150399 # DEPENDENCYPART_HEADBIGRAM
(12,11),(11,10),-0.0280578 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.160343 # DEPENDENCYPART_HEADBIGRAM
(12,11),(14,10),0.0605686 # DEPENDENCYPART_HEADBIGRAM
(12,11),(15,10),0.0605686 # DEPENDENCYPART_HEADBIGRAM
(12,11),(18,10),0.0822576 # DEPENDENCYPART_HEADBIGRAM
(12,13),(2,12),-0.0106805 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.0134785 # DEPENDENCYPART_HEADBIGRAM
(12,13),(7,12),0.00337059 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),0.0238142 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0314337 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),0.0116883 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.110751 # DEPENDENCYPART_HEADBIGRAM
(12,13),(18,12),0.112326 # DEPENDENCYPART_HEADBIGRAM
(12,13),(20,12),0.111704 # DEPENDENCYPART_HEADBIGRAM
(12,13),(21,12),0.112756 # DEPENDENCYPART_HEADBIGRAM
(12,14),(2,13),-0.0709521 # DEPENDENCYPART_HEADBIGRAM
(12,14),(6,13),-0.0709332 # DEPENDENCYPART_HEADBIGRAM
(12,14),(7,13),-0.0709332 # DEPENDENCYPART_HEADBIGRAM
(12,14),(9,13),-0.0795361 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0727934 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.126384 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.108083 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.087772 # DEPENDENCYPART_HEADBIGRAM
(12,14),(18,13),0.0713835 # DEPENDENCYPART_HEADBIGRAM
(12,14),(20,13),0.0753399 # DEPENDENCYPART_HEADBIGRAM
(12,15),(9,14),-0.0828006 # DEPENDENCYPART_HEADBIGRAM
(12,15),(11,14),-0.0665661 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.057474 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),0.373603 # DEPENDENCYPART_HEADBIGRAM
(12,15),(18,14),0.0670079 # DEPENDENCYPART_HEADBIGRAM
(12,16),(2,15),-0.0751043 # DEPENDENCYPART_HEADBIGRAM
(12,16),(6,15),-0.0868929 # DEPENDENCYPART_HEADBIGRAM
(12,16),(7,15),-0.0865647 # DEPENDENCYPART_HEADBIGRAM
(12,16),(9,15),-0.0633006 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.0744249 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.197378 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.155383 # DEPENDENCYPART_HEADBIGRAM
(12,16),(18,15),0.0888911 # DEPENDENCYPART_HEADBIGRAM
(12,16),(20,15),0.0930673 # DEPENDENCYPART_HEADBIGRAM
(12,17),(1,16),-0.0590728 # DEPENDENCYPART_HEADBIGRAM
(12,17),(2,16),-0.0590688 # DEPENDENCYPART_HEADBIGRAM
(12,17),(7,16),-0.0598632 # DEPENDENCYPART_HEADBIGRAM
(12,17),(9,16),-0.063056 # DEPENDENCYPART_HEADBIGRAM
(12,17),(11,16),-0.0589239 # DEPENDENCYPART_HEADBIGRAM
(12,17),(12,16),0.106483 # DEPENDENCYPART_HEADBIGRAM
(12,17),(15,16),0.102853 # DEPENDENCYPART_HEADBIGRAM
(12,17),(18,16),0.0943723 # DEPENDENCYPART_HEADBIGRAM
(12,17),(20,16),0.0945931 # DEPENDENCYPART_HEADBIGRAM
(12,17),(21,16),0.0946084 # DEPENDENCYPART_HEADBIGRAM
(12,18),(2,17),-0.0623352 # DEPENDENCYPART_HEADBIGRAM
(12,18),(7,17),-0.05848 # DEPENDENCYPART_HEADBIGRAM
(12,18),(9,17),-0.0589597 # DEPENDENCYPART_HEADBIGRAM
(12,18),(11,17),-0.05848 # DEPENDENCYPART_HEADBIGRAM
(12,18),(12,17),0.0999933 # DEPENDENCYPART_HEADBIGRAM
(12,18),(14,17),0.124059 # DEPENDENCYPART_HEADBIGRAM
(12,18),(15,17),0.0998864 # DEPENDENCYPART_HEADBIGRAM
(12,18),(18,17),0.0650999 # DEPENDENCYPART_HEADBIGRAM
(12,18),(20,17),0.0932189 # DEPENDENCYPART_HEADBIGRAM
(12,18),(25,17),0.0940793 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.0993405 # DEPENDENCYPART_HEADBIGRAM
(12,20),(20,19),0.064229 # DEPENDENCYPART_HEADBIGRAM
(12,20),(21,19),0.0825368 # DEPENDENCYPART_HEADBIGRAM
(12,20),(24,19),0.0910996 # DEPENDENCYPART_HEADBIGRAM
(14,8),(1,7),-0.0956383 # DEPENDENCYPART_HEADBIGRAM
(14,8),(2,7),-0.106802 # DEPENDENCYPART_HEADBIGRAM
(14,8),(6,7),-0.115884 # DEPENDENCYPART_HEADBIGRAM
(14,8),(9,7),-0.131006 # DEPENDENCYPART_HEADBIGRAM
(14,8),(11,7),-0.11729 # DEPENDENCYPART_HEADBIGRAM
(14,8),(12,7),-0.124946 # DEPENDENCYPART_HEADBIGRAM
(14,8),(15,7),0.0954964 # DEPENDENCYPART_HEADBIGRAM
(14,8),(18,7),0.0855485 # DEPENDENCYPART_HEADBIGRAM
(14,8),(20,7),0.0856924 # DEPENDENCYPART_HEADBIGRAM
(14,8),(21,7),0.0857107 # DEPENDENCYPART_HEADBIGRAM
(14,10),(0,9),-0.0940212 # DEPENDENCYPART_HEADBIGRAM
(14,10),(1,9),-0.147815 # DEPENDENCYPART_HEADBIGRAM
(14,10),(2,9),-0.182823 # DEPENDENCYPART_HEADBIGRAM
(14,10),(5,9),-0.149126 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.179763 # DEPENDENCYPART_HEADBIGRAM
(14,10),(7,9),-0.166708 # DEPENDENCYPART_HEADBIGRAM
(14,10),(11,9),-0.157805 # DEPENDENCYPART_HEADBIGRAM
(14,10),(18,9),0.0258511 # DEPENDENCYPART_HEADBIGRAM
(14,10),(20,9),-0.0115779 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.119764 # DEPENDENCYPART_HEADBIGRAM
(14,11),(11,10),-0.064447 # DEPENDENCYPART_HEADBIGRAM
(14,11),(12,10),-0.13566 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.0265522 # DEPENDENCYPART_HEADBIGRAM
(14,11),(15,10),0.101849 # DEPENDENCYPART_HEADBIGRAM
(14,11),(18,10),0.141879 # DEPENDENCYPART_HEADBIGRAM
(14,13),(2,12),-0.158036 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.157518 # DEPENDENCYPART_HEADBIGRAM
(14,13),(7,12),-0.150211 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.0756259 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.14217 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.168033 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.0681114 # DEPENDENCYPART_HEADBIGRAM
(14,13),(18,12),0.11522 # DEPENDENCYPART_HEADBIGRAM
(14,13),(20,12),0.10891 # DEPENDENCYPART_HEADBIGRAM
(14,13),(21,12),0.102658 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),-0.0767931 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),0.0498644 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.0792267 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),-0.105066 # DEPENDENCYPART_HEADBIGRAM
(14,15),(18,14),0.0909674 # DEPENDENCYPART_HEADBIGRAM
(14,17),(1,16),-0.0744385 # DEPENDENCYPART_HEADBIGRAM
(14,17),(2,16),-0.0743542 # DEPENDENCYPART_HEADBIGRAM
(14,17),(7,16),-0.0751615 # DEPENDENCYPART_HEADBIGRAM
(14,17),(9,16),-0.0757871 # DEPENDENCYPART_HEADBIGRAM
(14,17),(11,16),-0.0742019 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0567873 # DEPENDENCYPART_HEADBIGRAM
(14,17),(15,16),0.0870313 # DEPENDENCYPART_HEADBIGRAM
(14,17),(18,16),0.0784165 # DEPENDENCYPART_HEADBIGRAM
(14,17),(20,16),0.0795003 # DEPENDENCYPART_HEADBIGRAM
(14,17),(21,16),0.0796531 # DEPENDENCYPART_HEADBIGRAM
(14,18),(2,17),-0.0747773 # DEPENDENCYPART_HEADBIGRAM
(14,18),(7,17),-0.0723905 # DEPENDENCYPART_HEADBIGRAM
(14,18),(9,17),-0.0778401 # DEPENDENCYPART_HEADBIGRAM
(14,18),(11,17),-0.072418 # DEPENDENCYPART_HEADBIGRAM
(14,18),(12,17),-0.0590922 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0898175 # DEPENDENCYPART_HEADBIGRAM
(14,18),(15,17),0.0824963 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.0194536 # DEPENDENCYPART_HEADBIGRAM
(14,18),(20,17),0.0818146 # DEPENDENCYPART_HEADBIGRAM
(14,18),(25,17),0.0842082 # DEPENDENCYPART_HEADBIGRAM
(15,3),(0,2),-0.161288 # DEPENDENCYPART_HEADBIGRAM
(15,3),(1,2),-0.167144 # DEPENDENCYPART_HEADBIGRAM
(15,3),(5,2),-0.13022 # DEPENDENCYPART_HEADBIGRAM
(15,3),(6,2),-0.14438 # DEPENDENCYPART_HEADBIGRAM
(15,3),(7,2),-0.141926 # DEPENDENCYPART_HEADBIGRAM
(15,3),(9,2),-0.154424 # DEPENDENCYPART_HEADBIGRAM
(15,3),(18,2),0.0448535 # DEPENDENCYPART_HEADBIGRAM
(15,3),(20,2),0.0628806 # DEPENDENCYPART_HEADBIGRAM
(15,6),(2,5),-0.151132 # DEPENDENCYPART_HEADBIGRAM
(15,6),(4,5),-0.122225 # DEPENDENCYPART_HEADBIGRAM
(15,6),(6,5),-0.0432848 # DEPENDENCYPART_HEADBIGRAM
(15,6),(7,5),-0.141396 # DEPENDENCYPART_HEADBIGRAM
(15,6),(9,5),-0.178156 # DEPENDENCYPART_HEADBIGRAM
(15,6),(11,5),-0.141728 # DEPENDENCYPART_HEADBIGRAM
(15,6),(18,5),0.0347496 # DEPENDENCYPART_HEADBIGRAM
(15,7),(1,6),-0.104948 # DEPENDENCYPART_HEADBIGRAM
(15,7),(2,6),-0.104946 # DEPENDENCYPART_HEADBIGRAM
(15,7),(4,6),-0.157016 # DEPENDENCYPART_HEADBIGRAM
(15,7),(5,6),-0.157607 # DEPENDENCYPART_HEADBIGRAM
(15,7),(7,6),-0.0150325 # DEPENDENCYPART_HEADBIGRAM
(15,7),(9,6),-0.159598 # DEPENDENCYPART_HEADBIGRAM
(15,7),(11,6),-0.125116 # DEPENDENCYPART_HEADBIGRAM
(15,7),(15,6),0.167089 # DEPENDENCYPART_HEADBIGRAM
(15,8),(1,7),-0.0956383 # DEPENDENCYPART_HEADBIGRAM
(15,8),(2,7),-0.106802 # DEPENDENCYPART_HEADBIGRAM
(15,8),(6,7),-0.115884 # DEPENDENCYPART_HEADBIGRAM
(15,8),(9,7),-0.131006 # DEPENDENCYPART_HEADBIGRAM
(15,8),(11,7),-0.11729 # DEPENDENCYPART_HEADBIGRAM
(15,8),(12,7),-0.124946 # DEPENDENCYPART_HEADBIGRAM
(15,8),(15,7),0.080151 # DEPENDENCYPART_HEADBIGRAM
(15,8),(18,7),0.0855485 # DEPENDENCYPART_HEADBIGRAM
(15,8),(20,7),0.0856924 # DEPENDENCYPART_HEADBIGRAM
(15,8),(21,7),0.0857107 # DEPENDENCYPART_HEADBIGRAM
(15,10),(0,9),-0.0954263 # DEPENDENCYPART_HEADBIGRAM
(15,10),(1,9),-0.145665 # DEPENDENCYPART_HEADBIGRAM
(15,10),(2,9),-0.180673 # DEPENDENCYPART_HEADBIGRAM
(15,10),(5,9),-0.146991 # DEPENDENCYPART_HEADBIGRAM
(15,10),(6,9),-0.177612 # DEPENDENCYPART_HEADBIGRAM
(15,10),(7,9),-0.164558 # DEPENDENCYPART_HEADBIGRAM
(15,10),(11,9),-0.156729 # DEPENDENCYPART_HEADBIGRAM
(15,10),(18,9),0.0271824 # DEPENDENCYPART_HEADBIGRAM
(15,10),(20,9),-0.0102466 # DEPENDENCYPART_HEADBIGRAM
(15,11),(9,10),-0.119764 # DEPENDENCYPART_HEADBIGRAM
(15,11),(11,10),-0.0661617 # DEPENDENCYPART_HEADBIGRAM
(15,11),(12,10),-0.13566 # DEPENDENCYPART_HEADBIGRAM
(15,11),(14,10),-0.16255 # DEPENDENCYPART_HEADBIGRAM
(15,11),(15,10),0.0256597 # DEPENDENCYPART_HEADBIGRAM
(15,11),(18,10),0.141879 # DEPENDENCYPART_HEADBIGRAM
(15,12),(1,11),-0.151939 # DEPENDENCYPART_HEADBIGRAM
(15,12),(2,11),-0.15002 # DEPENDENCYPART_HEADBIGRAM
(15,12),(6,11),-0.158058 # DEPENDENCYPART_HEADBIGRAM
(15,12),(7,11),-0.158274 # DEPENDENCYPART_HEADBIGRAM
(15,12),(9,11),-0.0721761 # DEPENDENCYPART_HEADBIGRAM
(15,12),(12,11),-0.142372 # DEPENDENCYPART_HEADBIGRAM
(15,12),(14,11),-0.172163 # DEPENDENCYPART_HEADBIGRAM
(15,12),(15,11),0.0756748 # DEPENDENCYPART_HEADBIGRAM
(15,12),(18,11),0.105286 # DEPENDENCYPART_HEADBIGRAM
(15,12),(20,11),0.101972 # DEPENDENCYPART_HEADBIGRAM
(15,13),(2,12),-0.158036 # DEPENDENCYPART_HEADBIGRAM
(15,13),(6,12),-0.157518 # DEPENDENCYPART_HEADBIGRAM
(15,13),(7,12),-0.150211 # DEPENDENCYPART_HEADBIGRAM
(15,13),(9,12),-0.0756259 # DEPENDENCYPART_HEADBIGRAM
(15,13),(10,12),-0.14217 # DEPENDENCYPART_HEADBIGRAM
(15,13),(11,12),-0.168033 # DEPENDENCYPART_HEADBIGRAM
(15,13),(15,12),0.0729765 # DEPENDENCYPART_HEADBIGRAM
(15,13),(18,12),0.11522 # DEPENDENCYPART_HEADBIGRAM
(15,13),(20,12),0.10891 # DEPENDENCYPART_HEADBIGRAM
(15,13),(21,12),0.102658 # DEPENDENCYPART_HEADBIGRAM
(15,14),(2,13),-0.0984474 # DEPENDENCYPART_HEADBIGRAM
(15,14),(6,13),-0.0910595 # DEPENDENCYPART_HEADBIGRAM
(15,14),(7,13),-0.0910608 # DEPENDENCYPART_HEADBIGRAM
(15,14),(9,13),-0.147519 # DEPENDENCYPART_HEADBIGRAM
(15,14),(11,13),-0.0479994 # DEPENDENCYPART_HEADBIGRAM
(15,14),(12,13),-0.0395869 # DEPENDENCYPART_HEADBIGRAM
(15,14),(14,13),-0.133037 # DEPENDENCYPART_HEADBIGRAM
(15,14),(15,13),0.160746 # DEPENDENCYPART_HEADBIGRAM
(15,14),(18,13),0.133068 # DEPENDENCYPART_HEADBIGRAM
(15,14),(20,13),0.10332 # DEPENDENCYPART_HEADBIGRAM
(15,16),(2,15),-0.0718709 # DEPENDENCYPART_HEADBIGRAM
(15,16),(6,15),-0.0791897 # DEPENDENCYPART_HEADBIGRAM
(15,16),(7,15),-0.0729257 # DEPENDENCYPART_HEADBIGRAM
(15,16),(9,15),-0.0136276 # DEPENDENCYPART_HEADBIGRAM
(15,16),(11,15),-0.0361349 # DEPENDENCYPART_HEADBIGRAM
(15,16),(12,15),-0.0497711 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),-0.0555745 # DEPENDENCYPART_HEADBIGRAM
(15,16),(18,15),0.239144 # DEPENDENCYPART_HEADBIGRAM
(15,16),(20,15),0.178737 # DEPENDENCYPART_HEADBIGRAM
(15,17),(1,16),-0.0743166 # DEPENDENCYPART_HEADBIGRAM
(15,17),(2,16),-0.0742323 # DEPENDENCYPART_HEADBIGRAM
(15,17),(7,16),-0.0752074 # DEPENDENCYPART_HEADBIGRAM
(15,17),(9,16),-0.075833 # DEPENDENCYPART_HEADBIGRAM
(15,17),(11,16),-0.0743945 # DEPENDENCYPART_HEADBIGRAM
(15,17),(12,16),-0.0569799 # DEPENDENCYPART_HEADBIGRAM
(15,17),(15,16),0.149899 # DEPENDENCYPART_HEADBIGRAM
(15,17),(18,16),0.0782332 # DEPENDENCYPART_HEADBIGRAM
(15,17),(20,16),0.0794405 # DEPENDENCYPART_HEADBIGRAM
(15,17),(21,16),0.0795933 # DEPENDENCYPART_HEADBIGRAM
(15,18),(2,17),-0.0747773 # DEPENDENCYPART_HEADBIGRAM
(15,18),(7,17),-0.0723905 # DEPENDENCYPART_HEADBIGRAM
(15,18),(9,17),-0.0778401 # DEPENDENCYPART_HEADBIGRAM
(15,18),(11,17),-0.072418 # DEPENDENCYPART_HEADBIGRAM
(15,18),(12,17),-0.0590922 # DEPENDENCYPART_HEADBIGRAM
(15,18),(14,17),-0.0714427 # DEPENDENCYPART_HEADBIGRAM
(15,18),(15,17),0.0751099 # DEPENDENCYPART_HEADBIGRAM
(15,18),(18,17),0.0194536 # DEPENDENCYPART_HEADBIGRAM
(15,18),(20,17),0.0818146 # DEPENDENCYPART_HEADBIGRAM
(15,18),(25,17),0.0842082 # DEPENDENCYPART_HEADBIGRAM
(15,20),(18,19),0.0666972 # DEPENDENCYPART_HEADBIGRAM
(15,20),(20,19),0.12184 # DEPENDENCYPART_HEADBIGRAM
(15,20),(21,19),0.0636933 # DEPENDENCYPART_HEADBIGRAM
(15,20),(24,19),0.0885958 # DEPENDENCYPART_HEADBIGRAM
(15,21),(0,20),-0.110898 # DEPENDENCYPART_HEADBIGRAM
(15,21),(2,20),-0.0420663 # DEPENDENCYPART_HEADBIGRAM
(15,21),(7,20),-0.0420669 # DEPENDENCYPART_HEADBIGRAM
(15,21),(9,20),-0.0623294 # DEPENDENCYPART_HEADBIGRAM
(15,21),(11,20),-0.0395445 # DEPENDENCYPART_HEADBIGRAM
(15,21),(12,20),-0.0525443 # DEPENDENCYPART_HEADBIGRAM
(15,21),(15,20),0.100349 # DEPENDENCYPART_HEADBIGRAM
(15,21),(18,20),0.18869 # DEPENDENCYPART_HEADBIGRAM
(15,21),(19,20),0.181875 # DEPENDENCYPART_HEADBIGRAM
(15,21),(21,20),0.105827 # DEPENDENCYPART_HEADBIGRAM
(15,23),(20,22),0.107617 # DEPENDENCYPART_HEADBIGRAM
(15,23),(21,22),0.107617 # DEPENDENCYPART_HEADBIGRAM
(15,23),(24,22),0.0978967 # DEPENDENCYPART_HEADBIGRAM
(15,23),(25,22),0.0950358 # DEPENDENCYPART_HEADBIGRAM
(15,23),(28,22),0.095272 # DEPENDENCYPART_HEADBIGRAM
(15,23),(31,22),0.095272 # DEPENDENCYPART_HEADBIGRAM
(15,25),(18,24),0.0509627 # DEPENDENCYPART_HEADBIGRAM
(15,25),(20,24),0.0400733 # DEPENDENCYPART_HEADBIGRAM
(15,25),(21,24),0.0414315 # DEPENDENCYPART_HEADBIGRAM
(15,25),(22,24),0.0752465 # DEPENDENCYPART_HEADBIGRAM
(15,25),(23,24),0.0753745 # DEPENDENCYPART_HEADBIGRAM
(15,25),(25,24),0.130677 # DEPENDENCYPART_HEADBIGRAM
(15,25),(28,24),0.0733236 # DEPENDENCYPART_HEADBIGRAM
(15,25),(31,24),0.0792368 # DEPENDENCYPART_HEADBIGRAM
(15,26),(2,25),-0.0478989 # DEPENDENCYPART_HEADBIGRAM
(15,26),(7,25),-0.0484307 # DEPENDENCYPART_HEADBIGRAM
(15,26),(15,25),0.0872165 # DEPENDENCYPART_HEADBIGRAM
(15,26),(18,25),0.109144 # DEPENDENCYPART_HEADBIGRAM
(15,26),(19,25),0.106595 # DEPENDENCYPART_HEADBIGRAM
(15,26),(20,25),0.103744 # DEPENDENCYPART_HEADBIGRAM
(15,26),(21,25),0.104688 # DEPENDENCYPART_HEADBIGRAM
(15,26),(27,25),0.132343 # DEPENDENCYPART_HEADBIGRAM
(15,26),(29,25),0.12239 # DEPENDENCYPART_HEADBIGRAM
(15,26),(31,25),0.105101 # DEPENDENCYPART_HEADBIGRAM
(15,27),(2,26),-0.0687865 # DEPENDENCYPART_HEADBIGRAM
(15,27),(7,26),-0.0686473 # DEPENDENCYPART_HEADBIGRAM
(15,27),(9,26),-0.0831273 # DEPENDENCYPART_HEADBIGRAM
(15,27),(15,26),0.134188 # DEPENDENCYPART_HEADBIGRAM
(15,27),(18,26),0.0961962 # DEPENDENCYPART_HEADBIGRAM
(15,27),(20,26),0.0954634 # DEPENDENCYPART_HEADBIGRAM
(15,27),(21,26),0.0977223 # DEPENDENCYPART_HEADBIGRAM
(15,27),(24,26),0.108909 # DEPENDENCYPART_HEADBIGRAM
(15,27),(25,26),0.096414 # DEPENDENCYPART_HEADBIGRAM
(15,27),(27,26),0.088431 # DEPENDENCYPART_HEADBIGRAM
(15,32),(21,31),0.133887 # DEPENDENCYPART_HEADBIGRAM
(15,32),(25,31),0.185313 # DEPENDENCYPART_HEADBIGRAM
(15,32),(27,31),0.0666409 # DEPENDENCYPART_HEADBIGRAM
(15,32),(28,31),0.128733 # DEPENDENCYPART_HEADBIGRAM
(15,32),(29,31),0.171547 # DEPENDENCYPART_HEADBIGRAM
(18,2),(2,1),0.204818 # DEPENDENCYPART_HEADBIGRAM
(18,2),(7,1),-0.137191 # DEPENDENCYPART_HEADBIGRAM
(18,2),(18,1),-0.0171013 # DEPENDENCYPART_HEADBIGRAM
(18,2),(20,1),0.0915091 # DEPENDENCYPART_HEADBIGRAM
(18,3),(0,2),-0.168189 # DEPENDENCYPART_HEADBIGRAM
(18,3),(1,2),-0.196953 # DEPENDENCYPART_HEADBIGRAM
(18,3),(5,2),-0.142701 # DEPENDENCYPART_HEADBIGRAM
(18,3),(6,2),-0.207007 # DEPENDENCYPART_HEADBIGRAM
(18,3),(7,2),-0.216406 # DEPENDENCYPART_HEADBIGRAM
(18,3),(9,2),-0.106011 # DEPENDENCYPART_HEADBIGRAM
(18,3),(18,2),0.0709767 # DEPENDENCYPART_HEADBIGRAM
(18,3),(20,2),0.159836 # DEPENDENCYPART_HEADBIGRAM
(18,5),(5,4),-0.158447 # DEPENDENCYPART_HEADBIGRAM
(18,5),(6,4),-0.129185 # DEPENDENCYPART_HEADBIGRAM
(18,5),(7,4),-0.129329 # DEPENDENCYPART_HEADBIGRAM
(18,5),(9,4),-0.126845 # DEPENDENCYPART_HEADBIGRAM
(18,5),(11,4),-0.129374 # DEPENDENCYPART_HEADBIGRAM
(18,7),(1,6),-0.129142 # DEPENDENCYPART_HEADBIGRAM
(18,7),(2,6),-0.129138 # DEPENDENCYPART_HEADBIGRAM
(18,7),(4,6),-0.131683 # DEPENDENCYPART_HEADBIGRAM
(18,7),(5,6),-0.130251 # DEPENDENCYPART_HEADBIGRAM
(18,7),(7,6),0.0755175 # DEPENDENCYPART_HEADBIGRAM
(18,7),(9,6),-0.138633 # DEPENDENCYPART_HEADBIGRAM
(18,7),(11,6),-0.134399 # DEPENDENCYPART_HEADBIGRAM
(18,7),(15,6),-0.134269 # DEPENDENCYPART_HEADBIGRAM
(18,9),(9,8),-0.131481 # DEPENDENCYPART_HEADBIGRAM
(18,9),(11,8),-0.126722 # DEPENDENCYPART_HEADBIGRAM
(18,9),(12,8),-0.130588 # DEPENDENCYPART_HEADBIGRAM
(18,9),(14,8),-0.126392 # DEPENDENCYPART_HEADBIGRAM
(18,9),(15,8),-0.126392 # DEPENDENCYPART_HEADBIGRAM
(18,10),(0,9),-0.0397498 # DEPENDENCYPART_HEADBIGRAM
(18,10),(1,9),-0.092571 # DEPENDENCYPART_HEADBIGRAM
(18,10),(2,9),-0.0919131 # DEPENDENCYPART_HEADBIGRAM
(18,10),(5,9),-0.11521 # DEPENDENCYPART_HEADBIGRAM
