# _root_ Great Northern Nekoosa reacted coolly to Georgia-Pacific 's takeover bid of $ 58 a share , or $ 3.19 billion , though the suitor said all terms are negotiable .
#goldHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,17,25,24,25,4,27,28,25,28,4,
#predictedHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,4,25,24,25,4,27,28,25,28,4,
(4,17),(17,16),0.34743 # DEPENDENCYPART_HEADBIGRAM
(4,17),(25,16),0.0368717 # DEPENDENCYPART_HEADBIGRAM
(4,17),(28,16),0.0345362 # DEPENDENCYPART_HEADBIGRAM
(4,21),(10,20),0.132733 # DEPENDENCYPART_HEADBIGRAM
(4,21),(12,20),0.0881901 # DEPENDENCYPART_HEADBIGRAM
(4,21),(15,20),0.137286 # DEPENDENCYPART_HEADBIGRAM
(4,21),(17,20),0.123788 # DEPENDENCYPART_HEADBIGRAM
(4,21),(18,20),0.113283 # DEPENDENCYPART_HEADBIGRAM
(4,21),(19,20),0.127006 # DEPENDENCYPART_HEADBIGRAM
(4,21),(22,20),0.100047 # DEPENDENCYPART_HEADBIGRAM
(4,21),(24,20),0.106532 # DEPENDENCYPART_HEADBIGRAM
(4,21),(25,20),0.0931556 # DEPENDENCYPART_HEADBIGRAM
(4,21),(28,20),0.0903837 # DEPENDENCYPART_HEADBIGRAM
(4,22),(4,21),0.281169 # DEPENDENCYPART_HEADBIGRAM
(4,22),(7,21),0.172241 # DEPENDENCYPART_HEADBIGRAM
(4,22),(10,21),0.17218 # DEPENDENCYPART_HEADBIGRAM
(4,22),(15,21),0.18578 # DEPENDENCYPART_HEADBIGRAM
(4,22),(17,21),0.116986 # DEPENDENCYPART_HEADBIGRAM
(4,22),(18,21),0.110405 # DEPENDENCYPART_HEADBIGRAM
(4,22),(19,21),0.0728353 # DEPENDENCYPART_HEADBIGRAM
(4,22),(20,21),0.0744625 # DEPENDENCYPART_HEADBIGRAM
(4,22),(25,21),0.137393 # DEPENDENCYPART_HEADBIGRAM
(4,22),(28,21),0.147436 # DEPENDENCYPART_HEADBIGRAM
(4,25),(13,24),0.106022 # DEPENDENCYPART_HEADBIGRAM
(4,25),(17,24),0.0841381 # DEPENDENCYPART_HEADBIGRAM
(4,25),(18,24),0.0873085 # DEPENDENCYPART_HEADBIGRAM
(4,25),(19,24),0.0861937 # DEPENDENCYPART_HEADBIGRAM
(4,25),(20,24),0.086187 # DEPENDENCYPART_HEADBIGRAM
(4,25),(22,24),0.0722728 # DEPENDENCYPART_HEADBIGRAM
(4,25),(25,24),0.329781 # DEPENDENCYPART_HEADBIGRAM
(4,25),(27,24),0.0977575 # DEPENDENCYPART_HEADBIGRAM
(4,25),(28,24),0.0561385 # DEPENDENCYPART_HEADBIGRAM
(4,25),(29,24),0.0921031 # DEPENDENCYPART_HEADBIGRAM
(4,28),(10,27),0.0845424 # DEPENDENCYPART_HEADBIGRAM
(4,28),(13,27),0.106265 # DEPENDENCYPART_HEADBIGRAM
(4,28),(17,27),0.0867282 # DEPENDENCYPART_HEADBIGRAM
(4,28),(18,27),0.0868547 # DEPENDENCYPART_HEADBIGRAM
(4,28),(19,27),0.0954637 # DEPENDENCYPART_HEADBIGRAM
(4,28),(22,27),0.0496503 # DEPENDENCYPART_HEADBIGRAM
(4,28),(24,27),0.0655161 # DEPENDENCYPART_HEADBIGRAM
(4,28),(25,27),0.0945237 # DEPENDENCYPART_HEADBIGRAM
(4,28),(28,27),0.282 # DEPENDENCYPART_HEADBIGRAM
(4,28),(29,27),0.0935836 # DEPENDENCYPART_HEADBIGRAM
(4,30),(10,29),0.0508115 # DEPENDENCYPART_HEADBIGRAM
(4,30),(12,29),0.132524 # DEPENDENCYPART_HEADBIGRAM
(4,30),(15,29),0.051305 # DEPENDENCYPART_HEADBIGRAM
(4,30),(18,29),0.132524 # DEPENDENCYPART_HEADBIGRAM
(4,30),(22,29),0.112134 # DEPENDENCYPART_HEADBIGRAM
(4,30),(24,29),0.0435106 # DEPENDENCYPART_HEADBIGRAM
(4,30),(25,29),0.0975973 # DEPENDENCYPART_HEADBIGRAM
(4,30),(27,29),0.0351874 # DEPENDENCYPART_HEADBIGRAM
(4,30),(28,29),0.0478053 # DEPENDENCYPART_HEADBIGRAM
(4,30),(30,29),0.050608 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.11178 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.128383 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.134217 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0554472 # DEPENDENCYPART_HEADBIGRAM
(5,2),(7,1),0.0753197 # DEPENDENCYPART_HEADBIGRAM
(5,2),(10,1),0.0753197 # DEPENDENCYPART_HEADBIGRAM
(5,2),(17,1),0.081476 # DEPENDENCYPART_HEADBIGRAM
(5,2),(25,1),0.0810129 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.254261 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.159226 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.134235 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.244298 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.155617 # DEPENDENCYPART_HEADBIGRAM
(5,3),(10,2),0.0511625 # DEPENDENCYPART_HEADBIGRAM
(5,3),(17,2),0.0831892 # DEPENDENCYPART_HEADBIGRAM
(5,3),(25,2),0.0779011 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0465958 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0549935 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0479006 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.00312826 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.0998579 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.124516 # DEPENDENCYPART_HEADBIGRAM
(5,6),(10,5),0.116986 # DEPENDENCYPART_HEADBIGRAM
(5,6),(17,5),0.10354 # DEPENDENCYPART_HEADBIGRAM
(5,6),(25,5),0.100578 # DEPENDENCYPART_HEADBIGRAM
(5,6),(28,5),0.119027 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.0563756 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0615819 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.118515 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0982061 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.0982061 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.0981944 # DEPENDENCYPART_HEADBIGRAM
(5,7),(17,6),0.0983362 # DEPENDENCYPART_HEADBIGRAM
(5,7),(25,6),0.0927715 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.0725067 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0741812 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.195073 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.146732 # DEPENDENCYPART_HEADBIGRAM
(5,9),(10,8),0.0807547 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.0696516 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.123243 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.132257 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.157855 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.204538 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.0958073 # DEPENDENCYPART_HEADBIGRAM
(5,10),(13,9),0.0975409 # DEPENDENCYPART_HEADBIGRAM
(5,10),(17,9),0.097799 # DEPENDENCYPART_HEADBIGRAM
(5,10),(25,9),0.0891143 # DEPENDENCYPART_HEADBIGRAM
(5,10),(28,9),0.0890629 # DEPENDENCYPART_HEADBIGRAM
(5,11),(4,10),-0.00585757 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.141599 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.112911 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.124434 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.176638 # DEPENDENCYPART_HEADBIGRAM
(5,11),(12,10),0.108596 # DEPENDENCYPART_HEADBIGRAM
(5,11),(13,10),0.08278 # DEPENDENCYPART_HEADBIGRAM
(5,11),(17,10),0.0909687 # DEPENDENCYPART_HEADBIGRAM
(5,11),(25,10),0.095671 # DEPENDENCYPART_HEADBIGRAM
(5,11),(28,10),0.09493 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.137725 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.135153 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.151426 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.151426 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0956398 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0956398 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.111362 # DEPENDENCYPART_HEADBIGRAM
(6,5),(17,4),0.0819075 # DEPENDENCYPART_HEADBIGRAM
(6,5),(25,4),0.0937947 # DEPENDENCYPART_HEADBIGRAM
(6,5),(28,4),0.0962516 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.026437 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),0.0723972 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),0.0113562 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.0956605 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.0956604 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.0902415 # DEPENDENCYPART_HEADBIGRAM
(6,7),(17,6),0.0964913 # DEPENDENCYPART_HEADBIGRAM
(6,7),(25,6),0.124894 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0453195 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0467625 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.241769 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.107993 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.108775 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0724672 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0605813 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0470054 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.15863 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.255284 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.0958675 # DEPENDENCYPART_HEADBIGRAM
(6,10),(13,9),0.0956796 # DEPENDENCYPART_HEADBIGRAM
(6,10),(17,9),0.128803 # DEPENDENCYPART_HEADBIGRAM
(6,10),(25,9),0.0862638 # DEPENDENCYPART_HEADBIGRAM
(6,10),(28,9),0.086271 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0276953 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.016521 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.165148 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.152132 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.167192 # DEPENDENCYPART_HEADBIGRAM
(6,11),(12,10),0.0904778 # DEPENDENCYPART_HEADBIGRAM
(6,11),(13,10),0.0635602 # DEPENDENCYPART_HEADBIGRAM
(6,11),(17,10),0.0820866 # DEPENDENCYPART_HEADBIGRAM
(6,11),(25,10),0.120534 # DEPENDENCYPART_HEADBIGRAM
(6,11),(28,10),0.120535 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.102518 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.0988109 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.103232 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.0813938 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.0928774 # DEPENDENCYPART_HEADBIGRAM
(6,15),(18,14),0.0916703 # DEPENDENCYPART_HEADBIGRAM
(6,15),(19,14),0.0938626 # DEPENDENCYPART_HEADBIGRAM
(6,15),(24,14),0.0837148 # DEPENDENCYPART_HEADBIGRAM
(6,15),(25,14),0.0947937 # DEPENDENCYPART_HEADBIGRAM
(6,17),(4,16),-0.0625828 # DEPENDENCYPART_HEADBIGRAM
(6,17),(7,16),0.163519 # DEPENDENCYPART_HEADBIGRAM
(6,17),(10,16),0.163519 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.129333 # DEPENDENCYPART_HEADBIGRAM
(6,17),(12,16),0.129436 # DEPENDENCYPART_HEADBIGRAM
(6,17),(13,16),0.129347 # DEPENDENCYPART_HEADBIGRAM
(6,17),(15,16),0.10727 # DEPENDENCYPART_HEADBIGRAM
(6,17),(17,16),0.402238 # DEPENDENCYPART_HEADBIGRAM
(6,17),(25,16),0.0912926 # DEPENDENCYPART_HEADBIGRAM
(6,17),(28,16),0.0916761 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.119431 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.125715 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.15798 # DEPENDENCYPART_HEADBIGRAM
(7,2),(5,1),-0.122844 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.206635 # DEPENDENCYPART_HEADBIGRAM
(7,2),(10,1),0.0641317 # DEPENDENCYPART_HEADBIGRAM
(7,2),(17,1),0.0621103 # DEPENDENCYPART_HEADBIGRAM
(7,2),(25,1),0.0787849 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.106008 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.122676 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.158788 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.122844 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.182483 # DEPENDENCYPART_HEADBIGRAM
(7,3),(10,2),0.0646313 # DEPENDENCYPART_HEADBIGRAM
(7,3),(17,2),0.0622313 # DEPENDENCYPART_HEADBIGRAM
(7,3),(25,2),0.0787911 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.0919641 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.132476 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.132476 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),-0.0631253 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.126297 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.112596 # DEPENDENCYPART_HEADBIGRAM
(7,4),(9,3),0.0902792 # DEPENDENCYPART_HEADBIGRAM
(7,4),(10,3),0.0902479 # DEPENDENCYPART_HEADBIGRAM
(7,4),(17,3),0.101126 # DEPENDENCYPART_HEADBIGRAM
(7,4),(25,3),0.0447332 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.174336 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.11148 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.127753 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.127753 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0683172 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.10651 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.121035 # DEPENDENCYPART_HEADBIGRAM
(7,5),(17,4),0.109271 # DEPENDENCYPART_HEADBIGRAM
(7,5),(25,4),0.125981 # DEPENDENCYPART_HEADBIGRAM
(7,5),(28,4),0.125756 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.131183 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0704115 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.114278 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.523125 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.510055 # DEPENDENCYPART_HEADBIGRAM
(7,8),(15,7),0.35628 # DEPENDENCYPART_HEADBIGRAM
(7,8),(17,7),0.176907 # DEPENDENCYPART_HEADBIGRAM
(7,8),(25,7),0.095271 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0651059 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0679339 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0209304 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.030745 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.0928343 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0926823 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0584135 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.086653 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.191182 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.294021 # DEPENDENCYPART_HEADBIGRAM
(7,10),(12,9),0.0956849 # DEPENDENCYPART_HEADBIGRAM
(7,10),(13,9),0.0993548 # DEPENDENCYPART_HEADBIGRAM
(7,10),(17,9),0.0729403 # DEPENDENCYPART_HEADBIGRAM
(7,10),(25,9),0.0687926 # DEPENDENCYPART_HEADBIGRAM
(7,10),(28,9),0.0676413 # DEPENDENCYPART_HEADBIGRAM
(7,11),(4,10),-0.0189901 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0192437 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),0.0363533 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.114813 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.134788 # DEPENDENCYPART_HEADBIGRAM
(7,11),(12,10),0.0882552 # DEPENDENCYPART_HEADBIGRAM
(7,11),(13,10),0.0492037 # DEPENDENCYPART_HEADBIGRAM
(7,11),(17,10),0.0889812 # DEPENDENCYPART_HEADBIGRAM
(7,11),(25,10),0.0924604 # DEPENDENCYPART_HEADBIGRAM
(7,11),(28,10),0.0914315 # DEPENDENCYPART_HEADBIGRAM
(7,12),(4,11),-0.0827339 # DEPENDENCYPART_HEADBIGRAM
(7,12),(5,11),-0.0584381 # DEPENDENCYPART_HEADBIGRAM
(7,12),(6,11),-0.056955 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.0881766 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.108287 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.110638 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.165011 # DEPENDENCYPART_HEADBIGRAM
(7,12),(13,11),0.10371 # DEPENDENCYPART_HEADBIGRAM
(7,12),(15,11),0.104269 # DEPENDENCYPART_HEADBIGRAM
(7,12),(17,11),0.0964883 # DEPENDENCYPART_HEADBIGRAM
(7,13),(4,12),-0.0680157 # DEPENDENCYPART_HEADBIGRAM
(7,13),(7,12),0.0634181 # DEPENDENCYPART_HEADBIGRAM
(7,13),(9,12),0.100142 # DEPENDENCYPART_HEADBIGRAM
(7,13),(10,12),0.0953675 # DEPENDENCYPART_HEADBIGRAM
(7,13),(11,12),0.0938069 # DEPENDENCYPART_HEADBIGRAM
(7,13),(13,12),0.117913 # DEPENDENCYPART_HEADBIGRAM
(7,13),(15,12),0.0884413 # DEPENDENCYPART_HEADBIGRAM
(7,13),(17,12),0.0854339 # DEPENDENCYPART_HEADBIGRAM
(7,13),(25,12),0.086151 # DEPENDENCYPART_HEADBIGRAM
(7,16),(4,15),-0.092305 # DEPENDENCYPART_HEADBIGRAM
(7,16),(6,15),-0.0377059 # DEPENDENCYPART_HEADBIGRAM
(7,16),(10,15),0.125757 # DEPENDENCYPART_HEADBIGRAM
(7,16),(11,15),0.0760729 # DEPENDENCYPART_HEADBIGRAM
(7,16),(12,15),0.0597802 # DEPENDENCYPART_HEADBIGRAM
(7,16),(13,15),0.185327 # DEPENDENCYPART_HEADBIGRAM
(7,16),(17,15),0.0604027 # DEPENDENCYPART_HEADBIGRAM
(7,16),(20,15),0.100546 # DEPENDENCYPART_HEADBIGRAM
(7,16),(25,15),0.00873405 # DEPENDENCYPART_HEADBIGRAM
(7,16),(28,15),0.0794468 # DEPENDENCYPART_HEADBIGRAM
(7,21),(10,20),0.11 # DEPENDENCYPART_HEADBIGRAM
(7,21),(12,20),0.267411 # DEPENDENCYPART_HEADBIGRAM
(7,21),(15,20),0.110414 # DEPENDENCYPART_HEADBIGRAM
(7,21),(17,20),0.105176 # DEPENDENCYPART_HEADBIGRAM
(7,21),(18,20),0.292504 # DEPENDENCYPART_HEADBIGRAM
(7,21),(19,20),0.120911 # DEPENDENCYPART_HEADBIGRAM
(7,21),(22,20),0.108385 # DEPENDENCYPART_HEADBIGRAM
(7,21),(24,20),0.090311 # DEPENDENCYPART_HEADBIGRAM
(7,21),(25,20),0.0924137 # DEPENDENCYPART_HEADBIGRAM
(7,21),(28,20),0.0943791 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.126732 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),-0.0267773 # DEPENDENCYPART_HEADBIGRAM
(9,3),(4,2),-0.157812 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.123556 # DEPENDENCYPART_HEADBIGRAM
(9,3),(7,2),-0.125116 # DEPENDENCYPART_HEADBIGRAM
(9,3),(10,2),0.0782385 # DEPENDENCYPART_HEADBIGRAM
(9,3),(17,2),0.0701158 # DEPENDENCYPART_HEADBIGRAM
(9,3),(25,2),0.0797063 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.0919641 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.13248 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.13248 # DEPENDENCYPART_HEADBIGRAM
(9,4),(4,3),-0.0646047 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.126297 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.122859 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.0880545 # DEPENDENCYPART_HEADBIGRAM
(9,4),(10,3),0.0902395 # DEPENDENCYPART_HEADBIGRAM
(9,4),(17,3),0.101126 # DEPENDENCYPART_HEADBIGRAM
(9,4),(25,3),0.0447757 # DEPENDENCYPART_HEADBIGRAM
(9,5),(0,4),-0.203278 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.140422 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.0658081 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.0658081 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.114641 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.0736497 # DEPENDENCYPART_HEADBIGRAM
(9,5),(10,4),0.118647 # DEPENDENCYPART_HEADBIGRAM
(9,5),(17,4),0.114367 # DEPENDENCYPART_HEADBIGRAM
(9,5),(25,4),0.10603 # DEPENDENCYPART_HEADBIGRAM
(9,5),(28,4),0.105805 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.121164 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.134296 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.127017 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.111789 # DEPENDENCYPART_HEADBIGRAM
(9,6),(7,5),-0.125308 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.078743 # DEPENDENCYPART_HEADBIGRAM
(9,6),(10,5),0.092867 # DEPENDENCYPART_HEADBIGRAM
(9,6),(17,5),0.0900661 # DEPENDENCYPART_HEADBIGRAM
(9,6),(25,5),0.0960281 # DEPENDENCYPART_HEADBIGRAM
(9,6),(28,5),0.0950316 # DEPENDENCYPART_HEADBIGRAM
(9,7),(0,6),-0.125074 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.0149478 # DEPENDENCYPART_HEADBIGRAM
(9,7),(5,6),-0.117789 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.064128 # DEPENDENCYPART_HEADBIGRAM
(9,7),(10,6),0.115753 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.0729257 # DEPENDENCYPART_HEADBIGRAM
(9,7),(17,6),0.0512944 # DEPENDENCYPART_HEADBIGRAM
(9,7),(25,6),0.102836 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.191817 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.181843 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.234438 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.174393 # DEPENDENCYPART_HEADBIGRAM
(9,8),(10,7),0.0735798 # DEPENDENCYPART_HEADBIGRAM
(9,8),(15,7),0.0762751 # DEPENDENCYPART_HEADBIGRAM
(9,8),(17,7),0.069373 # DEPENDENCYPART_HEADBIGRAM
(9,8),(25,7),0.0358138 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.074992 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0372655 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.149542 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0258792 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),-0.105641 # DEPENDENCYPART_HEADBIGRAM
(9,10),(12,9),0.110527 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.129333 # DEPENDENCYPART_HEADBIGRAM
(9,10),(17,9),0.0598572 # DEPENDENCYPART_HEADBIGRAM
(9,10),(25,9),0.0551687 # DEPENDENCYPART_HEADBIGRAM
(9,10),(28,9),0.0628918 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0283556 # DEPENDENCYPART_HEADBIGRAM
(9,11),(5,10),-0.0683056 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0126654 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0782939 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.023752 # DEPENDENCYPART_HEADBIGRAM
(9,11),(12,10),0.0918556 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0784115 # DEPENDENCYPART_HEADBIGRAM
(9,11),(17,10),0.0992421 # DEPENDENCYPART_HEADBIGRAM
(9,11),(25,10),0.0955209 # DEPENDENCYPART_HEADBIGRAM
(9,11),(28,10),0.094492 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.0827339 # DEPENDENCYPART_HEADBIGRAM
(9,12),(5,11),-0.0584381 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.056955 # DEPENDENCYPART_HEADBIGRAM
(9,12),(7,11),-0.0509644 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0914356 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.110638 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.165018 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.10371 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.104269 # DEPENDENCYPART_HEADBIGRAM
