# _root_ `` For all intents and purposes , an agreement appears to have been achieved , '' he said .
#goldHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
#predictedHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
(4,6),(6,8),0.0536192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0715006 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.197249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.276032 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.519603 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.427418 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.121059 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.29028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0139161 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.166404 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.06262 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.709047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.122575 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0807395 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.34895 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.173191 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.200296 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.529156 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.457449 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.238844 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.363806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.36678 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.806453 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.07509 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.604653 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.79643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.122772 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0347176 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.203604 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.138909 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0213212 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.199777 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.295776 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.545573 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.478444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.45082 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.447586 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.510591 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.865329 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.03662 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.937406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,8),-0.121557 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.263413 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.00156909 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.58158 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.514138 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.342854 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.986121 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.17295 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.794988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,9),-0.159756 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.424861 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.442035 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.439224 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.465854 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.537571 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.985747 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.12584 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.79287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0224507 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.0390487 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.241404 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.134448 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.157372 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.562285 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.592549 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.384537 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.401739 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.425766 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.48786 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.446301 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.413991 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.410156 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.86461 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-1.03603 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.822635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.180308 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.232444 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.0644008 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.166762 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.210938 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.440621 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.34146 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.487181 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.434819 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.457587 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.445889 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.104515 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.764333 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.03783 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.08423 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.969601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.26004 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.33809 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.403303 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.113422 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.703357 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.464338 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.658164 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.368814 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.533217 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.71202 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.932731 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),1.11929 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.00476002 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0561816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.141469 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.512103 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.216405 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.464638 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.329961 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.419818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.351777 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.837164 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.777004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.876523 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.871708 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.19057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.756562 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.25635 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.34396 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.265963 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.265442 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.713082 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0720995 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.292802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.223086 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.402996 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.120283 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-1.38938 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.677403 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.845514 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.378619 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.314455 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.791453 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.256174 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.478939 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.22792 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.91864 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.74542 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.862239 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0920282 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.332583 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.242507 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.540713 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.959597 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.28211 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-1.08881 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-1.14921 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.660352 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.39523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.72635 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.688492 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.97584 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.931311 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.840825 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.770423 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.46072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.861298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.726475 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.696082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.7057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.941387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.83887 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.804177 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.995381 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.822507 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.811554 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0156974 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.257589 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.64685 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.64815 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.922676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.193142 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.219086 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.172772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.292843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.341978 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.295339 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.256258 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.311758 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.27711 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.32215 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.65932 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.2312 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.56783 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.25987 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.00547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.310896 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0141124 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0127986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.291386 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.25178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.35786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.315799 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.467154 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.3946 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.419983 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.791582 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.62085 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.60034 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.245787 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.270837 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.042252 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.394909 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.352535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.360633 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.50181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.75718 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.65707 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.16718 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.261389 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.457945 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.385814 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.748325 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.446538 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.50144 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.71007 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.63913 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.40259 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.00057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.3481 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.258678 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.164796 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.65347 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.403607 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.400448 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.348329 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.708238 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.396828 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.282425 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.250116 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.692627 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.71671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.789269 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.854705 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.803988 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.627735 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.855284 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.705786 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.11215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.240434 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.01084 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.50268 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.206225 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.435913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.343529 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.633543 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.696557 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-1.03944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.72941 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.814508 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.20207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.179909 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.458092 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.315048 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.522726 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.348527 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.466101 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.637137 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.12125 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.246227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.202094 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.401233 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.09414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.569208 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.683549 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.234031 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.85091 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.893361 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.675194 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.980235 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.566211 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.350404 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.687317 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.260042 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.237961 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.499197 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0632239 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.06423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.542025 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.589656 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.883598 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.775192 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-1.00461 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.69771 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.637824 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.566293 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.688162 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0674524 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.500039 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0639052 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.06424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.542031 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.589663 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.883604 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.775199 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.00461 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.697716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.578483 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.688237 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.923003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.15338 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.20087 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.675532 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.824248 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.75608 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.991003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.560492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.386623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0432473 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.330476 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.382506 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.202204 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.342695 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.199117 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.14243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.643254 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.07351 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.669738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.555567 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.635106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.623133 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.414622 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.251476 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.215418 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.05373 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.19643 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.716752 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.396958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,14),-0.113757 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.393915 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.129535 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.492601 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.185619 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.05325 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.1492 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.698774 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.902793 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.779322 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.04933 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.572392 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.427165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),-0.214713 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.368146 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.341119 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0970322 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.459762 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.14095 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.291023 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.312399 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.587949 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.986501 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.11364 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.632126 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.839152 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.994576 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.56882 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.409487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.0928672 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0833548 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.322031 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.250999 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.162801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.328963 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.189651 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.13 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.571024 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.273309 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.172036 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.169257 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0226594 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0248828 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.035334 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.0960238 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.345021 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.162744 # DEPENDENCYPART_GRANDPAR
