# _root_ But the Oct. 17 temblor put a halt to much nonessential building , and heavy rains last week slowed the rest , freeing construction workers for earthquake repairs .
#goldHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,16,14,21,19,14,14,25,23,23,28,26,14,
#predictedHeads=14,5,5,3,6,14,8,6,6,12,12,9,14,0,16,19,18,19,14,21,19,19,19,25,23,23,28,26,14,
(19,15),(19,12),(19,8),-0.0990732 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,6),-0.0999819 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,5),-0.0990732 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,3),-0.101028 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,2),-0.0241026 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,1),-0.134297 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,-1),-0.0930145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,11),(19,10),-0.0754533 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,9),-0.11894 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,8),-0.0963674 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,6),-0.0995496 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,5),-0.0963674 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,4),-0.0941893 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,3),-0.0982732 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,2),-0.0149178 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,1),-0.126856 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,-1),-0.108492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,10),(19,9),-0.11894 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,8),-0.0966427 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,6),-0.0995845 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,5),-0.0966427 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,4),-0.0941893 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,3),-0.0985485 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,2),-0.0159854 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,1),-0.126876 # DEPENDENCYPART_TRISIBL
(19,15),(19,10),(19,-1),-0.0972408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,9),(19,8),-0.0993828 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,6),-0.101466 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,5),-0.0993828 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,4),-0.0972731 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,3),-0.101149 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,2),-0.0327763 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,1),-0.123867 # DEPENDENCYPART_TRISIBL
(19,15),(19,9),(19,-1),-0.113288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,8),(19,6),-0.0999819 # DEPENDENCYPART_TRISIBL
(19,15),(19,8),(19,5),-0.0990732 # DEPENDENCYPART_TRISIBL
(19,15),(19,8),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,15),(19,8),(19,3),-0.101028 # DEPENDENCYPART_TRISIBL
(19,15),(19,8),(19,2),-0.0241026 # DEPENDENCYPART_TRISIBL
(19,15),(19,8),(19,1),-0.134297 # DEPENDENCYPART_TRISIBL
(19,15),(19,8),(19,-1),-0.0930145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,6),(19,5),-0.0944618 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,4),-0.097066 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,3),-0.0962284 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,2),-0.0140942 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,1),-0.124974 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,-1),-0.149666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,5),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,15),(19,5),(19,3),-0.101028 # DEPENDENCYPART_TRISIBL
(19,15),(19,5),(19,2),-0.0241026 # DEPENDENCYPART_TRISIBL
(19,15),(19,5),(19,1),-0.134297 # DEPENDENCYPART_TRISIBL
(19,15),(19,5),(19,-1),-0.0930145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,4),(19,3),-0.0886994 # DEPENDENCYPART_TRISIBL
(19,15),(19,4),(19,2),-0.0381993 # DEPENDENCYPART_TRISIBL
(19,15),(19,4),(19,1),-0.125516 # DEPENDENCYPART_TRISIBL
(19,15),(19,4),(19,-1),-0.0795698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,3),(19,2),-0.0241026 # DEPENDENCYPART_TRISIBL
(19,15),(19,3),(19,1),-0.134297 # DEPENDENCYPART_TRISIBL
(19,15),(19,3),(19,-1),-0.0940622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,2),(19,1),-0.137233 # DEPENDENCYPART_TRISIBL
(19,15),(19,2),(19,-1),-0.0758271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,1),(19,-1),-0.126894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,13),(19,12),-0.0576145 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,11),-0.144457 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,10),-0.148382 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,9),-0.121393 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,8),-0.05765 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,6),-0.00036885 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,5),-0.0576138 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,4),-0.0695719 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,3),-0.0583559 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,2),-0.0577268 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,1),-0.174382 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,-1),-0.191173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,12),(19,11),-0.0802411 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,10),-0.0829068 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,9),-0.108219 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,8),-0.129542 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,6),-0.0849933 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,5),-0.12947 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,4),-0.100088 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,3),-0.130201 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,2),-0.0387549 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,1),-0.128338 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,-1),-0.111812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,11),(19,10),-0.0793649 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,9),-0.108174 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,8),-0.118992 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,6),-0.0783585 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,5),-0.118956 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,4),-0.0973529 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,3),-0.119537 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,2),-0.0371813 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,1),-0.114528 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,-1),-0.119299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,10),(19,9),-0.108174 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,8),-0.119264 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,6),-0.0783587 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,5),-0.119228 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,4),-0.0973529 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,3),-0.11981 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,2),-0.0371813 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,1),-0.114531 # DEPENDENCYPART_TRISIBL
(19,14),(19,10),(19,-1),-0.119344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,9),(19,8),-0.110221 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,6),-0.0800809 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,5),-0.110185 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,4),-0.0920409 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,3),-0.110767 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,2),-0.0543583 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,1),-0.114547 # DEPENDENCYPART_TRISIBL
(19,14),(19,9),(19,-1),-0.0695356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,8),(19,6),-0.0849933 # DEPENDENCYPART_TRISIBL
(19,14),(19,8),(19,5),-0.129986 # DEPENDENCYPART_TRISIBL
(19,14),(19,8),(19,4),-0.100088 # DEPENDENCYPART_TRISIBL
(19,14),(19,8),(19,3),-0.130717 # DEPENDENCYPART_TRISIBL
(19,14),(19,8),(19,2),-0.0387549 # DEPENDENCYPART_TRISIBL
(19,14),(19,8),(19,1),-0.128338 # DEPENDENCYPART_TRISIBL
(19,14),(19,8),(19,-1),-0.107368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,6),(19,5),-0.122502 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,4),-0.092703 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,3),-0.123084 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,2),-0.0722469 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,1),-0.107012 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,-1),-0.185017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,5),(19,4),-0.100088 # DEPENDENCYPART_TRISIBL
(19,14),(19,5),(19,3),-0.130191 # DEPENDENCYPART_TRISIBL
(19,14),(19,5),(19,2),-0.0387549 # DEPENDENCYPART_TRISIBL
(19,14),(19,5),(19,1),-0.128338 # DEPENDENCYPART_TRISIBL
(19,14),(19,5),(19,-1),-0.10712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,4),(19,3),-0.0947857 # DEPENDENCYPART_TRISIBL
(19,14),(19,4),(19,2),-0.0513235 # DEPENDENCYPART_TRISIBL
(19,14),(19,4),(19,1),-0.111334 # DEPENDENCYPART_TRISIBL
(19,14),(19,4),(19,-1),-0.110163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,3),(19,2),-0.0387576 # DEPENDENCYPART_TRISIBL
(19,14),(19,3),(19,1),-0.128338 # DEPENDENCYPART_TRISIBL
(19,14),(19,3),(19,-1),-0.107124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,2),(19,1),-0.0787749 # DEPENDENCYPART_TRISIBL
(19,14),(19,2),(19,-1),-0.0730594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,1),(19,-1),-0.122185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,12),(19,11),-0.0404799 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,10),-0.0397269 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,9),-0.0484904 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,8),-0.163489 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,6),-0.116029 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,5),-0.163486 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,4),-0.117495 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,3),-0.163849 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,2),-0.106671 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,1),-0.0435543 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,-1),-0.0209371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,11),(19,10),-0.0578966 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,9),-0.0663723 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,8),-0.170726 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,6),-0.131814 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,5),-0.170724 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,4),-0.109585 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,3),-0.171008 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,2),-0.0431746 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,1),-0.0136229 # DEPENDENCYPART_TRISIBL
(19,13),(19,11),(19,-1),-0.0206171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,10),(19,9),-0.0663724 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,8),-0.170726 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,6),-0.131842 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,5),-0.170724 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,4),-0.109585 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,3),-0.171008 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,2),-0.0431772 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,1),-0.0157595 # DEPENDENCYPART_TRISIBL
(19,13),(19,10),(19,-1),-0.033685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,9),(19,8),-0.175386 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,6),-0.130099 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,5),-0.175384 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,4),-0.106007 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,3),-0.175668 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,2),-0.0749169 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,1),-0.023675 # DEPENDENCYPART_TRISIBL
(19,13),(19,9),(19,-1),0.0384706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,8),(19,6),-0.116029 # DEPENDENCYPART_TRISIBL
(19,13),(19,8),(19,5),-0.16347 # DEPENDENCYPART_TRISIBL
(19,13),(19,8),(19,4),-0.117495 # DEPENDENCYPART_TRISIBL
(19,13),(19,8),(19,3),-0.163833 # DEPENDENCYPART_TRISIBL
(19,13),(19,8),(19,2),-0.106671 # DEPENDENCYPART_TRISIBL
(19,13),(19,8),(19,1),-0.0412537 # DEPENDENCYPART_TRISIBL
(19,13),(19,8),(19,-1),-0.0152458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,6),(19,5),-0.21698 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,4),-0.100719 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,3),-0.217274 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,2),-0.0905424 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,1),0.0191636 # DEPENDENCYPART_TRISIBL
(19,13),(19,6),(19,-1),-0.0149253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,5),(19,4),-0.117495 # DEPENDENCYPART_TRISIBL
(19,13),(19,5),(19,3),-0.163833 # DEPENDENCYPART_TRISIBL
(19,13),(19,5),(19,2),-0.106671 # DEPENDENCYPART_TRISIBL
(19,13),(19,5),(19,1),-0.0412535 # DEPENDENCYPART_TRISIBL
(19,13),(19,5),(19,-1),-0.0152439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,4),(19,3),-0.174384 # DEPENDENCYPART_TRISIBL
(19,13),(19,4),(19,2),-0.0790827 # DEPENDENCYPART_TRISIBL
(19,13),(19,4),(19,1),-0.0196081 # DEPENDENCYPART_TRISIBL
(19,13),(19,4),(19,-1),-0.124274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,3),(19,2),-0.106673 # DEPENDENCYPART_TRISIBL
(19,13),(19,3),(19,1),-0.0316264 # DEPENDENCYPART_TRISIBL
(19,13),(19,3),(19,-1),0.00936318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,2),(19,1),-0.0271188 # DEPENDENCYPART_TRISIBL
(19,13),(19,2),(19,-1),-0.111718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,1),(19,-1),-0.0813802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,11),(19,10),-0.0508549 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,9),-0.0785722 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,8),-0.200262 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,6),-0.113186 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,5),-0.200077 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,4),-0.0840918 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,3),-0.198605 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,2),-0.0330018 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,1),-0.128223 # DEPENDENCYPART_TRISIBL
(19,12),(19,11),(19,-1),-0.0902016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,10),(19,9),-0.0785726 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,8),-0.201415 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,6),-0.11323 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,5),-0.20123 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,4),-0.0840919 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,3),-0.199758 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,2),-0.0331867 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,1),-0.128236 # DEPENDENCYPART_TRISIBL
(19,12),(19,10),(19,-1),-0.107491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,9),(19,8),-0.232977 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,6),-0.114221 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,5),-0.232792 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,4),-0.105665 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,3),-0.231112 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,2),-0.0391458 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,1),-0.0784122 # DEPENDENCYPART_TRISIBL
(19,12),(19,9),(19,-1),-0.0873449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,8),(19,6),-0.119244 # DEPENDENCYPART_TRISIBL
(19,12),(19,8),(19,5),-0.273703 # DEPENDENCYPART_TRISIBL
(19,12),(19,8),(19,4),-0.106309 # DEPENDENCYPART_TRISIBL
(19,12),(19,8),(19,3),-0.27105 # DEPENDENCYPART_TRISIBL
(19,12),(19,8),(19,2),-0.0126108 # DEPENDENCYPART_TRISIBL
(19,12),(19,8),(19,1),-0.156437 # DEPENDENCYPART_TRISIBL
(19,12),(19,8),(19,-1),-0.132835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,6),(19,5),-0.243215 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,4),-0.105922 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,3),-0.241541 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,2),-0.0242 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,1),-0.0973076 # DEPENDENCYPART_TRISIBL
(19,12),(19,6),(19,-1),-0.0859154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,5),(19,4),-0.106309 # DEPENDENCYPART_TRISIBL
(19,12),(19,5),(19,3),-0.270224 # DEPENDENCYPART_TRISIBL
(19,12),(19,5),(19,2),-0.0123213 # DEPENDENCYPART_TRISIBL
(19,12),(19,5),(19,1),-0.156437 # DEPENDENCYPART_TRISIBL
(19,12),(19,5),(19,-1),-0.131357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,4),(19,3),-0.196353 # DEPENDENCYPART_TRISIBL
(19,12),(19,4),(19,2),-0.0307038 # DEPENDENCYPART_TRISIBL
(19,12),(19,4),(19,1),-0.109773 # DEPENDENCYPART_TRISIBL
(19,12),(19,4),(19,-1),-0.134493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,3),(19,2),-0.00993588 # DEPENDENCYPART_TRISIBL
(19,12),(19,3),(19,1),-0.156437 # DEPENDENCYPART_TRISIBL
(19,12),(19,3),(19,-1),-0.136214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,2),(19,1),-0.122802 # DEPENDENCYPART_TRISIBL
(19,12),(19,2),(19,-1),0.0163533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,1),(19,-1),-0.0330559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,10),(19,9),-0.11894 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,8),-0.0965269 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,6),-0.0995068 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,5),-0.0965269 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,4),-0.0941893 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,3),-0.0984327 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,2),-0.0159923 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,1),-0.126868 # DEPENDENCYPART_TRISIBL
(19,11),(19,10),(19,-1),-0.10168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,9),(19,8),-0.099267 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,6),-0.101388 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,5),-0.099267 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,4),-0.0972731 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,3),-0.101034 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,2),-0.0327784 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,1),-0.12386 # DEPENDENCYPART_TRISIBL
(19,11),(19,9),(19,-1),-0.117752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,8),(19,6),-0.0999042 # DEPENDENCYPART_TRISIBL
(19,11),(19,8),(19,5),-0.0989226 # DEPENDENCYPART_TRISIBL
(19,11),(19,8),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,11),(19,8),(19,3),-0.100878 # DEPENDENCYPART_TRISIBL
(19,11),(19,8),(19,2),-0.0241019 # DEPENDENCYPART_TRISIBL
(19,11),(19,8),(19,1),-0.134281 # DEPENDENCYPART_TRISIBL
(19,11),(19,8),(19,-1),-0.0989594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,6),(19,5),-0.094346 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,4),-0.097066 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,3),-0.0961126 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,2),-0.0140963 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,1),-0.124967 # DEPENDENCYPART_TRISIBL
(19,11),(19,6),(19,-1),-0.153919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,5),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,11),(19,5),(19,3),-0.100878 # DEPENDENCYPART_TRISIBL
(19,11),(19,5),(19,2),-0.0241019 # DEPENDENCYPART_TRISIBL
(19,11),(19,5),(19,1),-0.134281 # DEPENDENCYPART_TRISIBL
(19,11),(19,5),(19,-1),-0.0989594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,4),(19,3),-0.0885836 # DEPENDENCYPART_TRISIBL
(19,11),(19,4),(19,2),-0.0382014 # DEPENDENCYPART_TRISIBL
(19,11),(19,4),(19,1),-0.125509 # DEPENDENCYPART_TRISIBL
(19,11),(19,4),(19,-1),-0.0840305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,3),(19,2),-0.0241019 # DEPENDENCYPART_TRISIBL
(19,11),(19,3),(19,1),-0.134281 # DEPENDENCYPART_TRISIBL
(19,11),(19,3),(19,-1),-0.100007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,2),(19,1),-0.137226 # DEPENDENCYPART_TRISIBL
(19,11),(19,2),(19,-1),-0.0824124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,1),(19,-1),-0.13135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,9),(19,8),-0.101009 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,6),-0.0922313 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,5),-0.101009 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,4),-0.0972731 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,3),-0.102776 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,2),-0.033781 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,1),-0.1252 # DEPENDENCYPART_TRISIBL
(19,10),(19,9),(19,-1),-0.1085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,8),(19,6),-0.0907473 # DEPENDENCYPART_TRISIBL
(19,10),(19,8),(19,5),-0.100648 # DEPENDENCYPART_TRISIBL
(19,10),(19,8),(19,4),-0.0964861 # DEPENDENCYPART_TRISIBL
(19,10),(19,8),(19,3),-0.102603 # DEPENDENCYPART_TRISIBL
(19,10),(19,8),(19,2),-0.0256601 # DEPENDENCYPART_TRISIBL
(19,10),(19,8),(19,1),-0.136923 # DEPENDENCYPART_TRISIBL
(19,10),(19,8),(19,-1),-0.0921696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,10),(19,6),(19,5),-0.0965066 # DEPENDENCYPART_TRISIBL
(19,10),(19,6),(19,4),-0.097066 # DEPENDENCYPART_TRISIBL
(19,10),(19,6),(19,3),-0.0982731 # DEPENDENCYPART_TRISIBL
(19,10),(19,6),(19,2),-0.0154639 # DEPENDENCYPART_TRISIBL
(19,10),(19,6),(19,1),-0.126307 # DEPENDENCYPART_TRISIBL
