# _root_ Laidlaw is 47%-controlled by Canadian Pacific Ltd. , a Montreal transportation , resources and industrial holding concern .
#goldHeads=2,0,4,2,6,4,6,6,11,11,6,11,11,13,17,17,14,2,
#predictedHeads=2,0,2,2,6,4,6,6,11,11,6,11,11,13,17,17,14,2,
(3,6),(6,18),-0.375333 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.887737 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.704976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.121636 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.140043 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.285506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.232794 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0962912 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.281377 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0816812 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.171521 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.1402 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.112551 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.267559 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.179544 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.00471718 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.351385 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.917653 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.738871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.126198 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0470281 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.148606 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.313292 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.332315 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.423939 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.270536 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.15153 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.158899 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.121896 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.246208 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.187761 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.0291914 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.410303 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.0698455 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0481286 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.0633739 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.0833852 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.448812 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.713348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.105699 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.139165 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.253545 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.184497 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.203681 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0360798 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.519199 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.052045 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0227612 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.33045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),0.0579538 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),0.0533164 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.80664 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.860672 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.79803 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.355988 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.190834 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.31162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.14524 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),0.12288 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.119079 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.661946 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.802771 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.653336 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.88099 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.07656 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.913455 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.476317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.935086 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),1.21334 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0458272 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0139478 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.15564 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.913455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.422644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),1.23941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0248921 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.278839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.00862614 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0162822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.533157 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.176267 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.710383 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.449049 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.157071 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-1.17997 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.15534 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.913456 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.598422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.717767 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.643071 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.176813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.297618 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.387534 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0925136 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.168203 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.576871 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.313817 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.761275 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.498047 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.240964 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-1.20286 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),1.21005 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.140364 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.172016 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0422917 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.533245 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.176132 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.709748 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.155502 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.27995 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.01722 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.689077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.808541 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.780613 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.750227 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0255269 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.291997 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.427207 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0224775 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.421978 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.37647 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.694101 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.426674 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.109949 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-1.15581 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.607045 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.09078 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.91343 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.835988 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.683198 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.377431 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0255556 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0350153 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.296493 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.597287 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.405254 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.182845 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-1.23398 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.782808 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.644557 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.619666 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-1.57112 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.85952 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.665416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,11),0.177739 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.38383 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.26068 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.653941 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.00532755 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-1.16807 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.370116 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.894826 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.740806 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.881098 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.77831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.607585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.991051 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.988689 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.741613 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.25536 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.12467 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.00039 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.607392 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.784949 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.80212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.63139 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.01486 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.995935 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.713681 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.825057 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.2626 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.02973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.16347 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.01615 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.64246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.42238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.31466 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.34113 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.0358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.199886 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.346714 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0421728 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.350461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.613383 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.510742 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.408285 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.742074 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.600642 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.830601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.891404 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.42208 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.31465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.34112 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.41814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.284534 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.490114 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0728632 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.1627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.428881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.756783 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.558442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.595232 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.796588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.653356 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.909027 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.918015 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.38088 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.26722 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.24493 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.19208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.0154933 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.439514 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.442354 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.669558 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0754516 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.758398 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.439852 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.633329 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.599297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.529345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.675298 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.970884 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.367077 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.44461 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.556458 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.30458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.596618 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-1.07876 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.466396 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.860963 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.711871 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.532627 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.72873 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.580984 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.15877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.449971 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.858688 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.328075 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.640891 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.656151 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.565335 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.426744 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.516168 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.533901 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.18257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.473776 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.865934 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.366164 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.411519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.648137 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.659634 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.694957 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.58109 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.29733 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.436857 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.723774 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.30458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.596618 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.07876 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.466396 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.23718 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.04853 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.18865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.14266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.840067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.345036 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.342379 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.181129 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.00542804 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.127239 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.178799 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.119242 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.36583 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.214371 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.461083 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.568887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.14251 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.431006 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.505874 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0122174 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.144673 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0265333 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.324169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.395115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.19601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.00112 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.0925 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.10149 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.584253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0839877 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.322117 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),1.06953 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.254487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.136465 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0693754 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.167311 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.177553 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0995277 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.241288 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.63089 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.257241 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.00995 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.0315 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.719907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,9),0.575204 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.116928 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.222304 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.152136 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0180811 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.12566 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.127523 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.252867 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.661127 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0867814 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.180084 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.2457 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.844677 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.118929 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.263919 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.74197 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.960978 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.12057 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.255648 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.00263525 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.26457 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.236875 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.406296 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.891483 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-1.00112 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),1.23844 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.272752 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.541504 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.000129781 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0152375 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0789756 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0516217 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.222661 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.647196 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.336649 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.267151 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.330686 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.368499 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.393405 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.76574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-1.24476 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.835631 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-1.08933 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.767623 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.426665 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.531044 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.555229 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.650098 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.61902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-1.02461 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.697157 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.869177 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.870651 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.798698 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.521459 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.417308 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.508098 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.585888 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.64282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-1.03186 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.746365 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.7806 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.876423 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.945672 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.909457 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.814453 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.39807 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.331477 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.560125 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.397868 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.76574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
