# _root_ Spiegel also opposes the beeper bill , saying the noise it requires would interfere with customer orders , causing irritation and even errors .
#goldHeads=3,3,0,6,6,3,3,3,10,13,12,10,8,13,14,17,15,14,14,21,19,21,21,3,
#predictedHeads=3,3,0,6,6,3,3,3,10,8,12,10,12,13,14,17,21,21,20,21,15,23,21,3,
(8,14),(3,13),-0.0640925 # DEPENDENCYPART_HEADBIGRAM
(8,14),(6,13),-0.0632001 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.0507052 # DEPENDENCYPART_HEADBIGRAM
(8,14),(10,13),0.0770083 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.0851616 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.0693169 # DEPENDENCYPART_HEADBIGRAM
(8,14),(21,13),0.0789412 # DEPENDENCYPART_HEADBIGRAM
(8,15),(0,14),-0.0827683 # DEPENDENCYPART_HEADBIGRAM
(8,15),(3,14),-0.0861929 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0863587 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.00285787 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0682033 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0914747 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.0686073 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0519387 # DEPENDENCYPART_HEADBIGRAM
(8,15),(17,14),0.054076 # DEPENDENCYPART_HEADBIGRAM
(8,15),(21,14),0.00798831 # DEPENDENCYPART_HEADBIGRAM
(8,17),(13,16),0.108246 # DEPENDENCYPART_HEADBIGRAM
(8,17),(14,16),0.0277695 # DEPENDENCYPART_HEADBIGRAM
(8,17),(15,16),0.0774487 # DEPENDENCYPART_HEADBIGRAM
(8,17),(17,16),0.177887 # DEPENDENCYPART_HEADBIGRAM
(8,17),(20,16),0.0763369 # DEPENDENCYPART_HEADBIGRAM
(8,17),(21,16),0.0128004 # DEPENDENCYPART_HEADBIGRAM
(8,18),(6,17),-0.124093 # DEPENDENCYPART_HEADBIGRAM
(8,18),(8,17),0.0861939 # DEPENDENCYPART_HEADBIGRAM
(8,18),(10,17),0.0364387 # DEPENDENCYPART_HEADBIGRAM
(8,18),(12,17),0.159338 # DEPENDENCYPART_HEADBIGRAM
(8,18),(14,17),0.136442 # DEPENDENCYPART_HEADBIGRAM
(8,18),(15,17),0.198667 # DEPENDENCYPART_HEADBIGRAM
(8,18),(16,17),0.0585489 # DEPENDENCYPART_HEADBIGRAM
(8,18),(19,17),0.0814519 # DEPENDENCYPART_HEADBIGRAM
(8,18),(20,17),0.00848829 # DEPENDENCYPART_HEADBIGRAM
(8,18),(21,17),0.0173144 # DEPENDENCYPART_HEADBIGRAM
(8,19),(1,18),-0.0785562 # DEPENDENCYPART_HEADBIGRAM
(8,19),(3,18),-0.0880448 # DEPENDENCYPART_HEADBIGRAM
(8,19),(6,18),-0.0772219 # DEPENDENCYPART_HEADBIGRAM
(8,19),(8,18),0.363075 # DEPENDENCYPART_HEADBIGRAM
(8,19),(12,18),0.07512 # DEPENDENCYPART_HEADBIGRAM
(8,19),(13,18),0.0777751 # DEPENDENCYPART_HEADBIGRAM
(8,19),(14,18),0.0325491 # DEPENDENCYPART_HEADBIGRAM
(8,19),(17,18),0.0859388 # DEPENDENCYPART_HEADBIGRAM
(8,19),(19,18),0.08584 # DEPENDENCYPART_HEADBIGRAM
(8,19),(21,18),0.0604191 # DEPENDENCYPART_HEADBIGRAM
(8,20),(0,19),-0.0473224 # DEPENDENCYPART_HEADBIGRAM
(8,20),(3,19),-0.0779731 # DEPENDENCYPART_HEADBIGRAM
(8,20),(8,19),0.0524317 # DEPENDENCYPART_HEADBIGRAM
(8,20),(14,19),0.0731767 # DEPENDENCYPART_HEADBIGRAM
(8,20),(15,19),0.0823494 # DEPENDENCYPART_HEADBIGRAM
(8,20),(17,19),0.067554 # DEPENDENCYPART_HEADBIGRAM
(8,20),(18,19),0.0906093 # DEPENDENCYPART_HEADBIGRAM
(8,20),(20,19),0.11765 # DEPENDENCYPART_HEADBIGRAM
(8,20),(21,19),0.0594154 # DEPENDENCYPART_HEADBIGRAM
(8,20),(23,19),0.0649791 # DEPENDENCYPART_HEADBIGRAM
(8,21),(8,20),0.0342553 # DEPENDENCYPART_HEADBIGRAM
(8,21),(10,20),0.0670518 # DEPENDENCYPART_HEADBIGRAM
(8,21),(14,20),0.098967 # DEPENDENCYPART_HEADBIGRAM
(8,21),(15,20),0.151705 # DEPENDENCYPART_HEADBIGRAM
(8,21),(17,20),0.0799012 # DEPENDENCYPART_HEADBIGRAM
(8,21),(19,20),0.136354 # DEPENDENCYPART_HEADBIGRAM
(8,21),(21,20),0.0476604 # DEPENDENCYPART_HEADBIGRAM
(8,21),(22,20),0.0805092 # DEPENDENCYPART_HEADBIGRAM
(8,21),(23,20),0.0342912 # DEPENDENCYPART_HEADBIGRAM
(8,24),(6,23),-0.077533 # DEPENDENCYPART_HEADBIGRAM
(8,24),(10,23),0.00899531 # DEPENDENCYPART_HEADBIGRAM
(8,24),(14,23),0.110811 # DEPENDENCYPART_HEADBIGRAM
(8,24),(15,23),0.116059 # DEPENDENCYPART_HEADBIGRAM
(8,24),(16,23),0.0599203 # DEPENDENCYPART_HEADBIGRAM
(8,24),(17,23),0.0859889 # DEPENDENCYPART_HEADBIGRAM
(8,24),(19,23),0.114947 # DEPENDENCYPART_HEADBIGRAM
(8,24),(20,23),0.0762497 # DEPENDENCYPART_HEADBIGRAM
(8,24),(21,23),0.346921 # DEPENDENCYPART_HEADBIGRAM
(8,24),(22,23),0.141085 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0593792 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.0793978 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.0709086 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.0764271 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.0695847 # DEPENDENCYPART_HEADBIGRAM
(9,12),(21,11),0.0791594 # DEPENDENCYPART_HEADBIGRAM
(10,4),(0,3),-0.0307053 # DEPENDENCYPART_HEADBIGRAM
(10,4),(1,3),-0.159877 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.130964 # DEPENDENCYPART_HEADBIGRAM
(10,4),(12,3),0.0582832 # DEPENDENCYPART_HEADBIGRAM
(10,4),(13,3),0.131559 # DEPENDENCYPART_HEADBIGRAM
(10,4),(21,3),0.163228 # DEPENDENCYPART_HEADBIGRAM
(10,5),(3,4),-0.10606 # DEPENDENCYPART_HEADBIGRAM
(10,5),(5,4),-0.103188 # DEPENDENCYPART_HEADBIGRAM
(10,5),(6,4),-0.138404 # DEPENDENCYPART_HEADBIGRAM
(10,5),(10,4),0.165701 # DEPENDENCYPART_HEADBIGRAM
(10,5),(13,4),0.086523 # DEPENDENCYPART_HEADBIGRAM
(10,5),(21,4),0.101908 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.115706 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.118897 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.100541 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.122835 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.10528 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.151586 # DEPENDENCYPART_HEADBIGRAM
(10,8),(12,7),0.100733 # DEPENDENCYPART_HEADBIGRAM
(10,8),(13,7),0.0584214 # DEPENDENCYPART_HEADBIGRAM
(10,8),(14,7),0.100802 # DEPENDENCYPART_HEADBIGRAM
(10,8),(21,7),0.106661 # DEPENDENCYPART_HEADBIGRAM
(10,9),(0,8),-0.0604365 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.0714242 # DEPENDENCYPART_HEADBIGRAM
(10,9),(4,8),-0.0766783 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.166887 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.118935 # DEPENDENCYPART_HEADBIGRAM
(10,9),(10,8),0.0512792 # DEPENDENCYPART_HEADBIGRAM
(10,9),(12,8),0.0554235 # DEPENDENCYPART_HEADBIGRAM
(10,9),(13,8),0.126392 # DEPENDENCYPART_HEADBIGRAM
(10,9),(21,8),0.147772 # DEPENDENCYPART_HEADBIGRAM
(10,11),(1,10),-0.0657202 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),-0.0631744 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0614285 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0673317 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0708324 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.0894452 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.071395 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.0820606 # DEPENDENCYPART_HEADBIGRAM
(10,11),(17,10),0.0814516 # DEPENDENCYPART_HEADBIGRAM
(10,11),(21,10),0.0944677 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.080835 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.108949 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.24295 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0759723 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.0500443 # DEPENDENCYPART_HEADBIGRAM
(10,12),(21,11),0.0792759 # DEPENDENCYPART_HEADBIGRAM
(10,13),(0,12),-0.0640719 # DEPENDENCYPART_HEADBIGRAM
(10,13),(1,12),-0.0585671 # DEPENDENCYPART_HEADBIGRAM
(10,13),(3,12),-0.0583353 # DEPENDENCYPART_HEADBIGRAM
(10,13),(6,12),-0.0577607 # DEPENDENCYPART_HEADBIGRAM
(10,13),(8,12),-0.0583353 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0574836 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0901649 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0695884 # DEPENDENCYPART_HEADBIGRAM
(10,13),(14,12),0.0805745 # DEPENDENCYPART_HEADBIGRAM
(10,13),(21,12),0.0810929 # DEPENDENCYPART_HEADBIGRAM
(10,14),(0,13),-0.0601182 # DEPENDENCYPART_HEADBIGRAM
(10,14),(1,13),-0.0628177 # DEPENDENCYPART_HEADBIGRAM
(10,14),(3,13),-0.0728687 # DEPENDENCYPART_HEADBIGRAM
(10,14),(6,13),-0.0624518 # DEPENDENCYPART_HEADBIGRAM
(10,14),(8,13),-0.0717586 # DEPENDENCYPART_HEADBIGRAM
(10,14),(10,13),0.0655245 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.0779814 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.0557144 # DEPENDENCYPART_HEADBIGRAM
(10,14),(21,13),0.0773625 # DEPENDENCYPART_HEADBIGRAM
(10,15),(0,14),-0.0646844 # DEPENDENCYPART_HEADBIGRAM
(10,15),(3,14),-0.0353179 # DEPENDENCYPART_HEADBIGRAM
(10,15),(6,14),-0.0416908 # DEPENDENCYPART_HEADBIGRAM
(10,15),(8,14),-0.0369292 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.0940443 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.0917894 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.218927 # DEPENDENCYPART_HEADBIGRAM
(10,15),(13,14),0.160275 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.0996908 # DEPENDENCYPART_HEADBIGRAM
(10,15),(21,14),0.0510265 # DEPENDENCYPART_HEADBIGRAM
(10,17),(13,16),0.100749 # DEPENDENCYPART_HEADBIGRAM
(10,17),(14,16),0.0122834 # DEPENDENCYPART_HEADBIGRAM
(10,17),(15,16),0.0446953 # DEPENDENCYPART_HEADBIGRAM
(10,17),(17,16),0.16796 # DEPENDENCYPART_HEADBIGRAM
(10,17),(20,16),0.0836066 # DEPENDENCYPART_HEADBIGRAM
(10,17),(21,16),0.0423271 # DEPENDENCYPART_HEADBIGRAM
(10,20),(0,19),-0.00449783 # DEPENDENCYPART_HEADBIGRAM
(10,20),(3,19),-0.0820246 # DEPENDENCYPART_HEADBIGRAM
(10,20),(8,19),-0.082042 # DEPENDENCYPART_HEADBIGRAM
(10,20),(14,19),0.0626014 # DEPENDENCYPART_HEADBIGRAM
(10,20),(15,19),0.0758101 # DEPENDENCYPART_HEADBIGRAM
(10,20),(17,19),0.104462 # DEPENDENCYPART_HEADBIGRAM
(10,20),(18,19),0.0866526 # DEPENDENCYPART_HEADBIGRAM
(10,20),(20,19),0.0867855 # DEPENDENCYPART_HEADBIGRAM
(10,20),(21,19),0.119526 # DEPENDENCYPART_HEADBIGRAM
(10,20),(23,19),0.0975352 # DEPENDENCYPART_HEADBIGRAM
(10,23),(6,22),-0.0747801 # DEPENDENCYPART_HEADBIGRAM
(10,23),(17,22),0.0747636 # DEPENDENCYPART_HEADBIGRAM
(10,23),(19,22),0.0488331 # DEPENDENCYPART_HEADBIGRAM
(10,23),(20,22),0.0600442 # DEPENDENCYPART_HEADBIGRAM
(10,23),(21,22),0.0493336 # DEPENDENCYPART_HEADBIGRAM
(10,23),(23,22),0.104886 # DEPENDENCYPART_HEADBIGRAM
(10,23),(24,22),0.0811728 # DEPENDENCYPART_HEADBIGRAM
(11,14),(0,13),-0.060346 # DEPENDENCYPART_HEADBIGRAM
(11,14),(1,13),-0.060346 # DEPENDENCYPART_HEADBIGRAM
(11,14),(3,13),-0.0599802 # DEPENDENCYPART_HEADBIGRAM
(11,14),(6,13),-0.0599801 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.058795 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.0587949 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.0874927 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.0605677 # DEPENDENCYPART_HEADBIGRAM
(11,14),(21,13),0.0806152 # DEPENDENCYPART_HEADBIGRAM
(12,2),(0,1),-0.111153 # DEPENDENCYPART_HEADBIGRAM
(12,2),(2,1),-0.109914 # DEPENDENCYPART_HEADBIGRAM
(12,2),(3,1),-0.111465 # DEPENDENCYPART_HEADBIGRAM
(12,2),(6,1),-0.115494 # DEPENDENCYPART_HEADBIGRAM
(12,2),(12,1),0.142994 # DEPENDENCYPART_HEADBIGRAM
(12,2),(13,1),0.0811063 # DEPENDENCYPART_HEADBIGRAM
(12,2),(21,1),0.0925793 # DEPENDENCYPART_HEADBIGRAM
(12,3),(0,2),-0.0936899 # DEPENDENCYPART_HEADBIGRAM
(12,3),(1,2),-0.096771 # DEPENDENCYPART_HEADBIGRAM
(12,3),(3,2),-0.0646084 # DEPENDENCYPART_HEADBIGRAM
(12,3),(5,2),-0.108276 # DEPENDENCYPART_HEADBIGRAM
(12,3),(6,2),-0.109245 # DEPENDENCYPART_HEADBIGRAM
(12,3),(12,2),0.0791915 # DEPENDENCYPART_HEADBIGRAM
(12,3),(13,2),0.0832078 # DEPENDENCYPART_HEADBIGRAM
(12,3),(21,2),0.0728924 # DEPENDENCYPART_HEADBIGRAM
(12,5),(3,4),-0.101211 # DEPENDENCYPART_HEADBIGRAM
(12,5),(5,4),-0.063754 # DEPENDENCYPART_HEADBIGRAM
(12,5),(6,4),-0.115638 # DEPENDENCYPART_HEADBIGRAM
(12,5),(10,4),-0.115671 # DEPENDENCYPART_HEADBIGRAM
(12,5),(13,4),0.0872645 # DEPENDENCYPART_HEADBIGRAM
(12,5),(21,4),0.0841084 # DEPENDENCYPART_HEADBIGRAM
(12,6),(3,5),-0.141455 # DEPENDENCYPART_HEADBIGRAM
(12,6),(4,5),-0.0967103 # DEPENDENCYPART_HEADBIGRAM
(12,6),(6,5),0.0360614 # DEPENDENCYPART_HEADBIGRAM
(12,6),(10,5),-0.138075 # DEPENDENCYPART_HEADBIGRAM
(12,6),(12,5),0.0454141 # DEPENDENCYPART_HEADBIGRAM
(12,7),(1,6),-0.230384 # DEPENDENCYPART_HEADBIGRAM
(12,7),(2,6),-0.184035 # DEPENDENCYPART_HEADBIGRAM
(12,7),(3,6),-0.0712171 # DEPENDENCYPART_HEADBIGRAM
(12,7),(8,6),-0.0861537 # DEPENDENCYPART_HEADBIGRAM
(12,7),(12,6),0.0728103 # DEPENDENCYPART_HEADBIGRAM
(12,7),(13,6),0.0857138 # DEPENDENCYPART_HEADBIGRAM
(12,7),(21,6),0.00741166 # DEPENDENCYPART_HEADBIGRAM
(12,8),(1,7),-0.1334 # DEPENDENCYPART_HEADBIGRAM
(12,8),(2,7),-0.102847 # DEPENDENCYPART_HEADBIGRAM
(12,8),(3,7),-0.114856 # DEPENDENCYPART_HEADBIGRAM
(12,8),(4,7),-0.101749 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.146943 # DEPENDENCYPART_HEADBIGRAM
(12,8),(8,7),-0.118872 # DEPENDENCYPART_HEADBIGRAM
(12,8),(12,7),0.324821 # DEPENDENCYPART_HEADBIGRAM
(12,8),(13,7),0.0907861 # DEPENDENCYPART_HEADBIGRAM
(12,8),(14,7),0.0698807 # DEPENDENCYPART_HEADBIGRAM
(12,8),(21,7),0.0690806 # DEPENDENCYPART_HEADBIGRAM
(12,9),(0,8),-0.105879 # DEPENDENCYPART_HEADBIGRAM
(12,9),(3,8),-0.0849998 # DEPENDENCYPART_HEADBIGRAM
(12,9),(4,8),-0.0907099 # DEPENDENCYPART_HEADBIGRAM
(12,9),(6,8),-0.0792929 # DEPENDENCYPART_HEADBIGRAM
(12,9),(7,8),-0.101484 # DEPENDENCYPART_HEADBIGRAM
(12,9),(10,8),-0.0979433 # DEPENDENCYPART_HEADBIGRAM
(12,9),(12,8),0.070874 # DEPENDENCYPART_HEADBIGRAM
(12,9),(13,8),0.0708665 # DEPENDENCYPART_HEADBIGRAM
(12,9),(21,8),0.08019 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.12712 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),0.0168688 # DEPENDENCYPART_HEADBIGRAM
(12,10),(12,9),0.0511985 # DEPENDENCYPART_HEADBIGRAM
(12,10),(13,9),0.101285 # DEPENDENCYPART_HEADBIGRAM
(12,10),(17,9),-0.0358961 # DEPENDENCYPART_HEADBIGRAM
(12,10),(21,9),0.0833339 # DEPENDENCYPART_HEADBIGRAM
(12,11),(1,10),-0.12936 # DEPENDENCYPART_HEADBIGRAM
(12,11),(3,10),-0.0834691 # DEPENDENCYPART_HEADBIGRAM
(12,11),(5,10),-0.109424 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.141436 # DEPENDENCYPART_HEADBIGRAM
(12,11),(8,10),-0.0553801 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.0662013 # DEPENDENCYPART_HEADBIGRAM
(12,11),(13,10),0.0876601 # DEPENDENCYPART_HEADBIGRAM
(12,11),(14,10),0.141042 # DEPENDENCYPART_HEADBIGRAM
(12,11),(17,10),0.0973232 # DEPENDENCYPART_HEADBIGRAM
(12,11),(21,10),0.139998 # DEPENDENCYPART_HEADBIGRAM
(12,13),(0,12),-0.0963714 # DEPENDENCYPART_HEADBIGRAM
(12,13),(1,12),-0.0107753 # DEPENDENCYPART_HEADBIGRAM
(12,13),(3,12),-0.0577562 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.000460557 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),-0.0528045 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),-0.0449458 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.00396364 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),0.0309997 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.0772577 # DEPENDENCYPART_HEADBIGRAM
(12,13),(21,12),0.100331 # DEPENDENCYPART_HEADBIGRAM
(12,14),(0,13),-0.0703171 # DEPENDENCYPART_HEADBIGRAM
(12,14),(1,13),-0.0630142 # DEPENDENCYPART_HEADBIGRAM
(12,14),(3,13),-0.0645204 # DEPENDENCYPART_HEADBIGRAM
(12,14),(6,13),-0.063628 # DEPENDENCYPART_HEADBIGRAM
(12,14),(8,13),-0.0648048 # DEPENDENCYPART_HEADBIGRAM
(12,14),(10,13),-0.0639116 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.0541856 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.0697353 # DEPENDENCYPART_HEADBIGRAM
(12,14),(21,13),0.0789038 # DEPENDENCYPART_HEADBIGRAM
(12,15),(0,14),-0.0786167 # DEPENDENCYPART_HEADBIGRAM
(12,15),(3,14),-0.0835731 # DEPENDENCYPART_HEADBIGRAM
(12,15),(6,14),-0.0881981 # DEPENDENCYPART_HEADBIGRAM
(12,15),(8,14),-0.0862936 # DEPENDENCYPART_HEADBIGRAM
(12,15),(10,14),-0.0719351 # DEPENDENCYPART_HEADBIGRAM
(12,15),(11,14),-0.0491486 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.0283459 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.108529 # DEPENDENCYPART_HEADBIGRAM
(12,15),(17,14),0.0518736 # DEPENDENCYPART_HEADBIGRAM
(12,15),(21,14),0.00530914 # DEPENDENCYPART_HEADBIGRAM
(12,17),(13,16),0.0934083 # DEPENDENCYPART_HEADBIGRAM
(12,17),(14,16),0.122753 # DEPENDENCYPART_HEADBIGRAM
(12,17),(15,16),0.172534 # DEPENDENCYPART_HEADBIGRAM
(12,17),(17,16),0.281168 # DEPENDENCYPART_HEADBIGRAM
(12,17),(20,16),0.0755168 # DEPENDENCYPART_HEADBIGRAM
(12,17),(21,16),0.00628972 # DEPENDENCYPART_HEADBIGRAM
(12,18),(6,17),-0.124093 # DEPENDENCYPART_HEADBIGRAM
(12,18),(8,17),-0.0177082 # DEPENDENCYPART_HEADBIGRAM
(12,18),(10,17),-0.114909 # DEPENDENCYPART_HEADBIGRAM
(12,18),(12,17),0.0513704 # DEPENDENCYPART_HEADBIGRAM
(12,18),(14,17),0.133077 # DEPENDENCYPART_HEADBIGRAM
(12,18),(15,17),0.199777 # DEPENDENCYPART_HEADBIGRAM
(12,18),(16,17),0.0585489 # DEPENDENCYPART_HEADBIGRAM
(12,18),(19,17),0.0797694 # DEPENDENCYPART_HEADBIGRAM
(12,18),(20,17),0.00848829 # DEPENDENCYPART_HEADBIGRAM
(12,18),(21,17),0.0173144 # DEPENDENCYPART_HEADBIGRAM
(12,21),(8,20),-0.0353611 # DEPENDENCYPART_HEADBIGRAM
(12,21),(10,20),-0.0710965 # DEPENDENCYPART_HEADBIGRAM
(12,21),(14,20),0.100319 # DEPENDENCYPART_HEADBIGRAM
(12,21),(15,20),0.162407 # DEPENDENCYPART_HEADBIGRAM
(12,21),(17,20),0.0939313 # DEPENDENCYPART_HEADBIGRAM
(12,21),(19,20),0.222433 # DEPENDENCYPART_HEADBIGRAM
(12,21),(21,20),0.160217 # DEPENDENCYPART_HEADBIGRAM
(12,21),(22,20),0.0812976 # DEPENDENCYPART_HEADBIGRAM
(12,21),(23,20),0.0399928 # DEPENDENCYPART_HEADBIGRAM
(12,24),(6,23),-0.0775317 # DEPENDENCYPART_HEADBIGRAM
(12,24),(10,23),-0.0885298 # DEPENDENCYPART_HEADBIGRAM
(12,24),(14,23),0.111394 # DEPENDENCYPART_HEADBIGRAM
(12,24),(15,23),0.121443 # DEPENDENCYPART_HEADBIGRAM
(12,24),(16,23),0.0599228 # DEPENDENCYPART_HEADBIGRAM
(12,24),(17,23),0.0859914 # DEPENDENCYPART_HEADBIGRAM
(12,24),(19,23),0.115531 # DEPENDENCYPART_HEADBIGRAM
(12,24),(20,23),0.0762522 # DEPENDENCYPART_HEADBIGRAM
(12,24),(21,23),0.34692 # DEPENDENCYPART_HEADBIGRAM
(12,24),(22,23),0.141085 # DEPENDENCYPART_HEADBIGRAM
(13,2),(0,1),-0.10361 # DEPENDENCYPART_HEADBIGRAM
(13,2),(2,1),-0.115866 # DEPENDENCYPART_HEADBIGRAM
(13,2),(3,1),-0.115255 # DEPENDENCYPART_HEADBIGRAM
(13,2),(6,1),-0.108667 # DEPENDENCYPART_HEADBIGRAM
(13,2),(12,1),-0.115322 # DEPENDENCYPART_HEADBIGRAM
(13,2),(13,1),0.149123 # DEPENDENCYPART_HEADBIGRAM
(13,2),(21,1),0.0606405 # DEPENDENCYPART_HEADBIGRAM
(13,3),(0,2),-0.0936873 # DEPENDENCYPART_HEADBIGRAM
(13,3),(1,2),-0.0926129 # DEPENDENCYPART_HEADBIGRAM
(13,3),(3,2),-0.119349 # DEPENDENCYPART_HEADBIGRAM
(13,3),(5,2),-0.107505 # DEPENDENCYPART_HEADBIGRAM
(13,3),(6,2),-0.105663 # DEPENDENCYPART_HEADBIGRAM
(13,3),(12,2),-0.111764 # DEPENDENCYPART_HEADBIGRAM
(13,3),(13,2),0.0954728 # DEPENDENCYPART_HEADBIGRAM
(13,3),(21,2),0.0910185 # DEPENDENCYPART_HEADBIGRAM
(13,4),(0,3),-0.0713388 # DEPENDENCYPART_HEADBIGRAM
(13,4),(1,3),-0.104107 # DEPENDENCYPART_HEADBIGRAM
(13,4),(2,3),-0.103776 # DEPENDENCYPART_HEADBIGRAM
(13,4),(12,3),-0.1026 # DEPENDENCYPART_HEADBIGRAM
(13,4),(13,3),0.0775079 # DEPENDENCYPART_HEADBIGRAM
(13,4),(21,3),0.085135 # DEPENDENCYPART_HEADBIGRAM
(13,6),(3,5),-0.0919331 # DEPENDENCYPART_HEADBIGRAM
(13,6),(4,5),-0.100145 # DEPENDENCYPART_HEADBIGRAM
(13,6),(6,5),-0.0658721 # DEPENDENCYPART_HEADBIGRAM
(13,6),(10,5),-0.112209 # DEPENDENCYPART_HEADBIGRAM
(13,6),(12,5),-0.105959 # DEPENDENCYPART_HEADBIGRAM
(13,7),(1,6),-0.117659 # DEPENDENCYPART_HEADBIGRAM
(13,7),(2,6),-0.111477 # DEPENDENCYPART_HEADBIGRAM
(13,7),(3,6),-0.127963 # DEPENDENCYPART_HEADBIGRAM
(13,7),(8,6),-0.134948 # DEPENDENCYPART_HEADBIGRAM
(13,7),(12,6),-0.131336 # DEPENDENCYPART_HEADBIGRAM
(13,7),(13,6),0.0501842 # DEPENDENCYPART_HEADBIGRAM
(13,7),(21,6),0.11328 # DEPENDENCYPART_HEADBIGRAM
(13,8),(1,7),-0.123234 # DEPENDENCYPART_HEADBIGRAM
(13,8),(2,7),-0.101384 # DEPENDENCYPART_HEADBIGRAM
(13,8),(3,7),-0.109845 # DEPENDENCYPART_HEADBIGRAM
(13,8),(4,7),-0.0998595 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.138112 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.122485 # DEPENDENCYPART_HEADBIGRAM
(13,8),(12,7),-0.114182 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.0896144 # DEPENDENCYPART_HEADBIGRAM
(13,8),(14,7),0.0879445 # DEPENDENCYPART_HEADBIGRAM
(13,8),(21,7),0.0790251 # DEPENDENCYPART_HEADBIGRAM
(13,9),(0,8),-0.100068 # DEPENDENCYPART_HEADBIGRAM
(13,9),(3,8),-0.0833821 # DEPENDENCYPART_HEADBIGRAM
