# _root_ Lawrence B. Seidman , 41 years old , was named chairman of this savings and loan institution .
#goldHeads=3,3,9,3,6,3,6,3,0,9,10,11,15,15,12,15,15,9,
#predictedHeads=3,3,9,3,6,7,3,3,0,9,10,11,15,15,12,15,15,9,
(2,3),(10,2),0.05991 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.150354 # DEPENDENCYPART_HEADBIGRAM
(2,3),(15,2),0.0355577 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.0789169 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0761249 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.127362 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.0920973 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.0585213 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.0963189 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.039162 # DEPENDENCYPART_HEADBIGRAM
(2,4),(10,3),0.0791341 # DEPENDENCYPART_HEADBIGRAM
(2,4),(11,3),0.0588715 # DEPENDENCYPART_HEADBIGRAM
(2,4),(15,3),0.0569357 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0779417 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.203931 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0971507 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.133471 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.085714 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0802572 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.0966547 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0988426 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.0866611 # DEPENDENCYPART_HEADBIGRAM
(2,5),(15,4),0.127142 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0858725 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.11556 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.164013 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.202569 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.0943337 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.0763815 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.0661788 # DEPENDENCYPART_HEADBIGRAM
(2,6),(15,5),0.0868998 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0796308 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.104243 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.102603 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.135512 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.260026 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.110354 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.110974 # DEPENDENCYPART_HEADBIGRAM
(2,7),(11,6),0.069339 # DEPENDENCYPART_HEADBIGRAM
(2,7),(15,6),0.0733465 # DEPENDENCYPART_HEADBIGRAM
(2,8),(0,7),-0.0577721 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.163176 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.112916 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.115471 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.124002 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.0944509 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.0941721 # DEPENDENCYPART_HEADBIGRAM
(2,8),(11,7),0.0929328 # DEPENDENCYPART_HEADBIGRAM
(2,8),(15,7),0.101722 # DEPENDENCYPART_HEADBIGRAM
(2,8),(17,7),0.094205 # DEPENDENCYPART_HEADBIGRAM
(2,9),(1,8),-0.0864383 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.166756 # DEPENDENCYPART_HEADBIGRAM
(2,9),(3,8),0.0456744 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.103385 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.103496 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.16297 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.102936 # DEPENDENCYPART_HEADBIGRAM
(2,9),(11,8),0.0699295 # DEPENDENCYPART_HEADBIGRAM
(2,9),(15,8),0.0688528 # DEPENDENCYPART_HEADBIGRAM
(2,9),(17,8),0.0700947 # DEPENDENCYPART_HEADBIGRAM
(2,11),(0,10),0.000243009 # DEPENDENCYPART_HEADBIGRAM
(2,11),(3,10),0.108574 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.0999312 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.099887 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.0945204 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.0975201 # DEPENDENCYPART_HEADBIGRAM
(2,11),(15,10),0.131059 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.172222 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.208557 # DEPENDENCYPART_HEADBIGRAM
(3,2),(6,1),0.144813 # DEPENDENCYPART_HEADBIGRAM
(3,2),(9,1),0.0260203 # DEPENDENCYPART_HEADBIGRAM
(3,2),(11,1),0.0396536 # DEPENDENCYPART_HEADBIGRAM
(3,2),(15,1),0.023448 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.0574804 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0553634 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0528435 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),-0.0321042 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.120617 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.0618259 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.338691 # DEPENDENCYPART_HEADBIGRAM
(3,4),(10,3),0.263019 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.244973 # DEPENDENCYPART_HEADBIGRAM
(3,4),(15,3),0.38102 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.079521 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0775991 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.202995 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.0959347 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.085153 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0811929 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.0975903 # DEPENDENCYPART_HEADBIGRAM
(3,5),(10,4),0.0986775 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.086496 # DEPENDENCYPART_HEADBIGRAM
(3,5),(15,4),0.127101 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.0858725 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0858725 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0949991 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.202569 # DEPENDENCYPART_HEADBIGRAM
(3,6),(7,5),0.0943337 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.0763815 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.0661788 # DEPENDENCYPART_HEADBIGRAM
(3,6),(15,5),0.0868998 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0796308 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0796308 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.104243 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.135512 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.260026 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.110354 # DEPENDENCYPART_HEADBIGRAM
(3,7),(10,6),0.110974 # DEPENDENCYPART_HEADBIGRAM
(3,7),(11,6),0.069339 # DEPENDENCYPART_HEADBIGRAM
(3,7),(15,6),0.0733465 # DEPENDENCYPART_HEADBIGRAM
(3,8),(0,7),-0.0572635 # DEPENDENCYPART_HEADBIGRAM
(3,8),(2,7),-0.0573695 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.177939 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0951512 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.103682 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.0942975 # DEPENDENCYPART_HEADBIGRAM
(3,8),(10,7),0.0943705 # DEPENDENCYPART_HEADBIGRAM
(3,8),(11,7),0.0931313 # DEPENDENCYPART_HEADBIGRAM
(3,8),(15,7),0.1012 # DEPENDENCYPART_HEADBIGRAM
(3,8),(17,7),0.0936835 # DEPENDENCYPART_HEADBIGRAM
(3,9),(1,8),-0.0864383 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.08644 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0923196 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.103385 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.103496 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.16297 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.102936 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.0699295 # DEPENDENCYPART_HEADBIGRAM
(3,9),(15,8),0.0688528 # DEPENDENCYPART_HEADBIGRAM
(3,9),(17,8),0.0700947 # DEPENDENCYPART_HEADBIGRAM
(3,10),(0,9),-0.101637 # DEPENDENCYPART_HEADBIGRAM
(3,10),(1,9),-0.0369249 # DEPENDENCYPART_HEADBIGRAM
(3,10),(2,9),-0.0369429 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.100133 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.110364 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.174331 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.104879 # DEPENDENCYPART_HEADBIGRAM
(3,10),(11,9),0.118614 # DEPENDENCYPART_HEADBIGRAM
(3,10),(15,9),0.108839 # DEPENDENCYPART_HEADBIGRAM
(3,10),(17,9),0.118461 # DEPENDENCYPART_HEADBIGRAM
(3,11),(0,10),0.000373972 # DEPENDENCYPART_HEADBIGRAM
(3,11),(3,10),0.107338 # DEPENDENCYPART_HEADBIGRAM
(3,11),(6,10),0.0999317 # DEPENDENCYPART_HEADBIGRAM
(3,11),(7,10),0.099887 # DEPENDENCYPART_HEADBIGRAM
(3,11),(9,10),0.0945219 # DEPENDENCYPART_HEADBIGRAM
(3,11),(11,10),0.0975201 # DEPENDENCYPART_HEADBIGRAM
(3,11),(15,10),0.131059 # DEPENDENCYPART_HEADBIGRAM
(3,12),(0,11),-0.0622044 # DEPENDENCYPART_HEADBIGRAM
(3,12),(2,11),-0.0206322 # DEPENDENCYPART_HEADBIGRAM
(3,12),(3,11),0.0540565 # DEPENDENCYPART_HEADBIGRAM
(3,12),(6,11),0.0895996 # DEPENDENCYPART_HEADBIGRAM
(3,12),(7,11),0.111225 # DEPENDENCYPART_HEADBIGRAM
(3,12),(9,11),0.145335 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.153983 # DEPENDENCYPART_HEADBIGRAM
(3,12),(12,11),0.11199 # DEPENDENCYPART_HEADBIGRAM
(3,12),(15,11),0.107401 # DEPENDENCYPART_HEADBIGRAM
(3,12),(17,11),0.0557687 # DEPENDENCYPART_HEADBIGRAM
(3,15),(9,14),0.108937 # DEPENDENCYPART_HEADBIGRAM
(3,15),(10,14),0.121715 # DEPENDENCYPART_HEADBIGRAM
(3,15),(11,14),0.113838 # DEPENDENCYPART_HEADBIGRAM
(3,15),(12,14),0.354852 # DEPENDENCYPART_HEADBIGRAM
(3,15),(13,14),0.14382 # DEPENDENCYPART_HEADBIGRAM
(3,15),(15,14),0.0261809 # DEPENDENCYPART_HEADBIGRAM
(3,15),(17,14),0.0707489 # DEPENDENCYPART_HEADBIGRAM
(3,17),(10,16),0.0723874 # DEPENDENCYPART_HEADBIGRAM
(3,17),(11,16),0.107701 # DEPENDENCYPART_HEADBIGRAM
(3,17),(12,16),0.155377 # DEPENDENCYPART_HEADBIGRAM
(3,17),(15,16),0.0207106 # DEPENDENCYPART_HEADBIGRAM
(3,17),(17,16),0.173063 # DEPENDENCYPART_HEADBIGRAM
(3,18),(3,17),0.0946717 # DEPENDENCYPART_HEADBIGRAM
(3,18),(7,17),0.159721 # DEPENDENCYPART_HEADBIGRAM
(3,18),(9,17),0.135396 # DEPENDENCYPART_HEADBIGRAM
(3,18),(10,17),0.136249 # DEPENDENCYPART_HEADBIGRAM
(3,18),(11,17),0.184908 # DEPENDENCYPART_HEADBIGRAM
(3,18),(12,17),0.0681961 # DEPENDENCYPART_HEADBIGRAM
(3,18),(14,17),0.128966 # DEPENDENCYPART_HEADBIGRAM
(3,18),(15,17),0.171567 # DEPENDENCYPART_HEADBIGRAM
(3,18),(16,17),0.204316 # DEPENDENCYPART_HEADBIGRAM
(3,18),(18,17),0.0639103 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.136079 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.123987 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0917635 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.0654679 # DEPENDENCYPART_HEADBIGRAM
(5,2),(11,1),0.0797442 # DEPENDENCYPART_HEADBIGRAM
(5,2),(15,1),0.0724073 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.245863 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.187719 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.245303 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.160062 # DEPENDENCYPART_HEADBIGRAM
(5,3),(9,2),0.0411543 # DEPENDENCYPART_HEADBIGRAM
(5,3),(10,2),0.04145 # DEPENDENCYPART_HEADBIGRAM
(5,3),(11,2),0.0554094 # DEPENDENCYPART_HEADBIGRAM
(5,3),(15,2),0.0741289 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.0599563 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.0616089 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.0618456 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),-0.057813 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.105186 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.10418 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.0958697 # DEPENDENCYPART_HEADBIGRAM
(5,4),(10,3),0.0957594 # DEPENDENCYPART_HEADBIGRAM
(5,4),(11,3),0.103329 # DEPENDENCYPART_HEADBIGRAM
(5,4),(15,3),0.133159 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.0319511 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0319511 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0516081 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.0329471 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.150789 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.116129 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.214263 # DEPENDENCYPART_HEADBIGRAM
(5,6),(15,5),0.117442 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0571573 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0571573 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0571573 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0746456 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.0723171 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0938339 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.0938339 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.0978822 # DEPENDENCYPART_HEADBIGRAM
(5,7),(15,6),0.096236 # DEPENDENCYPART_HEADBIGRAM
(5,8),(0,7),-0.0560439 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0568068 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0568068 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.108727 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.0964182 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.0967682 # DEPENDENCYPART_HEADBIGRAM
(5,8),(10,7),0.0968325 # DEPENDENCYPART_HEADBIGRAM
(5,8),(11,7),0.0960775 # DEPENDENCYPART_HEADBIGRAM
(5,8),(15,7),0.0976128 # DEPENDENCYPART_HEADBIGRAM
(5,8),(17,7),0.0967883 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.126481 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.125225 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.15987 # DEPENDENCYPART_HEADBIGRAM
(6,2),(9,1),0.0501557 # DEPENDENCYPART_HEADBIGRAM
(6,2),(11,1),0.0639099 # DEPENDENCYPART_HEADBIGRAM
(6,2),(15,1),0.020841 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.106022 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.126509 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.121541 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.150506 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.0522751 # DEPENDENCYPART_HEADBIGRAM
(6,3),(10,2),0.0563081 # DEPENDENCYPART_HEADBIGRAM
(6,3),(11,2),0.0639255 # DEPENDENCYPART_HEADBIGRAM
(6,3),(15,2),0.021315 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.0866683 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.0946376 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.101909 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.135712 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.20945 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.103421 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.0662888 # DEPENDENCYPART_HEADBIGRAM
(6,4),(10,3),0.104616 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.086843 # DEPENDENCYPART_HEADBIGRAM
(6,4),(15,3),0.0628577 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.104316 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0786992 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.0786992 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.184315 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.111413 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0817529 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.141165 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.136315 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.103179 # DEPENDENCYPART_HEADBIGRAM
(6,5),(15,4),0.172052 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0376972 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0376972 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0376972 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0611525 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.0722871 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.159955 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.169307 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.156877 # DEPENDENCYPART_HEADBIGRAM
(6,7),(15,6),0.151634 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0574683 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0580714 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0581379 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0575008 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.101986 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0943156 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.0929308 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.0917705 # DEPENDENCYPART_HEADBIGRAM
(6,8),(15,7),0.101735 # DEPENDENCYPART_HEADBIGRAM
(6,8),(17,7),0.0934998 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.108373 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.108374 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0966926 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0465018 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0446849 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.105977 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),-0.00305468 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.0713095 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.0687338 # DEPENDENCYPART_HEADBIGRAM
(6,9),(17,8),0.0699731 # DEPENDENCYPART_HEADBIGRAM
(6,10),(0,9),-0.105811 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.0411009 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0411189 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0411009 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0886597 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.0677568 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.121344 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.117915 # DEPENDENCYPART_HEADBIGRAM
(6,10),(15,9),0.108368 # DEPENDENCYPART_HEADBIGRAM
(6,10),(17,9),0.117989 # DEPENDENCYPART_HEADBIGRAM
(6,11),(0,10),-0.00213034 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0588533 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.100151 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.106888 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.0920358 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.2129 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.130255 # DEPENDENCYPART_HEADBIGRAM
(6,12),(0,11),-0.0622075 # DEPENDENCYPART_HEADBIGRAM
(6,12),(2,11),-0.0211062 # DEPENDENCYPART_HEADBIGRAM
(6,12),(3,11),-0.0211109 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.0953762 # DEPENDENCYPART_HEADBIGRAM
(6,12),(7,11),0.111223 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.140464 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.149113 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.11124 # DEPENDENCYPART_HEADBIGRAM
(6,12),(15,11),0.106288 # DEPENDENCYPART_HEADBIGRAM
(6,12),(17,11),0.0552527 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.152488 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.165266 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.157129 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.422009 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.211488 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.177363 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.0804254 # DEPENDENCYPART_HEADBIGRAM
(6,18),(3,17),-0.0521374 # DEPENDENCYPART_HEADBIGRAM
(6,18),(7,17),0.15972 # DEPENDENCYPART_HEADBIGRAM
(6,18),(9,17),0.135395 # DEPENDENCYPART_HEADBIGRAM
(6,18),(10,17),0.136248 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.184902 # DEPENDENCYPART_HEADBIGRAM
(6,18),(12,17),0.0681266 # DEPENDENCYPART_HEADBIGRAM
(6,18),(14,17),0.128961 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.171492 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.204311 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.0639103 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.135838 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.106022 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.125695 # DEPENDENCYPART_HEADBIGRAM
(7,3),(6,2),-0.126426 # DEPENDENCYPART_HEADBIGRAM
(7,3),(9,2),0.0577229 # DEPENDENCYPART_HEADBIGRAM
(7,3),(10,2),0.058933 # DEPENDENCYPART_HEADBIGRAM
(7,3),(11,2),0.0759475 # DEPENDENCYPART_HEADBIGRAM
(7,3),(15,2),0.069642 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.199237 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.142999 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.143135 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.137208 # DEPENDENCYPART_HEADBIGRAM
(7,4),(6,3),-0.135205 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.244523 # DEPENDENCYPART_HEADBIGRAM
(7,4),(9,3),0.112358 # DEPENDENCYPART_HEADBIGRAM
(7,4),(10,3),0.11229 # DEPENDENCYPART_HEADBIGRAM
(7,4),(11,3),0.114034 # DEPENDENCYPART_HEADBIGRAM
(7,4),(15,3),0.0800978 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.128688 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.103071 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.103071 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.119651 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.124591 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.067806 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.10894 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.101747 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.097132 # DEPENDENCYPART_HEADBIGRAM
(7,5),(15,4),0.10788 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.16258 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.16258 # DEPENDENCYPART_HEADBIGRAM
