# _root_ Computers that once were the state of the art , The marvels bought three years ago , Are now obsolete .
#goldHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
#predictedHeads=18,4,4,1,6,4,6,9,7,1,12,1,12,15,16,13,1,0,18,18,18,
(19,9),(9,11),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,22),-0.122634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,12),(9,13),0.119363 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,14),0.120109 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,15),0.126895 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,16),0.117621 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,17),0.129102 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,18),0.119363 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,12),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,22),-0.079081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,13),(9,14),0.119127 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,15),0.115512 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,16),0.116355 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,17),0.117158 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,18),0.118209 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,13),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,22),-0.121706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,14),(9,15),0.124647 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,14),(9,16),0.116818 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,14),(9,17),0.118071 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,14),(9,18),0.118891 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,14),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,14),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,14),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,14),(9,22),-0.101498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,15),(9,16),0.117621 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,17),0.129102 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,18),0.119363 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,15),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,22),-0.0791042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,16),(9,17),0.113202 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,18),0.113764 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,16),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,22),-0.112512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,17),(9,18),0.119983 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,17),(9,19),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,17),(9,20),-0.125025 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,17),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,17),(9,22),-0.125768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,18),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,18),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,18),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,18),(9,22),-0.121684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,19),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,19),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,19),(9,22),-0.142095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,9),(9,20),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,20),(9,22),-0.111864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,21),(9,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,9),(9,8),-0.0426923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,7),-0.0475657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,6),-0.062649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,5),-0.0426923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,4),-0.026835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,3),-0.0449859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,1),-0.0623995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,-1),-0.0794046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,9),(9,8),(9,7),-0.0413582 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,8),(9,6),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,8),(9,5),-0.042295 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,8),(9,4),-0.0421404 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,8),(9,3),-0.035478 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,8),(9,1),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,8),(9,-1),-0.092111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,7),(9,6),-0.042454 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,7),(9,5),-0.0420033 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,7),(9,4),-0.0437375 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,7),(9,3),-0.0437065 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,7),(9,1),-0.042454 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,7),(9,-1),-0.0419333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,6),(9,5),-0.0254442 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,6),(9,4),-0.0430488 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,6),(9,3),-0.0429102 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,6),(9,1),-0.0369066 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,6),(9,-1),-0.0803781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,5),(9,4),-0.0421404 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,5),(9,3),-0.035478 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,5),(9,1),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,5),(9,-1),-0.092111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,4),(9,3),-0.0420762 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,4),(9,1),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,4),(9,-1),-0.00221871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,3),(9,1),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,3),(9,-1),-0.034402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,1),(9,-1),-0.0803729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,12),(12,13),0.123567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,14),0.140211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,15),0.127134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,16),0.13221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,17),0.0960363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,18),0.123563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,19),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,12),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,22),-0.178521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,13),(12,14),0.119127 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,15),0.115512 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,16),0.116355 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,17),0.117158 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,18),0.118209 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,13),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,22),-0.121706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,14),(12,15),0.124647 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,16),0.116818 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,17),0.118071 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,18),0.118891 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,14),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,22),-0.101498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,15),(12,16),0.117621 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,17),0.129102 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,18),0.119363 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,15),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,22),-0.0791042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,16),(12,17),0.113202 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,18),0.113764 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,16),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,22),-0.112512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,17),(12,18),0.119983 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,19),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,17),(12,20),-0.125025 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,17),(12,22),-0.125768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,18),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,18),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,18),(12,22),-0.121684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,19),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,19),(12,22),-0.142095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,20),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,20),(12,22),-0.111864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,21),(12,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,12),(12,11),-0.0426923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,10),-0.0366494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,9),-0.0623995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,8),-0.0426923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,-1),-0.0794046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,11),(12,10),-0.0420956 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,9),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,8),-0.042295 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,11),(12,-1),-0.092111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,10),(12,9),-0.0412523 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,8),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,10),(12,-1),-0.0460265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,9),(12,8),-0.0254442 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,9),(12,-1),-0.0803729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,8),(12,-1),-0.092111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,15),(15,16),0.131878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,17),0.0957813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,18),0.123542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,19),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,15),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,22),-0.152999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,16),(15,17),0.113202 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,18),0.113764 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,16),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,16),(15,22),-0.112882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,17),(15,18),0.119983 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,19),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,17),(15,20),-0.125025 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,17),(15,22),-0.125857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,18),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,18),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,18),(15,22),-0.121705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,19),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,19),(15,22),-0.142095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,20),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,20),(15,22),-0.112562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,21),(15,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,15),(15,14),-0.00414746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,13),-0.0259743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,12),-0.0625358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,11),-0.0397307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,10),-0.0366494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,8),-0.0397307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,15),(15,15),(15,-1),-0.0744271 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,15),(15,14),(15,13),-0.0472095 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,12),-0.0432981 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,11),-0.0511756 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,10),-0.0452529 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,8),-0.0511756 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,14),(15,-1),-0.0110582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,13),(15,12),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,11),-0.0459329 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,10),-0.043416 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,8),-0.0459329 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,13),(15,-1),-0.00381515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,12),(15,11),-0.0256439 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,10),-0.0379111 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,8),-0.0256439 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,12),(15,-1),-0.0816484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,11),(15,10),-0.0420956 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,8),-0.042295 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,11),(15,-1),-0.0886933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,10),(15,8),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(19,15),(15,10),(15,-1),-0.0460265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,15),(15,8),(15,-1),-0.0886933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),0.0216363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.0851259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,16),-0.125055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,15),-0.124904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,9),-0.124904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,6),-0.124904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),-0.120576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,15),-0.124928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,9),-0.124928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,6),-0.124928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.147895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,17),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,15),-0.124888 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,-1),-0.126172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,16),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,-1),-0.10867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,15),(20,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,-1),-0.132801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,9),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,9),(20,-1),-0.13221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,6),(20,-1),-0.13221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,22),-0.136963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,20),0.117913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,-1),-0.217855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,20),(21,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,6),(6,7),0.12183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,8),0.0811484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,9),0.112542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,10),0.103442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,12),0.112542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,13),0.106226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,15),0.112541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,16),0.115465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,17),0.103442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,18),0.10592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,19),0.124369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,20),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,6),(6,6),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,22),-0.064343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,6),(6,7),(6,8),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,9),0.118604 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,10),0.11857 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,12),0.118604 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,13),0.126256 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,15),0.118604 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,16),0.115152 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,17),0.11857 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,18),0.126245 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,19),0.119122 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,7),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,7),(6,22),-0.12989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,8),(6,9),0.118907 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,10),0.119154 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,12),0.118907 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,13),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,15),0.118907 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,16),0.128328 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,17),0.119154 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,19),0.118757 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,8),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,8),(6,22),-0.140577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,9),(6,10),0.117147 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,12),0.115791 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,13),0.118436 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,15),0.115791 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,16),0.117667 # DEPENDENCYPART_GRANDSIBL
(20,6),(6,9),(6,17),0.117147 # DEPENDENCYPART_GRANDSIBL
