# _root_ `` The way the world is shaping up , the strategic buyer is going to be the rule and the financial buyer is going to be the exception , '' said one trader .
#goldHeads=31,3,19,5,6,3,6,7,19,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
#predictedHeads=31,3,13,5,6,3,6,7,13,12,12,13,19,13,16,14,18,16,31,22,22,23,19,23,26,24,28,26,31,31,0,33,31,31,
(14,19),(15,18),0.135837 # DEPENDENCYPART_HEADBIGRAM
(14,19),(16,18),0.143749 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.293897 # DEPENDENCYPART_HEADBIGRAM
(14,19),(21,18),0.0804862 # DEPENDENCYPART_HEADBIGRAM
(14,19),(22,18),0.0828694 # DEPENDENCYPART_HEADBIGRAM
(14,19),(23,18),0.0818297 # DEPENDENCYPART_HEADBIGRAM
(14,19),(24,18),0.10249 # DEPENDENCYPART_HEADBIGRAM
(14,19),(26,18),0.0955364 # DEPENDENCYPART_HEADBIGRAM
(14,22),(16,21),0.0626627 # DEPENDENCYPART_HEADBIGRAM
(14,22),(19,21),0.173235 # DEPENDENCYPART_HEADBIGRAM
(14,22),(20,21),0.0719123 # DEPENDENCYPART_HEADBIGRAM
(14,22),(22,21),0.115325 # DEPENDENCYPART_HEADBIGRAM
(14,22),(23,21),0.0695631 # DEPENDENCYPART_HEADBIGRAM
(14,22),(26,21),0.0665499 # DEPENDENCYPART_HEADBIGRAM
(14,23),(13,22),-0.0693376 # DEPENDENCYPART_HEADBIGRAM
(14,23),(14,22),0.0798963 # DEPENDENCYPART_HEADBIGRAM
(14,23),(15,22),0.0933562 # DEPENDENCYPART_HEADBIGRAM
(14,23),(16,22),0.0786558 # DEPENDENCYPART_HEADBIGRAM
(14,23),(18,22),0.105605 # DEPENDENCYPART_HEADBIGRAM
(14,23),(19,22),0.0586703 # DEPENDENCYPART_HEADBIGRAM
(14,23),(23,22),0.27875 # DEPENDENCYPART_HEADBIGRAM
(14,23),(24,22),0.0584337 # DEPENDENCYPART_HEADBIGRAM
(14,23),(26,22),0.0471813 # DEPENDENCYPART_HEADBIGRAM
(14,23),(31,22),0.055655 # DEPENDENCYPART_HEADBIGRAM
(14,24),(0,23),-0.0659936 # DEPENDENCYPART_HEADBIGRAM
(14,24),(7,23),-0.0509417 # DEPENDENCYPART_HEADBIGRAM
(14,24),(13,23),-0.0496211 # DEPENDENCYPART_HEADBIGRAM
(14,24),(14,23),-0.010989 # DEPENDENCYPART_HEADBIGRAM
(14,24),(16,23),0.15043 # DEPENDENCYPART_HEADBIGRAM
(14,24),(18,23),0.0816131 # DEPENDENCYPART_HEADBIGRAM
(14,24),(19,23),0.074786 # DEPENDENCYPART_HEADBIGRAM
(14,24),(21,23),0.187802 # DEPENDENCYPART_HEADBIGRAM
(14,24),(22,23),0.170048 # DEPENDENCYPART_HEADBIGRAM
(14,24),(31,23),0.108026 # DEPENDENCYPART_HEADBIGRAM
(14,26),(19,25),0.107296 # DEPENDENCYPART_HEADBIGRAM
(14,26),(23,25),0.0367154 # DEPENDENCYPART_HEADBIGRAM
(14,26),(24,25),0.0352584 # DEPENDENCYPART_HEADBIGRAM
(14,26),(26,25),0.447374 # DEPENDENCYPART_HEADBIGRAM
(14,26),(28,25),0.0881434 # DEPENDENCYPART_HEADBIGRAM
(14,26),(31,25),0.0618141 # DEPENDENCYPART_HEADBIGRAM
(14,28),(26,27),0.102965 # DEPENDENCYPART_HEADBIGRAM
(14,28),(28,27),0.225383 # DEPENDENCYPART_HEADBIGRAM
(14,28),(31,27),0.095141 # DEPENDENCYPART_HEADBIGRAM
(14,28),(33,27),-0.0107398 # DEPENDENCYPART_HEADBIGRAM
(14,29),(14,28),0.0621595 # DEPENDENCYPART_HEADBIGRAM
(14,29),(16,28),0.213779 # DEPENDENCYPART_HEADBIGRAM
(14,29),(19,28),0.145461 # DEPENDENCYPART_HEADBIGRAM
(14,29),(23,28),0.215812 # DEPENDENCYPART_HEADBIGRAM
(14,29),(24,28),0.225643 # DEPENDENCYPART_HEADBIGRAM
(14,29),(25,28),0.173137 # DEPENDENCYPART_HEADBIGRAM
(14,29),(26,28),0.25739 # DEPENDENCYPART_HEADBIGRAM
(14,29),(31,28),0.110597 # DEPENDENCYPART_HEADBIGRAM
(14,29),(32,28),0.0984884 # DEPENDENCYPART_HEADBIGRAM
(14,29),(33,28),0.00940843 # DEPENDENCYPART_HEADBIGRAM
(14,30),(7,29),-0.0777563 # DEPENDENCYPART_HEADBIGRAM
(14,30),(13,29),-0.0809877 # DEPENDENCYPART_HEADBIGRAM
(14,30),(14,29),0.2618 # DEPENDENCYPART_HEADBIGRAM
(14,30),(16,29),0.0770406 # DEPENDENCYPART_HEADBIGRAM
(14,30),(19,29),0.0949803 # DEPENDENCYPART_HEADBIGRAM
(14,30),(23,29),0.0749952 # DEPENDENCYPART_HEADBIGRAM
(14,30),(24,29),0.075347 # DEPENDENCYPART_HEADBIGRAM
(14,30),(26,29),0.0749606 # DEPENDENCYPART_HEADBIGRAM
(14,30),(28,29),0.0419582 # DEPENDENCYPART_HEADBIGRAM
(14,30),(31,29),0.0676277 # DEPENDENCYPART_HEADBIGRAM
(14,31),(6,30),-0.0721601 # DEPENDENCYPART_HEADBIGRAM
(14,31),(7,30),-0.0698519 # DEPENDENCYPART_HEADBIGRAM
(14,31),(13,30),-0.0719288 # DEPENDENCYPART_HEADBIGRAM
(14,31),(14,30),0.0968191 # DEPENDENCYPART_HEADBIGRAM
(14,31),(19,30),0.100815 # DEPENDENCYPART_HEADBIGRAM
(14,31),(23,30),0.122512 # DEPENDENCYPART_HEADBIGRAM
(14,31),(26,30),0.0820135 # DEPENDENCYPART_HEADBIGRAM
(14,31),(28,30),0.146214 # DEPENDENCYPART_HEADBIGRAM
(14,31),(31,30),0.0932566 # DEPENDENCYPART_HEADBIGRAM
(14,31),(33,30),0.108219 # DEPENDENCYPART_HEADBIGRAM
(14,34),(16,33),0.0247618 # DEPENDENCYPART_HEADBIGRAM
(14,34),(19,33),0.264703 # DEPENDENCYPART_HEADBIGRAM
(14,34),(23,33),0.215549 # DEPENDENCYPART_HEADBIGRAM
(14,34),(24,33),0.175979 # DEPENDENCYPART_HEADBIGRAM
(14,34),(25,33),0.185307 # DEPENDENCYPART_HEADBIGRAM
(14,34),(26,33),0.119243 # DEPENDENCYPART_HEADBIGRAM
(14,34),(28,33),0.0561936 # DEPENDENCYPART_HEADBIGRAM
(14,34),(31,33),0.191526 # DEPENDENCYPART_HEADBIGRAM
(14,34),(32,33),0.177202 # DEPENDENCYPART_HEADBIGRAM
(14,34),(34,33),0.0178605 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),-0.0166933 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),0.0170816 # DEPENDENCYPART_HEADBIGRAM
(15,16),(16,15),-0.0285028 # DEPENDENCYPART_HEADBIGRAM
(15,16),(19,15),0.0591025 # DEPENDENCYPART_HEADBIGRAM
(15,16),(23,15),0.0843073 # DEPENDENCYPART_HEADBIGRAM
(15,18),(16,17),0.0627091 # DEPENDENCYPART_HEADBIGRAM
(15,18),(18,17),0.0580901 # DEPENDENCYPART_HEADBIGRAM
(15,18),(19,17),0.0904008 # DEPENDENCYPART_HEADBIGRAM
(15,18),(21,17),0.075482 # DEPENDENCYPART_HEADBIGRAM
(15,18),(22,17),0.0632543 # DEPENDENCYPART_HEADBIGRAM
(15,18),(23,17),0.0859053 # DEPENDENCYPART_HEADBIGRAM
(15,19),(13,18),-0.0823015 # DEPENDENCYPART_HEADBIGRAM
(15,19),(14,18),-0.0821314 # DEPENDENCYPART_HEADBIGRAM
(15,19),(15,18),0.0409895 # DEPENDENCYPART_HEADBIGRAM
(15,19),(16,18),0.114402 # DEPENDENCYPART_HEADBIGRAM
(15,19),(19,18),0.30853 # DEPENDENCYPART_HEADBIGRAM
(15,19),(21,18),0.0873727 # DEPENDENCYPART_HEADBIGRAM
(15,19),(22,18),0.0804964 # DEPENDENCYPART_HEADBIGRAM
(15,19),(23,18),0.0656965 # DEPENDENCYPART_HEADBIGRAM
(15,19),(24,18),0.0755197 # DEPENDENCYPART_HEADBIGRAM
(15,19),(26,18),0.07552 # DEPENDENCYPART_HEADBIGRAM
(15,22),(16,21),0.0819951 # DEPENDENCYPART_HEADBIGRAM
(15,22),(19,21),0.15169 # DEPENDENCYPART_HEADBIGRAM
(15,22),(20,21),0.0756648 # DEPENDENCYPART_HEADBIGRAM
(15,22),(22,21),0.170674 # DEPENDENCYPART_HEADBIGRAM
(15,22),(23,21),0.0879304 # DEPENDENCYPART_HEADBIGRAM
(15,22),(26,21),0.0823644 # DEPENDENCYPART_HEADBIGRAM
(16,3),(3,2),-0.0546843 # DEPENDENCYPART_HEADBIGRAM
(16,3),(5,2),-0.228821 # DEPENDENCYPART_HEADBIGRAM
(16,3),(6,2),-0.129886 # DEPENDENCYPART_HEADBIGRAM
(16,5),(3,4),-0.214463 # DEPENDENCYPART_HEADBIGRAM
(16,5),(5,4),-0.0909572 # DEPENDENCYPART_HEADBIGRAM
(16,5),(6,4),-0.127019 # DEPENDENCYPART_HEADBIGRAM
(16,6),(2,5),-0.156822 # DEPENDENCYPART_HEADBIGRAM
(16,6),(3,5),-0.0871666 # DEPENDENCYPART_HEADBIGRAM
(16,6),(6,5),-0.103635 # DEPENDENCYPART_HEADBIGRAM
(16,6),(7,5),-0.151373 # DEPENDENCYPART_HEADBIGRAM
(16,6),(13,5),-0.162079 # DEPENDENCYPART_HEADBIGRAM
(16,6),(16,5),-0.00818594 # DEPENDENCYPART_HEADBIGRAM
(16,6),(19,5),0.0406003 # DEPENDENCYPART_HEADBIGRAM
(16,6),(23,5),0.0487388 # DEPENDENCYPART_HEADBIGRAM
(16,6),(31,5),0.0651208 # DEPENDENCYPART_HEADBIGRAM
(16,9),(6,8),-0.08731 # DEPENDENCYPART_HEADBIGRAM
(16,9),(7,8),-0.0963858 # DEPENDENCYPART_HEADBIGRAM
(16,11),(7,10),-0.128701 # DEPENDENCYPART_HEADBIGRAM
(16,11),(11,10),-0.0520261 # DEPENDENCYPART_HEADBIGRAM
(16,11),(12,10),-0.121224 # DEPENDENCYPART_HEADBIGRAM
(16,11),(13,10),-0.129361 # DEPENDENCYPART_HEADBIGRAM
(16,11),(19,10),0.0884737 # DEPENDENCYPART_HEADBIGRAM
(16,11),(23,10),0.089188 # DEPENDENCYPART_HEADBIGRAM
(16,12),(7,11),-0.166734 # DEPENDENCYPART_HEADBIGRAM
(16,12),(10,11),-0.149323 # DEPENDENCYPART_HEADBIGRAM
(16,12),(12,11),-0.055407 # DEPENDENCYPART_HEADBIGRAM
(16,12),(13,11),-0.155451 # DEPENDENCYPART_HEADBIGRAM
(16,12),(16,11),-0.0260499 # DEPENDENCYPART_HEADBIGRAM
(16,12),(19,11),0.112318 # DEPENDENCYPART_HEADBIGRAM
(16,12),(22,11),0.0455694 # DEPENDENCYPART_HEADBIGRAM
(16,12),(23,11),0.0611499 # DEPENDENCYPART_HEADBIGRAM
(16,13),(3,12),-0.115006 # DEPENDENCYPART_HEADBIGRAM
(16,13),(7,12),-0.13685 # DEPENDENCYPART_HEADBIGRAM
(16,13),(8,12),-0.130394 # DEPENDENCYPART_HEADBIGRAM
(16,13),(13,12),-0.0558964 # DEPENDENCYPART_HEADBIGRAM
(16,13),(14,12),-0.150809 # DEPENDENCYPART_HEADBIGRAM
(16,13),(16,12),-0.0237499 # DEPENDENCYPART_HEADBIGRAM
(16,13),(19,12),0.0406367 # DEPENDENCYPART_HEADBIGRAM
(16,13),(23,12),0.0554854 # DEPENDENCYPART_HEADBIGRAM
(16,13),(26,12),0.0667427 # DEPENDENCYPART_HEADBIGRAM
(16,13),(31,12),0.0676256 # DEPENDENCYPART_HEADBIGRAM
(16,14),(0,13),-0.115885 # DEPENDENCYPART_HEADBIGRAM
(16,14),(3,13),-0.112754 # DEPENDENCYPART_HEADBIGRAM
(16,14),(6,13),-0.0903513 # DEPENDENCYPART_HEADBIGRAM
(16,14),(7,13),-0.0869354 # DEPENDENCYPART_HEADBIGRAM
(16,14),(12,13),-0.108993 # DEPENDENCYPART_HEADBIGRAM
(16,14),(16,13),0.00436396 # DEPENDENCYPART_HEADBIGRAM
(16,14),(19,13),0.0737824 # DEPENDENCYPART_HEADBIGRAM
(16,14),(23,13),0.0976742 # DEPENDENCYPART_HEADBIGRAM
(16,14),(26,13),0.107638 # DEPENDENCYPART_HEADBIGRAM
(16,14),(31,13),0.0972028 # DEPENDENCYPART_HEADBIGRAM
(16,15),(6,14),-0.0539383 # DEPENDENCYPART_HEADBIGRAM
(16,15),(7,14),-0.120583 # DEPENDENCYPART_HEADBIGRAM
(16,15),(10,14),-0.145118 # DEPENDENCYPART_HEADBIGRAM
(16,15),(11,14),-0.211888 # DEPENDENCYPART_HEADBIGRAM
(16,15),(12,14),-0.087748 # DEPENDENCYPART_HEADBIGRAM
(16,15),(13,14),0.00771724 # DEPENDENCYPART_HEADBIGRAM
(16,15),(16,14),0.171467 # DEPENDENCYPART_HEADBIGRAM
(16,15),(19,14),-0.0124551 # DEPENDENCYPART_HEADBIGRAM
(16,15),(23,14),0.155181 # DEPENDENCYPART_HEADBIGRAM
(16,15),(31,14),0.168576 # DEPENDENCYPART_HEADBIGRAM
(16,17),(7,16),-0.0724964 # DEPENDENCYPART_HEADBIGRAM
(16,17),(12,16),-0.029659 # DEPENDENCYPART_HEADBIGRAM
(16,17),(13,16),-0.0711627 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),-0.0807038 # DEPENDENCYPART_HEADBIGRAM
(16,17),(15,16),-0.0577137 # DEPENDENCYPART_HEADBIGRAM
(16,17),(17,16),0.0937917 # DEPENDENCYPART_HEADBIGRAM
(16,17),(18,16),0.105003 # DEPENDENCYPART_HEADBIGRAM
(16,17),(19,16),0.0997547 # DEPENDENCYPART_HEADBIGRAM
(16,17),(23,16),0.0986168 # DEPENDENCYPART_HEADBIGRAM
(16,17),(31,16),0.0898309 # DEPENDENCYPART_HEADBIGRAM
(16,18),(16,17),0.160745 # DEPENDENCYPART_HEADBIGRAM
(16,18),(18,17),0.340476 # DEPENDENCYPART_HEADBIGRAM
(16,18),(19,17),0.107564 # DEPENDENCYPART_HEADBIGRAM
(16,18),(21,17),0.0868714 # DEPENDENCYPART_HEADBIGRAM
(16,18),(22,17),-0.0210734 # DEPENDENCYPART_HEADBIGRAM
(16,18),(23,17),0.0929938 # DEPENDENCYPART_HEADBIGRAM
(16,19),(13,18),-0.0657636 # DEPENDENCYPART_HEADBIGRAM
(16,19),(14,18),-0.055558 # DEPENDENCYPART_HEADBIGRAM
(16,19),(15,18),-0.0782225 # DEPENDENCYPART_HEADBIGRAM
(16,19),(16,18),0.00794755 # DEPENDENCYPART_HEADBIGRAM
(16,19),(19,18),0.307218 # DEPENDENCYPART_HEADBIGRAM
(16,19),(21,18),0.080486 # DEPENDENCYPART_HEADBIGRAM
(16,19),(22,18),0.082835 # DEPENDENCYPART_HEADBIGRAM
(16,19),(23,18),0.0774401 # DEPENDENCYPART_HEADBIGRAM
(16,19),(24,18),0.0980999 # DEPENDENCYPART_HEADBIGRAM
(16,19),(26,18),0.0911467 # DEPENDENCYPART_HEADBIGRAM
(16,20),(3,19),-0.0543153 # DEPENDENCYPART_HEADBIGRAM
(16,20),(6,19),-0.0922674 # DEPENDENCYPART_HEADBIGRAM
(16,20),(7,19),-0.087095 # DEPENDENCYPART_HEADBIGRAM
(16,20),(13,19),-0.0922825 # DEPENDENCYPART_HEADBIGRAM
(16,20),(14,19),-0.0871763 # DEPENDENCYPART_HEADBIGRAM
(16,20),(15,19),-0.0560977 # DEPENDENCYPART_HEADBIGRAM
(16,20),(16,19),0.10224 # DEPENDENCYPART_HEADBIGRAM
(16,20),(22,19),0.100109 # DEPENDENCYPART_HEADBIGRAM
(16,20),(23,19),0.0624282 # DEPENDENCYPART_HEADBIGRAM
(16,20),(31,19),0.0702373 # DEPENDENCYPART_HEADBIGRAM
(16,21),(16,20),0.0733117 # DEPENDENCYPART_HEADBIGRAM
(16,21),(19,20),0.0882163 # DEPENDENCYPART_HEADBIGRAM
(16,21),(21,20),0.13278 # DEPENDENCYPART_HEADBIGRAM
(16,21),(22,20),0.089177 # DEPENDENCYPART_HEADBIGRAM
(16,21),(23,20),0.0897526 # DEPENDENCYPART_HEADBIGRAM
(16,21),(26,20),0.0921037 # DEPENDENCYPART_HEADBIGRAM
(16,22),(16,21),0.0740751 # DEPENDENCYPART_HEADBIGRAM
(16,22),(19,21),0.166257 # DEPENDENCYPART_HEADBIGRAM
(16,22),(20,21),0.0719114 # DEPENDENCYPART_HEADBIGRAM
(16,22),(22,21),0.123645 # DEPENDENCYPART_HEADBIGRAM
(16,22),(23,21),0.0684968 # DEPENDENCYPART_HEADBIGRAM
(16,22),(26,21),0.0654836 # DEPENDENCYPART_HEADBIGRAM
(16,23),(13,22),-0.0700448 # DEPENDENCYPART_HEADBIGRAM
(16,23),(14,22),-0.0592065 # DEPENDENCYPART_HEADBIGRAM
(16,23),(15,22),-0.0227765 # DEPENDENCYPART_HEADBIGRAM
(16,23),(16,22),0.0753264 # DEPENDENCYPART_HEADBIGRAM
(16,23),(18,22),0.116449 # DEPENDENCYPART_HEADBIGRAM
(16,23),(19,22),0.0530594 # DEPENDENCYPART_HEADBIGRAM
(16,23),(23,22),0.269749 # DEPENDENCYPART_HEADBIGRAM
(16,23),(24,22),0.0576649 # DEPENDENCYPART_HEADBIGRAM
(16,23),(26,22),0.0464125 # DEPENDENCYPART_HEADBIGRAM
(16,23),(31,22),0.0548862 # DEPENDENCYPART_HEADBIGRAM
(16,24),(0,23),-0.0510055 # DEPENDENCYPART_HEADBIGRAM
(16,24),(7,23),-0.051075 # DEPENDENCYPART_HEADBIGRAM
(16,24),(13,23),-0.0497544 # DEPENDENCYPART_HEADBIGRAM
(16,24),(14,23),-0.0485532 # DEPENDENCYPART_HEADBIGRAM
(16,24),(16,23),-0.0307315 # DEPENDENCYPART_HEADBIGRAM
(16,24),(18,23),0.0816247 # DEPENDENCYPART_HEADBIGRAM
(16,24),(19,23),0.0747557 # DEPENDENCYPART_HEADBIGRAM
(16,24),(21,23),0.18766 # DEPENDENCYPART_HEADBIGRAM
(16,24),(22,23),0.170059 # DEPENDENCYPART_HEADBIGRAM
(16,24),(31,23),0.107892 # DEPENDENCYPART_HEADBIGRAM
(16,26),(19,25),0.108625 # DEPENDENCYPART_HEADBIGRAM
(16,26),(23,25),0.0217052 # DEPENDENCYPART_HEADBIGRAM
(16,26),(24,25),0.0202482 # DEPENDENCYPART_HEADBIGRAM
(16,26),(26,25),0.438035 # DEPENDENCYPART_HEADBIGRAM
(16,26),(28,25),0.0875009 # DEPENDENCYPART_HEADBIGRAM
(16,26),(31,25),0.0611751 # DEPENDENCYPART_HEADBIGRAM
(16,28),(26,27),0.10419 # DEPENDENCYPART_HEADBIGRAM
(16,28),(28,27),0.224471 # DEPENDENCYPART_HEADBIGRAM
(16,28),(31,27),0.095793 # DEPENDENCYPART_HEADBIGRAM
(16,28),(33,27),-0.0108814 # DEPENDENCYPART_HEADBIGRAM
(16,29),(14,28),-0.0201111 # DEPENDENCYPART_HEADBIGRAM
(16,29),(16,28),0.0303936 # DEPENDENCYPART_HEADBIGRAM
(16,29),(19,28),0.136113 # DEPENDENCYPART_HEADBIGRAM
(16,29),(23,28),0.213331 # DEPENDENCYPART_HEADBIGRAM
(16,29),(24,28),0.223162 # DEPENDENCYPART_HEADBIGRAM
(16,29),(25,28),0.17646 # DEPENDENCYPART_HEADBIGRAM
(16,29),(26,28),0.254909 # DEPENDENCYPART_HEADBIGRAM
(16,29),(31,28),0.111539 # DEPENDENCYPART_HEADBIGRAM
(16,29),(32,28),0.0984876 # DEPENDENCYPART_HEADBIGRAM
(16,29),(33,28),0.0112376 # DEPENDENCYPART_HEADBIGRAM
(16,31),(6,30),-0.0723979 # DEPENDENCYPART_HEADBIGRAM
(16,31),(7,30),-0.0700896 # DEPENDENCYPART_HEADBIGRAM
(16,31),(13,30),-0.0721666 # DEPENDENCYPART_HEADBIGRAM
(16,31),(14,30),-0.0698611 # DEPENDENCYPART_HEADBIGRAM
(16,31),(19,30),0.100739 # DEPENDENCYPART_HEADBIGRAM
(16,31),(23,30),0.122039 # DEPENDENCYPART_HEADBIGRAM
(16,31),(26,30),0.0815411 # DEPENDENCYPART_HEADBIGRAM
(16,31),(28,30),0.149732 # DEPENDENCYPART_HEADBIGRAM
(16,31),(31,30),0.100566 # DEPENDENCYPART_HEADBIGRAM
(16,31),(33,30),0.109841 # DEPENDENCYPART_HEADBIGRAM
(16,33),(26,32),0.0860067 # DEPENDENCYPART_HEADBIGRAM
(16,33),(28,32),0.0648824 # DEPENDENCYPART_HEADBIGRAM
(16,33),(31,32),0.0797605 # DEPENDENCYPART_HEADBIGRAM
(16,33),(33,32),0.185129 # DEPENDENCYPART_HEADBIGRAM
(17,16),(13,15),-0.10195 # DEPENDENCYPART_HEADBIGRAM
(17,16),(14,15),-0.101945 # DEPENDENCYPART_HEADBIGRAM
(17,16),(16,15),-0.164754 # DEPENDENCYPART_HEADBIGRAM
(17,16),(19,15),0.0898872 # DEPENDENCYPART_HEADBIGRAM
(17,16),(23,15),0.0903702 # DEPENDENCYPART_HEADBIGRAM
(18,16),(13,15),-0.113851 # DEPENDENCYPART_HEADBIGRAM
(18,16),(14,15),-0.112338 # DEPENDENCYPART_HEADBIGRAM
(18,16),(16,15),-0.143459 # DEPENDENCYPART_HEADBIGRAM
(18,16),(19,15),0.0888962 # DEPENDENCYPART_HEADBIGRAM
(18,16),(23,15),0.0657551 # DEPENDENCYPART_HEADBIGRAM
(18,17),(7,16),-0.163342 # DEPENDENCYPART_HEADBIGRAM
(18,17),(12,16),-0.140399 # DEPENDENCYPART_HEADBIGRAM
(18,17),(13,16),-0.152693 # DEPENDENCYPART_HEADBIGRAM
(18,17),(14,16),-0.16539 # DEPENDENCYPART_HEADBIGRAM
(18,17),(15,16),-0.150402 # DEPENDENCYPART_HEADBIGRAM
(18,17),(17,16),-0.11538 # DEPENDENCYPART_HEADBIGRAM
(18,17),(18,16),0.0421741 # DEPENDENCYPART_HEADBIGRAM
(18,17),(19,16),0.107206 # DEPENDENCYPART_HEADBIGRAM
(18,17),(23,16),0.0889929 # DEPENDENCYPART_HEADBIGRAM
(18,17),(31,16),0.03168 # DEPENDENCYPART_HEADBIGRAM
(18,22),(16,21),-0.111658 # DEPENDENCYPART_HEADBIGRAM
(18,22),(19,21),0.170217 # DEPENDENCYPART_HEADBIGRAM
(18,22),(20,21),0.211417 # DEPENDENCYPART_HEADBIGRAM
(18,22),(22,21),0.204619 # DEPENDENCYPART_HEADBIGRAM
(18,22),(23,21),0.0400801 # DEPENDENCYPART_HEADBIGRAM
(18,22),(26,21),0.0400903 # DEPENDENCYPART_HEADBIGRAM
(18,23),(13,22),-0.101475 # DEPENDENCYPART_HEADBIGRAM
(18,23),(14,22),-0.0986876 # DEPENDENCYPART_HEADBIGRAM
(18,23),(15,22),-0.0615513 # DEPENDENCYPART_HEADBIGRAM
(18,23),(16,22),-0.0988399 # DEPENDENCYPART_HEADBIGRAM
(18,23),(18,22),0.118237 # DEPENDENCYPART_HEADBIGRAM
(18,23),(19,22),0.156718 # DEPENDENCYPART_HEADBIGRAM
(18,23),(23,22),0.573588 # DEPENDENCYPART_HEADBIGRAM
(18,23),(24,22),0.054487 # DEPENDENCYPART_HEADBIGRAM
(18,23),(26,22),0.0536409 # DEPENDENCYPART_HEADBIGRAM
(18,23),(31,22),0.0500462 # DEPENDENCYPART_HEADBIGRAM
(19,3),(3,2),-0.0138325 # DEPENDENCYPART_HEADBIGRAM
(19,3),(5,2),-0.197101 # DEPENDENCYPART_HEADBIGRAM
(19,3),(6,2),-0.127086 # DEPENDENCYPART_HEADBIGRAM
(19,5),(3,4),-0.191163 # DEPENDENCYPART_HEADBIGRAM
(19,5),(5,4),-0.038924 # DEPENDENCYPART_HEADBIGRAM
(19,5),(6,4),-0.124218 # DEPENDENCYPART_HEADBIGRAM
(19,6),(2,5),-0.117967 # DEPENDENCYPART_HEADBIGRAM
(19,6),(3,5),-0.0876695 # DEPENDENCYPART_HEADBIGRAM
(19,6),(6,5),0.0862259 # DEPENDENCYPART_HEADBIGRAM
(19,6),(7,5),-0.189396 # DEPENDENCYPART_HEADBIGRAM
(19,6),(13,5),-0.186152 # DEPENDENCYPART_HEADBIGRAM
(19,6),(16,5),-0.18887 # DEPENDENCYPART_HEADBIGRAM
(19,6),(19,5),0.394618 # DEPENDENCYPART_HEADBIGRAM
(19,6),(23,5),0.0332195 # DEPENDENCYPART_HEADBIGRAM
(19,6),(31,5),0.0243435 # DEPENDENCYPART_HEADBIGRAM
(19,7),(0,6),-0.206756 # DEPENDENCYPART_HEADBIGRAM
(19,7),(3,6),-0.0932944 # DEPENDENCYPART_HEADBIGRAM
(19,7),(4,6),-0.118935 # DEPENDENCYPART_HEADBIGRAM
(19,7),(5,6),-0.0767228 # DEPENDENCYPART_HEADBIGRAM
(19,7),(7,6),-0.190046 # DEPENDENCYPART_HEADBIGRAM
(19,7),(13,6),-0.191483 # DEPENDENCYPART_HEADBIGRAM
(19,7),(16,6),-0.184663 # DEPENDENCYPART_HEADBIGRAM
(19,7),(19,6),-0.113838 # DEPENDENCYPART_HEADBIGRAM
(19,7),(23,6),0.03059 # DEPENDENCYPART_HEADBIGRAM
(19,7),(31,6),0.0307218 # DEPENDENCYPART_HEADBIGRAM
(19,9),(6,8),-0.0918261 # DEPENDENCYPART_HEADBIGRAM
(19,9),(7,8),-0.0918261 # DEPENDENCYPART_HEADBIGRAM
(19,10),(3,9),-0.0868831 # DEPENDENCYPART_HEADBIGRAM
(19,10),(6,9),-0.133039 # DEPENDENCYPART_HEADBIGRAM
(19,10),(7,9),-0.0844873 # DEPENDENCYPART_HEADBIGRAM
(19,10),(10,9),-0.12435 # DEPENDENCYPART_HEADBIGRAM
(19,10),(12,9),-0.10895 # DEPENDENCYPART_HEADBIGRAM
(19,10),(13,9),-0.104743 # DEPENDENCYPART_HEADBIGRAM
(19,10),(16,9),-0.102471 # DEPENDENCYPART_HEADBIGRAM
(19,10),(19,9),0.0294268 # DEPENDENCYPART_HEADBIGRAM
(19,10),(23,9),0.151668 # DEPENDENCYPART_HEADBIGRAM
(19,10),(31,9),0.151773 # DEPENDENCYPART_HEADBIGRAM
(19,11),(7,10),-0.128927 # DEPENDENCYPART_HEADBIGRAM
(19,11),(11,10),-0.0452393 # DEPENDENCYPART_HEADBIGRAM
(19,11),(12,10),-0.12914 # DEPENDENCYPART_HEADBIGRAM
(19,11),(13,10),-0.128845 # DEPENDENCYPART_HEADBIGRAM
(19,11),(19,10),0.0216108 # DEPENDENCYPART_HEADBIGRAM
(19,11),(23,10),0.0849001 # DEPENDENCYPART_HEADBIGRAM
(19,12),(7,11),-0.206314 # DEPENDENCYPART_HEADBIGRAM
(19,12),(10,11),-0.122227 # DEPENDENCYPART_HEADBIGRAM
(19,12),(12,11),0.042706 # DEPENDENCYPART_HEADBIGRAM
(19,12),(13,11),-0.178607 # DEPENDENCYPART_HEADBIGRAM
(19,12),(16,11),-0.178134 # DEPENDENCYPART_HEADBIGRAM
(19,12),(19,11),0.058936 # DEPENDENCYPART_HEADBIGRAM
(19,12),(22,11),0.224546 # DEPENDENCYPART_HEADBIGRAM
(19,12),(23,11),0.0374469 # DEPENDENCYPART_HEADBIGRAM
(19,13),(3,12),-0.121259 # DEPENDENCYPART_HEADBIGRAM
(19,13),(7,12),-0.245703 # DEPENDENCYPART_HEADBIGRAM
