# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(19,12),(19,26),-0.113217 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.178939 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.173391 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.231948 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0538649 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0799383 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0321676 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0042143 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0465793 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.114054 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.165187 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.00383818 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.019746 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.225624 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.204796 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.136521 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.169106 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0810155 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00342215 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0607436 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.123849 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00763553 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.00304541 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.00825396 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.207959 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.158386 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.190971 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.098351 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0505578 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0406249 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.069856 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0201197 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0509345 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0457259 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0876425 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.074518 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.104781 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0792545 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0308726 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.038642 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0601969 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0796259 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0701698 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.13265 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0539236 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0641595 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00766275 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.504478 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0965299 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0769324 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0614386 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0426126 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0918519 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0189788 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.532171 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.068025 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.104625 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.089131 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0646623 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.257566 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0222038 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0173515 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0622022 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.064311 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0416212 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.117047 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0360913 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0366424 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0398206 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.11258 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0691347 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0329169 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0308087 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.113458 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0895447 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.086363 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0592212 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0589183 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0345402 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.628422 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.173146 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.122279 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0233467 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00233781 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.463553 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.106517 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0360067 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.020513 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0675489 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0442301 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0147175 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.498768 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0837482 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0712216 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0557279 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0427622 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00237561 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.455317 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0967162 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0277707 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.012277 # DEPENDENCYPART_SIBL
(21,20),(21,22),1.61257 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.113359 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0878016 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0351703 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0999728 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.137185 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.069036 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0575214 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0554132 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.120287 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0670237 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.063842 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0347659 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0344629 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0570613 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.011538 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0654017 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0406943 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0448277 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0170589 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.155942 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0380728 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00459899 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0276363 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0377311 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.162845 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.166495 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0359273 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0376897 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.157145 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0288368 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0416383 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0367886 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0240988 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0455062 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0144127 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.151906 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.19276 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.201508 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0680546 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0171879 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0249691 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0496914 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0922383 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0699883 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0675407 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0830347 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0375424 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0458524 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.00357271 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.071355 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.092757 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0323258 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0478198 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0443846 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.000120821 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0728228 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.079789 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0757767 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0912707 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0434494 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0164559 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0458 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0312144 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0960166 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0744251 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0787725 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0561153 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0716093 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0312013 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0471206 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0378557 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0219325 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0216284 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0624091 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0711212 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0171858 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.00294033 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00776528 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0384452 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.816419 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0240182 # DEPENDENCYPART_SIBL
(26,1),(26,9),0.0224372 # DEPENDENCYPART_SIBL
(26,1),(26,10),0.0512978 # DEPENDENCYPART_SIBL
(26,1),(26,11),0.0512978 # DEPENDENCYPART_SIBL
(26,1),(26,15),0.338628 # DEPENDENCYPART_SIBL
(26,1),(26,17),0.0346285 # DEPENDENCYPART_SIBL
(26,1),(26,18),0.0474299 # DEPENDENCYPART_SIBL
(26,1),(26,19),0.0425802 # DEPENDENCYPART_SIBL
(26,1),(26,20),0.0211188 # DEPENDENCYPART_SIBL
(26,1),(26,21),0.0512978 # DEPENDENCYPART_SIBL
(26,1),(26,22),-0.0112283 # DEPENDENCYPART_SIBL
(26,1),(26,23),0.0388615 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0301581 # DEPENDENCYPART_SIBL
(26,9),(26,10),0.0626834 # DEPENDENCYPART_SIBL
(26,9),(26,11),0.0626834 # DEPENDENCYPART_SIBL
(26,9),(26,15),0.375651 # DEPENDENCYPART_SIBL
(26,9),(26,17),0.0174968 # DEPENDENCYPART_SIBL
(26,9),(26,18),0.0556086 # DEPENDENCYPART_SIBL
(26,9),(26,19),0.0366852 # DEPENDENCYPART_SIBL
(26,9),(26,20),-0.0585205 # DEPENDENCYPART_SIBL
(26,9),(26,21),0.0626834 # DEPENDENCYPART_SIBL
(26,9),(26,22),0.0681534 # DEPENDENCYPART_SIBL
(26,9),(26,23),0.0286972 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0523325 # DEPENDENCYPART_SIBL
(26,10),(26,11),0.0407125 # DEPENDENCYPART_SIBL
(26,10),(26,15),0.367993 # DEPENDENCYPART_SIBL
(26,10),(26,17),-0.00447407 # DEPENDENCYPART_SIBL
(26,10),(26,18),0.0336377 # DEPENDENCYPART_SIBL
(26,10),(26,19),0.0147144 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.0638471 # DEPENDENCYPART_SIBL
(26,10),(26,21),0.0407125 # DEPENDENCYPART_SIBL
(26,10),(26,22),0.0626477 # DEPENDENCYPART_SIBL
(26,10),(26,23),0.00672635 # DEPENDENCYPART_SIBL
(26,10),(26,25),-0.0743033 # DEPENDENCYPART_SIBL
(26,11),(26,15),0.367993 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.00447407 # DEPENDENCYPART_SIBL
(26,11),(26,18),0.0336377 # DEPENDENCYPART_SIBL
(26,11),(26,19),0.0147144 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.0638471 # DEPENDENCYPART_SIBL
(26,11),(26,21),0.0407125 # DEPENDENCYPART_SIBL
(26,11),(26,22),0.0626477 # DEPENDENCYPART_SIBL
(26,11),(26,23),0.00672635 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.0743033 # DEPENDENCYPART_SIBL
(26,15),(26,17),0.115644 # DEPENDENCYPART_SIBL
(26,15),(26,18),0.131541 # DEPENDENCYPART_SIBL
(26,15),(26,19),0.113655 # DEPENDENCYPART_SIBL
(26,15),(26,20),0.0935409 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.12275 # DEPENDENCYPART_SIBL
(26,15),(26,22),0.10325 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.106998 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.042372 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.0978825 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.0470159 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0460339 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0795194 # DEPENDENCYPART_SIBL
(26,17),(26,22),0.0804608 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0455332 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0354965 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.00771443 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0669173 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0262552 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.0595775 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.00773092 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.0887606 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0654495 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.0297071 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0610453 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.00427903 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0853087 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.00879999 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0327867 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.00382081 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.127292 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0626477 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.00672635 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0743033 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0162932 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0522957 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.104613 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.781309 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.154644 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.222729 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.083942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.410356 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.174277 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.159416 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.467128 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.749793 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.342014 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.38364 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.128142 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.222034 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),0.0108033 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),1.33173 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.86179 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.138527 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.600724 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.506612 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.169342 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.906741 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.834133 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.329015 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.188753 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.471419 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.160344 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.057187 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.322461 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0737767 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.418507 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.339223 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-1.82909 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),-0.290921 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),-0.642261 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),1.53476 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.24616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.512372 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.376901 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.325613 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.380658 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.781409 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.399886 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.28474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.229909 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.452798 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.20929 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.351685 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.234371 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.542421 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.678907 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.697478 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.425958 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.364928 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.73303 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.638433 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.945537 # DEPENDENCYPART_GRANDPAR
(1,3),(3,27),-1.03356 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.32823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.50827 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.709905 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.744209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.295053 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.154634 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.521406 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.392843 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.306084 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.405846 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.424373 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.66195 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.434978 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.428088 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.119222 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.627366 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-0.472799 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.89142 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.895135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.308274 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.207172 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.36887 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.257571 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0781743 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.318555 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.318458 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.336985 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.509414 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.373456 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.337433 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.524729 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),-0.0501135 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.173022 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.788435 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.777361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.110863 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.389191 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.19153 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.53758 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.380697 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.424706 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.426186 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.444713 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.507917 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.452204 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.352649 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.633834 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.13361 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.0536036 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.625532 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-0.553258 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-0.700758 # DEPENDENCYPART_GRANDPAR
(2,8),(8,27),-0.293098 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.863142 # DEPENDENCYPART_GRANDPAR
(2,11),(11,3),0.197703 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.194578 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.104663 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.288362 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.241462 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0671735 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.117872 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.158426 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.505858 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.256474 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.398588 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.444565 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.389968 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.512359 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.504285 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.170825 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.541448 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.0525054 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.339296 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.606137 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.58307 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.278232 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.14546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.715278 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.981625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.204909 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.431654 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.193605 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.623015 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.618029 # DEPENDENCYPART_GRANDPAR
