# _root_ He is an avuncular figure who remembers the birthdays of colleagues ' children , opens doors for women , and almost never has a bad word to say about anybody .
#goldHeads=2,0,5,5,2,20,20,9,7,9,13,11,10,20,20,15,15,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
#predictedHeads=2,0,5,5,2,7,5,9,7,9,13,11,10,5,20,15,16,17,20,5,23,21,20,26,26,23,28,26,28,29,2,
(2,4),(2,7),(2,31),-0.0626783 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,32),-0.0538133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,10),-0.0582398 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,14),-0.0026381 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,15),-0.103555 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,19),-0.0026381 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,20),-0.107759 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,22),-0.0881198 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,23),-0.111051 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,31),-0.0747771 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,32),-0.0187829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,10),(2,14),0.0337407 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,15),-0.109921 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,19),0.0337407 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,20),-0.120122 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,22),-0.0986222 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,23),-0.119702 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,31),0.0466346 # DEPENDENCYPART_TRISIBL
(2,4),(2,10),(2,32),0.027877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,14),(2,15),-0.019584 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,19),0.0256437 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,20),-0.10561 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,22),-0.117693 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,23),-0.02835 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,31),-0.0679971 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,32),-0.100949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,19),0.0613284 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,20),-0.130057 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,22),-0.0659144 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,23),-0.0791657 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,31),-0.0626783 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,32),-0.0475369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,19),(2,20),-0.10561 # DEPENDENCYPART_TRISIBL
(2,4),(2,19),(2,22),-0.117693 # DEPENDENCYPART_TRISIBL
(2,4),(2,19),(2,23),-0.02835 # DEPENDENCYPART_TRISIBL
(2,4),(2,19),(2,31),-0.0679971 # DEPENDENCYPART_TRISIBL
(2,4),(2,19),(2,32),-0.100949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,20),(2,22),-0.091279 # DEPENDENCYPART_TRISIBL
(2,4),(2,20),(2,23),-0.0945372 # DEPENDENCYPART_TRISIBL
(2,4),(2,20),(2,31),-0.0862419 # DEPENDENCYPART_TRISIBL
(2,4),(2,20),(2,32),-0.0578631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,22),(2,23),-0.135201 # DEPENDENCYPART_TRISIBL
(2,4),(2,22),(2,31),-0.0246148 # DEPENDENCYPART_TRISIBL
(2,4),(2,22),(2,32),-0.0121512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,23),(2,31),-0.0754649 # DEPENDENCYPART_TRISIBL
(2,4),(2,23),(2,32),-0.052531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,31),(2,32),-0.00405939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,9),-0.121147 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,10),-0.0467845 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,14),-0.0104359 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,15),-0.0629329 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,19),-0.0104359 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,20),-0.17317 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,22),-0.0493511 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,23),-0.0624539 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,31),-0.0702574 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,32),-0.0644712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,10),-0.0774988 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,14),-0.00453663 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,15),-0.0501128 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,19),-0.00453663 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,20),-0.194738 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,22),-0.111455 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,23),-0.0523479 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,31),-0.0787958 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,32),-0.057145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,14),-0.00887627 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,15),-0.0479159 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,19),-0.00887627 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,20),-0.153709 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,22),-0.058286 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,23),-0.0541896 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,31),-0.0605178 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,32),-0.049186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,14),(2,15),-0.0556163 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,19),-0.056164 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,20),-0.109897 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,22),0.015383 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,23),-0.0497519 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,31),-0.0739333 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,32),-0.0925882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,19),-0.0104415 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,20),-0.17317 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,22),-0.0493511 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,23),-0.0624539 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,31),-0.0726148 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,32),-0.0613477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,19),(2,20),-0.109897 # DEPENDENCYPART_TRISIBL
(2,5),(2,19),(2,22),0.015383 # DEPENDENCYPART_TRISIBL
(2,5),(2,19),(2,23),-0.0497519 # DEPENDENCYPART_TRISIBL
(2,5),(2,19),(2,31),-0.0739333 # DEPENDENCYPART_TRISIBL
(2,5),(2,19),(2,32),-0.0925882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,20),(2,22),-0.0669421 # DEPENDENCYPART_TRISIBL
(2,5),(2,20),(2,23),-0.0926944 # DEPENDENCYPART_TRISIBL
(2,5),(2,20),(2,31),-0.0883662 # DEPENDENCYPART_TRISIBL
(2,5),(2,20),(2,32),-0.11744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,22),(2,23),-0.0764039 # DEPENDENCYPART_TRISIBL
(2,5),(2,22),(2,31),-0.106691 # DEPENDENCYPART_TRISIBL
(2,5),(2,22),(2,32),-0.0688906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,23),(2,31),-0.0710653 # DEPENDENCYPART_TRISIBL
(2,5),(2,23),(2,32),-0.0689266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,31),(2,32),0.00093864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.0141526 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,14),-0.047444 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.115341 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,19),-0.047444 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,20),-0.169914 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,22),-0.0701834 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,23),-0.103587 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,31),-0.0133876 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,32),-0.0692163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,14),-0.0655626 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.0646677 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,19),-0.0655626 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,20),-0.186728 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,22),-0.0755717 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,23),-0.052823 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,31),0.00332035 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,32),-0.0474094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,14),(2,15),-0.091553 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,19),-0.0959802 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,20),-0.254501 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,22),0.0159807 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,23),-0.0815773 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,31),-0.0652827 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,32),-0.0835473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,19),-0.0929708 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,20),-0.180617 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,22),-0.0721805 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,23),-0.136209 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,31),-0.0912968 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,32),-0.0661595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,19),(2,20),-0.254501 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,22),0.0159807 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,23),-0.0815773 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,31),-0.0652827 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,32),-0.0835473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,20),(2,22),-0.0373899 # DEPENDENCYPART_TRISIBL
(2,7),(2,20),(2,23),-0.0943245 # DEPENDENCYPART_TRISIBL
(2,7),(2,20),(2,31),-0.103629 # DEPENDENCYPART_TRISIBL
(2,7),(2,20),(2,32),-0.154854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,22),(2,23),-0.129687 # DEPENDENCYPART_TRISIBL
(2,7),(2,22),(2,31),0.0339196 # DEPENDENCYPART_TRISIBL
(2,7),(2,22),(2,32),-0.119107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,23),(2,31),-0.0998577 # DEPENDENCYPART_TRISIBL
(2,7),(2,23),(2,32),-0.049036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,31),(2,32),0.0214874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,14),-0.00886994 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,15),-0.0475588 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,19),-0.00886994 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,20),-0.153709 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,22),-0.0582764 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,23),-0.0538325 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,31),-0.0615868 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,32),-0.0522036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,14),(2,15),-0.0549033 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,19),-0.0561577 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,20),-0.109897 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,22),0.0153926 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,23),-0.0490388 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,31),-0.0750028 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,32),-0.0922704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,15),(2,19),-0.0104352 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,20),-0.17317 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,22),-0.049332 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,23),-0.0620968 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,31),-0.0736843 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,32),-0.0641885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,19),(2,20),-0.109897 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,22),0.0153926 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,23),-0.0490388 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,31),-0.0750028 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,32),-0.0922704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,20),(2,22),-0.0669326 # DEPENDENCYPART_TRISIBL
(2,9),(2,20),(2,23),-0.0923373 # DEPENDENCYPART_TRISIBL
(2,9),(2,20),(2,31),-0.0894357 # DEPENDENCYPART_TRISIBL
(2,9),(2,20),(2,32),-0.118464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,22),(2,23),-0.0760456 # DEPENDENCYPART_TRISIBL
(2,9),(2,22),(2,31),-0.10776 # DEPENDENCYPART_TRISIBL
(2,9),(2,22),(2,32),-0.0699434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,23),(2,31),-0.0721348 # DEPENDENCYPART_TRISIBL
(2,9),(2,23),(2,32),-0.0717675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,31),(2,32),0.00118018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,14),(2,15),-0.07697 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,19),-0.0648976 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,20),-0.0882005 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,22),-0.00707947 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,23),-0.107609 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,31),-0.118601 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,32),-0.250488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,15),(2,19),-0.0370644 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,20),-0.105397 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,22),-0.102159 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,23),-0.105364 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,31),-0.134504 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,32),-0.0849142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,19),(2,20),-0.0882005 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,22),-0.00707947 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,23),-0.107609 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,31),-0.118601 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,32),-0.250488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,20),(2,22),-0.106391 # DEPENDENCYPART_TRISIBL
(2,10),(2,20),(2,23),-0.107641 # DEPENDENCYPART_TRISIBL
(2,10),(2,20),(2,31),-0.109913 # DEPENDENCYPART_TRISIBL
(2,10),(2,20),(2,32),-0.112028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,22),(2,23),-0.153769 # DEPENDENCYPART_TRISIBL
(2,10),(2,22),(2,31),-0.0571624 # DEPENDENCYPART_TRISIBL
(2,10),(2,22),(2,32),-0.0907772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,23),(2,31),-0.144396 # DEPENDENCYPART_TRISIBL
(2,10),(2,23),(2,32),-0.0813667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,31),(2,32),-0.0426364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,15),(2,19),0.21881 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,20),-0.0976009 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,22),-0.0507522 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,23),-0.0385024 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,31),0.0553277 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,32),0.0642452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,19),(2,20),-0.096266 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,22),-0.0461012 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,23),-0.0817759 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,31),0.0520788 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,32),-0.0390372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,20),(2,22),9.60436e-05 # DEPENDENCYPART_TRISIBL
(2,14),(2,20),(2,23),-0.0518622 # DEPENDENCYPART_TRISIBL
(2,14),(2,20),(2,31),0.0501655 # DEPENDENCYPART_TRISIBL
(2,14),(2,20),(2,32),-0.0636455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,22),(2,23),0.060762 # DEPENDENCYPART_TRISIBL
(2,14),(2,22),(2,31),0.0133675 # DEPENDENCYPART_TRISIBL
(2,14),(2,22),(2,32),-0.00325502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,23),(2,31),0.0474484 # DEPENDENCYPART_TRISIBL
(2,14),(2,23),(2,32),0.0693479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,31),(2,32),-0.0663329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,19),(2,20),-0.254501 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,22),0.0159807 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,23),-0.0815831 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,31),-0.0652842 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,32),-0.0814652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,20),(2,22),-0.0373899 # DEPENDENCYPART_TRISIBL
(2,15),(2,20),(2,23),-0.0943274 # DEPENDENCYPART_TRISIBL
(2,15),(2,20),(2,31),-0.10363 # DEPENDENCYPART_TRISIBL
(2,15),(2,20),(2,32),-0.152772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,22),(2,23),-0.12969 # DEPENDENCYPART_TRISIBL
(2,15),(2,22),(2,31),0.0339181 # DEPENDENCYPART_TRISIBL
(2,15),(2,22),(2,32),-0.117025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,23),(2,31),-0.0998602 # DEPENDENCYPART_TRISIBL
(2,15),(2,23),(2,32),-0.0469631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,31),(2,32),0.0256607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,20),(2,22),9.60436e-05 # DEPENDENCYPART_TRISIBL
(2,19),(2,20),(2,23),-0.0518622 # DEPENDENCYPART_TRISIBL
(2,19),(2,20),(2,31),0.0501655 # DEPENDENCYPART_TRISIBL
(2,19),(2,20),(2,32),-0.0636455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,22),(2,23),0.060762 # DEPENDENCYPART_TRISIBL
(2,19),(2,22),(2,31),0.0133675 # DEPENDENCYPART_TRISIBL
(2,19),(2,22),(2,32),-0.00325502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,23),(2,31),0.0474484 # DEPENDENCYPART_TRISIBL
(2,19),(2,23),(2,32),0.0693479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,31),(2,32),-0.0663329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,20),(2,22),(2,23),-0.0588686 # DEPENDENCYPART_TRISIBL
(2,20),(2,22),(2,31),-0.0244132 # DEPENDENCYPART_TRISIBL
(2,20),(2,22),(2,32),-0.0221439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,20),(2,23),(2,31),-0.0834992 # DEPENDENCYPART_TRISIBL
(2,20),(2,23),(2,32),-0.0844799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,20),(2,31),(2,32),-0.0592808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,22),(2,23),(2,31),0.0204767 # DEPENDENCYPART_TRISIBL
(2,22),(2,23),(2,32),5.94319e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,22),(2,31),(2,32),-0.0753412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,23),(2,31),(2,32),-0.0076418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.0178436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,32),-0.273347 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,5),(4,7),-0.0565803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.156761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,32),-0.0790052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,9),-0.126345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,32),-0.0856483 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,32),-0.0800169 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,7),(4,9),-0.0897822 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,32),-0.0681658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,32),-0.0816443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,32),-0.0747617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,1),-0.146688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.186641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.170793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.113983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,7),(5,9),-0.145273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.130463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,13),-0.142905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.0451363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,15),-0.0636948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.125811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,18),-0.145559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,19),-0.0451363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,20),-0.109074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,23),-0.0657602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,31),-0.0797253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,32),-0.111126 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.0428712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,13),-0.0957838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.11879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.0916061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.0674347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.0963134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,19),-0.11879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,20),-0.121544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,23),-0.10079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,31),-0.104483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,32),-0.111339 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,13),-0.111957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.0436888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,15),-0.127671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,17),-0.070811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,18),-0.11455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,19),-0.0436888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,20),-0.150596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,23),-0.122409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
