# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(3,18),(10,17),0.180906 # DEPENDENCYPART_HEADBIGRAM
(3,18),(11,17),0.0730506 # DEPENDENCYPART_HEADBIGRAM
(3,18),(13,17),0.191913 # DEPENDENCYPART_HEADBIGRAM
(3,18),(15,17),0.236381 # DEPENDENCYPART_HEADBIGRAM
(3,18),(21,17),0.0645381 # DEPENDENCYPART_HEADBIGRAM
(3,18),(22,17),0.00721699 # DEPENDENCYPART_HEADBIGRAM
(3,18),(25,17),0.00113464 # DEPENDENCYPART_HEADBIGRAM
(3,22),(5,21),0.133737 # DEPENDENCYPART_HEADBIGRAM
(3,22),(13,21),0.0602681 # DEPENDENCYPART_HEADBIGRAM
(3,22),(15,21),0.0715201 # DEPENDENCYPART_HEADBIGRAM
(3,22),(17,21),0.070599 # DEPENDENCYPART_HEADBIGRAM
(3,22),(20,21),0.116327 # DEPENDENCYPART_HEADBIGRAM
(3,22),(22,21),0.151996 # DEPENDENCYPART_HEADBIGRAM
(3,22),(23,21),0.0655467 # DEPENDENCYPART_HEADBIGRAM
(3,22),(25,21),0.0471721 # DEPENDENCYPART_HEADBIGRAM
(3,23),(3,22),0.157214 # DEPENDENCYPART_HEADBIGRAM
(3,23),(8,22),-0.0234556 # DEPENDENCYPART_HEADBIGRAM
(3,23),(9,22),-0.0119599 # DEPENDENCYPART_HEADBIGRAM
(3,23),(10,22),0.268234 # DEPENDENCYPART_HEADBIGRAM
(3,23),(13,22),0.112177 # DEPENDENCYPART_HEADBIGRAM
(3,23),(15,22),0.275196 # DEPENDENCYPART_HEADBIGRAM
(3,23),(17,22),-0.0265409 # DEPENDENCYPART_HEADBIGRAM
(3,23),(23,22),0.122517 # DEPENDENCYPART_HEADBIGRAM
(3,23),(24,22),0.0818804 # DEPENDENCYPART_HEADBIGRAM
(3,23),(25,22),-0.0241771 # DEPENDENCYPART_HEADBIGRAM
(3,26),(13,25),0.0707589 # DEPENDENCYPART_HEADBIGRAM
(3,26),(15,25),0.120455 # DEPENDENCYPART_HEADBIGRAM
(3,26),(17,25),0.0438183 # DEPENDENCYPART_HEADBIGRAM
(3,26),(21,25),0.0787733 # DEPENDENCYPART_HEADBIGRAM
(3,26),(22,25),0.0575726 # DEPENDENCYPART_HEADBIGRAM
(3,26),(23,25),0.306992 # DEPENDENCYPART_HEADBIGRAM
(3,26),(26,25),0.00943259 # DEPENDENCYPART_HEADBIGRAM
(3,27),(2,26),-0.05806 # DEPENDENCYPART_HEADBIGRAM
(3,27),(3,26),0.101561 # DEPENDENCYPART_HEADBIGRAM
(3,27),(5,26),0.0947749 # DEPENDENCYPART_HEADBIGRAM
(3,27),(9,26),0.0940624 # DEPENDENCYPART_HEADBIGRAM
(3,27),(13,26),0.09061 # DEPENDENCYPART_HEADBIGRAM
(3,27),(15,26),0.0947746 # DEPENDENCYPART_HEADBIGRAM
(3,27),(17,26),0.0940544 # DEPENDENCYPART_HEADBIGRAM
(3,27),(22,26),0.0940624 # DEPENDENCYPART_HEADBIGRAM
(3,27),(23,26),0.0947587 # DEPENDENCYPART_HEADBIGRAM
(3,27),(25,26),0.0940603 # DEPENDENCYPART_HEADBIGRAM
(4,10),(0,9),-0.0278504 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.0306049 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.0320095 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.105834 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.105851 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.130012 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.126852 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.0795194 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.0782914 # DEPENDENCYPART_HEADBIGRAM
(4,10),(13,9),0.0563553 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.102925 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.123302 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0798283 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.103923 # DEPENDENCYPART_HEADBIGRAM
(5,4),(13,3),0.0897242 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.00647457 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.111368 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.146933 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),-0.0156019 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.219378 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.218868 # DEPENDENCYPART_HEADBIGRAM
(5,6),(13,5),0.0248774 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0582388 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.057639 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.653487 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.156066 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.077204 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.0803956 # DEPENDENCYPART_HEADBIGRAM
(5,7),(13,6),0.0810333 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0588475 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0245464 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.170284 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.0895812 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.0737636 # DEPENDENCYPART_HEADBIGRAM
(5,8),(11,7),0.0766755 # DEPENDENCYPART_HEADBIGRAM
(5,8),(13,7),0.079022 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0610901 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.103163 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.149442 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.149306 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.194203 # DEPENDENCYPART_HEADBIGRAM
(5,9),(11,8),0.0791844 # DEPENDENCYPART_HEADBIGRAM
(5,9),(13,8),0.0769565 # DEPENDENCYPART_HEADBIGRAM
(5,10),(0,9),-0.0556631 # DEPENDENCYPART_HEADBIGRAM
(5,10),(2,9),-0.063862 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0799618 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.160078 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.100644 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.142073 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.137907 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.12582 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.0648437 # DEPENDENCYPART_HEADBIGRAM
(5,10),(13,9),0.0291209 # DEPENDENCYPART_HEADBIGRAM
(5,13),(10,12),0.124713 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.0662368 # DEPENDENCYPART_HEADBIGRAM
(5,13),(17,12),0.0761797 # DEPENDENCYPART_HEADBIGRAM
(5,14),(0,13),-0.0595017 # DEPENDENCYPART_HEADBIGRAM
(5,14),(2,13),-0.0595023 # DEPENDENCYPART_HEADBIGRAM
(5,14),(3,13),-0.0597434 # DEPENDENCYPART_HEADBIGRAM
(5,14),(5,13),0.107368 # DEPENDENCYPART_HEADBIGRAM
(5,14),(6,13),0.0916801 # DEPENDENCYPART_HEADBIGRAM
(5,14),(8,13),0.100575 # DEPENDENCYPART_HEADBIGRAM
(5,14),(9,13),0.100575 # DEPENDENCYPART_HEADBIGRAM
(5,14),(10,13),0.100572 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.095237 # DEPENDENCYPART_HEADBIGRAM
(5,14),(12,13),0.0952469 # DEPENDENCYPART_HEADBIGRAM
(5,15),(2,14),-0.0732953 # DEPENDENCYPART_HEADBIGRAM
(5,15),(3,14),-0.0467799 # DEPENDENCYPART_HEADBIGRAM
(5,15),(5,14),0.113067 # DEPENDENCYPART_HEADBIGRAM
(5,15),(6,14),0.0959493 # DEPENDENCYPART_HEADBIGRAM
(5,15),(8,14),0.0867423 # DEPENDENCYPART_HEADBIGRAM
(5,15),(9,14),0.0904117 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.100039 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.101488 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.0713874 # DEPENDENCYPART_HEADBIGRAM
(5,15),(17,14),0.0662576 # DEPENDENCYPART_HEADBIGRAM
(5,17),(15,16),0.0930172 # DEPENDENCYPART_HEADBIGRAM
(5,17),(17,16),0.151789 # DEPENDENCYPART_HEADBIGRAM
(5,17),(22,16),0.0783846 # DEPENDENCYPART_HEADBIGRAM
(5,17),(25,16),0.0783846 # DEPENDENCYPART_HEADBIGRAM
(5,18),(3,17),-0.0507671 # DEPENDENCYPART_HEADBIGRAM
(5,18),(5,17),0.0910949 # DEPENDENCYPART_HEADBIGRAM
(5,18),(9,17),0.0873947 # DEPENDENCYPART_HEADBIGRAM
(5,18),(10,17),0.0816835 # DEPENDENCYPART_HEADBIGRAM
(5,18),(11,17),0.10334 # DEPENDENCYPART_HEADBIGRAM
(5,18),(13,17),0.120876 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.163071 # DEPENDENCYPART_HEADBIGRAM
(5,18),(21,17),0.0787298 # DEPENDENCYPART_HEADBIGRAM
(5,18),(22,17),0.0734295 # DEPENDENCYPART_HEADBIGRAM
(5,18),(25,17),0.072795 # DEPENDENCYPART_HEADBIGRAM
(5,21),(17,20),0.0947696 # DEPENDENCYPART_HEADBIGRAM
(5,21),(21,20),0.0811508 # DEPENDENCYPART_HEADBIGRAM
(5,21),(22,20),0.0811861 # DEPENDENCYPART_HEADBIGRAM
(5,23),(3,22),-0.0762245 # DEPENDENCYPART_HEADBIGRAM
(5,23),(8,22),0.075862 # DEPENDENCYPART_HEADBIGRAM
(5,23),(9,22),0.0776272 # DEPENDENCYPART_HEADBIGRAM
(5,23),(10,22),0.0392031 # DEPENDENCYPART_HEADBIGRAM
(5,23),(13,22),0.0689959 # DEPENDENCYPART_HEADBIGRAM
(5,23),(15,22),0.0457784 # DEPENDENCYPART_HEADBIGRAM
(5,23),(17,22),0.0608878 # DEPENDENCYPART_HEADBIGRAM
(5,23),(23,22),0.0760531 # DEPENDENCYPART_HEADBIGRAM
(5,23),(24,22),0.0799175 # DEPENDENCYPART_HEADBIGRAM
(5,23),(25,22),0.0641393 # DEPENDENCYPART_HEADBIGRAM
(5,26),(13,25),0.0683218 # DEPENDENCYPART_HEADBIGRAM
(5,26),(15,25),0.0909581 # DEPENDENCYPART_HEADBIGRAM
(5,26),(17,25),0.0770998 # DEPENDENCYPART_HEADBIGRAM
(5,26),(21,25),0.0799178 # DEPENDENCYPART_HEADBIGRAM
(5,26),(22,25),0.0789845 # DEPENDENCYPART_HEADBIGRAM
(5,26),(23,25),0.131417 # DEPENDENCYPART_HEADBIGRAM
(5,26),(26,25),0.0796418 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.0946633 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.116892 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.0808983 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.104997 # DEPENDENCYPART_HEADBIGRAM
(6,4),(13,3),0.0998961 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.103364 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.111735 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0696994 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0751771 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.0488495 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.05012 # DEPENDENCYPART_HEADBIGRAM
(6,5),(13,4),0.0824062 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0747712 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0808316 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0852004 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.0307066 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.0615989 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.0675855 # DEPENDENCYPART_HEADBIGRAM
(6,7),(13,6),0.0701382 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0598673 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0602557 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0637125 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.141894 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0795448 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.0777591 # DEPENDENCYPART_HEADBIGRAM
(6,8),(13,7),0.0808071 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0640629 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0584628 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.130184 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.149446 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.173986 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.0789983 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.0735323 # DEPENDENCYPART_HEADBIGRAM
(6,10),(0,9),-0.0543116 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0552183 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0547913 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0359575 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.145863 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.153743 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.152165 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.129323 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.0697358 # DEPENDENCYPART_HEADBIGRAM
(6,10),(13,9),0.0524703 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.0370459 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0604345 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0609531 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0585264 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.0906842 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.0903736 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.109475 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.109475 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.0809263 # DEPENDENCYPART_HEADBIGRAM
(6,11),(13,10),0.084172 # DEPENDENCYPART_HEADBIGRAM
(6,13),(10,12),0.114859 # DEPENDENCYPART_HEADBIGRAM
(6,13),(13,12),0.112698 # DEPENDENCYPART_HEADBIGRAM
(6,13),(17,12),0.0762718 # DEPENDENCYPART_HEADBIGRAM
(6,14),(0,13),-0.065168 # DEPENDENCYPART_HEADBIGRAM
(6,14),(2,13),-0.0595284 # DEPENDENCYPART_HEADBIGRAM
(6,14),(3,13),-0.0601596 # DEPENDENCYPART_HEADBIGRAM
(6,14),(5,13),-0.0597429 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.110962 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.100531 # DEPENDENCYPART_HEADBIGRAM
(6,14),(9,13),0.100531 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.100124 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.0952467 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.0952469 # DEPENDENCYPART_HEADBIGRAM
(6,15),(2,14),-0.0624561 # DEPENDENCYPART_HEADBIGRAM
(6,15),(3,14),-0.0560445 # DEPENDENCYPART_HEADBIGRAM
(6,15),(5,14),-0.0573737 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0861585 # DEPENDENCYPART_HEADBIGRAM
(6,15),(8,14),0.100139 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.104229 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.101096 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.111961 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.0665158 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.0784272 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.105374 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.0976853 # DEPENDENCYPART_HEADBIGRAM
(7,4),(8,3),0.0852556 # DEPENDENCYPART_HEADBIGRAM
(7,4),(9,3),0.101675 # DEPENDENCYPART_HEADBIGRAM
(7,4),(13,3),0.0964775 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.103381 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.111744 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.107095 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0748346 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.0488419 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.0501123 # DEPENDENCYPART_HEADBIGRAM
(7,5),(13,4),0.0823708 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.111576 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.139983 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.125179 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0553203 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.0683932 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.0683932 # DEPENDENCYPART_HEADBIGRAM
(7,6),(13,5),0.0673296 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0805753 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0842067 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.078424 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),-0.0116889 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.200977 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.101662 # DEPENDENCYPART_HEADBIGRAM
(7,8),(13,7),0.085778 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.068328 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0627163 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0599346 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0571885 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.170586 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.0794279 # DEPENDENCYPART_HEADBIGRAM
(7,9),(13,8),0.0739724 # DEPENDENCYPART_HEADBIGRAM
(7,10),(0,9),-0.0543116 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0552238 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0547915 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0359575 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0360126 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.113982 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.15216 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.129317 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.0697358 # DEPENDENCYPART_HEADBIGRAM
(7,10),(13,9),0.0524702 # DEPENDENCYPART_HEADBIGRAM
(7,11),(2,10),-0.0292011 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0620029 # DEPENDENCYPART_HEADBIGRAM
(7,11),(4,10),-0.0609531 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0587257 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0626209 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.0998838 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.117315 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.117315 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.0809001 # DEPENDENCYPART_HEADBIGRAM
(7,11),(13,10),0.0825979 # DEPENDENCYPART_HEADBIGRAM
(8,3),(0,2),-0.0797208 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.0292122 # DEPENDENCYPART_HEADBIGRAM
(8,3),(9,2),0.0844893 # DEPENDENCYPART_HEADBIGRAM
(8,3),(13,2),0.040405 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.0318691 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.151505 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.0585942 # DEPENDENCYPART_HEADBIGRAM
(8,4),(9,3),0.0710318 # DEPENDENCYPART_HEADBIGRAM
(8,4),(13,3),0.0706178 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.102067 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.114029 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.106903 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.106897 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.16485 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.0860472 # DEPENDENCYPART_HEADBIGRAM
(8,5),(13,4),0.0995035 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.114547 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.130765 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.197788 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.107255 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0426533 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.0600269 # DEPENDENCYPART_HEADBIGRAM
(8,6),(13,5),0.0723069 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.125712 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.112081 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.145461 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),0.0118096 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0347778 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.0577119 # DEPENDENCYPART_HEADBIGRAM
(8,7),(13,6),0.0822788 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.057338 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0372017 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0915401 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0915531 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.0786956 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.0934987 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.0694235 # DEPENDENCYPART_HEADBIGRAM
(8,10),(0,9),-0.0780418 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0804393 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0342158 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0713714 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0636808 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0681102 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0148622 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.0542222 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0763021 # DEPENDENCYPART_HEADBIGRAM
(8,10),(13,9),0.0670638 # DEPENDENCYPART_HEADBIGRAM
(8,11),(2,10),-0.0484942 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0655273 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0617787 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0310232 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0690643 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0708203 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.063586 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0976239 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.0854468 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.0675395 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.121779 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.301222 # DEPENDENCYPART_HEADBIGRAM
(8,13),(17,12),0.0712851 # DEPENDENCYPART_HEADBIGRAM
(8,14),(0,13),-0.140272 # DEPENDENCYPART_HEADBIGRAM
(8,14),(2,13),-0.0598368 # DEPENDENCYPART_HEADBIGRAM
(8,14),(3,13),-0.0585409 # DEPENDENCYPART_HEADBIGRAM
(8,14),(5,13),-0.0597399 # DEPENDENCYPART_HEADBIGRAM
(8,14),(6,13),-0.0565337 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.093476 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.0978961 # DEPENDENCYPART_HEADBIGRAM
(8,14),(10,13),0.0929731 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.10605 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.0952469 # DEPENDENCYPART_HEADBIGRAM
(8,18),(3,17),-0.0960144 # DEPENDENCYPART_HEADBIGRAM
(8,18),(5,17),-0.0610435 # DEPENDENCYPART_HEADBIGRAM
(8,18),(9,17),0.10576 # DEPENDENCYPART_HEADBIGRAM
(8,18),(10,17),0.0903806 # DEPENDENCYPART_HEADBIGRAM
(8,18),(11,17),0.103377 # DEPENDENCYPART_HEADBIGRAM
(8,18),(13,17),0.0339352 # DEPENDENCYPART_HEADBIGRAM
(8,18),(15,17),0.113793 # DEPENDENCYPART_HEADBIGRAM
(8,18),(21,17),0.0720242 # DEPENDENCYPART_HEADBIGRAM
(8,18),(22,17),0.0363937 # DEPENDENCYPART_HEADBIGRAM
(8,18),(25,17),0.0395763 # DEPENDENCYPART_HEADBIGRAM
(8,22),(5,21),-0.0480802 # DEPENDENCYPART_HEADBIGRAM
(8,22),(13,21),0.0555732 # DEPENDENCYPART_HEADBIGRAM
(8,22),(15,21),0.100995 # DEPENDENCYPART_HEADBIGRAM
