# _root_ `` Those shares which had posted gains on M&A speculation were dashed with cold water , but as far as major stocks are concerned , there is n't much impact . ''
#goldHeads=11,3,11,5,3,5,6,6,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
#predictedHeads=11,3,11,5,3,5,6,7,10,8,0,11,12,15,13,11,11,27,18,18,22,23,20,23,27,27,17,27,30,27,11,11,
(12,7),(7,5),-0.0889972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0829515 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0566643 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.235292 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.178306 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.069288 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.22474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.0728146 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.584682 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.687496 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.714072 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.576005 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.719507 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.210022 # DEPENDENCYPART_GRANDPAR
(12,7),(7,25),-0.92447 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.015722 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.120019 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.137067 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.105383 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.08223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.608707 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.477738 # DEPENDENCYPART_GRANDPAR
(12,8),(8,31),-1.12635 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0739715 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.121716 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.213385 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0742292 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.209197 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.419953 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.172987 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0396827 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.179039 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0200216 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.15002 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.126892 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.21894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0175254 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.105915 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.11951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0865503 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.202159 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.326962 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.052353 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.0960332 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.247742 # DEPENDENCYPART_GRANDPAR
(12,13),(13,31),-0.731989 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.529892 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.793676 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.752682 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.417473 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.114961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.145567 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.175002 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.328075 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.051967 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.235793 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.0749247 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.355965 # DEPENDENCYPART_GRANDPAR
(12,15),(15,30),-0.602362 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0916417 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.18201 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.125308 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.171573 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.393965 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.0740704 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.315814 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.184706 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.0781496 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.333154 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.295012 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.315544 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.241498 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.122079 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.0458793 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.298958 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.150352 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),0.0269297 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.302446 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-0.369881 # DEPENDENCYPART_GRANDPAR
(12,18),(18,30),-0.583158 # DEPENDENCYPART_GRANDPAR
(12,18),(18,31),-0.763835 # DEPENDENCYPART_GRANDPAR
(12,18),(18,32),-0.374307 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.158188 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.240689 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.34903 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.300429 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.000527878 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.0803637 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.289327 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.016633 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.246698 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.0571517 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.12142 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),0.0427925 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.0574269 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),0.0457461 # DEPENDENCYPART_GRANDPAR
(12,20),(20,28),-0.380452 # DEPENDENCYPART_GRANDPAR
(12,20),(20,30),-0.427425 # DEPENDENCYPART_GRANDPAR
(12,20),(20,32),-0.283069 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.0380424 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.061346 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.121381 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.404322 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.126978 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.228967 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.637019 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.377318 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.30445 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.142413 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.1909 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.439451 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-0.369978 # DEPENDENCYPART_GRANDPAR
(12,24),(24,30),-0.604805 # DEPENDENCYPART_GRANDPAR
(12,24),(24,31),-0.754685 # DEPENDENCYPART_GRANDPAR
(12,24),(24,32),-0.461955 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.210833 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.33893 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),-0.520428 # DEPENDENCYPART_GRANDPAR
(12,27),(27,1),-0.516786 # DEPENDENCYPART_GRANDPAR
(12,27),(27,4),0.109873 # DEPENDENCYPART_GRANDPAR
(12,27),(27,5),-0.576795 # DEPENDENCYPART_GRANDPAR
(12,27),(27,6),-0.504187 # DEPENDENCYPART_GRANDPAR
(12,27),(27,7),-0.720019 # DEPENDENCYPART_GRANDPAR
(12,27),(27,8),-0.435023 # DEPENDENCYPART_GRANDPAR
(12,27),(27,9),-0.636062 # DEPENDENCYPART_GRANDPAR
(12,27),(27,10),-0.5502 # DEPENDENCYPART_GRANDPAR
(12,27),(27,11),-0.480578 # DEPENDENCYPART_GRANDPAR
(12,27),(27,12),-0.793789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,27),(27,13),0.352277 # DEPENDENCYPART_GRANDPAR
(12,27),(27,14),-0.0187985 # DEPENDENCYPART_GRANDPAR
(12,27),(27,15),-0.102718 # DEPENDENCYPART_GRANDPAR
(12,27),(27,16),-0.311051 # DEPENDENCYPART_GRANDPAR
(12,27),(27,17),-0.0450727 # DEPENDENCYPART_GRANDPAR
(12,27),(27,18),-0.295764 # DEPENDENCYPART_GRANDPAR
(12,27),(27,19),-0.0687879 # DEPENDENCYPART_GRANDPAR
(12,27),(27,20),0.0663811 # DEPENDENCYPART_GRANDPAR
(12,27),(27,21),-0.513427 # DEPENDENCYPART_GRANDPAR
(12,27),(27,22),-0.447414 # DEPENDENCYPART_GRANDPAR
(12,27),(27,23),-0.0377385 # DEPENDENCYPART_GRANDPAR
(12,27),(27,24),-0.279168 # DEPENDENCYPART_GRANDPAR
(12,27),(27,25),-0.521449 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),0.0218414 # DEPENDENCYPART_GRANDPAR
(12,27),(27,28),-0.374449 # DEPENDENCYPART_GRANDPAR
(12,27),(27,29),-0.372691 # DEPENDENCYPART_GRANDPAR
(12,27),(27,30),-0.635844 # DEPENDENCYPART_GRANDPAR
(12,27),(27,31),-0.913639 # DEPENDENCYPART_GRANDPAR
(12,27),(27,32),-0.613905 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),-0.163936 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-0.343507 # DEPENDENCYPART_GRANDPAR
(12,28),(28,30),-0.646353 # DEPENDENCYPART_GRANDPAR
(12,31),(31,30),-0.748834 # DEPENDENCYPART_GRANDPAR
(12,31),(31,32),-0.583395 # DEPENDENCYPART_GRANDPAR
(12,32),(32,30),-0.738375 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.12877 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.44535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.43696 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.7982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.865758 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.100195 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.31683 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.104623 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.10008 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.00139003 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.162625 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.123801 # DEPENDENCYPART_GRANDPAR
(13,15),(15,30),-0.566872 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.225976 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.196245 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.592987 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.48309 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.328313 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.289771 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.210495 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.413404 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.257766 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0681735 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.304011 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.687869 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.381525 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.263305 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.313659 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.341769 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.503332 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.290371 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-1.01293 # DEPENDENCYPART_GRANDPAR
(13,18),(18,29),-0.862832 # DEPENDENCYPART_GRANDPAR
(13,18),(18,30),-0.8366 # DEPENDENCYPART_GRANDPAR
(13,18),(18,31),-1.37989 # DEPENDENCYPART_GRANDPAR
(13,18),(18,32),-0.917835 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.852685 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.104984 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.0749622 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.229537 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.316059 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-0.999409 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-1.44733 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-1.25321 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.741083 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-0.957236 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-1.03253 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-1.23846 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-1.02514 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-1.26996 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-1.25234 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.964969 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.977547 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-1.13048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.502207 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.83079 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-0.470504 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.463348 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.357573 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.322643 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.251417 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.667818 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.118437 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.237782 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.538108 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.377819 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.497881 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-1.00773 # DEPENDENCYPART_GRANDPAR
(13,23),(23,29),-0.448787 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-0.672732 # DEPENDENCYPART_GRANDPAR
(13,23),(23,31),-1.37515 # DEPENDENCYPART_GRANDPAR
(13,23),(23,32),-0.965534 # DEPENDENCYPART_GRANDPAR
(13,27),(27,1),-1.03895 # DEPENDENCYPART_GRANDPAR
(13,27),(27,4),-0.718355 # DEPENDENCYPART_GRANDPAR
(13,27),(27,5),-0.999892 # DEPENDENCYPART_GRANDPAR
(13,27),(27,6),-1.0736 # DEPENDENCYPART_GRANDPAR
(13,27),(27,7),-1.34803 # DEPENDENCYPART_GRANDPAR
(13,27),(27,8),-1.13781 # DEPENDENCYPART_GRANDPAR
(13,27),(27,9),-1.27229 # DEPENDENCYPART_GRANDPAR
(13,27),(27,10),-1.19371 # DEPENDENCYPART_GRANDPAR
(13,27),(27,11),-1.01405 # DEPENDENCYPART_GRANDPAR
(13,27),(27,12),-1.01862 # DEPENDENCYPART_GRANDPAR
(13,27),(27,13),-1.13375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,27),(27,14),0.337425 # DEPENDENCYPART_GRANDPAR
(13,27),(27,15),0.766901 # DEPENDENCYPART_GRANDPAR
(13,27),(27,16),-0.454667 # DEPENDENCYPART_GRANDPAR
(13,27),(27,17),-0.57488 # DEPENDENCYPART_GRANDPAR
(13,27),(27,18),-0.400149 # DEPENDENCYPART_GRANDPAR
(13,27),(27,19),-0.466742 # DEPENDENCYPART_GRANDPAR
(13,27),(27,20),-0.283889 # DEPENDENCYPART_GRANDPAR
(13,27),(27,21),-0.830412 # DEPENDENCYPART_GRANDPAR
(13,27),(27,22),-0.331252 # DEPENDENCYPART_GRANDPAR
(13,27),(27,23),-0.413501 # DEPENDENCYPART_GRANDPAR
(13,27),(27,24),-0.579296 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.678663 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.411029 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.882307 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.645644 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-0.652015 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-1.39313 # DEPENDENCYPART_GRANDPAR
(13,27),(27,32),-1.00567 # DEPENDENCYPART_GRANDPAR
(13,31),(31,30),-0.652344 # DEPENDENCYPART_GRANDPAR
(13,31),(31,32),-0.924814 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.663827 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.833333 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.339325 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.181845 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.601118 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.498682 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.659496 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.760224 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.437315 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.368451 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.287571 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.335081 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.36042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.794733 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.63868 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-1.10313 # DEPENDENCYPART_GRANDPAR
(15,6),(6,25),-1.17276 # DEPENDENCYPART_GRANDPAR
(15,6),(6,31),-1.4988 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.451005 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.243456 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.712274 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.953553 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.33222 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.193865 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.549506 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.342725 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.410149 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.582161 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.710567 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.154643 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.102231 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.200569 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0553627 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.42363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.755348 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.63885 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.717326 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.916522 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-1.00388 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-1.25028 # DEPENDENCYPART_GRANDPAR
(15,13),(13,31),-1.47243 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0299114 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.288298 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.324693 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.274453 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0157826 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.449764 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.146852 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.283451 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.666838 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.278987 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.17587 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.436563 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.151767 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.336117 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.113723 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.440849 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.293714 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.530039 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.451554 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.846741 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),-0.332889 # DEPENDENCYPART_GRANDPAR
(15,18),(18,31),-1.104 # DEPENDENCYPART_GRANDPAR
(15,18),(18,32),-0.592512 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0075905 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.208645 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.469713 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.201156 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.431118 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.649883 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.668191 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.48479 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.279394 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.403296 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.259918 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-1.03456 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-1.32374 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.87555 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-0.513967 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-1.07955 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.874129 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.930398 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-1.3523 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-1.19394 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.976912 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.818981 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.720155 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-1.02722 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.576713 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.855543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.408174 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.0228028 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.203709 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.427731 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.381382 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.527613 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.234778 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.176695 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.611426 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.313134 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.774781 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.560119 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.696437 # DEPENDENCYPART_GRANDPAR
(15,23),(23,30),-0.51764 # DEPENDENCYPART_GRANDPAR
(15,23),(23,31),-1.17418 # DEPENDENCYPART_GRANDPAR
(15,23),(23,32),-0.718205 # DEPENDENCYPART_GRANDPAR
(15,30),(30,21),-0.368096 # DEPENDENCYPART_GRANDPAR
(15,30),(30,24),-0.116493 # DEPENDENCYPART_GRANDPAR
(15,30),(30,25),-0.605487 # DEPENDENCYPART_GRANDPAR
(15,30),(30,26),-0.295344 # DEPENDENCYPART_GRANDPAR
(15,30),(30,28),-0.56136 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.508798 # DEPENDENCYPART_GRANDPAR
(15,30),(30,32),-0.626872 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.287099 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.222565 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.031668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0382355 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.389006 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.398241 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.0626766 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),0.159919 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),0.214012 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),0.0495179 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.451379 # DEPENDENCYPART_GRANDPAR
