# _root_ The setback , in which Treasury bond prices plummeted , reflected a rebound in the stock market and profit-taking .
#goldHeads=2,11,2,9,4,8,8,9,2,2,0,13,11,13,17,17,14,13,18,11,
#predictedHeads=2,11,2,11,4,8,8,9,2,9,0,13,11,13,17,17,14,17,18,11,
(4,9),(9,17),-0.879322 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.120336 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-1.41568 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.83989 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.187847 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.972966 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.11787 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.31101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.051734 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.244219 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.691632 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.380183 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.132573 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.779169 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.894263 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.856074 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.661254 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-1.23905 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.863802 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.108472 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-1.40148 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-1.82954 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.13676 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.17322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,10),-0.534635 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.928989 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-1.37888 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-1.24715 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.860962 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.371819 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-1.46606 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-1.66318 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-1.83848 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-1.80626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.565623 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.462489 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.214066 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.73787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.487248 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.673527 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.65336 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.727323 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.932905 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.746241 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.11159 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.741579 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.27191 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.971462 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.07397 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.513344 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.288568 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.996452 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.10583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.728103 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.39921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.150592 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.280278 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.320455 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.297808 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.16094 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.984442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.067 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.674666 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.40158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0667591 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.183108 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.254403 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.397456 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.283814 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.520756 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.424075 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.414749 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.908473 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.941199 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.738806 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.0291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.074867 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.131778 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.14723 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.40581 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.306837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.461071 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.191557 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.630603 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.398285 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.65043 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.728085 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.908476 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.930732 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.73361 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.02737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0772417 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.127127 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.156023 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.280565 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.496903 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.439115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.448332 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.249116 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.619928 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.616548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.412663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.637691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.71972 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.0808 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.60551 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.633345 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.510174 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.64129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.611359 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.606606 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.840497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.00669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.977289 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.27224 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-1.05497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.49185 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.949868 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.44716 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.874718 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.707127 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.925325 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.666094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.146799 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.56137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.599626 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.67287 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.846177 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.891821 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.982974 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.00195 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.900745 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.40502 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.869186 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.666813 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.53214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.583564 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.79872 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.935524 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.67484 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.35325 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.27164 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.1766 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.07946 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.925508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.101128 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.206864 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.430193 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.346637 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.636498 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.570876 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.307093 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.21507 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.12128 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.18778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.02251 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.1033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.02789 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0192988 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.354577 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.450108 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.498368 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.299985 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.756434 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.163659 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.781423 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.96193 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.542128 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.21507 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.11082 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.18258 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.00786 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.10092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.032542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0280876 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.326141 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.523925 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-1.14296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.485191 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.357195 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.633667 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.741941 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.177751 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.768245 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.953279 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.556898 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.305955 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.953742 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.47863 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.168899 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.197749 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.339862 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.66834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.340364 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.90572 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.07998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.902791 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.16869 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.33385 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.22953 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.32783 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.62044 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.336442 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.406554 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.255416 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.341413 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.907127 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.327259 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.60671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.355571 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.865741 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.915948 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.862817 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.20194 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.2146 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-1.53185 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.297211 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.406153 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.421817 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.248904 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.803144 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.800225 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.308607 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.23587 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.256684 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0780784 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.5792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.839218 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.06698 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.8363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.45324 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.962212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.10948 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.971207 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.348237 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.938109 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.973893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.305574 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.246926 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.317754 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.33701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.613519 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.40609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.858275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.970541 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.00222 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.265247 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.877266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.89936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.302733 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.338758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.344655 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.274603 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.33598 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.350939 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.527895 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.570609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-1.26227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.394255 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.858279 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.960074 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.997019 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.250597 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.877253 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.894632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.301978 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.269303 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.368931 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.560666 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.255951 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.394469 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.562665 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.33097 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.543377 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.551957 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-1.25424 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.16294 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.06714 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.227817 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.16875 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.411121 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.159197 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.102181 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.438912 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.527758 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.389891 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.283299 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.609404 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-1.03063 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.993348 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.9352 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.209315 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.360408 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.666865 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.547232 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.314426 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.710855 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.653443 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-1.22301 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.278512 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-1.24232 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.503816 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.534502 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-1.13519 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.485627 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.459514 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.00217472 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.355068 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.370071 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.21522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.719024 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-1.19655 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.814968 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.883633 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.09991 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-1.15164 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.09876 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-1.09687 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.635686 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.626834 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.522631 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.483719 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.641679 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.480255 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.440191 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.23399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.679416 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.03338 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.775364 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.976492 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.985189 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.00959 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.61282 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.513481 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.443281 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.12354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.613318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.709273 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.534036 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.303823 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.376712 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.260873 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.4123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.632875 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.15378 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.72883 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-1.1132 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.562001 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.436106 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.470583 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.235153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.557957 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.21553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.719061 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.19657 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.815005 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.883779 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.10046 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.09877 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.02429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.96691 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.17967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.484888 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.949106 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.880444 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.609558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.520561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.289227 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.150628 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0555081 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.417547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.427036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.592201 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.712745 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.319348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.0243 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.956443 # DEPENDENCYPART_GRANDPAR
