# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=31,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(20,17),(17,21),-0.55102 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.745281 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.561854 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.964338 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.944288 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-1.00199 # DEPENDENCYPART_GRANDPAR
(20,17),(17,28),-1.21712 # DEPENDENCYPART_GRANDPAR
(20,17),(17,29),-1.00262 # DEPENDENCYPART_GRANDPAR
(20,17),(17,30),-0.934823 # DEPENDENCYPART_GRANDPAR
(20,17),(17,31),-0.944564 # DEPENDENCYPART_GRANDPAR
(20,17),(17,34),-1.26447 # DEPENDENCYPART_GRANDPAR
(20,17),(17,35),-1.41167 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.103016 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.093334 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.20386 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.711845 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.540462 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.590518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.253714 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.120258 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.44347 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.282114 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.14377 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.240746 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.509599 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.493259 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.240029 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.271279 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.500514 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.400677 # DEPENDENCYPART_GRANDPAR
(20,22),(22,34),-0.153272 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.961802 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.632399 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.84236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.129625 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0877316 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-0.758751 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-1.67739 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-1.04679 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-1.70042 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.909718 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.47825 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-1.01566 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-1.58254 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.780991 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.923766 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-0.778279 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.651249 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.585828 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.625923 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.721337 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.526832 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.714286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.0366035 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.131209 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.257475 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.209111 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.106352 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.204689 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.478506 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.298784 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.381442 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.49356 # DEPENDENCYPART_GRANDPAR
(20,25),(25,34),-0.563233 # DEPENDENCYPART_GRANDPAR
(20,25),(25,35),-1.02521 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.395972 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.637008 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.313496 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.415995 # DEPENDENCYPART_GRANDPAR
(20,26),(26,34),-0.599512 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.280986 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.561363 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.3306 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.349837 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.414087 # DEPENDENCYPART_GRANDPAR
(20,27),(27,34),-0.594067 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),0.189498 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.279371 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.358756 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.278257 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.376729 # DEPENDENCYPART_GRANDPAR
(20,28),(28,34),-0.586418 # DEPENDENCYPART_GRANDPAR
(20,31),(31,1),-0.777717 # DEPENDENCYPART_GRANDPAR
(20,31),(31,2),-1.73317 # DEPENDENCYPART_GRANDPAR
(20,31),(31,4),-1.76117 # DEPENDENCYPART_GRANDPAR
(20,31),(31,12),-0.795515 # DEPENDENCYPART_GRANDPAR
(20,31),(31,13),-0.877309 # DEPENDENCYPART_GRANDPAR
(20,31),(31,14),-0.824332 # DEPENDENCYPART_GRANDPAR
(20,31),(31,15),-0.677954 # DEPENDENCYPART_GRANDPAR
(20,31),(31,16),-0.595495 # DEPENDENCYPART_GRANDPAR
(20,31),(31,17),-0.644223 # DEPENDENCYPART_GRANDPAR
(20,31),(31,20),-0.850453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,31),(31,21),0.00309606 # DEPENDENCYPART_GRANDPAR
(20,31),(31,22),-0.107825 # DEPENDENCYPART_GRANDPAR
(20,31),(31,24),0.112071 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.319507 # DEPENDENCYPART_GRANDPAR
(20,31),(31,26),-0.313591 # DEPENDENCYPART_GRANDPAR
(20,31),(31,27),-0.357304 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.66457 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.414369 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.486746 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.231028 # DEPENDENCYPART_GRANDPAR
(20,31),(31,33),-0.714684 # DEPENDENCYPART_GRANDPAR
(20,31),(31,34),-0.670282 # DEPENDENCYPART_GRANDPAR
(20,31),(31,35),-0.902951 # DEPENDENCYPART_GRANDPAR
(20,34),(34,27),-0.388713 # DEPENDENCYPART_GRANDPAR
(20,34),(34,28),-0.622368 # DEPENDENCYPART_GRANDPAR
(20,34),(34,29),-0.488089 # DEPENDENCYPART_GRANDPAR
(20,34),(34,30),-0.457137 # DEPENDENCYPART_GRANDPAR
(20,34),(34,31),-0.289482 # DEPENDENCYPART_GRANDPAR
(20,34),(34,32),-0.0112714 # DEPENDENCYPART_GRANDPAR
(20,34),(34,33),-0.772039 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.256555 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.234713 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.38995 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.753698 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.246279 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.135927 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.127415 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.78276 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.116516 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.55871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.516093 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.858215 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.883928 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.875646 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.95344 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-1.00481 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-1.11286 # DEPENDENCYPART_GRANDPAR
(21,20),(20,31),-1.18909 # DEPENDENCYPART_GRANDPAR
(21,20),(20,34),-1.45111 # DEPENDENCYPART_GRANDPAR
(21,20),(20,35),-1.39 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.19251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.500259 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.281682 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.366567 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0476905 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.116723 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.18997 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.608685 # DEPENDENCYPART_GRANDPAR
(21,22),(22,34),-0.86505 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.531735 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.688733 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.682862 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.05808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),-0.292462 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.80869 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.644387 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-0.94932 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-0.538552 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-0.860954 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-0.263928 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-0.873382 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-0.652695 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.796754 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.692166 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.630011 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.599624 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.64186 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.632407 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.354869 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.649526 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.52911 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.06979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.0776795 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.432507 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.119808 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0782488 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.222336 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.324501 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.450949 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.652328 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.791602 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.858845 # DEPENDENCYPART_GRANDPAR
(21,25),(25,35),-0.952632 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.518301 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.583256 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.582591 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.820598 # DEPENDENCYPART_GRANDPAR
(21,26),(26,34),-1.07191 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.496359 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.115346 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.28527 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.2789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),0.036963 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.0367639 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.359 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.15132 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.969777 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.867276 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.835876 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),-0.00675036 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.368304 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.555085 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-0.816396 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-0.578466 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-0.792215 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.583456 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-0.803023 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.998486 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.773052 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.853403 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.733793 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.682632 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.498157 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.50696 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.940388 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.887974 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.680525 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.729137 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.913496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.0375938 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.686635 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.570723 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.32236 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.00549998 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.49728 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.52963 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.17544 # DEPENDENCYPART_GRANDPAR
(22,25),(25,34),-0.0386302 # DEPENDENCYPART_GRANDPAR
(22,25),(25,35),-1.53221 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.0943093 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.396337 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.482091 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.302767 # DEPENDENCYPART_GRANDPAR
(22,26),(26,34),-0.437763 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.110645 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.331485 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.507299 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.625312 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.313265 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),-0.443371 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.566168 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.101782 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.0193903 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.325327 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.128558 # DEPENDENCYPART_GRANDPAR
(22,28),(28,34),-0.325825 # DEPENDENCYPART_GRANDPAR
(22,31),(31,1),-0.369463 # DEPENDENCYPART_GRANDPAR
(22,31),(31,2),-0.584857 # DEPENDENCYPART_GRANDPAR
(22,31),(31,4),-0.616491 # DEPENDENCYPART_GRANDPAR
(22,31),(31,12),-0.772541 # DEPENDENCYPART_GRANDPAR
(22,31),(31,13),-0.786602 # DEPENDENCYPART_GRANDPAR
(22,31),(31,14),-0.762406 # DEPENDENCYPART_GRANDPAR
(22,31),(31,15),-0.691229 # DEPENDENCYPART_GRANDPAR
(22,31),(31,16),-0.48999 # DEPENDENCYPART_GRANDPAR
(22,31),(31,17),-0.507452 # DEPENDENCYPART_GRANDPAR
(22,31),(31,20),-0.678702 # DEPENDENCYPART_GRANDPAR
(22,31),(31,21),-0.697528 # DEPENDENCYPART_GRANDPAR
(22,31),(31,22),-0.882145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,31),(31,24),0.70491 # DEPENDENCYPART_GRANDPAR
(22,31),(31,25),0.664003 # DEPENDENCYPART_GRANDPAR
(22,31),(31,26),0.322503 # DEPENDENCYPART_GRANDPAR
(22,31),(31,27),0.220619 # DEPENDENCYPART_GRANDPAR
(22,31),(31,28),-0.248467 # DEPENDENCYPART_GRANDPAR
(22,31),(31,29),-0.337526 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-0.656562 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.0398528 # DEPENDENCYPART_GRANDPAR
(22,31),(31,33),-0.125432 # DEPENDENCYPART_GRANDPAR
(22,31),(31,34),0.0236988 # DEPENDENCYPART_GRANDPAR
(22,31),(31,35),-1.2946 # DEPENDENCYPART_GRANDPAR
(22,34),(34,27),0.0478148 # DEPENDENCYPART_GRANDPAR
(22,34),(34,28),-0.37209 # DEPENDENCYPART_GRANDPAR
(22,34),(34,29),-0.391782 # DEPENDENCYPART_GRANDPAR
(22,34),(34,30),-0.780022 # DEPENDENCYPART_GRANDPAR
(22,34),(34,31),-0.387894 # DEPENDENCYPART_GRANDPAR
(22,34),(34,32),-0.127955 # DEPENDENCYPART_GRANDPAR
(22,34),(34,33),-0.255424 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.263468 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.395654 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.562176 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-0.694933 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.4241 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.215495 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.247123 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.769312 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.390706 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.0127099 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.202524 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.56731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.902649 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.791618 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.794289 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-1.05585 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-0.999289 # DEPENDENCYPART_GRANDPAR
(24,20),(20,31),-1.075 # DEPENDENCYPART_GRANDPAR
(24,20),(20,34),-1.26294 # DEPENDENCYPART_GRANDPAR
(24,20),(20,35),-1.41033 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.667073 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.219509 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.1769 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.335572 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.42411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.808475 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.699496 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.256157 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.171261 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.0996153 # DEPENDENCYPART_GRANDPAR
(25,1),(1,6),-0.85476 # DEPENDENCYPART_GRANDPAR
(25,1),(1,7),-0.0290129 # DEPENDENCYPART_GRANDPAR
(25,1),(1,9),-0.33396 # DEPENDENCYPART_GRANDPAR
(25,1),(1,10),-0.235531 # DEPENDENCYPART_GRANDPAR
(25,1),(1,16),-0.258772 # DEPENDENCYPART_GRANDPAR
(25,1),(1,35),-1.1423 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),-0.270043 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.102704 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.188975 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.671079 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),-0.121568 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),-0.320374 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),-0.320679 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),0.144397 # DEPENDENCYPART_GRANDPAR
(25,3),(3,6),-0.640597 # DEPENDENCYPART_GRANDPAR
(25,3),(3,7),0.210919 # DEPENDENCYPART_GRANDPAR
(25,3),(3,9),-0.0757598 # DEPENDENCYPART_GRANDPAR
(25,3),(3,10),0.175607 # DEPENDENCYPART_GRANDPAR
(25,3),(3,14),0.607372 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),-0.427013 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.133405 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-0.262435 # DEPENDENCYPART_GRANDPAR
(25,4),(4,6),-0.563547 # DEPENDENCYPART_GRANDPAR
(25,4),(4,7),-0.0389099 # DEPENDENCYPART_GRANDPAR
(25,4),(4,9),-0.137998 # DEPENDENCYPART_GRANDPAR
(25,4),(4,10),-0.2483 # DEPENDENCYPART_GRANDPAR
(25,4),(4,14),0.489401 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.257327 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.247847 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),-0.122526 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.0969335 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.111829 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),0.0681518 # DEPENDENCYPART_GRANDPAR
(25,6),(6,9),-0.168886 # DEPENDENCYPART_GRANDPAR
(25,6),(6,10),0.107584 # DEPENDENCYPART_GRANDPAR
(25,6),(6,12),-0.128263 # DEPENDENCYPART_GRANDPAR
(25,6),(6,13),-0.226545 # DEPENDENCYPART_GRANDPAR
(25,6),(6,14),0.537065 # DEPENDENCYPART_GRANDPAR
(25,6),(6,16),0.0140345 # DEPENDENCYPART_GRANDPAR
(25,6),(6,17),0.210188 # DEPENDENCYPART_GRANDPAR
(25,6),(6,20),0.0917745 # DEPENDENCYPART_GRANDPAR
(25,6),(6,22),-0.283737 # DEPENDENCYPART_GRANDPAR
(25,6),(6,35),-1.28119 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),-0.446724 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),-0.282801 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.369858 # DEPENDENCYPART_GRANDPAR
(25,7),(7,12),-0.200481 # DEPENDENCYPART_GRANDPAR
(25,7),(7,14),0.402423 # DEPENDENCYPART_GRANDPAR
(25,9),(9,5),-0.208215 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),-0.205424 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),-0.0684915 # DEPENDENCYPART_GRANDPAR
(25,9),(9,11),0.744426 # DEPENDENCYPART_GRANDPAR
(25,9),(9,12),-0.302897 # DEPENDENCYPART_GRANDPAR
(25,9),(9,13),-0.351482 # DEPENDENCYPART_GRANDPAR
(25,9),(9,14),0.468066 # DEPENDENCYPART_GRANDPAR
(25,9),(9,16),-0.05795 # DEPENDENCYPART_GRANDPAR
(25,9),(9,17),0.13821 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),0.0234701 # DEPENDENCYPART_GRANDPAR
(25,12),(12,9),-0.319756 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),-0.136844 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),0.760986 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),-0.197786 # DEPENDENCYPART_GRANDPAR
(25,12),(12,14),0.597839 # DEPENDENCYPART_GRANDPAR
(25,12),(12,15),-0.0908223 # DEPENDENCYPART_GRANDPAR
(25,12),(12,16),0.071701 # DEPENDENCYPART_GRANDPAR
(25,12),(12,17),0.267855 # DEPENDENCYPART_GRANDPAR
(25,12),(12,20),0.149003 # DEPENDENCYPART_GRANDPAR
(25,12),(12,21),-0.260573 # DEPENDENCYPART_GRANDPAR
(25,12),(12,22),-0.214252 # DEPENDENCYPART_GRANDPAR
(25,12),(12,24),0.0938151 # DEPENDENCYPART_GRANDPAR
(25,12),(12,25),-1.08289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,12),(12,29),-1.05353 # DEPENDENCYPART_GRANDPAR
(25,12),(12,30),-0.26765 # DEPENDENCYPART_GRANDPAR
(25,12),(12,34),-0.504023 # DEPENDENCYPART_GRANDPAR
(25,12),(12,35),-1.27949 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),0.455132 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.402264 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),0.25488 # DEPENDENCYPART_GRANDPAR
(25,14),(14,1),-0.304774 # DEPENDENCYPART_GRANDPAR
(25,14),(14,2),-0.339161 # DEPENDENCYPART_GRANDPAR
(25,14),(14,3),-0.230699 # DEPENDENCYPART_GRANDPAR
