# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(5,11),(11,8),-0.107925 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0234937 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.13992 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0184578 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.336136 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.313829 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.465593 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.246467 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.823612 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.532958 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),1.58049 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.298929 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0725474 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.122992 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.162172 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.243953 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0291827 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.44271 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.373208 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.420155 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.761933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.453688 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.947449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.35641 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.179901 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.392355 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.374015 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.466183 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.449332 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.279748 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.339933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.383155 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.1034 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.968718 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.630667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.000313459 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.1434 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.0497297 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.320874 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.539654 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.990467 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.600199 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.646682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.414437 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.380052 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.75803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.619348 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.790853 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.817644 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.683574 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-1.26382 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.494748 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.665787 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-1.00047 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.248118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.78344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.643557 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.804389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.796517 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.803506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.217345 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.519634 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.999307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.419153 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.70667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.56177 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.778192 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.868656 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.84522 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.879542 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.672258 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.638011 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.918218 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.901052 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.986364 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.18259 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.835354 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.36833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.488967 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.540615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.446179 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.634541 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.396318 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.594536 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.901209 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.04251 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.980226 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.825015 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.34904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.237916 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.494644 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.396794 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.597445 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.297187 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.3378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.566901 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.583778 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.53293 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.92432 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.892849 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.46351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.358469 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.372803 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.250692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.310133 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.178302 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.276291 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.332679 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.436676 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.389785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.827827 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.35586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.178557 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.311912 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.203953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.271568 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.909186 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.13272 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.59336 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.06827 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.864358 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.33867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.169081 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.168229 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.299935 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.325831 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.300466 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.359594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.521524 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.51856 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.540643 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.820713 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.438894 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.462171 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.199306 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.846731 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.992765 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.941628 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.830909 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.37405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.205361 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.243314 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.326383 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.36697 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.411651 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.323322 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.171874 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.339302 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.293916 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.846521 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.842576 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.194583 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.26456 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.274474 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.364555 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.390909 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.90711 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.633962 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.237365 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.524035 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.04994 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.494061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.307841 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.60782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.496906 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.815939 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.700232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.65355 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.621381 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.599718 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.774807 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.850526 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.904401 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.1339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.510311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.757331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.624099 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.6654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.510454 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.765011 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.718051 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.71882 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.642374 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.645235 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.832854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.922203 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.2163 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.936464 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.0939 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.08704 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.933652 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.719437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.26738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.44507 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.253511 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.358671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.214176 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.298994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.427492 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.536516 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.452672 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.875873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.92957 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.712676 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.39227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0906827 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.104674 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.069936 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0937525 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.235592 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.191525 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.387226 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.306792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.77822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.67531 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.19734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.250975 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.118869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.231443 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.944419 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.18439 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.65565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.17626 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.973269 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.728739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.21831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.102296 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.257977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.198149 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.220668 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.325072 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.385992 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.476382 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.464263 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.77734 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.299899 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.415428 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.119567 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.883451 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.04562 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.05081 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.941011 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.670086 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.23091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.0444348 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.267193 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.218442 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.172885 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.266369 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.127104 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.183224 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.197123 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.782738 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.25519 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.14985 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.025282 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.00573774 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.424976 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.15028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.143863 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.629864 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.925047 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.10175 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.11264 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.294274 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.214648 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0288297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.1313 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.285994 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.20161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.120086 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.787875 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0336857 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.356584 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0915672 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.122499 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.221128 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.208241 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.13355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.0934897 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.477271 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.479053 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.612571 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.577754 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.88621 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.412669 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.760001 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.839697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0195653 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.222749 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0478296 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.420787 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.15356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.14228 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.503312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.592167 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.639491 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.631336 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.402536 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.786025 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.928906 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.056064 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0171684 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.15029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.144246 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.501819 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.590398 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.629846 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.401047 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.438881 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.463386 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0966621 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.676891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.127632 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.195368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0844392 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.212596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.190071 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0443385 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.156062 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.444291 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.508098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.141481 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.438328 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.2051 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.298072 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.588231 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.892684 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.826781 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.811242 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.586468 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.613651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.246423 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.629612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.489696 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.103697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.175389 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.314356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.380592 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.00822538 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.221995 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.352222 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.494597 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.197183 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.152661 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.565139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.0797121 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.109303 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0445903 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.121834 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0768837 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.256992 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.480901 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.717894 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.630445 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.517817 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.508936 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.136068 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.689597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.432269 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0192694 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.236122 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.354319 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.154274 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.451375 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.127213 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.546147 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.517532 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.141481 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0958894 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.234731 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.48727 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.000375972 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.517561 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.372705 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.893634 # DEPENDENCYPART_GRANDPAR
