# _root_ The average plunged some 600 points , or 1.7 % , in the first 20 minutes of trading .
#goldHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
#predictedHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
(4,16),(16,14),-0.356922 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.602468 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.479124 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.474935 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-1.04084 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.51755 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.796954 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.84159 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.223653 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.989634 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.592594 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.427011 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.338137 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.54543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.397777 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.02329 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.857013 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.701743 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.897017 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.879924 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.08834 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.678699 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.556475 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.377832 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.52258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.378011 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.892463 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.785127 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.746384 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.57606 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.766194 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.915788 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.805994 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.09453 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.0347 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.636423 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.985923 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.52429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.39927 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.92391 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.822942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.748099 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.612238 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.797641 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.907584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.981831 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.11579 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.01408 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.06923 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.22421 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.1551 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.982287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.03395 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.13439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.391635 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.292328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0674634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0893636 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.265366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.554269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.363297 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.61682 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.558863 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.652294 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.0822625 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.344752 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.596873 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.154042 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.318814 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.248004 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.42839 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.247163 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.573691 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.570464 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.565215 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.20656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.05586 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.10981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0342617 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.531213 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.181771 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.319371 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.312929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.574267 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.422885 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.318492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.637457 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.531698 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.14633 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.605156 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.514847 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.32061 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.14718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.460858 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.190309 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.245172 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.200805 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.460691 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.48212 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0121316 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.677243 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0595258 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.087117 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.298826 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.523059 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.29042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.773949 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.687754 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.430524 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.953404 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.11238 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.728416 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0991611 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.00352971 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.326171 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.580139 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.16572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.551401 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.510476 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.626084 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.203863 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.730856 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.0244 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.706127 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.664222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.48963 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.793214 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.529921 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),1.28479 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.20927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.593569 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.561954 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.641474 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.256451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.773025 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.03084 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.774855 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.707773 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.48447 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.629712 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0588579 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0878448 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.144199 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.21154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.595267 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.572588 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.258528 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.774723 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.01708 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.839353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.244812 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.207178 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.110302 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.747101 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.209034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.360614 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.174027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.324472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.898963 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.206427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.00516337 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.752894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.00984833 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.664274 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.166074 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.14177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0389758 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.733235 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.498974 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.0892632 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.841158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.133981 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.275558 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0850487 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0312526 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.178261 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.245497 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0389465 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0232601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.461411 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0780964 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0444807 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.339716 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0825996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.216932 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.348261 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.257988 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.268476 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.334162 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.174754 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.739986 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.453712 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.363993 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0245808 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.368421 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0921431 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.553738 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.30405 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.25903 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.426661 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.778326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.0833789 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.00147395 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.265723 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.262834 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0226897 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.108555 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.168224 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.713157 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.297011 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.157553 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.342088 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.587963 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.350639 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.188137 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.249687 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.148882 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.00577161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0107662 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0793019 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.143394 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.70817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.338638 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.559917 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.690128 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.698391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.67696 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.9494 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.893212 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.827324 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.774548 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.20576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.014776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0717786 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.205266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.312332 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.390867 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.417086 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.540432 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.349256 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.388659 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.907468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,5),-0.893541 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.780679 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.865257 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.269799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.961261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.100524 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0254718 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.831324 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.00301 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.986462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.862039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.04299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.356207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.754757 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.00832201 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0130884 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0588386 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0900436 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.315471 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.00248896 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.342241 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.797756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.125521 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.548124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.85429 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0859139 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.308001 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0665442 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0945973 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.312476 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.158273 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.244203 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-1.03321 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0254463 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0352677 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.313959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.068861 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.347266 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.920342 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.968609 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.881281 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.02609 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.702808 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.740759 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0435752 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0768342 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0773812 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0331054 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.243775 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.373211 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.9311 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.323454 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.270206 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.204228 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.369058 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-1.07108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.922578 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.759238 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.81395 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.58132 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.950673 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.486323 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.578375 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.28583 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-1.14251 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.894536 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.960322 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.908603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.825737 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.838314 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.951862 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.75463 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.76383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.624956 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.383 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.12299 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.16515 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.20132 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.11178 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.36487 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.641762 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.790307 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.795597 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.70821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.607878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.27955 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.15966 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.09471 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.1793 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.16068 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.36147 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.54206 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.52302 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.54259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.06677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.45346 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.23859 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.28591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.804294 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.82803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.710795 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.422767 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.694797 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.679216 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.488081 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.899446 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.76861 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.27466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.116289 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.952232 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.591553 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.534512 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.306512 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.520892 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.631069 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.33105 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.972963 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-1.36117 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.522903 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.775919 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.470378 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.417749 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.545563 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.158439 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.73911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.989894 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-1.04615 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-1.33819 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.185563 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.233889 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.258745 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.161695 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.456405 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.59935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.851979 # DEPENDENCYPART_GRANDPAR
