# _root_ `` And you did n't want me to buy earthquake insurance , '' says Mrs. Hammack , reaching across the table and gently tapping his hand .
#goldHeads=4,4,4,14,4,4,9,9,6,11,9,4,4,0,16,14,14,22,18,21,19,14,24,22,26,24,14,
#predictedHeads=14,14,4,2,4,4,9,9,6,11,9,14,14,0,16,14,16,22,18,21,19,16,24,22,26,24,14,
(18,19),(18,21),(18,26),-0.0850452 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,27),-0.0770232 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,28),-0.0299305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.0888295 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,24),-0.123902 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,26),-0.0695578 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,27),-0.117773 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,28),-0.0878832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.112529 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,26),-0.0859087 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,27),-0.0083884 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,28),-0.0911499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,26),-0.0710936 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,27),-0.0809217 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,28),-0.0427706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,26),(18,27),-0.0770232 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,28),-0.0299382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,27),(18,28),-0.0399512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,22),-0.0892769 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,23),-0.0814474 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,24),-0.0933178 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,26),-0.0858789 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,27),0.00682011 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,28),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.0743936 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,24),-0.0849747 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,26),-0.0816187 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,27),-0.0424112 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,28),-0.105688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.0876167 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,26),-0.0533077 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,27),-0.0527981 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,28),-0.0845617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,26),-0.0821719 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,27),0.00536905 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,28),-0.117946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,26),(18,27),0.00681917 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,28),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,27),(18,28),-0.121358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,22),(18,23),-0.0695475 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,24),-0.0934716 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,26),-0.137721 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,27),-0.047313 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,28),-0.0980592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,23),(18,24),-0.108138 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,26),-0.14106 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,27),-0.0962343 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,28),-0.0499545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,26),-0.121291 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,27),-0.056304 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,28),-0.0474868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,26),(18,27),-0.0502556 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,28),-0.0217867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,27),(18,28),0.00300844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,24),-0.0267229 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,26),-0.0886178 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,27),-0.0636439 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,28),-0.0631499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,24),(18,26),-0.0905015 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,27),-0.0882275 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,28),-0.0740342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,26),(18,27),-0.0930261 # DEPENDENCYPART_TRISIBL
(18,22),(18,26),(18,28),-0.0670871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,27),(18,28),-0.0481792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,24),(18,26),-0.128206 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,27),-0.0327759 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,28),-0.00614433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,26),(18,27),-0.069162 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,28),-0.0285909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,27),(18,28),-0.0622581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,26),(18,27),-0.0187037 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,28),-0.0668499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,27),(18,28),0.00439308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,26),(18,27),(18,28),0.0133891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.223142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,4),-0.15166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.315685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,4),-0.00647063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),0.00376845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,4),(18,-1),-0.0476058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,4),-0.107526 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),0.0118026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,4),(18,-1),-0.0172497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,4),(18,-1),-0.071219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.0425875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.129245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.111026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.129726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.042732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,28),-0.160137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.189759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.0977943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.128111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.100229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),0.128819 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.052444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.089031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.091956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,28),0.0978585 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.0846553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),-0.0637915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.00596399 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,26),-0.0580487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),0.0202424 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,28),0.122242 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0851566 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.0748025 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0813537 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0828122 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),-0.0534248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.0715715 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.0792416 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0770843 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,28),-0.0890644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0802292 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.0715078 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),-0.081311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,26),-0.078393 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),-0.0886468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,28),-0.0534248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0702741 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.0645551 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.151204 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.175349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0698094 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.12488 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.0674896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,26),-0.113905 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.094738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,28),-0.0771305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),-0.0549808 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,26),-0.0875954 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.100412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,26),-0.0886534 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,28),-0.13298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,28),-0.174798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,26),-0.0803707 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.0955147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,28),-0.0961526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,28),-0.0853544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,-1),-0.182178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,28),-0.205876 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,22),(21,23),-0.0630274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.0728134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,26),-0.160058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,28),-0.0709973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.129053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,26),-0.149632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,23),(21,28),-0.113719 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,24),(21,26),-0.139842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,24),(21,28),-0.0976494 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,26),(21,28),-0.121443 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0592661 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),-0.0914246 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,28),-0.0927265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,26),-0.0921121 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,28),-0.10168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,28),-0.149207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,26),-0.0770162 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,28),-0.0917348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,26),(21,28),-0.0435925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,28),-0.121766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.155868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.0815807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,-1),-0.0878636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,-1),-0.0714081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),0.0138553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),-0.0442162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,27),-0.14793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,28),-0.0943629 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,26),0.0507824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,27),0.173247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,28),0.0226103 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,26),(22,27),-0.168307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,26),(22,28),0.0258316 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,27),(22,28),-0.118045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,26),-0.0599905 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,27),0.032559 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,28),-0.109461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,26),(22,27),-0.092062 # DEPENDENCYPART_TRISIBL
(22,23),(22,26),(22,28),-0.0658084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,27),(22,28),-0.282566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,27),0.106133 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,28),-0.120244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,27),(22,28),0.0568121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,27),(22,28),-0.116299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,20),-0.0267805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.201528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,18),-0.0888275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,17),-0.000450445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,16),-0.0772329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,15),-0.0783099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,14),-0.0862943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,13),-0.0908307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,12),-0.000450445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,11),-0.0499813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,10),-0.0811447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,9),-0.08614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,8),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,7),-0.0754248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,6),-0.0946703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,5),-0.0459975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,4),-0.0789501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,3),-0.0960566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,2),-0.0187439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),0.0705055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.0994479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,18),-0.112802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,17),0.0209633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,16),-0.119429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,15),-0.120073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,14),-0.110662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,13),-0.111206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,12),0.0209633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,11),-0.0955174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,10),-0.123341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,9),-0.108893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,8),-0.0764488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,7),-0.0800043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,6),-0.119735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,5),-0.0669716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,4),-0.105967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,3),-0.098812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,2),-0.0452746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,1),-0.0724706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.0368061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,18),-0.130188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,17),-0.00178557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,16),-0.080246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,15),-0.0809604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,14),-0.130494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,13),-0.105999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,12),-0.00178557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,11),-0.056345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,10),-0.0841643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,9),-0.126279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,8),-0.0864395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,7),-0.0568313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,6),-0.13713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,5),-0.0691821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,4),-0.123355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,3),-0.0775685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,2),-0.118098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,1),-0.0903272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.00872009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,18),(22,17),0.125072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,16),0.170247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,15),0.16947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,14),-0.151218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,13),-0.0734608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,12),0.125072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,11),0.200753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,10),0.166044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,9),-0.144723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,8),0.183069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,7),0.144749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,6),-0.155565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,5),0.0796457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,4),-0.143036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,3),0.116018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,2),0.0660188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,1),-0.00237385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,-1),0.0803741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,17),(22,16),-0.0549788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,15),-0.055623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,14),0.0193178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,13),-0.108741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,12),-0.0613113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,11),-0.0279846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,10),-0.0588924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,9),0.0343993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,8),-0.0932339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,7),-0.0728178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,6),0.0231715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,5),-0.176621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,4),0.0350788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,3),-0.0935645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,2),-0.0783957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,1),-0.0928134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,16),(22,15),-0.078304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,14),-0.0862866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,13),-0.0908307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,12),-0.000449586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,11),-0.0499754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,10),-0.0811388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,9),-0.0861323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,8),-0.174476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
