# _root_ `` As long as I am borrowing at 9.9 % and each { bond } yields over that , it enhances the yield , '' he maintains .
#goldHeads=27,21,2,11,6,11,6,7,10,8,2,14,14,16,14,11,16,17,21,21,27,23,21,27,27,27,0,27,
#predictedHeads=27,11,2,6,6,11,6,7,10,8,21,14,14,11,14,21,16,17,21,21,27,23,21,27,27,27,0,27,
(2,9),(27,8),0.0753555 # DEPENDENCYPART_HEADBIGRAM
(2,11),(3,10),0.099404 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.103213 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.107032 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.224731 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.197011 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.152733 # DEPENDENCYPART_HEADBIGRAM
(2,11),(14,10),0.0645784 # DEPENDENCYPART_HEADBIGRAM
(2,11),(16,10),0.069088 # DEPENDENCYPART_HEADBIGRAM
(2,11),(21,10),0.0741996 # DEPENDENCYPART_HEADBIGRAM
(2,11),(27,10),0.0742043 # DEPENDENCYPART_HEADBIGRAM
(2,16),(4,15),0.0938714 # DEPENDENCYPART_HEADBIGRAM
(2,16),(6,15),0.101817 # DEPENDENCYPART_HEADBIGRAM
(2,16),(8,15),0.101817 # DEPENDENCYPART_HEADBIGRAM
(2,16),(9,15),0.101817 # DEPENDENCYPART_HEADBIGRAM
(2,16),(10,15),0.0968645 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.0995214 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.090448 # DEPENDENCYPART_HEADBIGRAM
(2,16),(16,15),0.0810326 # DEPENDENCYPART_HEADBIGRAM
(2,19),(10,18),0.0947224 # DEPENDENCYPART_HEADBIGRAM
(2,19),(14,18),0.0947227 # DEPENDENCYPART_HEADBIGRAM
(2,19),(16,18),0.0965945 # DEPENDENCYPART_HEADBIGRAM
(2,19),(17,18),0.0988721 # DEPENDENCYPART_HEADBIGRAM
(2,19),(21,18),0.0797853 # DEPENDENCYPART_HEADBIGRAM
(2,19),(23,18),0.081111 # DEPENDENCYPART_HEADBIGRAM
(2,19),(27,18),0.0798339 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.111678 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.123486 # DEPENDENCYPART_HEADBIGRAM
(3,2),(6,1),0.083632 # DEPENDENCYPART_HEADBIGRAM
(3,2),(10,1),0.0872022 # DEPENDENCYPART_HEADBIGRAM
(3,2),(11,1),0.086244 # DEPENDENCYPART_HEADBIGRAM
(3,2),(16,1),0.0843007 # DEPENDENCYPART_HEADBIGRAM
(3,2),(21,1),0.0843007 # DEPENDENCYPART_HEADBIGRAM
(3,2),(27,1),0.074284 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.0785675 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0972644 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.0777246 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.134415 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.0909903 # DEPENDENCYPART_HEADBIGRAM
(3,4),(16,3),0.155036 # DEPENDENCYPART_HEADBIGRAM
(3,4),(21,3),0.155032 # DEPENDENCYPART_HEADBIGRAM
(3,4),(27,3),0.149654 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0575004 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0857739 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0832965 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0830552 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.0809457 # DEPENDENCYPART_HEADBIGRAM
(3,5),(10,4),0.0811749 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.081172 # DEPENDENCYPART_HEADBIGRAM
(3,5),(16,4),0.0829816 # DEPENDENCYPART_HEADBIGRAM
(3,5),(21,4),0.0829816 # DEPENDENCYPART_HEADBIGRAM
(3,5),(27,4),0.0832956 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0854456 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0712934 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.0944669 # DEPENDENCYPART_HEADBIGRAM
(3,6),(7,5),0.0726955 # DEPENDENCYPART_HEADBIGRAM
(3,6),(10,5),0.0692423 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.0788111 # DEPENDENCYPART_HEADBIGRAM
(3,6),(16,5),0.076231 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0580543 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0895299 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0895299 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.080483 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.0796546 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.0801998 # DEPENDENCYPART_HEADBIGRAM
(3,9),(14,8),0.0797789 # DEPENDENCYPART_HEADBIGRAM
(3,9),(16,8),0.0763054 # DEPENDENCYPART_HEADBIGRAM
(3,9),(21,8),0.0763054 # DEPENDENCYPART_HEADBIGRAM
(3,9),(27,8),0.0763054 # DEPENDENCYPART_HEADBIGRAM
(3,10),(2,9),-0.0442026 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.0946155 # DEPENDENCYPART_HEADBIGRAM
(3,10),(4,9),0.11032 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.0760699 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.0576277 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.0910092 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.061243 # DEPENDENCYPART_HEADBIGRAM
(3,10),(11,9),0.0814928 # DEPENDENCYPART_HEADBIGRAM
(3,10),(14,9),0.0768482 # DEPENDENCYPART_HEADBIGRAM
(3,10),(16,9),0.0796722 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.117057 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.106911 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.0630343 # DEPENDENCYPART_HEADBIGRAM
(4,2),(10,1),0.0921752 # DEPENDENCYPART_HEADBIGRAM
(4,2),(11,1),0.0837131 # DEPENDENCYPART_HEADBIGRAM
(4,2),(16,1),0.063703 # DEPENDENCYPART_HEADBIGRAM
(4,2),(21,1),0.063703 # DEPENDENCYPART_HEADBIGRAM
(4,2),(27,1),0.0536864 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.107669 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.131432 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0906017 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.0997521 # DEPENDENCYPART_HEADBIGRAM
(4,3),(11,2),0.0616896 # DEPENDENCYPART_HEADBIGRAM
(4,3),(16,2),0.0958442 # DEPENDENCYPART_HEADBIGRAM
(4,3),(21,2),0.0958442 # DEPENDENCYPART_HEADBIGRAM
(4,3),(27,2),0.101887 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0517429 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0460234 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.080727 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.0622233 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.0785677 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.074282 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.0604088 # DEPENDENCYPART_HEADBIGRAM
(4,5),(16,4),0.0663922 # DEPENDENCYPART_HEADBIGRAM
(4,5),(21,4),0.0663922 # DEPENDENCYPART_HEADBIGRAM
(4,5),(27,4),0.0660399 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0594726 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.103413 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.214804 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.0753168 # DEPENDENCYPART_HEADBIGRAM
(4,6),(10,5),0.078009 # DEPENDENCYPART_HEADBIGRAM
(4,6),(11,5),0.0805069 # DEPENDENCYPART_HEADBIGRAM
(4,6),(16,5),0.0758606 # DEPENDENCYPART_HEADBIGRAM
(4,7),(0,6),-0.0583368 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0614332 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.061432 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0802789 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.0619464 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0803278 # DEPENDENCYPART_HEADBIGRAM
(4,7),(11,6),0.0802067 # DEPENDENCYPART_HEADBIGRAM
(4,7),(16,6),0.0931695 # DEPENDENCYPART_HEADBIGRAM
(4,7),(21,6),0.0934458 # DEPENDENCYPART_HEADBIGRAM
(4,7),(27,6),0.0938483 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0616526 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.0900255 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.0900255 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.0731251 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),0.0722579 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.0788966 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0731606 # DEPENDENCYPART_HEADBIGRAM
(4,9),(16,8),0.0847517 # DEPENDENCYPART_HEADBIGRAM
(4,9),(21,8),0.0849286 # DEPENDENCYPART_HEADBIGRAM
(4,9),(27,8),0.0849286 # DEPENDENCYPART_HEADBIGRAM
(4,11),(3,10),-0.0584031 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.100925 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.111727 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.340905 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.221616 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.213994 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.0573726 # DEPENDENCYPART_HEADBIGRAM
(4,11),(16,10),0.0747166 # DEPENDENCYPART_HEADBIGRAM
(4,11),(21,10),0.0801707 # DEPENDENCYPART_HEADBIGRAM
(4,11),(27,10),0.0804609 # DEPENDENCYPART_HEADBIGRAM
(4,15),(6,14),0.100156 # DEPENDENCYPART_HEADBIGRAM
(4,15),(7,14),0.100156 # DEPENDENCYPART_HEADBIGRAM
(4,15),(8,14),0.0963737 # DEPENDENCYPART_HEADBIGRAM
(4,15),(9,14),0.0943592 # DEPENDENCYPART_HEADBIGRAM
(4,15),(10,14),0.0936568 # DEPENDENCYPART_HEADBIGRAM
(4,15),(11,14),0.092963 # DEPENDENCYPART_HEADBIGRAM
(4,15),(16,14),0.0806517 # DEPENDENCYPART_HEADBIGRAM
(4,15),(17,14),0.0842067 # DEPENDENCYPART_HEADBIGRAM
(4,15),(21,14),0.0830092 # DEPENDENCYPART_HEADBIGRAM
(4,15),(27,14),0.0831842 # DEPENDENCYPART_HEADBIGRAM
(4,28),(0,27),-0.0592237 # DEPENDENCYPART_HEADBIGRAM
(4,28),(7,27),0.0937755 # DEPENDENCYPART_HEADBIGRAM
(4,28),(10,27),0.0932834 # DEPENDENCYPART_HEADBIGRAM
(4,28),(11,27),0.0943141 # DEPENDENCYPART_HEADBIGRAM
(4,28),(14,27),0.0932834 # DEPENDENCYPART_HEADBIGRAM
(4,28),(16,27),0.0937911 # DEPENDENCYPART_HEADBIGRAM
(4,28),(17,27),0.0958935 # DEPENDENCYPART_HEADBIGRAM
(4,28),(21,27),0.0952418 # DEPENDENCYPART_HEADBIGRAM
(4,28),(23,27),0.0816863 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.120728 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.107072 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.112427 # DEPENDENCYPART_HEADBIGRAM
(6,2),(10,1),0.0727643 # DEPENDENCYPART_HEADBIGRAM
(6,2),(11,1),0.0408546 # DEPENDENCYPART_HEADBIGRAM
(6,2),(16,1),0.115516 # DEPENDENCYPART_HEADBIGRAM
(6,2),(21,1),0.115516 # DEPENDENCYPART_HEADBIGRAM
(6,2),(27,1),0.105022 # DEPENDENCYPART_HEADBIGRAM
(6,3),(0,2),-0.106859 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0621341 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.0991851 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.0899908 # DEPENDENCYPART_HEADBIGRAM
(6,3),(11,2),0.0899499 # DEPENDENCYPART_HEADBIGRAM
(6,3),(16,2),0.0524374 # DEPENDENCYPART_HEADBIGRAM
(6,3),(21,2),0.0524374 # DEPENDENCYPART_HEADBIGRAM
(6,3),(27,2),0.0530077 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.11054 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.100465 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.178066 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.1197 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.0583011 # DEPENDENCYPART_HEADBIGRAM
(6,4),(16,3),0.0892624 # DEPENDENCYPART_HEADBIGRAM
(6,4),(21,3),0.0892624 # DEPENDENCYPART_HEADBIGRAM
(6,4),(27,3),0.0856292 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.123154 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.118653 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.298181 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.104585 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.147807 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.073492 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.0632425 # DEPENDENCYPART_HEADBIGRAM
(6,5),(16,4),0.0397708 # DEPENDENCYPART_HEADBIGRAM
(6,5),(21,4),0.0397717 # DEPENDENCYPART_HEADBIGRAM
(6,5),(27,4),0.0537276 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),0.0777312 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),0.00451085 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),0.00902149 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0771064 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.00319193 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.151811 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.265554 # DEPENDENCYPART_HEADBIGRAM
(6,7),(16,6),0.215674 # DEPENDENCYPART_HEADBIGRAM
(6,7),(21,6),0.174086 # DEPENDENCYPART_HEADBIGRAM
(6,7),(27,6),0.17763 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0881229 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0654472 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),-0.0156309 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.0857066 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0760855 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.0459244 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.00238354 # DEPENDENCYPART_HEADBIGRAM
(6,8),(16,7),0.0610514 # DEPENDENCYPART_HEADBIGRAM
(6,8),(21,7),0.0654754 # DEPENDENCYPART_HEADBIGRAM
(6,8),(27,7),0.0658582 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0611645 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.078675 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0778627 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.074548 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.0780051 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.0796404 # DEPENDENCYPART_HEADBIGRAM
(6,9),(14,8),0.0785847 # DEPENDENCYPART_HEADBIGRAM
(6,9),(16,8),0.0711923 # DEPENDENCYPART_HEADBIGRAM
(6,9),(21,8),0.0713692 # DEPENDENCYPART_HEADBIGRAM
(6,9),(27,8),0.0713692 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0316203 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0592055 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0181301 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0996627 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.157212 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.17446 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.193338 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.0727778 # DEPENDENCYPART_HEADBIGRAM
(6,10),(14,9),0.055357 # DEPENDENCYPART_HEADBIGRAM
(6,10),(16,9),0.0685748 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0550173 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.0208975 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.161078 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.16256 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.126777 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.264799 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.0512899 # DEPENDENCYPART_HEADBIGRAM
(6,11),(16,10),0.101082 # DEPENDENCYPART_HEADBIGRAM
(6,11),(21,10),0.105155 # DEPENDENCYPART_HEADBIGRAM
(6,11),(27,10),0.101011 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.0582914 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.0789274 # DEPENDENCYPART_HEADBIGRAM
(6,14),(16,13),0.0808592 # DEPENDENCYPART_HEADBIGRAM
(6,14),(21,13),0.0812026 # DEPENDENCYPART_HEADBIGRAM
(6,14),(27,13),0.0810512 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0949888 # DEPENDENCYPART_HEADBIGRAM
(6,15),(7,14),0.0932271 # DEPENDENCYPART_HEADBIGRAM
(6,15),(8,14),0.105471 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0918206 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.0886447 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0808676 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.0764546 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.0867125 # DEPENDENCYPART_HEADBIGRAM
(6,15),(21,14),0.0784305 # DEPENDENCYPART_HEADBIGRAM
(6,15),(27,14),0.0789379 # DEPENDENCYPART_HEADBIGRAM
(6,16),(4,15),-0.040898 # DEPENDENCYPART_HEADBIGRAM
(6,16),(6,15),0.105779 # DEPENDENCYPART_HEADBIGRAM
(6,16),(8,15),0.117312 # DEPENDENCYPART_HEADBIGRAM
(6,16),(9,15),0.0936894 # DEPENDENCYPART_HEADBIGRAM
(6,16),(10,15),0.0691604 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.104192 # DEPENDENCYPART_HEADBIGRAM
(6,16),(14,15),0.0718049 # DEPENDENCYPART_HEADBIGRAM
(6,16),(16,15),0.0935989 # DEPENDENCYPART_HEADBIGRAM
(6,17),(0,16),-0.0717609 # DEPENDENCYPART_HEADBIGRAM
(6,17),(2,16),-0.0537907 # DEPENDENCYPART_HEADBIGRAM
(6,17),(6,16),0.00516612 # DEPENDENCYPART_HEADBIGRAM
(6,17),(7,16),0.0692193 # DEPENDENCYPART_HEADBIGRAM
(6,17),(8,16),0.0989702 # DEPENDENCYPART_HEADBIGRAM
(6,17),(10,16),0.0554249 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.00922125 # DEPENDENCYPART_HEADBIGRAM
(6,17),(14,16),0.0566411 # DEPENDENCYPART_HEADBIGRAM
(6,17),(21,16),0.0619305 # DEPENDENCYPART_HEADBIGRAM
(6,17),(27,16),0.0627854 # DEPENDENCYPART_HEADBIGRAM
(6,19),(10,18),0.0795958 # DEPENDENCYPART_HEADBIGRAM
(6,19),(14,18),0.0795969 # DEPENDENCYPART_HEADBIGRAM
(6,19),(16,18),0.10103 # DEPENDENCYPART_HEADBIGRAM
(6,19),(17,18),0.137461 # DEPENDENCYPART_HEADBIGRAM
(6,19),(21,18),0.0728582 # DEPENDENCYPART_HEADBIGRAM
(6,19),(23,18),0.0652369 # DEPENDENCYPART_HEADBIGRAM
(6,19),(27,18),0.0728766 # DEPENDENCYPART_HEADBIGRAM
(6,21),(21,20),0.176794 # DEPENDENCYPART_HEADBIGRAM
(6,21),(23,20),0.0706504 # DEPENDENCYPART_HEADBIGRAM
(6,21),(27,20),0.0466962 # DEPENDENCYPART_HEADBIGRAM
(6,24),(10,23),0.00947167 # DEPENDENCYPART_HEADBIGRAM
(6,24),(11,23),0.116619 # DEPENDENCYPART_HEADBIGRAM
(6,24),(14,23),0.0406033 # DEPENDENCYPART_HEADBIGRAM
(6,24),(16,23),0.159308 # DEPENDENCYPART_HEADBIGRAM
(6,24),(17,23),0.130314 # DEPENDENCYPART_HEADBIGRAM
(6,24),(21,23),0.229297 # DEPENDENCYPART_HEADBIGRAM
(6,24),(27,23),0.103901 # DEPENDENCYPART_HEADBIGRAM
(6,25),(6,24),0.230292 # DEPENDENCYPART_HEADBIGRAM
(6,25),(7,24),0.0514198 # DEPENDENCYPART_HEADBIGRAM
(6,25),(11,24),0.0790901 # DEPENDENCYPART_HEADBIGRAM
(6,25),(14,24),0.0393705 # DEPENDENCYPART_HEADBIGRAM
(6,25),(16,24),0.0538686 # DEPENDENCYPART_HEADBIGRAM
(6,25),(17,24),0.0981689 # DEPENDENCYPART_HEADBIGRAM
(6,25),(21,24),0.0530689 # DEPENDENCYPART_HEADBIGRAM
(6,25),(22,24),0.0867268 # DEPENDENCYPART_HEADBIGRAM
(6,25),(23,24),0.03099 # DEPENDENCYPART_HEADBIGRAM
(6,25),(27,24),0.0426633 # DEPENDENCYPART_HEADBIGRAM
(6,28),(0,27),-0.0797618 # DEPENDENCYPART_HEADBIGRAM
(6,28),(7,27),0.124072 # DEPENDENCYPART_HEADBIGRAM
(6,28),(10,27),0.0898086 # DEPENDENCYPART_HEADBIGRAM
(6,28),(11,27),0.0681779 # DEPENDENCYPART_HEADBIGRAM
(6,28),(14,27),0.0708323 # DEPENDENCYPART_HEADBIGRAM
(6,28),(16,27),0.109621 # DEPENDENCYPART_HEADBIGRAM
(6,28),(17,27),0.0847592 # DEPENDENCYPART_HEADBIGRAM
(6,28),(21,27),0.0991757 # DEPENDENCYPART_HEADBIGRAM
(6,28),(23,27),0.0598294 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.1112 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.0900362 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),-0.191787 # DEPENDENCYPART_HEADBIGRAM
(7,4),(6,3),-0.118938 # DEPENDENCYPART_HEADBIGRAM
(7,4),(11,3),0.0567444 # DEPENDENCYPART_HEADBIGRAM
(7,4),(16,3),0.08724 # DEPENDENCYPART_HEADBIGRAM
(7,4),(21,3),0.08724 # DEPENDENCYPART_HEADBIGRAM
(7,4),(27,3),0.0882444 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.123154 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.118653 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.137753 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.226304 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.147807 # DEPENDENCYPART_HEADBIGRAM
(7,5),(10,4),0.073492 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.0632425 # DEPENDENCYPART_HEADBIGRAM
(7,5),(16,4),0.0407915 # DEPENDENCYPART_HEADBIGRAM
(7,5),(21,4),0.0407924 # DEPENDENCYPART_HEADBIGRAM
(7,5),(27,4),0.0547483 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.104771 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.105681 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0194934 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0023468 # DEPENDENCYPART_HEADBIGRAM
(7,6),(10,5),0.0776882 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.0689127 # DEPENDENCYPART_HEADBIGRAM
(7,6),(16,5),0.0659356 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.0960501 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.033242 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.00840958 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),0.0366275 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.118163 # DEPENDENCYPART_HEADBIGRAM
(7,8),(10,7),0.107504 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.104617 # DEPENDENCYPART_HEADBIGRAM
(7,8),(16,7),0.201148 # DEPENDENCYPART_HEADBIGRAM
(7,8),(21,7),0.157633 # DEPENDENCYPART_HEADBIGRAM
(7,8),(27,7),0.159513 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0601559 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0733121 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0678255 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.0653648 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.078529 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.0800734 # DEPENDENCYPART_HEADBIGRAM
(7,9),(14,8),0.0759608 # DEPENDENCYPART_HEADBIGRAM
(7,9),(16,8),0.0685684 # DEPENDENCYPART_HEADBIGRAM
(7,9),(21,8),0.0710904 # DEPENDENCYPART_HEADBIGRAM
(7,9),(27,8),0.0710904 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0316203 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0592055 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0181301 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0769385 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0794772 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.17446 # DEPENDENCYPART_HEADBIGRAM
