# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(16,12),(16,18),0.0540401 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0188236 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0691467 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0160209 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0845103 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0355216 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0123588 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0539706 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0187556 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0690786 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0160954 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00124336 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0617672 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00198414 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0187798 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.000473775 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0505932 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0925556 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0766553 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.01987 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0704508 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.00360541 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0984948 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0203889 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0429067 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0698794 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.060455 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.00186212 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0398104 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0806236 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0977865 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0857021 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0764145 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0402716 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0824152 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0253782 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0591988 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0081577 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.036638 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0645358 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0243674 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0764145 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0736144 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0736144 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0220011 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0279288 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0207569 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0618769 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00742453 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0575387 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.00297621 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.00125888 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0117768 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.00777192 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.00123545 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0272811 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0226533 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.00876359 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0102192 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.125584 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0174639 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0174629 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.104328 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0582499 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0157771 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0377119 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.077272 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0183584 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.085541 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0193108 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0229334 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0352746 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0372707 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0195363 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.022222 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0562656 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0814116 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0141468 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0141468 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.113362 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.000630299 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0494692 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0220028 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0337035 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.00122119 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0388965 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0123136 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.025801 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.00726071 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.000164724 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0309113 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.102872 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0600986 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0204783 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.02048 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0858806 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0284358 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0232959 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0204111 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0239306 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0366658 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0327513 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0662234 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0445265 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0505225 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0142799 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0272925 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0311298 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0223446 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0223446 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0529763 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0365098 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.056037 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.00143983 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.016442 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0289482 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0109632 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.00249346 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0171125 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0133091 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0473774 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.199614 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.00458074 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00458125 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0739232 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0235094 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0144831 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0293244 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0349976 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0297929 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0117427 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.00236058 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.035413 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0793449 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0660861 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0263397 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0263397 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.078256 # DEPENDENCYPART_SIBL
(17,7),(17,15),-3.00631e-05 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.045058 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.00227714 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0377588 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0349403 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0189362 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0241564 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.050143 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.201771 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0154281 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0154286 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0760469 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.023853 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0152173 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0125579 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0474654 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0173251 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0280666 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0909182 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0562338 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0304307 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0304323 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0767578 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0398245 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.01935 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0223051 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0262157 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0343802 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0461682 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.10614 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.00692861 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.00692861 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0553309 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0222991 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0114066 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00490476 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0838274 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0299884 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.016337 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0174639 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0174629 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.104328 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0582499 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0157771 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0377119 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.077272 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0183584 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.085541 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.031 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0863312 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0290878 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0250187 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00637658 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0453377 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0152582 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0525276 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.085805 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0296132 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0244934 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00644609 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0454058 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0151901 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0526021 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00991436 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0305831 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0467022 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0649691 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0386312 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0728652 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0367237 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00959942 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0578843 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00127042 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0496014 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0226516 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.058511 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0145556 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0401855 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0686106 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0164906 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0274765 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0384367 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.071078 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0607235 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.239112 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.496228 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.753823 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.232905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.486905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.0785609 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.0825759 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.592818 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),1.24211 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.105434 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.236023 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.384559 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.417724 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.900641 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.12567 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.59794 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.312957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.195331 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.539379 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.418553 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.712702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.41983 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.502672 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.439519 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.975268 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.292445 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.303374 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0609053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.238485 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.654325 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.127464 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0742946 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.286585 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.08135 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0773349 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.493356 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.200267 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.398921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.315385 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.816165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.03816 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.707704 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.171684 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.137165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.185479 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.399284 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.672969 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.139743 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0888749 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.325877 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.067315 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.064725 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.138702 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.511956 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.21891 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.438213 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.396468 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.878264 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.14874 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.509639 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.292545 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.219866 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0316238 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.260878 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.188029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.105981 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.217949 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.315821 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.296247 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0682027 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0722174 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0548072 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.50539 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.207635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.428156 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.332875 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.851727 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.35864 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.705708 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.172811 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.138307 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.183977 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.398158 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.175601 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.721774 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0712045 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.511456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.599196 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.308402 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.195281 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.069901 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.305048 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.101903 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.638818 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.271574 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.387695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.107365 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.11138 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.712822 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.41995 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.50003 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.439098 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.974847 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),1.29868 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.194865 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.270853 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0367757 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0407796 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.191399 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.494356 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.438125 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.934112 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),1.14569 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.55109 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.182388 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0700846 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.299899 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.223959 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.466497 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.166477 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.058661 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.180147 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.598214 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.098555 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0945512 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0797637 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.230947 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.259561 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.499433 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.400436 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.917121 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),1.40002 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.509639 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.292545 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.219866 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0316238 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.260878 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.188029 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.431818 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.202407 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.0202001 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.156531 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.630618 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.137016 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.133012 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0446447 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.272398 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.244939 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.428156 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.332875 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.851727 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),1.35864 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.41388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.172665 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.157738 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0699046 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0208833 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.197525 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.183952 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.232111 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.269221 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.306569 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.187494 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.121048 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0763352 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0520068 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0205883 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0668466 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.237198 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0351378 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.325712 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.417776 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.156424 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.143033 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.149893 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.178988 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.242533 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.307793 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.396168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.146127 # DEPENDENCYPART_GRANDPAR
