# _root_ Egyelőre az autó nem saját tulajdon , egy cseh cégtől bérlik , akik a szervizszerelőket és a programozó mérnököt is adják .
#goldHeads=4,3,4,0,6,4,4,10,10,11,4,11,21,15,21,21,19,19,21,21,11,4,
#predictedHeads=11,3,11,11,6,11,11,10,10,11,0,11,21,15,21,21,19,19,21,21,11,11,
(0,11),(11,18),-0.452425 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.338129 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0706445 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.50981 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.34604 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.483544 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.193368 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.172829 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.015403 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.372547 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0335707 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.714988 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.638768 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.460454 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.860557 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.531003 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.638015 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.248459 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.547783 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.202456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.13711 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),2.27096 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.677979 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.370801 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.390981 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.310388 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.618705 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.576608 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.353568 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.184922 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.780016 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.319654 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.313144 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.273324 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),2.34109 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.341097 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),-0.308432 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.146027 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.0218806 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.0351405 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.123484 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.314513 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.087301 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.253879 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.142737 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.65704 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-1.00891 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.584733 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.117809 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-1.01412 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.553501 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.544309 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.0022152 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),2.3594 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.263507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.291332 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.119246 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.144227 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.20766 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),0.060763 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.480654 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.26363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.297245 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.326126 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.274826 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.19038 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.14498 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0263949 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0851924 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.207691 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.00833523 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.0298964 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),0.072923 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.395478 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),0.0607944 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.480636 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.263933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.296977 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.325825 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.274523 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.29519 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.289829 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.038892 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.129823 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.00833523 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.0298966 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),0.0729232 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),0.0607944 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.480636 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.241832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.295793 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.254762 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.256036 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.222116 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.102061 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0248905 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0943142 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.186214 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0768949 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.089356 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.177001 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.115647 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.174611 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),0.0241828 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.02426 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),0.158673 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.19122 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),0.126218 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.373061 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.275162 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.0376151 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.284418 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.153823 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.0674356 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.174828 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),0.0729232 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.314501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,3),0.295665 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),0.171806 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.267652 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.242016 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),0.23228 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),0.273164 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),0.105371 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),0.0385727 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.147927 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),0.176984 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.0415776 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.0651211 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),0.15637 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.284883 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),0.0418355 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.406666 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.0376151 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),0.130461 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),0.284418 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),0.153823 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),0.0674356 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),0.174828 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),0.20393 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.100522 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),0.02201 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),0.0548447 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.395475 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.300672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,3),0.171683 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.202016 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),0.152386 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),0.169281 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),0.0157411 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),0.0530027 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.205546 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.0521109 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.0564211 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),0.0960293 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.0298078 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.415611 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-0.257439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),0.292421 # DEPENDENCYPART_GRANDPAR
(1,21),(21,3),0.248828 # DEPENDENCYPART_GRANDPAR
(1,21),(21,4),0.240228 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),0.216181 # DEPENDENCYPART_GRANDPAR
(1,21),(21,7),0.0904912 # DEPENDENCYPART_GRANDPAR
(1,21),(21,9),0.0902705 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),0.18028 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),0.250112 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.0461533 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),0.0995301 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),0.144281 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),0.124984 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.176341 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.00853684 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),0.0138134 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),0.16801 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.157746 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.372222 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.461241 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.659242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0774072 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.058855 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.123501 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.21049 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.225096 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.175445 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.0668605 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.198436 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.274371 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.302492 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.401319 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.215002 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.302203 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.959426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.470441 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.504263 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.379347 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.364763 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.46347 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.521755 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.473471 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.569929 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.458936 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.23427 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.958266 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.459962 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.797671 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.874309 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.48766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.101999 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.169313 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.173696 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.294996 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0337193 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.00875199 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.132903 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.176128 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.224302 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.18849 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),0.138754 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.602753 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.749283 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.814496 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.643163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.0719841 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.154369 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.277765 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.10365 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.151934 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0668809 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.221127 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0867605 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.447784 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.15556 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.230873 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.488071 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.581323 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.203734 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.142097 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),0.043143 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.62054 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.749269 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-0.814496 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.644902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,4),-0.0849095 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),-0.156108 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.284952 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.153096 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.0686199 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),0.00855378 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.244159 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),0.0236897 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.461548 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.211029 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.173308 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.501834 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.362851 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.259202 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.0330555 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.619055 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0124088 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.265046 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.307329 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.317325 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.24377 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.372863 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.490718 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.63839 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.482948 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.729427 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.321072 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.830707 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0477807 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.151174 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.354005 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.320125 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.243755 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.321057 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.838494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.297198 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.5162 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.456085 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.359091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.253392 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0535903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0298002 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0138958 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0818712 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.119124 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.187289 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.179519 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.517743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.00452598 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.563415 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.297198 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.5162 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.456085 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.359394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),0.223602 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.153713 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.196864 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0522285 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.119124 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.187289 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.179519 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),0.00452598 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.563415 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.287864 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.497066 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.441928 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.393151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.0953636 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.060577 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.197942 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.00890808 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0427285 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0610649 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0481521 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.143251 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.10157 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.280018 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.339537 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.204339 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.0938001 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.311215 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.0550296 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.458443 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.303146 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.419507 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.424707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),0.210363 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.134764 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.158258 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.196113 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.069231 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.040521 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.148038 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.0151356 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.371819 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.205532 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.0423826 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.372416 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),0.0304237 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.452734 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.287867 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.497084 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.442631 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.408965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,6),0.0894234 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.0721516 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.00485736 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.0367883 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.119276 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.137685 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),0.050514 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.21794 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.136605 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.300503 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.414226 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.1895 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.128835 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.287841 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.457604 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.276299 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.833358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.565729 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.193927 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.465885 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.450384 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.31373 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.48147 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.428816 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.437882 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.302681 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.866283 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.822879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.425034 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.549573 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.961978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.60917 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.497281 # DEPENDENCYPART_GRANDPAR
