# _root_ Szerinte a tudomány egyrészt az élet minden szférájába behatolt , másrészt viszont lekerült arról a piedesztálról , amelyre a felvilágosodás korában állították .
#goldHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
#predictedHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
(0,12),(12,14),-0.00221208 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.231142 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.181906 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.328185 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.607183 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),2.46021 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.517671 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.253895 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.220071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.560559 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.222642 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.403197 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0400507 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.551291 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.453908 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0170214 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0571157 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0799019 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.690281 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.141798 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.217406 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.203321 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.706754 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.238972 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.156673 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.404128 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),2.55785 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.364368 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.108606 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.800112 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.604975 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.135026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.598066 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.294496 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0636846 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.408572 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.391538 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.312251 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.206695 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),2.11066 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.240189 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.214236 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.208935 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.0537573 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.543987 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.447036 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.0111872 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.0506013 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),0.3418 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.349117 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-1.02876 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.356998 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.057492 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.458168 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-1.04523 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.463196 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.385771 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),2.55913 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.467735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0970969 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0807193 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0568124 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.127706 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.265989 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.141223 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.116398 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.0963296 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.112379 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0148198 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.100666 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.150614 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0574226 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.128834 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.265396 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.140612 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.115788 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.690656 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),0.0997587 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.113203 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0945686 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.0575579 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0807828 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.126971 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.265401 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.140617 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.346571 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.115793 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.690651 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.434606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.0749334 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.0391769 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0458101 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0940721 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0317639 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.112057 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0985762 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.100094 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.153402 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.16655 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.107094 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.264417 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.286417 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.128961 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.195831 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.0828507 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.605133 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.435179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,3),0.0390926 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0452374 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.0940722 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.0318482 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.112099 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0986605 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.0902168 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.16921 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.0941546 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.109232 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.264598 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.249634 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.286886 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.130583 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.196012 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.257561 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.261522 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.378289 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.0830675 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.605667 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.0807811 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),0.119537 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.147855 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.285033 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.280495 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.155832 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.238449 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.319185 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.441227 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.115788 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.285034 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.281401 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.20982 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.0318059 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.202388 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.289328 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),0.0370803 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),0.0452371 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),-0.0338605 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),-0.100673 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),0.0898243 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.17003 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.0941549 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.109527 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.108258 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),-0.287255 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.305449 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.296373 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.198897 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.195618 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.313376 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.273279 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.392012 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.607169 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.735674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0770394 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.168302 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.390873 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.308799 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.231302 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.273408 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.322077 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.329409 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.416841 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.393368 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.990467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.534723 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.687919 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.429272 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.451181 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.465618 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.669755 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.512212 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.732731 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.207488 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.03035 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.551585 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.14205 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.529275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.154065 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.110662 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.337479 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0524622 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.121853 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.161695 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0888097 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),0.168771 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.6724 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.980762 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.07876 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.681783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.10549 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.123252 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.226139 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.243575 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.376698 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.204832 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.279837 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.197479 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.184461 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.271238 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.299944 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.265863 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.173716 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),0.0724175 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.691695 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.624701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,6),-0.16515 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.257962 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.317243 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0415154 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0667928 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.226247 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.263035 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.32014 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.35142 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.318312 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.410848 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.00355602 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.703617 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.980771 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.681868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.106063 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.123252 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.226223 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.243617 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.376783 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.0571086 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.22243 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.196567 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.062121 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.271418 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.537475 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.300412 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.267485 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.173897 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.564316 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.359971 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.53862 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),0.0722008 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.692229 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.685546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),-0.107198 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.229902 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.380461 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.0587222 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.224459 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.197702 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.0634742 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.0951156 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.206764 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.551279 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.361998 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.28549 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.0863666 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.578121 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.427377 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.604107 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.69394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.540839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.508402 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.420384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0942182 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.00353996 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.063616 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.133483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.164131 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.0276551 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.0142834 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.556866 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.540839 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.508401 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.100315 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.261893 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0899545 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.131619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.164136 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0276602 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.265633 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),0.0142783 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.556862 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.895159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.487724 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.528512 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.00697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.344803 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.432464 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.405929 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.346124 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.110946 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.878468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.553181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.389274 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.86688 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.12148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.894441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.817408 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.407607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0407885 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0587625 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0632071 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0582178 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.11205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),0.292996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.511239 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.829411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.05876 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.833842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.647271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.757594 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.569763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0321712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.241838 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.142712 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.167749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0963833 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0348425 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.102176 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0901522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.153385 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.0399524 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.199234 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.527946 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.822106 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.508803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0177609 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.182411 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0730227 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.00462169 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.11419 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.113453 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.151109 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.141659 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.205878 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.285618 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),0.123224 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.539898 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.82942 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.833843 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.64728 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.757594 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.569848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0321291 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.241922 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0574537 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.160235 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0844856 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0389616 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.102357 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.433681 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0906209 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.155007 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0401329 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.470175 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.234711 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.416328 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.199018 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.52848 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.834224 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.647405 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.573526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,8),-0.245601 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.0558401 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.162264 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.0856212 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.0376084 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),0.0544725 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.0377609 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.447621 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.152213 # DEPENDENCYPART_GRANDPAR
