# _root_ Ha ezt a hitelező nem adja meg , és a bank beváltja a hitelekhez járó állami garanciát , az az érintett gazdáknak az állami agrártámogatásokból való kizárását jelenti .
#goldHeads=28,6,4,6,6,28,6,28,28,11,12,28,14,15,17,17,12,28,28,22,22,28,25,25,26,27,28,0,28,
#predictedHeads=28,6,4,6,6,9,6,9,0,11,12,9,14,15,17,17,12,12,28,22,22,28,25,25,26,27,28,12,9,
(17,22),(22,16),-0.184208 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.32068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.154046 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.230867 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0866446 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0788896 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.163975 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.115549 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.0789336 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.163998 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.718026 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.184208 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.230867 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.0866446 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.0788896 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),0.274417 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0711561 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.0280025 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.163998 # DEPENDENCYPART_GRANDPAR
(17,27),(27,9),-0.39824 # DEPENDENCYPART_GRANDPAR
(17,27),(27,13),-0.718026 # DEPENDENCYPART_GRANDPAR
(17,27),(27,14),-0.268177 # DEPENDENCYPART_GRANDPAR
(17,27),(27,15),-0.310518 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-0.184208 # DEPENDENCYPART_GRANDPAR
(17,27),(27,17),-0.32068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,27),(27,19),0.230867 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.0866446 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.0788896 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.274417 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.0711561 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.0280025 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.200238 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.157285 # DEPENDENCYPART_GRANDPAR
(17,28),(28,1),-0.744325 # DEPENDENCYPART_GRANDPAR
(17,28),(28,2),-0.489415 # DEPENDENCYPART_GRANDPAR
(17,28),(28,4),-1.02762 # DEPENDENCYPART_GRANDPAR
(17,28),(28,5),-0.668437 # DEPENDENCYPART_GRANDPAR
(17,28),(28,6),-0.542734 # DEPENDENCYPART_GRANDPAR
(17,28),(28,8),-0.451395 # DEPENDENCYPART_GRANDPAR
(17,28),(28,9),-0.392412 # DEPENDENCYPART_GRANDPAR
(17,28),(28,11),-0.695112 # DEPENDENCYPART_GRANDPAR
(17,28),(28,12),-0.393721 # DEPENDENCYPART_GRANDPAR
(17,28),(28,13),-0.655304 # DEPENDENCYPART_GRANDPAR
(17,28),(28,14),-0.208346 # DEPENDENCYPART_GRANDPAR
(17,28),(28,15),-0.236551 # DEPENDENCYPART_GRANDPAR
(17,28),(28,16),-0.110233 # DEPENDENCYPART_GRANDPAR
(17,28),(28,17),-0.48599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,28),(28,18),-0.28646 # DEPENDENCYPART_GRANDPAR
(17,28),(28,19),0.248955 # DEPENDENCYPART_GRANDPAR
(17,28),(28,20),0.0694923 # DEPENDENCYPART_GRANDPAR
(17,28),(28,21),0.108785 # DEPENDENCYPART_GRANDPAR
(17,28),(28,22),0.109305 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),0.0540038 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),0.0132636 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),0.035126 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),0.185115 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.207806 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.382733 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.182059 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.0920347 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.141599 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.197298 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.291257 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),0.00873386 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),-0.504846 # DEPENDENCYPART_GRANDPAR
(19,1),(1,28),-0.646969 # DEPENDENCYPART_GRANDPAR
(19,1),(1,29),-0.969185 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.178942 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.0542931 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.097485 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),0.0228052 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.000604075 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.0575197 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),0.0118651 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.0881084 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),0.00248092 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),0.196563 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),0.201904 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.0400507 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.151075 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.092025 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.144932 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),0.325551 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),-0.295683 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.852832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,22),-0.661247 # DEPENDENCYPART_GRANDPAR
(19,6),(6,25),-0.606352 # DEPENDENCYPART_GRANDPAR
(19,6),(6,27),-0.617536 # DEPENDENCYPART_GRANDPAR
(19,6),(6,28),-0.697204 # DEPENDENCYPART_GRANDPAR
(19,6),(6,29),-1.01789 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.342371 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.240015 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.17296 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.190665 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.087143 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.185719 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.120096 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.0377115 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.0697952 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.00548598 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.173839 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.122972 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.169194 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.430803 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.812091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,21),-0.621116 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-0.609279 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-0.542442 # DEPENDENCYPART_GRANDPAR
(19,9),(9,26),-0.542223 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-0.553626 # DEPENDENCYPART_GRANDPAR
(19,9),(9,28),-0.65854 # DEPENDENCYPART_GRANDPAR
(19,9),(9,29),-0.969281 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.12694 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.107753 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0444169 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.163136 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.0420972 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),0.10967 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),0.0343838 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.0135288 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.145682 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.0722584 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.00692304 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.0704 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.0579072 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.19554 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.0429965 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.160412 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0972882 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.150196 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.334889 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.293896 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.852832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.413282 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.656938 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.660539 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.644615 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-0.605644 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.577632 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-0.616829 # DEPENDENCYPART_GRANDPAR
(19,12),(12,28),-0.697204 # DEPENDENCYPART_GRANDPAR
(19,12),(12,29),-1.01789 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.139256 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.0927096 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.142758 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),0.00301085 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.0715561 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.0661875 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.101609 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.109126 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0211283 # DEPENDENCYPART_GRANDPAR
(19,15),(15,28),-0.595895 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.0715189 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.0519821 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.109089 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.00692294 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0949096 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.126686 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),0.0840345 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),0.0557049 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.00137161 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.109662 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.032272 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.111083 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.152825 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.0698418 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.0600375 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0621009 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.00735963 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.234854 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.629576 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.574682 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.585866 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-0.603559 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.972041 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.235715 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.432706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0611195 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.409236 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.371667 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.464131 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.46397 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.415004 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.289334 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.678397 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.428281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0612567 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.153527 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.116135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.226708 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0505095 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.061694 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),-0.06192 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.190929 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.194292 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.371667 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.415004 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.428281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),-0.0612567 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.153527 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0644829 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.193628 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.149321 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.061694 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-0.410527 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-0.235731 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-0.664426 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-0.434657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,20),-0.0622086 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.227667 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-0.192565 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.19458 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.215282 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.13767 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-0.514114 # DEPENDENCYPART_GRANDPAR
(19,27),(27,13),-0.371667 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),-0.464131 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.46397 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.415004 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.289334 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.428281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),-0.0612567 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.153527 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.0644829 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.193628 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.149321 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.00958826 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.0765412 # DEPENDENCYPART_GRANDPAR
(19,28),(28,1),-0.750925 # DEPENDENCYPART_GRANDPAR
(19,28),(28,2),-0.578078 # DEPENDENCYPART_GRANDPAR
(19,28),(28,4),-0.610657 # DEPENDENCYPART_GRANDPAR
(19,28),(28,5),-0.572424 # DEPENDENCYPART_GRANDPAR
(19,28),(28,6),-0.470886 # DEPENDENCYPART_GRANDPAR
(19,28),(28,8),-0.458482 # DEPENDENCYPART_GRANDPAR
(19,28),(28,9),-0.583557 # DEPENDENCYPART_GRANDPAR
(19,28),(28,11),-0.452916 # DEPENDENCYPART_GRANDPAR
(19,28),(28,12),-0.370949 # DEPENDENCYPART_GRANDPAR
(19,28),(28,13),-0.390271 # DEPENDENCYPART_GRANDPAR
(19,28),(28,14),-0.496819 # DEPENDENCYPART_GRANDPAR
(19,28),(28,15),-0.474233 # DEPENDENCYPART_GRANDPAR
(19,28),(28,16),-0.42526 # DEPENDENCYPART_GRANDPAR
(19,28),(28,17),-0.322204 # DEPENDENCYPART_GRANDPAR
(19,28),(28,18),-0.76603 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.340743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,20),-0.022135 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),-0.0889147 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),-0.0235761 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),-0.154507 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.0770576 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),0.0313185 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.00991761 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),0.020134 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.531201 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.634245 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.417413 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.523816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,2),-0.572078 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.612939 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.487967 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.398496 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.327867 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.396312 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.500771 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.406692 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.212466 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.304813 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.470799 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.291655 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.308181 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.562861 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.536404 # DEPENDENCYPART_GRANDPAR
(21,17),(17,27),-0.775147 # DEPENDENCYPART_GRANDPAR
(21,17),(17,28),-0.372878 # DEPENDENCYPART_GRANDPAR
(21,17),(17,29),-0.892771 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.501743 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.552916 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.443415 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.432823 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.565394 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.465611 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.551489 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.390461 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.551788 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.313611 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.815871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.398252 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.414658 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.371796 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.493345 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.610538 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.151744 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.862302 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.923727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,10),-0.623951 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.275559 # DEPENDENCYPART_GRANDPAR
(22,14),(14,28),-0.541983 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.511278 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.660362 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.603263 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.384145 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.646443 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.447849 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.286728 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.298051 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),0.0250207 # DEPENDENCYPART_GRANDPAR
(22,15),(15,28),-0.527382 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.681904 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.513032 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.333512 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.0401619 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.467661 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.58563 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.858137 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.395659 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.603648 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.591379 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.624659 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.571922 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.299708 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.276267 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.109192 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.469532 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.447559 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.411847 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.15459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,25),-0.703662 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.922004 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-0.541983 # DEPENDENCYPART_GRANDPAR
(22,17),(17,29),-0.732175 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-1.03662 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.484154 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.688371 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.724681 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.616898 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.382184 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.56502 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.547699 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.475156 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.5244 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.0265871 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.701056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.0728578 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.250133 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),0.0746762 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.468474 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),0.00552145 # DEPENDENCYPART_GRANDPAR
(22,19),(19,29),-0.464624 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0103613 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.30088 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.546434 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.228758 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.0933298 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.687146 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.643967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0519621 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.860192 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.918752 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.06027 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.747416 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.46982 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.556654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.0271969 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0726507 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.445013 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-0.957386 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-0.860192 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-0.586179 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-0.935234 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-0.918752 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.9133 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.06027 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.747416 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.46982 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.556654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.0271969 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.0726507 # DEPENDENCYPART_GRANDPAR
