# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(10,1),(1,23),-0.499201 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-0.586815 # DEPENDENCYPART_GRANDPAR
(10,1),(1,26),-0.790376 # DEPENDENCYPART_GRANDPAR
(10,1),(1,27),-0.989685 # DEPENDENCYPART_GRANDPAR
(10,1),(1,28),-0.92675 # DEPENDENCYPART_GRANDPAR
(10,1),(1,29),-0.777208 # DEPENDENCYPART_GRANDPAR
(10,1),(1,30),-0.793372 # DEPENDENCYPART_GRANDPAR
(10,1),(1,33),-0.898739 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.258346 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.276422 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.257732 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0881967 # DEPENDENCYPART_GRANDPAR
(10,2),(2,34),-1.33747 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.148013 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.00455819 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.220361 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0135205 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.266448 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.206991 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.312743 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0978884 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0203909 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.287334 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.16297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.788563 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.854263 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.753525 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.729166 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.740399 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.856977 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.828004 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.918852 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.879775 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.865048 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.775485 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.923456 # DEPENDENCYPART_GRANDPAR
(10,4),(4,29),-1.02288 # DEPENDENCYPART_GRANDPAR
(10,4),(4,30),-1.10216 # DEPENDENCYPART_GRANDPAR
(10,4),(4,34),-1.56939 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.305896 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.296175 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.390253 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.133485 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0185833 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.282295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.831278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.387526 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.453226 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.401392 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.472932 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.524269 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.600743 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.576179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.699008 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.673731 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.695668 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.516518 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.765422 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.509233 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.59176 # DEPENDENCYPART_GRANDPAR
(10,5),(5,26),-0.779868 # DEPENDENCYPART_GRANDPAR
(10,5),(5,27),-0.961655 # DEPENDENCYPART_GRANDPAR
(10,5),(5,28),-0.929343 # DEPENDENCYPART_GRANDPAR
(10,5),(5,29),-0.779931 # DEPENDENCYPART_GRANDPAR
(10,5),(5,30),-0.749847 # DEPENDENCYPART_GRANDPAR
(10,5),(5,33),-0.87071 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0463247 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0712404 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.212394 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.00136129 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.221004 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.218314 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.131204 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0733981 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0125588 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.280429 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.16119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.769322 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.835022 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.753378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.729164 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.7267 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.856975 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.828002 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.878595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.864898 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.775483 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.921674 # DEPENDENCYPART_GRANDPAR
(10,8),(8,30),-1.10201 # DEPENDENCYPART_GRANDPAR
(10,8),(8,34),-1.56939 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.596434 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.784002 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.413261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,5),-0.555178 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.596434 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.772509 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.784002 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.412584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.215639 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.91536 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.802773 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.29745 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.25333 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.780437 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.817635 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.08901 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.927562 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.09256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.3586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.238508 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.173938 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.00775047 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0466819 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.135561 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.141846 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.141567 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0808455 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.162069 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.128216 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.0916661 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.0290889 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-0.39875 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.187046 # DEPENDENCYPART_GRANDPAR
(10,13),(13,30),-0.110673 # DEPENDENCYPART_GRANDPAR
(10,13),(13,34),-0.93429 # DEPENDENCYPART_GRANDPAR
(10,24),(24,1),-0.712512 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-0.502431 # DEPENDENCYPART_GRANDPAR
(10,24),(24,3),-0.983452 # DEPENDENCYPART_GRANDPAR
(10,24),(24,5),-0.600117 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-0.775036 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.817021 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.34775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,11),0.249839 # DEPENDENCYPART_GRANDPAR
(10,24),(24,12),0.184669 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.0335393 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.00237106 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.0942717 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.0145919 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.1861 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.159135 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.199662 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),0.180051 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.12307 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),0.10132 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.328257 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.304806 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.369755 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.195525 # DEPENDENCYPART_GRANDPAR
(10,24),(24,30),-0.151055 # DEPENDENCYPART_GRANDPAR
(10,24),(24,31),-0.175611 # DEPENDENCYPART_GRANDPAR
(10,24),(24,33),-0.214192 # DEPENDENCYPART_GRANDPAR
(10,24),(24,34),-0.858718 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.631196 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.62221 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.903348 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.61103 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.701214 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.352088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.458326 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.589207 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.962623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.593366 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.889505 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.481974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.410998 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.508723 # DEPENDENCYPART_GRANDPAR
(11,10),(10,34),-0.998648 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.527774 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.48306 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.406379 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.40091 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0898215 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.00697984 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0359119 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.106416 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.648667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.367657 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.260761 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.117528 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.17845 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.183098 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.180488 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.147136 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.266395 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.232792 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.252697 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.0801259 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.244838 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.629464 # DEPENDENCYPART_GRANDPAR
(12,5),(5,27),-0.135094 # DEPENDENCYPART_GRANDPAR
(12,5),(5,28),-0.27948 # DEPENDENCYPART_GRANDPAR
(12,5),(5,29),-0.206828 # DEPENDENCYPART_GRANDPAR
(12,5),(5,30),-0.159411 # DEPENDENCYPART_GRANDPAR
(12,5),(5,33),-0.278233 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.470106 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.072085 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.523595 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.303521 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.498382 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.506605 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.595933 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.416498 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.034643 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.106911 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.179771 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.09472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.955309 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.56487 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.491366 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.596636 # DEPENDENCYPART_GRANDPAR
(12,10),(10,34),-1.00417 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0751595 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0368821 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0601591 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.243491 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.654502 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.872951 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.104345 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.407995 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.288114 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.348374 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.365092 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.150474 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.137844 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.670401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.255454 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.000654158 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.134152 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.2434 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.217318 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),0.0737416 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.103847 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.263024 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),0.03492 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),-0.0317772 # DEPENDENCYPART_GRANDPAR
(13,1),(1,26),-0.716577 # DEPENDENCYPART_GRANDPAR
(13,1),(1,27),-0.265636 # DEPENDENCYPART_GRANDPAR
(13,1),(1,28),-0.400008 # DEPENDENCYPART_GRANDPAR
(13,1),(1,29),0.02768 # DEPENDENCYPART_GRANDPAR
(13,1),(1,30),-0.215395 # DEPENDENCYPART_GRANDPAR
(13,1),(1,33),-0.16889 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.404762 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.698745 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.98906 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.391569 # DEPENDENCYPART_GRANDPAR
(13,2),(2,34),-1.57343 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.11118 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.264087 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.193165 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.296274 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.61958 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.100737 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.443756 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.304714 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.273916 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.379753 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.363753 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.253015 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0345628 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.488548 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.0693716 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.367246 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.459864 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.294462 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.170554 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.467388 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.183391 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-0.304466 # DEPENDENCYPART_GRANDPAR
(13,4),(4,29),-0.0953591 # DEPENDENCYPART_GRANDPAR
(13,4),(4,30),-0.591698 # DEPENDENCYPART_GRANDPAR
(13,4),(4,34),-1.34379 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.169648 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.487586 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.785965 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.443281 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.321774 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.382583 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.394851 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.115189 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.173129 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.481376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.173701 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),0.0932487 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.0523984 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.154254 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.124444 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),0.167101 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),0.00474815 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),0.0942783 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.111982 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),0.117943 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),0.0538587 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-0.600726 # DEPENDENCYPART_GRANDPAR
(13,5),(5,27),-0.114548 # DEPENDENCYPART_GRANDPAR
(13,5),(5,28),-0.306391 # DEPENDENCYPART_GRANDPAR
(13,5),(5,29),0.121039 # DEPENDENCYPART_GRANDPAR
(13,5),(5,30),-0.0263702 # DEPENDENCYPART_GRANDPAR
(13,5),(5,33),-0.0178015 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0167686 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.295022 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.141126 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.228499 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.501668 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.795039 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0338678 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.302155 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.255358 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.386025 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.358695 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.258873 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0287047 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.00775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.450569 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.00400933 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.329267 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.421884 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.130219 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.429141 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.145411 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-0.262925 # DEPENDENCYPART_GRANDPAR
(13,8),(8,30),-0.553452 # DEPENDENCYPART_GRANDPAR
(13,8),(8,34),-1.30581 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.491955 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.523283 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.834621 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.37907 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.362366 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.588361 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.782576 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.631116 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.00199551 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.290173 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.32835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.679878 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.660178 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.470861 # DEPENDENCYPART_GRANDPAR
(13,10),(10,34),-1.60858 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.295245 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.287465 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.381773 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0167686 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.295022 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.209376 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.291986 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.383265 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.352725 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.490773 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.545371 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.0658386 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.220622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.769474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.187538 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.122057 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.207221 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.157258 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.061491 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.193186 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.210349 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),0.000821929 # DEPENDENCYPART_GRANDPAR
(13,15),(15,30),-0.334994 # DEPENDENCYPART_GRANDPAR
(13,15),(15,33),-0.113977 # DEPENDENCYPART_GRANDPAR
(13,15),(15,34),-1.19396 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0243656 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.166547 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0472588 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.225001 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-0.39191 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0269939 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0674757 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.232079 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.202405 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.204126 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.332435 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),0.0649329 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.773599 # DEPENDENCYPART_GRANDPAR
