# _root_ A kárpótlási jegyek árfolyama 9,12 százalékkal lett több múlt heti értékénél , így 622 forinton végzett .
#goldHeads=3,3,4,7,6,7,13,7,10,11,7,13,0,15,16,13,13,
#predictedHeads=3,3,4,7,6,7,13,11,11,11,7,13,0,15,16,13,13,
(6,11),(11,15),-0.157195 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.253699 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.47629 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.817351 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.727617 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.896147 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.590063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.415342 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0606016 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.298551 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.345855 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.278156 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.204 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0176093 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.262657 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.187369 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.48772 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.283282 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.479935 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.22727 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.33004 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.171751 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.176594 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.20616 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.613334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.171751 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.176594 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0447935 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.20616 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.476644 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.30148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.308011 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.381764 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.613334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.439325 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.550896 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.569854 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.03055 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.020525 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0590806 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.18094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,13),-0.440594 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.921824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.178754 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.191623 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0543117 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.133917 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.206251 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.613341 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.43933 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.569859 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.03056 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.265564 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.0796817 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.819116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.13732 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0781917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.00293181 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.068932 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.165858 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.100161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.594024 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.392817 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.313212 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0320311 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.852409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0606577 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.120438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.181747 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.050048 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.135629 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.213831 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.177174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.659878 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.392818 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.313212 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.0320309 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.852199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0608495 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.074298 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.180203 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.433744 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.418125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.563005 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.483399 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.138153 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.785733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.159848 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.210236 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.269705 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0390816 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0923855 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.176367 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.14655 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.061389 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.592591 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.363787 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.495755 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.416149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.0712334 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.99374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.0261894 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.0925138 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0554762 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.281515 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.19275 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.436195 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.47871 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.513168 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.742874 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.158874 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0658627 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0369118 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.07027 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0994217 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.59093 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.433744 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.418125 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.563005 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.138153 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.785733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.159848 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.210236 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.269705 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.000167871 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0891728 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0380562 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.173211 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.0659745 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.128366 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.0487608 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),0.293468 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.860338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0694893 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0836346 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.116553 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0952706 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0828745 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0890623 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.249958 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.236285 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.637293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.428939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.772063 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.539035 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.463663 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.332312 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.45332 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.03159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.486166 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.754125 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.690049 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.725528 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.576524 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.00514 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.42958 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.768477 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.538215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.68959 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.495954 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.754126 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.690049 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.576524 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.00514 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.400119 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.760562 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.486323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.637698 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.475663 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.331098 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.995495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.455875 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.521639 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.734621 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.731815 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.790467 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.764353 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.58124 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.629376 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.01071 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.92263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.074 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.770641 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.841812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.681512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.168865 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.347547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.32554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.377651 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.429184 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.220816 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.681687 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.802125 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.15732 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.972917 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.12429 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.820926 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.847596 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.64587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0747963 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.127359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.348759 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.400461 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.44299 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.166861 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.19335 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.688264 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.12959 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.934311 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.08569 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.782484 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.887194 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.64916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.107775 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.171206 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.320055 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.30851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.466207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.202464 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.252117 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.586437 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.626888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,11),-0.306742 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.380149 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.365763 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.222537 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.690195 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.12697 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.951122 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.1025 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.800639 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.900065 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.652665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.055883 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.12347 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.33132 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.430892 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.339706 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.413499 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.177938 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.618989 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.229863 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.265473 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.341788 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.514801 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.229863 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.265473 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.414898 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.341788 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.048858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.484934 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.121602 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.878225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.514801 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.554073 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.489538 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.577753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.806667 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.232963 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.264349 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.416535 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.460362 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.274095 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.514802 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.554073 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.577753 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.806667 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.276244 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.328587 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.449939 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.493766 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.32448 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0342661 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.133998 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.834893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.32959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.479922 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.583123 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.541714 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.734109 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.813334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.616351 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.799568 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.576549 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.120438 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.50416 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.82402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.420087 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.528135 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.472805 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.755486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.55386 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.789682 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.930135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.973962 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.52201 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.856848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.46533 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.423028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,16),-0.264204 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.70056 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.731191 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.992357 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.03618 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.58423 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.87149 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.486335 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.439565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0815524 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.171228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0777712 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.346193 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.270754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.124452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.411701 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.696634 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.943326 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.987152 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.535363 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.903312 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.464158 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.454379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0559286 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0123144 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.104922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.471975 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.42554 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.294141 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.419384 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.457983 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.00832494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.21961 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.120113 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.203754 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.467702 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.687785 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.955174 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.999 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.548555 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.909692 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.437849 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.453522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.0520328 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0684941 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.335668 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.151358 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.430791 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.401906 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.415003 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.233842 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.292447 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.355869 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.462803 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.233842 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.292447 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.464296 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.355869 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.154262 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.386732 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.112778 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.221932 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.462803 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.567506 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.437429 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.500183 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.775386 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.236942 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.291323 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.465934 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.55578 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.280551 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.462804 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.567506 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.500183 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.775386 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.282722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.361337 # DEPENDENCYPART_GRANDPAR
