# _root_ Amikor Freit megválasztottuk , sokkal erőteljesebben felléphetett volna a hadsereggel és Pinochettel szemben , hiszen ma a demokrácia már nincs veszélyben .
#goldHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
#predictedHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
(16,14),(16,19),-0.0270368 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0269919 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00806355 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0436193 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00881735 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0436193 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.116395 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0921719 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0140561 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0338927 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0298702 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0178995 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0338872 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0180624 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.662262 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.079948 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.00331968 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.398169 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00740971 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00322163 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.079948 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00331968 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0453873 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.149844 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.114802 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.113604 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.13403 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.170001 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.114803 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.119485 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.156719 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0946442 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0233234 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0886618 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.159949 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0506976 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.100464 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.132001 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.164255 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0680262 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.154841 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.114615 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.188141 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.181404 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.183085 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.114985 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.097836 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0610634 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.197662 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.149378 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.155238 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.179414 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0759677 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.173917 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0612954 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.0624896 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.0759677 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0284714 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.17926 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0432741 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.178136 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.098363 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.173917 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0438982 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.00174509 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0284714 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.179304 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0688117 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.00453006 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.142333 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.00850793 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.150738 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.138196 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.016332 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.00850793 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0768979 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.0493476 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0979212 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0570479 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0134373 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.150738 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.02658 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0549994 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0768979 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0552846 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0209888 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0532858 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0131442 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.176289 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.0989809 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.00159443 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.00333717 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0620945 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0294908 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0135871 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0301387 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0327133 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.176289 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0330263 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0488924 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0620945 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0293405 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0123227 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.00228673 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0291586 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.122427 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.00951382 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.0788534 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0867779 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0216146 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0581164 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.00447574 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.000935143 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.119773 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0612799 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.087033 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0867779 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.00774697 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0233166 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.00614493 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0333555 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0536162 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0246868 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.140266 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0754144 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0632204 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0765401 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0454403 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0716249 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0707148 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.142546 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.140266 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0753699 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0706679 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.136852 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.150631 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0275744 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.202357 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0248955 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.145553 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0255461 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0333375 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.121445 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0337339 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0507762 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.202357 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0247491 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.011301 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.000237555 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.00780265 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0620945 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0294908 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0135871 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0301387 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0327133 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.176289 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0330263 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0488924 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0620945 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0293405 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0123227 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.00228673 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0291586 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.00842637 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0306402 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.00777564 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0252215 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0843582 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0148793 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0758961 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.125602 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.00472196 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0410161 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0329758 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0596201 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0934408 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0624304 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0113526 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.148653 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0298626 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0586161 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0789826 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0606672 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0173721 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0513716 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0131464 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0345615 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0291358 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.1085 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.066258 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0835463 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0996638 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0388163 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0410202 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.00163655 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0224228 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0122243 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.147236 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0277933 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0563423 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0781108 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0565056 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0196459 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0551628 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0142192 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.106566 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.00142629 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.000984704 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0222763 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00843178 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0709304 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00436102 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.03238 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0612799 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.087033 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0867779 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.00774697 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0233166 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.00614493 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0333555 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.1011 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0916574 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0572918 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0589261 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0041619 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0979979 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0561758 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0707536 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.128265 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0657862 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0254917 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00472196 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0410161 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0329758 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0596201 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0209181 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0533615 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0131764 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00662961 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00190237 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0162341 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0859209 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.305968 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0490125 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.118671 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.398165 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0752829 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.18068 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.00541522 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0254174 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.205759 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.302537 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.649112 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.494418 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.11847 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.55042 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.383647 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.72233 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0437008 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.169796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.633375 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0432902 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.229515 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.509849 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0454065 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.630594 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0248112 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.293322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.122721 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.338489 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.29666 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.177186 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.150506 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.144455 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),1.91475 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.42587 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.277534 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.898533 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.581167 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.181689 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.485659 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0732743 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.383368 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.194653 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.34455 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.312236 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.109741 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.173309 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),1.53011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.346274 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.329188 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.833104 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.557213 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0154083 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.117947 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.147202 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),1.53291 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0437008 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.169796 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.541973 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.474085 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.264658 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.137538 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0454065 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.630594 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0153561 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0248112 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.293322 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.122721 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.338489 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.29666 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.177186 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.00828452 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.150506 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.144455 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.26194 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),1.91475 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.553106 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.503123 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.233289 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.165285 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.291107 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),4.57888e-05 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0441355 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.308633 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0997958 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.36527 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.316566 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0235948 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.162538 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),1.93106 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.989286 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.948518 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.164614 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.218331 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.727286 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.206839 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.830204 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.142814 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.510111 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.105098 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.290158 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.50635 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.135973 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.223657 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.10384 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.48445 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.0465664 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),1.83265 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.356614 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),1.00339 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),1.14558 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0251236 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.35744 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.741393 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.224507 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.00304483 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.290454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.312827 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.216796 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.850696 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0819759 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0431536 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0489257 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.455265 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.22707 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),2.10128 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),-0.0142116 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.133465 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.52971 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.468934 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.322305 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.121376 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.26771 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.979489 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.226468 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.00389742 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.536588 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.354118 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.174048 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.329502 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.34232 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-1.12308 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.249871 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.230999 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.268837 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),1.91599 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.113592 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0960649 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.455389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.109246 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0930742 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.108006 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0621682 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0788077 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.069781 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0941206 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.407435 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.13814 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.512791 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.137425 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.00752036 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.244463 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.294781 # DEPENDENCYPART_GRANDPAR
