# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,20,11,23,23,24,11,11,
(16,15),(15,13),-0.309333 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.32915 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.851023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.575681 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.453412 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.462479 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.818603 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.666625 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.582251 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.794438 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-0.842492 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-1.14618 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.898327 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.770061 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.957586 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.665091 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.459214 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.44893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.0157763 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),-0.257438 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.0163698 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.118595 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.202717 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.462015 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.227549 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.523961 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.312261 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.604652 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.109314 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.314689 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.583141 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.751602 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.449509 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.185094 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.926609 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.442828 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.179948 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.920376 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.537919 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.294501 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.689179 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.185415 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.359091 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.109145 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.0228802 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.237863 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.96056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,23),-0.385491 # DEPENDENCYPART_GRANDPAR
(17,6),(6,25),-0.754114 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-1.13226 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.518815 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-1.23205 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.811187 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.200214 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.897459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,20),-0.397072 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.727126 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0510504 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0881251 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.386026 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.207121 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.44252 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.237863 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.162056 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.519018 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.378187 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.542028 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.248074 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.262571 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.662245 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.203793 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.151422 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.516139 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.460508 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.392351 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.349306 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.325709 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.505333 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.725774 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.437037 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.380234 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.436729 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.00648978 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.353104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.542028 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-1.06008 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.19499 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.758688 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.532187 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.959645 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.531191 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.187595 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.392016 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.425164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.164782 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0678439 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.142572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0602044 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0527442 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.138736 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.500529 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.30144 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.52769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.176231 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.0861477 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0174049 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0349188 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.000824503 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.239193 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.439439 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0528132 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0196954 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0995529 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0744358 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.478826 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.959661 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.531262 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.187612 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.392086 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.435736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.163511 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.00580611 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.0275166 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.172363 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0647928 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-0.644101 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.845132 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-1.13752 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.520566 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.517584 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.478336 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.1659 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.33916 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.509943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.206833 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.0684011 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.0496957 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.108466 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.0255744 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0646535 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.303204 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.103856 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.321358 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),-0.264405 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-1.38722 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.310409 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-1.48701 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.527893 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.244298 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.106552 # DEPENDENCYPART_GRANDPAR
(19,10),(10,20),-0.561427 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.741424 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.591925 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.627794 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.749167 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-1.02124 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.199779 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-1.45962 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.629779 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.418234 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.298642 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.382552 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.281626 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.293885 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.259714 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.17812 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.218952 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.0308289 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.271797 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.19498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.626984 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.60909 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.42379 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.677207 # DEPENDENCYPART_GRANDPAR
(19,11),(11,24),-0.441841 # DEPENDENCYPART_GRANDPAR
(19,11),(11,25),-0.751756 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.37838 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.337619 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.315155 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.207306 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.226482 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.190958 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.263688 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,22),-0.472256 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.462956 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.292158 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.417661 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.446207 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.531123 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.274322 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.154947 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.13549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.556706 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.443375 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.617647 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.426262 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.740072 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.467679 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.309363 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.220691 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.33382 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0757171 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.462956 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.614198 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.583375 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.937561 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-1.37603 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.463987 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.32349 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.183953 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.395775 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.15799 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.355027 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.143268 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.25654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.646702 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.49395 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.738934 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.515811 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.884906 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.628644 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.77383 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.846146 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.556497 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.672695 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.707054 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.793574 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.577647 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.752812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.339007 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.512315 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.761227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.377107 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.143005 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.313028 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.149678 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.361345 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.65562 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.727184 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.280872 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.500861 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.761133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.18176 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.128988 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.292763 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.160121 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.453737 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.727799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.18405 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.22196 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.366374 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.493124 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.743623 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.858592 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.616433 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.81783 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.409641 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.544318 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.669179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.191871 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.29477 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.029276 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.894001 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.636726 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.854229 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.56465 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.672675 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.805666 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.594721 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.764905 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.34709 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.520469 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.743387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.21405 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.230873 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0684944 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.227285 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.317502 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.328199 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.395247 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.205266 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.29124 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.251448 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.139188 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),0.0984921 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.279475 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.0847476 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.239741 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.0515781 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.122588 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-0.992379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.466506 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.469221 # DEPENDENCYPART_GRANDPAR
(20,2),(2,24),-0.412225 # DEPENDENCYPART_GRANDPAR
(20,2),(2,25),-0.753271 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.321527 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.494158 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.384918 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.238044 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.297909 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.194873 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.0509683 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.20896 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.298864 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.465607 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.288593 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.179256 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.318476 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.157093 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.0227155 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.190057 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.155773 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.0970935 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.272145 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.0694829 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.714434 # DEPENDENCYPART_GRANDPAR
(20,6),(6,25),-0.721676 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.321527 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.494158 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.3849 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.238044 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.338192 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.28516 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.337721 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.0509683 # DEPENDENCYPART_GRANDPAR
(20,8),(8,21),-0.430538 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.246893 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.183542 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0953034 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.0187797 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.0422215 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.947568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,25),-0.719932 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.202678 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.449243 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.286611 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.118048 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.220094 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.165364 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.239432 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.069481 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0961619 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.0916598 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.125454 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.231795 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.135201 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.290653 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.222539 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.15401 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.271071 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.106329 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.29124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.692893 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.665445 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-1.0854 # DEPENDENCYPART_GRANDPAR
(20,11),(11,24),-0.632218 # DEPENDENCYPART_GRANDPAR
(20,11),(11,25),-0.978667 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.225783 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.0730064 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.106832 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.272145 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.184432 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.021802 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.437974 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.36826 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.102422 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.21359 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.151858 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.135158 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.187046 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.223051 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.00896767 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.934081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.426403 # DEPENDENCYPART_GRANDPAR
