# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,16,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,10,
(16,5),(5,4),-0.208652 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0336804 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.141191 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.218688 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0510044 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.259064 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.191328 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.015333 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.152186 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.208652 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.10254 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.016671 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.21601 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.191328 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.015333 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.152186 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.208652 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.10254 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.016671 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0457312 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.181657 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0410972 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.15138 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.15897 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.120276 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.102162 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.24752 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.275345 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.182672 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.163406 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.223394 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.0966652 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.692605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,29),-0.92708 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.206569 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0353614 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.212433 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.223893 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.153234 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.119821 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0964257 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.241784 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.168184 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.321369 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.12895 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.120797 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.17987 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.10171 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.639113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.322571 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.347531 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.1726 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.0685415 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.302991 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.0857319 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),0.041052 # DEPENDENCYPART_GRANDPAR
(16,10),(10,26),-0.249105 # DEPENDENCYPART_GRANDPAR
(16,10),(10,28),-0.176755 # DEPENDENCYPART_GRANDPAR
(16,10),(10,29),-0.824197 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.405137 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.375149 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.327684 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.318341 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.463699 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.68556 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.488278 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.099412 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.227215 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.909349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.541849 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.512056 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.45212 # DEPENDENCYPART_GRANDPAR
(16,12),(12,29),-1.08781 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.348055 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.209781 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.172117 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.238517 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.273111 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.151425 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.110526 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.169885 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.107433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0551726 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.0262859 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.268116 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.177034 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),0.152628 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.0329168 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.0573074 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.00341283 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),0.292237 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),0.350784 # DEPENDENCYPART_GRANDPAR
(16,14),(14,29),-0.697812 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.0268387 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.20738 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.144711 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.115281 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.0879029 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.233261 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.161788 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.271055 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.284841 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.173779 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.157637 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.260687 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.63673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.320213 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.344755 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.176432 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.033535 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.0658391 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.243486 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.30075 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.0835119 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),0.043272 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.246864 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),0.0816657 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.174372 # DEPENDENCYPART_GRANDPAR
(16,15),(15,29),-0.821977 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.582101 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.651006 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.796364 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.848452 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.686299 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.660426 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.181972 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.258388 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.657845 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.611985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.469451 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.431013 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.44893 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.886951 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0617474 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0750075 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.134943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.190415 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0669333 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.534906 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.831353 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.659264 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.632087 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.209071 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.640746 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.469159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.211661 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.221461 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0557023 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.00603465 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.272813 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.406854 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.092462 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.039561 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.360572 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),0.0525455 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.289897 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.834411 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.118097 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.130805 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.0442951 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),0.258836 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.493761 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.639119 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.0429584 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.0914636 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.0984632 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.174074 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.00371273 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.0423203 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.206238 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.126962 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.118407 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.141735 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.200531 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),0.0753823 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.143356 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.0623019 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),0.152283 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.175377 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.00238096 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.0423666 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.20757 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.210103 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.141991 # DEPENDENCYPART_GRANDPAR
(16,27),(27,6),-0.591923 # DEPENDENCYPART_GRANDPAR
(16,27),(27,17),-0.066467 # DEPENDENCYPART_GRANDPAR
(16,27),(27,19),0.15422 # DEPENDENCYPART_GRANDPAR
(16,27),(27,20),0.118086 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),0.130797 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),-0.0918644 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.0836392 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),0.105497 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),0.201252 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.0234299 # DEPENDENCYPART_GRANDPAR
(16,28),(28,2),-0.127621 # DEPENDENCYPART_GRANDPAR
(16,28),(28,3),-0.372445 # DEPENDENCYPART_GRANDPAR
(16,28),(28,5),-0.245494 # DEPENDENCYPART_GRANDPAR
(16,28),(28,7),-0.188685 # DEPENDENCYPART_GRANDPAR
(16,28),(28,8),-0.334043 # DEPENDENCYPART_GRANDPAR
(16,28),(28,9),-0.169385 # DEPENDENCYPART_GRANDPAR
(16,28),(28,10),-0.526125 # DEPENDENCYPART_GRANDPAR
(16,28),(28,11),-0.421854 # DEPENDENCYPART_GRANDPAR
(16,28),(28,12),-0.427404 # DEPENDENCYPART_GRANDPAR
(16,28),(28,13),0.292606 # DEPENDENCYPART_GRANDPAR
(16,28),(28,14),0.171692 # DEPENDENCYPART_GRANDPAR
(16,28),(28,15),-0.33536 # DEPENDENCYPART_GRANDPAR
(16,28),(28,16),-0.396049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,28),(28,17),-0.195211 # DEPENDENCYPART_GRANDPAR
(16,28),(28,18),-0.0804344 # DEPENDENCYPART_GRANDPAR
(16,28),(28,19),0.186275 # DEPENDENCYPART_GRANDPAR
(16,28),(28,20),0.0912022 # DEPENDENCYPART_GRANDPAR
(16,28),(28,21),0.0357041 # DEPENDENCYPART_GRANDPAR
(16,28),(28,22),-0.118749 # DEPENDENCYPART_GRANDPAR
(16,28),(28,23),-0.167111 # DEPENDENCYPART_GRANDPAR
(16,28),(28,24),0.025265 # DEPENDENCYPART_GRANDPAR
(16,28),(28,25),0.25872 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.113655 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),0.204875 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.623244 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.397225 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.440738 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.252956 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.416765 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.570784 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.414448 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.364479 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.195311 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.433988 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.494524 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.332073 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.549382 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.414448 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.364479 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.195311 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.433988 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.494524 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.332073 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.350567 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.409712 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.3854 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.32548 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.247389 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.40494 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.455525 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.316125 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.311567 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.407515 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.170702 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.171867 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.18279 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.319926 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.263877 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.264282 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.113867 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.390848 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.1756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.570045 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.701084 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.76494 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.910712 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.733284 # DEPENDENCYPART_GRANDPAR
(18,10),(10,26),-0.986475 # DEPENDENCYPART_GRANDPAR
(18,10),(10,28),-0.812761 # DEPENDENCYPART_GRANDPAR
(18,10),(10,29),-1.24703 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.276453 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.547217 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.398939 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.40326 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.499207 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.519477 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.340624 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.228251 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.180197 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0427075 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.356387 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.842096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,28),-0.564773 # DEPENDENCYPART_GRANDPAR
(18,12),(12,29),-1.01444 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.405452 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.150805 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.326288 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.573729 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.331402 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.343488 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.283449 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.289111 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.147226 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.398877 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.844542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.369563 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.364881 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.420043 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.611054 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.50856 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-0.730086 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.688094 # DEPENDENCYPART_GRANDPAR
(18,14),(14,28),-0.463625 # DEPENDENCYPART_GRANDPAR
(18,14),(14,29),-1.09023 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.372698 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.284443 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.502743 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.346289 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.358786 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.454733 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.206374 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.422007 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.28836 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.240547 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.111429 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.179687 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.125655 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.363908 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.17445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.568404 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.747944 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.700076 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.994117 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.764268 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.91005 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.732622 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.985803 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-1.07116 # DEPENDENCYPART_GRANDPAR
(18,15),(15,28),-0.812017 # DEPENDENCYPART_GRANDPAR
(18,15),(15,29),-1.24637 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.375324 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.281609 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.505369 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.353549 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.361411 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.457359 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.210503 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.440403 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.301376 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.237713 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.11552 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.202121 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.209549 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.397566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.17446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.568882 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.750789 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.700079 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.996962 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.764271 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.910053 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.732625 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.985806 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-1.074 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-0.805354 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-1.24637 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.135255 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),0.310656 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.0837353 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.0644831 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.0373994 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0430107 # DEPENDENCYPART_GRANDPAR
(18,28),(28,2),-1.44258 # DEPENDENCYPART_GRANDPAR
(18,28),(28,3),-1.02624 # DEPENDENCYPART_GRANDPAR
(18,28),(28,5),-1.57262 # DEPENDENCYPART_GRANDPAR
(18,28),(28,7),-1.42867 # DEPENDENCYPART_GRANDPAR
(18,28),(28,8),-1.52462 # DEPENDENCYPART_GRANDPAR
(18,28),(28,9),-0.990296 # DEPENDENCYPART_GRANDPAR
(18,28),(28,10),-1.43356 # DEPENDENCYPART_GRANDPAR
(18,28),(28,11),-0.995893 # DEPENDENCYPART_GRANDPAR
(18,28),(28,12),-1.05137 # DEPENDENCYPART_GRANDPAR
(18,28),(28,13),-0.897842 # DEPENDENCYPART_GRANDPAR
(18,28),(28,14),-0.855382 # DEPENDENCYPART_GRANDPAR
(18,28),(28,15),-1.20282 # DEPENDENCYPART_GRANDPAR
(18,28),(28,16),-1.06546 # DEPENDENCYPART_GRANDPAR
(18,28),(28,17),-1.21487 # DEPENDENCYPART_GRANDPAR
(18,28),(28,18),-0.323982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,28),(28,19),0.06201 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),0.356941 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),0.0863045 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.110769 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.00258021 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.282686 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),0.0657283 # DEPENDENCYPART_GRANDPAR
