# _root_ A marseille-i és a párizsi , a Gare_de_l'Esten működő toborzóirodákban manapság sokszor többen jelentkeznek egy-egy nap , mint ahányat egyáltalán felvehetnek .
#goldHeads=2,10,10,5,10,10,8,9,10,14,14,14,14,0,16,14,14,14,21,21,14,14,
#predictedHeads=2,10,14,10,10,10,8,9,10,14,14,13,14,0,0,14,14,14,21,21,14,14,
(21,7),(21,16),-0.0586092 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0102192 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0788256 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.104327 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0460982 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0634118 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.00183355 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0309984 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0174536 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0105153 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.00317401 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.00898354 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.00542217 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0956371 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.086833 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.085579 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0176628 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.00695274 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0153676 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0154266 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0364114 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0294614 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.00315387 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0294699 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0550285 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.119468 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0759398 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.017809 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.00503194 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0174536 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0105153 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.00317401 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.00898354 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.00542217 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0956371 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.086833 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.085579 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0176628 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.00695274 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.064814 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0696973 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.00641948 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0216015 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0797547 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0598552 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0379977 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00640639 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0191066 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0119482 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.022879 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0274664 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0672327 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.217334 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.101298 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0367123 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0146914 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0171694 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0238642 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.093088 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.224381 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0937822 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.03311 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0132425 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.025454 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0793449 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00442784 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0782459 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0142957 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0157563 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0305556 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0429672 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0589062 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0343929 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00402453 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.12922 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0553309 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0181025 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0213227 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0259898 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0169248 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0253991 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00711828 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0206141 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.017885 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.170767 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.733721 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.387068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),1.9724 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.184616 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.407296 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.203658 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.29575 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0936482 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.128016 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0591009 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.01249 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.130658 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0484079 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0124888 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),1.09013 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.120086 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.355424 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.531588 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.423376 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.743477 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),2.27214 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.170766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.326607 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.108245 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.445258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.15211 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0451172 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0704086 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0671539 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.121803 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.733721 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.387068 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),1.9724 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0375957 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.250985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0862758 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.578428 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0702649 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.00540918 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.610651 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.073147 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.308021 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.190841 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0838947 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0281794 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.064084 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.48123 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.451934 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.185047 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.129885 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0966893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.00265072 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.106747 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.112875 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.018294 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0723388 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.723975 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.174573 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.444523 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.339565 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.476618 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.377321 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.00863 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.0318924 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0365942 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0789316 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.109242 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.194216 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.758533 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.370849 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.411879 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),1.9956 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0238328 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0403393 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0751865 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.104255 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.136403 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.755278 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.364503 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.408624 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),1.99005 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0498552 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.326503 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.000373945 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.566169 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.00445264 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0173103 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.598392 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.117861 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.232212 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.00233535 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0557659 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.242465 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.288808 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.171544 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.403756 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.369928 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.122642 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.463517 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.375705 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),2.35424 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.115533 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.241229 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.079958 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.130424 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.854321 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.446177 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.347654 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.476198 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.378646 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),2.01002 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.395863 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.173662 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.0738123 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.341859 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.0268036 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.162771 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0887222 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0427379 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.868555 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.204981 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.603635 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.410117 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.59077 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),2.2737 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.0120396 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.358954 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.493438 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.087557 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.0498552 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.326503 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.000373945 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.566169 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.00445264 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.0173103 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.598392 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.117861 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.232212 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.00233535 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.0557659 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.242465 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.288808 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.492483 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.318277 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.244466 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.277378 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.37954 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.623969 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),2.35424 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.59062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,14),-0.2761 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.362553 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.323475 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.606686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.114427 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.315641 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.270945 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.307708 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.213076 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.325678 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.263842 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.144691 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.170904 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.186089 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.292348 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.18235 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.338638 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.247143 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.179979 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.378801 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.281539 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.59062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0450777 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.100003 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.27342 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.231176 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.219298 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.270064 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.139943 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.148375 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.2761 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.362553 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.323475 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.968969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.492409 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.587433 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.969531 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.578525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.212573 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.217588 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.196991 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.500876 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.475457 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.496344 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.302866 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.236004 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.283221 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.346983 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.432767 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.337671 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.35004 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.359032 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.733075 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.345213 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.512876 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.65355 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.969531 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.578525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,3),-0.212573 # DEPENDENCYPART_GRANDPAR
(2,21),(21,4),-0.217588 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),-0.196991 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),-0.500876 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),-0.475457 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.496344 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.302866 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.236004 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.283221 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),-0.346983 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.432767 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.55564 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.39357 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.456293 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.43668 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.770583 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.413815 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.65355 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.051245 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.884903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.301793 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0300132 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.638311 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.704203 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.86611 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.432007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.139778 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.524614 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.504033 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.450802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.323506 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0818979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.172652 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0206244 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.245738 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.158812 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0627132 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.128605 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.507684 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.584169 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.301071 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0229751 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.332196 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.504033 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.450938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.323392 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.153471 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.133364 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.000654325 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.216161 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.101099 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.246359 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.159434 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.296696 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.584169 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.553658 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.441637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.301071 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.157478 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0836601 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0229751 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.163729 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.175663 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.182566 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.302981 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.21716 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.107773 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.12927 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.492319 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.35496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.218812 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0501602 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.18424 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.11538 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0090364 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.251058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.162441 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0248887 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0521305 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0236242 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.263138 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.150612 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.0907807 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.486077 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0476694 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.161646 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0316307 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.150524 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.215343 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0551267 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.1001 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.121019 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.505701 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.0513587 # DEPENDENCYPART_GRANDPAR
