# _root_ Elismerte ugyanakkor , hogy kevés léket vágtak az őstó jégfelületén , de — hangsúlyozta — az egyesület álláspontja szerint nem ez volt a halpusztulás oka .
#goldHeads=12,1,1,1,6,7,1,9,10,7,12,0,14,12,14,17,18,19,22,22,22,14,24,25,22,12,
#predictedHeads=12,1,1,1,6,7,12,9,10,7,12,0,14,12,14,17,18,19,22,22,22,12,24,25,22,12,
(12,5),(5,26),-0.783255 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0497225 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.200988 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.042036 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0847512 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.246173 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.238458 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.442901 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.439452 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.00424205 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.248658 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.0601459 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.264485 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.321843 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.163397 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.00596295 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.191157 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.395599 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.144617 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.04049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.694064 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.661853 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.663423 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.0867 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.950844 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.712925 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.618654 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.493711 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.763646 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-1.20968 # DEPENDENCYPART_GRANDPAR
(12,7),(7,25),-0.758288 # DEPENDENCYPART_GRANDPAR
(12,7),(7,26),-1.07619 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.246173 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0439979 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0444555 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0497225 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.200988 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.042036 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0847512 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.246173 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.135342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0439979 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0444555 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.229488 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.139469 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.674008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.336702 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.310283 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.439452 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.411138 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.952171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.470091 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.683386 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.709772 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.345899 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.89286 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.857887 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.576093 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.798714 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.594271 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.885837 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.267831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0409151 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.103395 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.202072 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0425211 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0910272 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0596371 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.244888 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.234125 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.194656 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.167586 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),0.2815 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.411405 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.332383 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.313936 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.456323 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.25188 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.553641 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.277858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0497785 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.241306 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0191378 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.314646 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0513944 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),0.269153 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.321289 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.47229 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.378144 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.173701 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.523739 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.253703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.0603961 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0910368 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.236408 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0137741 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.121903 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.164954 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),0.286433 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.456949 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.15836 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.139549 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.17019 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.116721 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.25271 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.176553 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.23262 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.11353 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),0.33736 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.403366 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.306685 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.446873 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.527377 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.185219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,14),0.315566 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0181168 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.117937 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.0785168 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.261965 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.127443 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.149786 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),0.300742 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.461831 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.964177 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.483826 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.695075 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.717599 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.351016 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.910572 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.869893 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.816426 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.611983 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.897525 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.202889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.0896898 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.292434 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.120331 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.270663 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0491929 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.0872802 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.138723 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.183958 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.213104 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.390811 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.257135 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),0.188261 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.484443 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.314629 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.194774 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.117712 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.511673 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),0.268908 # DEPENDENCYPART_GRANDPAR
(12,25),(25,17),-0.0524778 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),0.00174856 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),0.194717 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),0.117655 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.510002 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.174688 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0660456 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.022645 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.155776 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.0531133 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.0520318 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.100395 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.332493 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.00855772 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.0520547 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.0103591 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.0611134 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.0414846 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.15085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.602977 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.262649 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.151785 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),0.0683816 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.137547 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.15184 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.228375 # DEPENDENCYPART_GRANDPAR
(14,1),(1,25),-0.16755 # DEPENDENCYPART_GRANDPAR
(14,1),(1,26),-0.976676 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.31323 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.00260932 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0902503 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.1056 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.20742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,26),-1.08248 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.827911 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.206604 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.267443 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.194249 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.307239 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.106002 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.245113 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.201616 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.243457 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.170726 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.130546 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.4698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.782022 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.550513 # DEPENDENCYPART_GRANDPAR
(14,4),(4,26),-1.27848 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.292334 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.192638 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.333403 # DEPENDENCYPART_GRANDPAR
(14,5),(5,26),-1.15466 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.256179 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.0768373 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0726074 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.141699 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0117119 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0845481 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.128045 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.301642 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.285126 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0723809 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0171318 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.22865 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0359759 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.00155682 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.333897 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0096675 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0531645 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0150953 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0631137 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.0397619 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.15013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.602777 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.262388 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.151524 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),0.0685938 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.137348 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.151565 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.227653 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-0.390565 # DEPENDENCYPART_GRANDPAR
(14,7),(7,25),-0.167289 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-0.976485 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.0117119 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.152921 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.202196 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.256179 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.0768373 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.0726074 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.141699 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0117119 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0517822 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.152921 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.202196 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.115438 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.143548 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.121452 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0777021 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.37486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,19),-0.301642 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.452365 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.6812 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.174544 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.257435 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.0608992 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.232947 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.27094 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.273317 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.458459 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.207285 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.163788 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.224431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0134756 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.44215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.750768 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.644877 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.533634 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.290106 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.365483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.47961 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.523106 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.773331 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.550026 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-1.2493 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.121874 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.803025 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.150824 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.505852 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.462355 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.34113 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.35093 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.473956 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.887828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.212026 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.152707 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.116837 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),0.00501591 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.257254 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.37464 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.310984 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.267487 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.22425 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.248378 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.360395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),-0.245999 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.149506 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.148056 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.036956 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.0918547 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.127354 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.251222 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.144069 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.301514 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),-0.192018 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.189371 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0776132 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0912581 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0715013 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.423163 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.204832 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.940745 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),0.204546 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),0.327939 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),0.175504 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),0.140467 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.973484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,17),-0.322345 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.210571 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.00544106 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0302347 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.0787398 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.199556 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),0.0183473 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.783302 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.577358 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),0.0538668 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.176902 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.128071 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.0977963 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.181831 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.16798 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.118176 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.0746787 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.143898 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.187099 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.351828 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.925212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.341688 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.211347 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.201874 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0893275 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.110246 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.00422164 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0568834 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.288084 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.219827 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.00814749 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.807452 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.152576 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.0651046 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.0416338 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.416875 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),0.00641385 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),-0.119328 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),0.0773853 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),0.0641864 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.0425521 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.41524 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.2465 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.478325 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.452706 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.493621 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.194158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.303642 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.471227 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.375489 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.68481 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.452706 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.75344 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.493621 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.194158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.427414 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.214547 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.24681 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.27105 # DEPENDENCYPART_GRANDPAR
