# _root_ Ám 1996-ban született egy újabb rendelet , amely alapján a díj magasabb lett , mint amennyit a szegedi orvosegyetem előzőleg kifizetett .
#goldHeads=3,3,0,6,6,3,3,9,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
#predictedHeads=3,3,0,6,6,3,3,13,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
(21,2),(21,5),-0.0133209 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.0199431 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.0698884 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.15871 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.0117715 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0616013 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0200916 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.00568384 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0334798 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0698884 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.223957 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0963365 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0616013 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.00980969 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.0202244 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.0312142 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.00557531 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0147906 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.0381834 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.0661962 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.1528 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0493293 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0704861 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0380043 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0050333 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0565037 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0661962 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.00180783 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0850484 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0704861 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.00811276 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0378663 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.022792 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.00383732 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0244396 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.0436524 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.142413 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0228715 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.202649 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0243023 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.00996553 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0196825 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0436524 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.120543 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0795107 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.202649 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0186984 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0241542 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0227213 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.00489174 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.0907265 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.193796 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.0459094 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0652651 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0407516 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.00966929 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0277821 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0907265 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.083449 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0913045 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0652651 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.00455941 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0401006 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.000377657 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0126543 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.198649 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0546521 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.106431 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0109559 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0120815 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0250745 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.00388589 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.128929 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0675366 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.106431 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.00964327 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.010592 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0237542 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0210417 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0506309 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.029057 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0249769 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.02916 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.02108 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.0646519 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.103457 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.138834 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.029057 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0262244 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0252301 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0272452 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0599182 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0219092 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.00596557 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.0429822 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.00211528 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.12617 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.105285 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0600264 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0219092 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0287415 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.00531458 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0404206 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0510038 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0142331 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0179281 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0117123 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.00926229 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0788248 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.106711 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.125585 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0151002 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0143685 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.050512 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0634118 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.00935221 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0280704 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0923534 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0831949 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0916005 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0655525 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0048765 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0403216 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.000474048 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00535668 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.013533 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0670083 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.124628 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0732467 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.196556 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0172365 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0139434 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0179096 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.00831581 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0401336 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0136966 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0956466 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0785412 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0206295 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0426947 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0291866 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.00759008 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.128929 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0675366 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.106431 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00964327 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.010592 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0237542 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0210417 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0283732 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0344848 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0280989 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.006389 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.018245 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0253991 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0680274 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0161524 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.000137398 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0137403 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.016732 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0151002 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0143685 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.050512 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0634118 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0168932 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0213747 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.00488452 # DEPENDENCYPART_SIBL
(21,19),(21,20),7.44224e-05 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00573903 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00446019 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.393647 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.914481 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0875764 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.00675723 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.385219 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0299719 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.218618 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.111424 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.778927 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.250829 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.23566 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.252113 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.25347 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),0.561981 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),2.25815 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.855103 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.699397 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.124014 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0586969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.392449 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.5589 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.258058 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.353911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),1.96548 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.737399 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.104115 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0889597 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.113148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.439883 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.110227 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0697655 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.465539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0997409 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.0686936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.568895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.305493 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0853565 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.286847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.431939 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.132185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.271401 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.33048 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),2.32298 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.816564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.130461 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.631652 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.546456 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.26259 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.494349 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.198964 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.112637 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0681036 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.732388 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.53031 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),2.14071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.722787 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.109351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.434098 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.505031 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.173985 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.109417 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.266821 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.130478 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0943337 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.801912 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.320227 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.139031 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.230041 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0626554 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.314774 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.61853 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.456765 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.179179 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.313713 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.266121 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),2.3011 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.911657 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.799563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.125569 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0132488 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.616754 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0740974 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0135583 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.2242 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0918493 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.625426 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.482364 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.204848 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.16749 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.220242 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.530295 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),2.24365 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.743163 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.105086 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.422083 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.191066 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.105286 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.257322 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.152475 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.0902033 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.805428 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.316097 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.156111 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.247009 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.122931 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.0124671 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.538179 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.920718 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.528185 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.349832 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.43231 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),2.32419 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.401734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.117447 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.217009 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0941296 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.107776 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.129711 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0582012 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),0.0271593 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.627604 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.407261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.327091 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.178814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.10762 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0835442 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0529901 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0171478 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.165687 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.0855087 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.260496 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.177897 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.0339691 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.0744177 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.267692 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.368068 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.155636 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.326992 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),0.0629564 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.597747 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.415748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.331554 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.110197 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.114558 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.446569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.340835 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.139705 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.211485 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.208973 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0893038 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0689347 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0257003 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.102149 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.143227 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),0.0415587 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.650103 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.340457 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.139297 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.212446 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.210361 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0907018 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0995559 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0730136 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.200769 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0860103 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.304896 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.0395862 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.157296 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),0.0402899 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.652495 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.212145 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.102238 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0706072 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.016005 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.282624 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.299607 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),0.0415333 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.415767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.331574 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.161764 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.111403 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.107814 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.0233148 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.0043661 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.191815 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0795844 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),0.035474 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.081853 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.172935 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),0.0117867 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.637863 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.434306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.330913 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.107504 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.21903 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.196804 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.0161993 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.0594065 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0251497 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.107068 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.312942 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.174632 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.260484 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.0309338 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.0482277 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.254322 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.213238 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.341422 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.123491 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.317283 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),0.077534 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.575669 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.420472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,3),0.220385 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.168175 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.120988 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),0.129633 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),0.0198789 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),0.00398076 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.0699945 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.235674 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.21406 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.0800574 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.336136 # DEPENDENCYPART_GRANDPAR
