# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(20,16),(20,17),0.066303 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0663001 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.118057 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0370855 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0376561 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.022058 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.023389 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00320717 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0098759 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.023389 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00320717 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00987613 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.042603 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.060846 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00207036 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.038075 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0260406 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0305463 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0719004 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0111911 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0509195 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0509166 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0677955 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0229077 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0336595 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.013425 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0333081 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.013425 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0333081 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0111911 # DEPENDENCYPART_SIBL
(22,2),(22,7),0.0402795 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0286095 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.641687 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.317123 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0462295 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.018106 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.150509 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0181083 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.317123 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0462258 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.063162 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0190964 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.00772291 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0450389 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.041682 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.010301 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.439493 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.662708 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00375851 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.00387132 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.111478 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.00387132 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.662708 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.00522142 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.013145 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.00387132 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0202542 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.00466804 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.00430434 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.421235 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.669001 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.00255372 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0111211 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.10521 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0111211 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.669001 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.00109081 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.00683281 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0111211 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0265664 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0016442 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0132013 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.408123 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0227776 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0569251 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.141026 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0569251 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.408123 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0253304 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.033249 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0569251 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.012328 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0240405 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0238545 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.165079 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0129962 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.205464 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0129962 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.662013 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.155843 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.163761 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0129962 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0746391 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.155282 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.00750609 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.107154 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.00750609 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.667068 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.00761676 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.000306855 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.00750609 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0330924 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.00817015 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.00426617 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.150509 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0181083 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.317123 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0462258 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.063162 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0190964 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.00772291 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0450389 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.041682 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0531175 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.355253 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0656851 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0578098 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0531175 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0908829 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0662357 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.134506 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.317123 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0462258 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.063162 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0222191 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.00772291 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0450389 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0383163 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.155843 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.163761 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0129962 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0746391 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.155282 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0132761 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00307406 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0201232 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00479905 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00425058 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00307406 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0201232 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.00479905 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.00425081 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00518814 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0475736 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0407267 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0137967 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0083669 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00430316 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.462197 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.964509 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.299796 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.276731 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.2134 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.596382 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.322867 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.73993 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.182513 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.219845 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0551553 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.325445 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.0663437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.208754 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.03279 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.666601 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.339756 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.244464 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.735923 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0189922 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.157163 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.265457 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0298058 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.321442 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),2.04433 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.011513 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.470792 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.189534 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.193052 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0930098 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0349937 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0848745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.261662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.265759 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.37111 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.151315 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.134304 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.37548 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.270731 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.203712 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.232859 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.0120264 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.154089 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.197143 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.287903 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),2.40448 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.152382 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.652144 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.30856 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0679777 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.193847 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.824213 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.152254 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.121835 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.208793 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.350937 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.148076 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.151171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.650515 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.307249 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0655445 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.191412 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.82301 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.094057 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.537524 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.248153 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0370098 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.203145 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.740942 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.169414 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.267601 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.276731 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.039158 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.172439 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.553151 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.0533789 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.0352921 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.326038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),2.2134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.45648 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.220282 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.224181 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.124564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.51965 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.110322 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.224134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0157275 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0348163 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.738726 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.297502 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.11163 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.273243 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.482501 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.257219 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.286365 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.0145387 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.207595 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.250649 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.290415 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),2.39812 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.502256 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.960867 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.719068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.274965 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0221874 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.109487 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.266674 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.245829 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0410353 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.14229 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.146456 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.385835 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.104963 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.0297863 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.235417 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.509906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.392101 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.0603737 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.415511 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.412192 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.258433 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.549545 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.02359 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.556213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.140086 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0453999 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0787994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.00662768 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0840459 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0480643 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0784115 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.316305 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.121839 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.0506555 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.0740328 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.336833 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.27531 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.528245 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.18623 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.217332 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.665214 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.704295 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.607424 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.981737 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.516971 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.539661 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.685127 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.493544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0843891 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.142106 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.212827 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.247515 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.247091 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.198153 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.330789 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.326738 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.221606 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.507456 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.343451 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.378957 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.555613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.297343 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.34484 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.530244 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.607806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.536721 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.553158 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.638159 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.556873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0850622 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.272509 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.115881 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.173063 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.307348 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.359556 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.401007 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.280334 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.626664 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.317211 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.604513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.701505 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.536721 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),-0.0850622 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.272509 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.115881 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.173063 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.188205 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.186597 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.245356 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.303315 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.579653 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.626664 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.604513 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.542003 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.685867 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.52368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.116169 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.300606 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.138593 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.208669 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.283789 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.347039 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.268486 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.326527 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.363012 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.504333 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.226545 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.367255 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.402761 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.55249 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.321147 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.368645 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.527121 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.61186 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.115881 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.173063 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.245356 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.303315 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.267428 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.220207 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.44608 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.263562 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.316541 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.3506 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.317211 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.604513 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.701505 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.553158 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),-0.115881 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.173063 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.186597 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.245356 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.303315 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.267428 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.220207 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.44608 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.263562 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.316541 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.3506 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.495524 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.272802 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.321253 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.701505 # DEPENDENCYPART_GRANDPAR
