# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
(2,6),(6,8),-0.396665 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.413207 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.212058 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.246545 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.374877 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.788545 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.626902 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.613257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.229773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.161124 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.15109 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0765164 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.37476 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.36166 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.426336 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.373015 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.431881 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.210415 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.417385 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.465013 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.556319 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.240018 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.373068 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.730787 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0714394 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.387588 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.398461 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.102416 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.407657 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.347269 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.479092 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.305381 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.428508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.151798 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.00777901 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0311885 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.183025 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.12144 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.060184 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),0.0206843 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),0.00428749 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.25293 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.453883 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.263584 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.445466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.126381 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.00213959 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0803358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.226029 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.115226 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.139358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.114174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.169992 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.028159 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.215698 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.142436 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.19048 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.00642814 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.0275722 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.222631 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.479092 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.305381 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.428508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.151798 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0277811 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.177773 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.171209 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.159537 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.154202 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.172695 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.0206843 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.00428744 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.25293 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.428508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,10),-0.159537 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.0568275 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.167443 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.158791 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.186097 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.0206843 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.422102 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.357533 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.523282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,13),-0.145446 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.261912 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.213933 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.890882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.645715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.433199 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.214142 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.642183 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.706676 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.550402 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.760493 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.461554 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.754494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.890882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,1),-0.882034 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.596131 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.709878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.507521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.306193 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.397724 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.361863 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.275436 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.443249 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.42541 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.238891 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.166761 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.160543 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.490152 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.313313 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.201011 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.277319 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.560452 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.692176 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.160635 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.847429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.987798 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.866231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.560369 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.79942 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.681204 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.851888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.531594 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.460155 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.422312 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.228436 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.733347 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.160635 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.765488 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0483261 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.519001 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.312249 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.806355 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.22282 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.00527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.477949 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.976336 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.566829 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.548027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.232473 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0261624 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.125453 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0581071 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.133571 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0183702 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.000754319 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0720343 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.370241 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.0394845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.0350007 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.441914 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.28261 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.0755 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.513451 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.03613 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),-0.179294 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.120575 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.00133575 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.119688 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0565664 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0837525 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0514643 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.130451 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.42411 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.2228 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.477924 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.976312 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.566805 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.546276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.195959 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.249105 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0664704 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.145312 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.117609 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0353974 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-5.02254e-05 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0666557 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.260428 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.369457 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0366903 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.0377949 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.440579 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.22281 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.477938 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.976326 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.562085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.203419 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.270105 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0666518 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.133418 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.035216 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.0679412 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0383867 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0558336 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.278096 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.443544 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.0537558 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.437021 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.2228 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.477924 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.976312 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.566805 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.546504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.195996 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.24912 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.0659353 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.145312 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.117836 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.0359325 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.0753641 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.0174013 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.0576135 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.27317 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.427963 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.0394947 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.440579 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.14287 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.403356 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.326661 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.331454 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.27195 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.08541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),0.363633 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0778095 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.248125 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.06999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.377222 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.198337 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.0562874 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.359348 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.403356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.362305 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0594928 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.182747 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.415137 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.1032 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.315245 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0813486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.175539 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.135687 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.302762 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.20375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.502697 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.42189 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.515438 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.709398 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.15044 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.19635 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0526875 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.136041 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.116749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0748521 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.201367 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0434765 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.271665 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.291977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.810099 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.2981 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.386049 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.328619 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.477657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.687671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.00974696 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.178312 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0355101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.152257 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.295291 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.194716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.369451 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.762806 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.736442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.127662 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0553477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0951655 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.178769 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0711836 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.291978 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.271663 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.823996 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),0.0182227 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.0287456 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.161335 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),0.0786532 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.170133 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.743628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.163829 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.148024 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.12576 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0811957 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.0835435 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.209379 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.163164 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.35544 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0190898 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.226068 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.3376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.783688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.267072 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.260648 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.952541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.424722 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.172788 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0353325 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.271517 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.103788 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.356372 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.774384 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.214871 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.979734 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.328619 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.03551 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.00572205 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.311188 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.168965 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.416516 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.193705 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),0.0143123 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.0326559 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.165245 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),0.164215 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.756996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.191337 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.140011 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0563127 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0755297 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0822178 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.129598 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0831112 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.517668 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.10379 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.346215 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.794322 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),0.0189301 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.0280382 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.160628 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),0.0793606 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),0.174651 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.745427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.165578 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.14523 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.127487 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.0790182 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.0807493 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0706486 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.155357 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.0841619 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.508492 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.0810842 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.282332 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.785525 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.201695 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.171528 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.196954 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.182727 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.242642 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.160173 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.209962 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.477932 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.436036 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.382759 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.427753 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.800933 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.562461 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.525873 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.51319 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.543493 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.552895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.630788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.473818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0659649 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0679817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.269806 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0496926 # DEPENDENCYPART_GRANDPAR
