# _root_ A junior lányok versenyén Mester_Orsolyáé ( 347 ) az első hely , a fiúk között Dienes_Miklósé ( 505 ) , aki mögött Varga_Zoltán a harmadik lett ( 495 ) .
#goldHeads=3,3,4,5,0,7,5,7,11,11,5,5,14,15,16,5,18,16,18,16,22,26,26,25,26,16,28,26,28,5,
#predictedHeads=3,3,4,5,0,7,5,7,11,11,15,15,14,15,16,26,18,16,18,26,22,26,26,25,26,0,28,26,28,26,
(16,5),(5,14),0.0755297 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.091866 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.942767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.3012 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.252088 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.387254 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-0.442281 # DEPENDENCYPART_GRANDPAR
(16,5),(5,27),-0.405225 # DEPENDENCYPART_GRANDPAR
(16,5),(5,29),-0.458367 # DEPENDENCYPART_GRANDPAR
(16,5),(5,30),-0.673555 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.191803 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.373447 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.170176 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0643391 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.189663 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.679226 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.781534 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.931983 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.563897 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.0326629 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.561265 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.238147 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.399855 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.147786 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.41506 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.294355 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.13132 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0755154 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0918636 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.942772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.301205 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),0.0372204 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.252092 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.387259 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.172161 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.442295 # DEPENDENCYPART_GRANDPAR
(16,11),(11,27),-0.40523 # DEPENDENCYPART_GRANDPAR
(16,11),(11,29),-0.458372 # DEPENDENCYPART_GRANDPAR
(16,11),(11,30),-0.67356 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0319833 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.399182 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.414386 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.293682 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.208078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.158316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.102784 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.091866 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.942767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),0.037225 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.172156 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.311915 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.957811 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.584227 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.0491041 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.577706 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.191424 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.395426 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.158502 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.592797 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.225244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.15715 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.299673 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.062532 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.826519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.245808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.0956212 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.197001 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.327825 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.195667 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.374685 # DEPENDENCYPART_GRANDPAR
(16,15),(15,29),-0.403281 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.47903 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.482666 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.401356 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.257667 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.414027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.150782 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.109308 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0909238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0580188 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.172689 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.024889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.00891549 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.0969711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,30),-0.385126 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.918736 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.389459 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.918061 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.506366 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.469406 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.565659 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.47262 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.402887 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.423059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.0929233 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.443935 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.1519 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0122563 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.11227 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.171531 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0324818 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),0.145419 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.0894646 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-1.03825 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.508974 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.03758 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.97404 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.75677 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.685066 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.687417 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.522402 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.297354 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.344836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.0978801 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.135026 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.0137808 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.113979 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.213868 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.249619 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.0806661 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),0.176889 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.0807125 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-0.277785 # DEPENDENCYPART_GRANDPAR
(16,26),(26,2),-1.31886 # DEPENDENCYPART_GRANDPAR
(16,26),(26,3),-0.980134 # DEPENDENCYPART_GRANDPAR
(16,26),(26,4),-0.450578 # DEPENDENCYPART_GRANDPAR
(16,26),(26,5),-0.97918 # DEPENDENCYPART_GRANDPAR
(16,26),(26,6),-0.576205 # DEPENDENCYPART_GRANDPAR
(16,26),(26,7),-0.78949 # DEPENDENCYPART_GRANDPAR
(16,26),(26,8),-0.54242 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-0.915598 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-0.626671 # DEPENDENCYPART_GRANDPAR
(16,26),(26,12),-0.540386 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-0.627389 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-0.464006 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-0.238156 # DEPENDENCYPART_GRANDPAR
(16,26),(26,16),-0.502671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,26),(26,17),0.0357412 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.474559 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.114881 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.113941 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.18034 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.235485 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),0.128181 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.306106 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.254118 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.0831408 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),0.0900011 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.160382 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.295613 # DEPENDENCYPART_GRANDPAR
(16,28),(28,16),-0.414027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,28),(28,17),0.150782 # DEPENDENCYPART_GRANDPAR
(16,28),(28,19),0.226282 # DEPENDENCYPART_GRANDPAR
(16,28),(28,20),0.0021016 # DEPENDENCYPART_GRANDPAR
(16,28),(28,23),0.216825 # DEPENDENCYPART_GRANDPAR
(16,28),(28,24),-0.207509 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.0129806 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),0.0467567 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.0969711 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-0.385126 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.759872 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.65488 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.423601 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.568037 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.547038 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.517775 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.400647 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.447354 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.559231 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.982762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,22),-0.590331 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.588551 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.925586 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.672734 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.798231 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.814549 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.597064 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.632509 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.577479 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.493567 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.585442 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.494796 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.469502 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.558606 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.587183 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.577624 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.967236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.682848 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.649969 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.52475 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.392285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,29),-0.816608 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.629962 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.759872 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.77619 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.628429 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.579879 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.423601 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.568037 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.547038 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.517775 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.400647 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.520247 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.486533 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.582351 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.982762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.694269 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.665216 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.590331 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.588551 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.412066 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.723952 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-0.781282 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-0.828028 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.970013 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.08633 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-1.21182 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-1.22814 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.819607 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.961529 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.998985 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.799398 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.972198 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.804755 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.04657 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.913261 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),-0.374427 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.308719 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.484392 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.237313 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.28208 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.419417 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.414364 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.497294 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.644137 # DEPENDENCYPART_GRANDPAR
(18,26),(26,2),-1.27099 # DEPENDENCYPART_GRANDPAR
(18,26),(26,3),-1.06729 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-1.19251 # DEPENDENCYPART_GRANDPAR
(18,26),(26,5),-1.20883 # DEPENDENCYPART_GRANDPAR
(18,26),(26,6),-0.981198 # DEPENDENCYPART_GRANDPAR
(18,26),(26,7),-0.986086 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-0.962368 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-0.802623 # DEPENDENCYPART_GRANDPAR
(18,26),(26,11),-0.979673 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-0.908445 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-0.78098 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.952886 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.780386 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-1.02726 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.961496 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.598195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),-0.39536 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.398699 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.458483 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.215195 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.179546 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.389066 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.229401 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.370572 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.39689 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.493093 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.5781 # DEPENDENCYPART_GRANDPAR
(18,28),(28,16),-0.971682 # DEPENDENCYPART_GRANDPAR
(18,28),(28,17),-0.904751 # DEPENDENCYPART_GRANDPAR
(18,28),(28,19),-0.349266 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),-0.352663 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.144312 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.302865 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.0293483 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.387708 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.457236 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.653687 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.483171 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.66655 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.470793 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.413431 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.367011 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.328928 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.272195 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.268604 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.361249 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.388886 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.131827 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.521135 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.59087 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.547704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.38154 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.35737 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.337304 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.376303 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-1.03032 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.635478 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.704789 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.474194 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.389158 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.452506 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-0.71529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,26),-0.278981 # DEPENDENCYPART_GRANDPAR
(22,3),(3,30),-0.501381 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-1.04178 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.643811 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.707995 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.703016 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.469453 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.389158 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.427363 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.620828 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.452506 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.71529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,26),-0.278981 # DEPENDENCYPART_GRANDPAR
(22,4),(4,30),-0.501381 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-1.04178 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.643811 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.707995 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.675396 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.469453 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.389158 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.427363 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.620828 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.317172 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.555828 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.452506 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.537388 # DEPENDENCYPART_GRANDPAR
(22,5),(5,17),-0.441721 # DEPENDENCYPART_GRANDPAR
(22,5),(5,19),-0.346102 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),-0.308666 # DEPENDENCYPART_GRANDPAR
(22,5),(5,26),-0.278981 # DEPENDENCYPART_GRANDPAR
(22,5),(5,27),-0.434572 # DEPENDENCYPART_GRANDPAR
(22,5),(5,29),-0.370924 # DEPENDENCYPART_GRANDPAR
(22,5),(5,30),-0.501381 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-1.04178 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.644478 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.708001 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.675402 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.66374 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.401166 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.309011 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.30414 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.494504 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.239277 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.317343 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.556 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.452669 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.537559 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.441887 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.281491 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.346268 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),-0.308837 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-0.71529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,26),-0.278986 # DEPENDENCYPART_GRANDPAR
(22,11),(11,27),-0.434572 # DEPENDENCYPART_GRANDPAR
(22,11),(11,29),-0.370924 # DEPENDENCYPART_GRANDPAR
(22,11),(11,30),-0.501381 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.675396 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.309011 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.494504 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.239277 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.581254 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.254811 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.555061 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.452506 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.537388 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.281328 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.71529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.324741 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.707995 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.675396 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.663733 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.401159 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.304134 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.494504 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.239277 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.581254 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.254811 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.555061 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.516546 # DEPENDENCYPART_GRANDPAR
