# _root_ Egyértelmű sikernek könyvelheti el , hogy a sokáig kizárólag klasszikusokhoz szoktatott , jómódú salzburgi publikum idővel hajlandónak mutatkozott befogadni a kortárs zenét is .
#goldHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,18,18,3,18,22,22,19,18,3,
#predictedHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,17,19,3,18,22,22,19,18,3,
(16,3),(3,4),0.0769771 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.322094 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.187962 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.0731321 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.0159489 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.0341991 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.205613 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0976791 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.215921 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.0340858 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.176684 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.0693812 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.921559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.30745 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.685281 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.584791 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.784119 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.825899 # DEPENDENCYPART_GRANDPAR
(16,3),(3,23),-0.714864 # DEPENDENCYPART_GRANDPAR
(16,3),(3,24),-0.852328 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.294904 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.206373 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.280431 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0551656 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.355182 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.167562 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.163041 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.103969 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.246572 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.0673671 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.928789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.309177 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.675255 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.574765 # DEPENDENCYPART_GRANDPAR
(16,6),(6,23),-0.661812 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.836431 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.20847 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.276064 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.217269 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.124192 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.202118 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0982263 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.034633 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.0658866 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.889186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.629639 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0635298 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.139541 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.102408 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0492265 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.0146265 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.839318 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.262596 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.236147 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.208619 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.286571 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.237194 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0498447 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.078883 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0376322 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.292656 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0958847 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.00506763 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.137524 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.294862 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.618828 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.518338 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.741631 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.783622 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.647193 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.835054 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.208619 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.286571 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.237194 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.0498447 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0376322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.292656 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.137423 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.180398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.137524 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.294862 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.741631 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.783622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.647193 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.835054 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0494869 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0376326 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.292658 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.139194 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.180421 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0756005 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.913991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.259017 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.184286 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.277571 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.0635298 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.102408 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.26063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.129506 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.171397 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0659132 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.206265 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.917785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.335237 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.839318 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.366497 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.465323 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.39805 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.54064 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.461276 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.442603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.311234 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.210744 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.436946 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.478143 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.343283 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.547103 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.599455 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.580469 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.582666 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.637189 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.622444 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.415883 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.417544 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.369079 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.640025 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.474232 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.531016 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.410639 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.553228 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.503794 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.524936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.069611 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.158491 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.160083 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.34953 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.391052 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.253327 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.468308 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.599455 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.580377 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.582666 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.637189 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.622444 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.415883 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.417502 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.369037 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.639934 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.474232 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.531016 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.410639 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.553228 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.503702 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.522851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0691019 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.256685 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.159935 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.348672 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.390195 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.250455 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.471206 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.435655 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.192166 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.435655 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.517223 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.0895361 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.127056 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.188869 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.267732 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.42817 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.595712 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.565596 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.537595 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.470539 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.549535 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.478678 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.5713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.018947 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.314154 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.213192 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.223681 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.388965 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.431765 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.488529 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.112381 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.216002 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.227498 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.133881 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.175929 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.317875 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.170308 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0836773 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.00490987 # DEPENDENCYPART_GRANDPAR
(17,9),(9,18),-0.596849 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.119283 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.21969 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.2351 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.217198 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.155646 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.213101 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.391819 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.170701 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0852573 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.98522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,21),-0.470013 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.398631 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.375652 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.725054 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.217578 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.155653 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.213111 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.393597 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.170732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.246031 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0432165 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.319337 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.025448 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.135203 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.193609 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0729197 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0391735 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.264613 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0862149 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.117047 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0694574 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.034577 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.02724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,22),-0.460604 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.10874 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.218252 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.22414 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.194558 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.177253 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.406203 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.258636 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.212563 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0850012 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.984186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.596832 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.754887 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.444551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.372919 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.385468 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.742628 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.881348 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.470858 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.553287 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.60862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.624064 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.410552 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.468709 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.586128 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.692192 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.504299 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.544625 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.497827 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.493876 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.327758 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.603091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.359462 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.213241 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.00493546 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0771011 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.0436413 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.342288 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.742628 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.881257 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.470858 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.553287 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.60862 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.624064 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.41051 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.468667 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.586037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.692192 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.504299 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.544625 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.497827 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.493785 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.327716 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.603655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.254609 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.213241 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.00557841 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.077744 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0462945 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.345335 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.665419 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.278398 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.665419 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.532482 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.578421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),-0.367294 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.275059 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.00317705 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0186564 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.752749 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.467463 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.537111 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.702363 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.507998 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.487579 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.346937 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.579577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.214325 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.371907 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.242037 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0335463 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0375066 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.395136 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.33096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.446403 # DEPENDENCYPART_GRANDPAR
(18,1),(1,24),-0.924434 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.341448 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.426709 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.204669 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.224518 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.283071 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.306511 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.0586177 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.066676 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.0468756 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.14846 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.150336 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.225563 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0663424 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.054821 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.0256919 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),0.113177 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),0.326742 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.20562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.321058 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.196202 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.037404 # DEPENDENCYPART_GRANDPAR
(18,3),(3,23),-0.540482 # DEPENDENCYPART_GRANDPAR
(18,3),(3,24),-0.731494 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.719101 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.537757 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.815083 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.410865 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.520448 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.390977 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.486926 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.306983 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.295462 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.278202 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.00538669 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.086102 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.52621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.641652 # DEPENDENCYPART_GRANDPAR
(18,6),(6,23),-0.799656 # DEPENDENCYPART_GRANDPAR
(18,6),(6,24),-1.03427 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.134507 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.150753 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.298284 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.231813 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.283407 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0442406 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.133909 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.158685 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0746908 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.0402425 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.148933 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.2636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,7),0.0941873 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0313771 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.0231426 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0752609 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.0736326 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.481562 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.417777 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.311899 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.352548 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.261479 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.343235 # DEPENDENCYPART_GRANDPAR
