# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(0,3),(3,7),0.0662709 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.139439 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.751831 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.209006 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.126096 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.258251 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.295683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.100563 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.660971 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.340469 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.049892 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),2.06342 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.368487 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0449933 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.89563 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.582714 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.195097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0744104 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.385709 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.277271 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.362031 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.237309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0422344 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0924235 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.402556 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.0189034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),2.0533 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.407079 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0770564 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.932242 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.145185 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.718136 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.144702 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.578477 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.657814 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.243346 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.470682 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.200486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0449278 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0806842 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.40525 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.377391 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.219943 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.015022 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),2.24994 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.245337 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.236049 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.470823 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0249935 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.972359 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.33152 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.093019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.162511 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-1.0862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.404361 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.258251 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.491137 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.295683 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.100563 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.660971 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.340469 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.470709 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.049892 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),2.06342 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.482117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.00206569 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0923366 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.260632 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.222426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.14835 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.2517 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.428159 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.277262 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.00591811 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.329883 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.369075 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.145139 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.306375 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.434755 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.364152 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.578748 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.549353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0111562 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.189534 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.318593 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.251683 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.237798 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.29032 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.305842 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.106422 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.386434 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.381748 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.234588 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.314794 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.393409 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.585546 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.525973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.00312495 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.153725 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0650829 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.289686 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.176196 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.028585 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.547681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.00891507 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.184713 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0974193 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.287924 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.222544 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0548692 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.480608 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.307189 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0768603 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.380646 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.392926 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.229237 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.325972 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.466043 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.379515 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.394757 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.517859 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.482117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.00206569 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.182755 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0269111 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.315069 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.226756 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.216504 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.225706 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.482596 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.278905 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.329883 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.428309 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.369075 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.145139 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.306375 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.434755 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.35567 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.364152 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.578748 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.0650829 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.289686 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.142896 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.203755 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.457213 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.197036 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),0.0348731 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.292233 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.439071 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.317918 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.046754 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.276014 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.355909 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.300371 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.665219 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.65548 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.627809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.597418 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.385002 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.249228 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.514947 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.545103 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.420922 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.430627 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.436906 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.414929 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.45588 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.403737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.45859 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.600941 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.486828 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.983472 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.614567 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.680907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.715619 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.561173 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.339643 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.493617 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.48438 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.681095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,5),-0.339831 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.243553 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.410706 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.485815 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.375751 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.467694 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.538504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.65548 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.627809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.691744 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.498524 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.371047 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.22159 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.499504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.483185 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.406967 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.400595 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.414929 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.546907 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.45588 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.403737 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.45859 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.600941 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.423981 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.486828 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.983472 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.614567 # DEPENDENCYPART_GRANDPAR
(2,17),(17,3),-0.715619 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.339647 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.375567 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.424103 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.45861 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.453515 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.545705 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.393359 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.299475 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.395291 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.537483 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-1.05599 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.561173 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.339643 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.243253 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.485815 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.375563 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.424103 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.45861 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.453515 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.545703 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.393359 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.299475 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.395291 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.59565 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.356908 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-1.05599 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.24977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.440775 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.30146 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.316611 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.557911 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.289493 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.585053 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.18136 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.853699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.124952 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.0700126 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.224727 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),0.106574 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.493843 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.408545 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.03704 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.367183 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.131061 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.09302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0553313 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.295658 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.314444 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.482947 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.39559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.397461 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.393501 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.573261 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.288593 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.855091 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.57925 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-1.08443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.0523129 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0280007 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.363586 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.139206 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.913503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.100164 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.187689 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0432077 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0476411 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.371966 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.134937 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.09482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.325479 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0803989 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.275309 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.212423 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.179333 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.398673 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.375636 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.388634 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.585585 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.271988 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.867415 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.667632 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.511496 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.582333 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-1.01742 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.181662 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.13923 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.187337 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0220641 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.00554142 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.230939 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0520473 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.157981 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.296027 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.0215638 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.194459 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.968744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.0866097 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.107098 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.109347 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.139761 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.285905 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.132286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.205752 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.178646 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.102295 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.373511 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0996844 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.661744 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.432975 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.299428 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.34836 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.949847 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.94101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.165418 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.123279 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0790809 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.293951 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.222449 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.0192625 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.372403 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.0330251 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.652406 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.425282 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.339983 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.94956 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.275913 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0665207 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.246284 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.115556 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.101307 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.108303 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.639256 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.546428 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.461129 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-1.00171 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.275925 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.119139 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.104775 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.390708 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.06259 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.562263 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.363586 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.913503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),0.187684 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.0516994 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.120803 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.0467703 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.155888 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.0764765 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.252133 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.0315872 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.589553 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.298481 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.931458 # DEPENDENCYPART_GRANDPAR
(3,19),(19,4),-0.100164 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.187689 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.0214469 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.230775 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.051695 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.120803 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.0467703 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.155888 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.0764744 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.252133 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.0315872 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.589553 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.390338 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.174831 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.931458 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.030581 # DEPENDENCYPART_GRANDPAR
