# _root_ Amiből még olyan következtetést is le lehet vonni , hogy nem is maga a szabadság olyan fontos és nélkülözhetetlen az emberfajtának , hanem a szabadság utáni vágy : a szabadság szivárványos képe .
#goldHeads=8,8,4,8,8,7,0,7,7,7,12,3,12,15,13,17,19,19,12,21,12,3,3,25,26,27,3,27,30,32,32,27,7,
#predictedHeads=7,7,4,8,7,7,0,7,7,7,12,23,15,15,12,17,19,19,23,21,26,23,7,25,26,27,23,27,30,32,32,27,7,
(18,3),(3,21),-0.513677 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.551538 # DEPENDENCYPART_GRANDPAR
(18,3),(3,23),-0.550653 # DEPENDENCYPART_GRANDPAR
(18,3),(3,25),-0.85339 # DEPENDENCYPART_GRANDPAR
(18,3),(3,26),-0.828278 # DEPENDENCYPART_GRANDPAR
(18,3),(3,27),-0.762798 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-0.499538 # DEPENDENCYPART_GRANDPAR
(18,3),(3,30),-0.954683 # DEPENDENCYPART_GRANDPAR
(18,3),(3,31),-1.03819 # DEPENDENCYPART_GRANDPAR
(18,3),(3,32),-0.667702 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.394611 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.165061 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.216454 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.146294 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.197595 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.112843 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.0133408 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.405229 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.0559897 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.26634 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.180054 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.117054 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0330043 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.276532 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.237319 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.282387 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.153264 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.0876904 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.218803 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.258978 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.302075 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.116696 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.30951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.562927 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.917277 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.958563 # DEPENDENCYPART_GRANDPAR
(18,7),(7,27),-1.2309 # DEPENDENCYPART_GRANDPAR
(18,7),(7,28),-0.845447 # DEPENDENCYPART_GRANDPAR
(18,7),(7,32),-1.1358 # DEPENDENCYPART_GRANDPAR
(18,7),(7,33),-1.05128 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.395802 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.0752684 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.252545 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.159937 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.161749 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.0136419 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.238512 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.211713 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.273316 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.124884 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.0220205 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.166991 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.239652 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.0769278 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.29987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.556178 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-0.909229 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-0.950086 # DEPENDENCYPART_GRANDPAR
(18,8),(8,27),-1.21697 # DEPENDENCYPART_GRANDPAR
(18,8),(8,28),-0.838353 # DEPENDENCYPART_GRANDPAR
(18,8),(8,32),-1.12187 # DEPENDENCYPART_GRANDPAR
(18,8),(8,33),-1.04513 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.418895 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.109768 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.241841 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.181167 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.203672 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.310248 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.204394 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.211935 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0152406 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.0204465 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0283134 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.00229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,23),-0.613408 # DEPENDENCYPART_GRANDPAR
(18,10),(10,28),-0.524226 # DEPENDENCYPART_GRANDPAR
(18,10),(10,33),-0.784611 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.120019 # DEPENDENCYPART_GRANDPAR
(18,11),(11,33),-0.744031 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.136974 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0184671 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.15817 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0216122 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.202038 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.104369 # DEPENDENCYPART_GRANDPAR
(18,12),(12,32),-0.663564 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.312931 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.216155 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.316345 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0383865 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0784342 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.526523 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.866236 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-0.775645 # DEPENDENCYPART_GRANDPAR
(18,13),(13,30),-0.967529 # DEPENDENCYPART_GRANDPAR
(18,13),(13,32),-0.680549 # DEPENDENCYPART_GRANDPAR
(18,13),(13,33),-0.807492 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.215275 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.135465 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.107458 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.11988 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.278296 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.183163 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.202946 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.012902 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0689828 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.122358 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0232052 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.226918 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.491898 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.74102 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.932904 # DEPENDENCYPART_GRANDPAR
(18,16),(16,32),-0.645939 # DEPENDENCYPART_GRANDPAR
(18,16),(16,33),-0.745159 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.152618 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.00637581 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.00960428 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0823651 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0454644 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0865708 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0424198 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.603596 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.534924 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.536237 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.532087 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.539891 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.619818 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.558336 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.486797 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.496917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,21),0.177496 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0894354 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.118357 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.163901 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.071626 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.0095272 # DEPENDENCYPART_GRANDPAR
(18,19),(19,30),-0.265194 # DEPENDENCYPART_GRANDPAR
(18,19),(19,32),0.0249055 # DEPENDENCYPART_GRANDPAR
(18,19),(19,33),-0.387696 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.556522 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.599446 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.536428 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.487753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.208848 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.112959 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.123453 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-0.649754 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-0.704923 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.921555 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.71764 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-0.975034 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.88068 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.650643 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.753082 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.580016 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.58248 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.669255 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.602168 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.532559 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.569753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.192605 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.0795565 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0887558 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0796467 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.246342 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.203119 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.446041 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.111494 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.0974728 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.304411 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),-0.655933 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.0156903 # DEPENDENCYPART_GRANDPAR
(18,23),(23,33),-0.316145 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.113867 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.224882 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.315739 # DEPENDENCYPART_GRANDPAR
(18,27),(27,14),-0.599446 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.688475 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-0.569144 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.536428 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.487753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.208848 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),-0.112959 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.1871 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.0911983 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.112185 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.223076 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.14222 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.394878 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.115253 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.315684 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.655497 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.0280979 # DEPENDENCYPART_GRANDPAR
(18,32),(32,15),-0.688475 # DEPENDENCYPART_GRANDPAR
(18,32),(32,18),-0.485829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,32),(32,20),-0.114259 # DEPENDENCYPART_GRANDPAR
(18,32),(32,21),0.190051 # DEPENDENCYPART_GRANDPAR
(18,32),(32,22),-0.0862172 # DEPENDENCYPART_GRANDPAR
(18,32),(32,23),-0.110261 # DEPENDENCYPART_GRANDPAR
(18,32),(32,24),-0.224401 # DEPENDENCYPART_GRANDPAR
(18,32),(32,25),-0.139269 # DEPENDENCYPART_GRANDPAR
(18,32),(32,26),-0.393875 # DEPENDENCYPART_GRANDPAR
(18,32),(32,27),-0.059071 # DEPENDENCYPART_GRANDPAR
(18,32),(32,28),-0.140424 # DEPENDENCYPART_GRANDPAR
(18,32),(32,29),-0.289224 # DEPENDENCYPART_GRANDPAR
(18,32),(32,30),-0.240562 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.605327 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.262967 # DEPENDENCYPART_GRANDPAR
(19,11),(11,33),-0.649832 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.261335 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.3186 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.289471 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.439303 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.157912 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.062303 # DEPENDENCYPART_GRANDPAR
(19,12),(12,32),-0.560025 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.384445 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.150973 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.243299 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.119179 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.235363 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.157195 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.324869 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.329682 # DEPENDENCYPART_GRANDPAR
(19,13),(13,30),-0.433951 # DEPENDENCYPART_GRANDPAR
(19,13),(13,32),-0.475638 # DEPENDENCYPART_GRANDPAR
(19,13),(13,33),-0.614837 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.065655 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.174713 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.114758 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.138933 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.470176 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.237494 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.271597 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.380219 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.29564 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.150964 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.211099 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.613226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.217347 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.389834 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-0.494103 # DEPENDENCYPART_GRANDPAR
(19,16),(16,32),-0.535805 # DEPENDENCYPART_GRANDPAR
(19,16),(16,33),-0.643399 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.133984 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.370971 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.180195 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.234731 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.156084 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.179557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.00866279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.358645 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.239654 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.368108 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.496335 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.261275 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.423505 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.256388 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.396622 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.259831 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.278923 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.27314 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.131171 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.1352 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.321205 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.642025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.28128 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.224545 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.265935 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.448955 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.453766 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.309847 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-0.599722 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.590035 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.604191 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.623954 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.508272 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.224322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.422872 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.155546 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.631469 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-0.544013 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.837334 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-0.6886 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.816434 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.586597 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.600761 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.573165 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.659054 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.548451 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.530155 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.411448 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.589624 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.506051 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.243197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.489582 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.193347 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.211702 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0481315 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0438695 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0117878 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.0486629 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.0544969 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.152951 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.0932946 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.19535 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.26483 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.42198 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0258918 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.0148818 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),-0.604191 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.578548 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.410055 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.623954 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.508272 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.224322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),0.422872 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),0.208159 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.116732 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.0773427 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.0241079 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.0448211 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.115261 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.0554464 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.0142917 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),0.0495921 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.0578282 # DEPENDENCYPART_GRANDPAR
(19,30),(30,20),0.42198 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.0258918 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),0.0447961 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.164266 # DEPENDENCYPART_GRANDPAR
(19,32),(32,15),-0.578548 # DEPENDENCYPART_GRANDPAR
(19,32),(32,18),-0.508272 # DEPENDENCYPART_GRANDPAR
(19,32),(32,20),0.422838 # DEPENDENCYPART_GRANDPAR
(19,32),(32,21),0.213625 # DEPENDENCYPART_GRANDPAR
(19,32),(32,22),0.122991 # DEPENDENCYPART_GRANDPAR
(19,32),(32,23),0.0805326 # DEPENDENCYPART_GRANDPAR
(19,32),(32,24),-0.0241661 # DEPENDENCYPART_GRANDPAR
(19,32),(32,25),0.0502876 # DEPENDENCYPART_GRANDPAR
(19,32),(32,26),0.117525 # DEPENDENCYPART_GRANDPAR
(19,32),(32,27),0.0411386 # DEPENDENCYPART_GRANDPAR
(19,32),(32,28),-0.0110769 # DEPENDENCYPART_GRANDPAR
(19,32),(32,29),-0.162541 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),-0.0587941 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),0.031401 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.172848 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.385343 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.35531 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.241485 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0632892 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.386028 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.19364 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0550197 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.203363 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.35327 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.479183 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.425653 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.587588 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.603099 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.418069 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.650249 # DEPENDENCYPART_GRANDPAR
(20,19),(19,32),-0.751026 # DEPENDENCYPART_GRANDPAR
(20,19),(19,33),-0.522952 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.295818 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.316926 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.69146 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.72776 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.409987 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.619899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,25),-0.148925 # DEPENDENCYPART_GRANDPAR
(21,13),(13,27),-0.194099 # DEPENDENCYPART_GRANDPAR
(21,13),(13,30),-0.205495 # DEPENDENCYPART_GRANDPAR
(21,13),(13,32),-0.205806 # DEPENDENCYPART_GRANDPAR
(21,13),(13,33),-0.617112 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.314778 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.540396 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.444378 # DEPENDENCYPART_GRANDPAR
