# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(15,17),(15,18),0.0584918 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.050295 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0220448 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.022223 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.00233901 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0147824 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0586201 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0587983 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.00353488 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0011544 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.00265227 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0192973 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00901722 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.00304895 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00968619 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.00748133 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0511037 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.00748133 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0511037 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.200028 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0130137 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.2447 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0130137 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0194709 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0642981 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.133893 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0750037 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.133893 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.367034 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0788347 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.163603 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0788347 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0364112 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.101702 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0170859 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.144474 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.133967 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.257463 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.196863 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.257463 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0485475 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.000316093 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.133893 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.367034 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0788347 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.163603 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0788347 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0364112 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.101702 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.133967 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.257463 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.196863 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.257463 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0485475 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.000316093 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0130137 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.2447 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0130137 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0194709 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0642981 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.284736 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.543449 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0200161 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0447743 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.3666 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0434966 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.192224 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0200161 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0447743 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0465671 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0770281 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.098743 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0773475 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.098743 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0773475 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.137182 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0186562 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0186806 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.24158 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0819233 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.24158 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0819233 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.180878 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.000962481 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.000980631 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.268216 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.100366 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.268216 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.204031 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0229361 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0229826 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.270887 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.516761 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.238428 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0530048 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0530267 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.268216 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.204031 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0229361 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0229826 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.238428 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0530048 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0530267 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0684728 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0688589 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0349875 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0557688 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.129168 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0395853 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.034143 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0511624 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0618472 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.034143 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0511624 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.00422861 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.129168 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.114381 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0161411 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.00422861 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0161411 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0687338 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.055906 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0944206 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0984421 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0534611 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0508455 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0691509 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0441943 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0325119 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0438698 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0441943 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0325119 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.00241316 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0508455 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.135356 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.103605 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.00241316 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.103605 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0471603 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0528377 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.00478566 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00148955 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.00284734 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0643362 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0153776 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0281842 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0056664 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0153776 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0281842 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0579782 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0557609 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.149649 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0589033 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0579782 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0589033 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0148501 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.111789 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0418794 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0385814 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0135702 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.158351 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0696369 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0732302 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.158351 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0696369 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.107579 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.263226 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0933498 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0711689 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.107579 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0711689 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.00480135 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.012411 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0343747 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0272422 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0223968 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0498884 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.00323416 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0528677 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0498884 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0105877 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.134931 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.144621 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0675529 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0105877 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0675529 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0249961 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0118572 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.00270622 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.00673705 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00751432 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0197239 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0240769 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.20725 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0793771 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0410955 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.121791 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.568302 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0793771 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.568302 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0413222 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0366542 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0436232 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0403283 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0254095 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0314638 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0420601 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.00332707 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0606243 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.129153 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.114367 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.00332707 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.114367 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0404431 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0459096 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.00197154 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.00132458 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0117061 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0498884 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0105877 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.134931 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.144621 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0675529 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0105877 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0675529 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0249961 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0118572 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00270622 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00673705 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00751432 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0793771 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0410955 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.121791 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.568302 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0793771 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.568302 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0413222 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0366542 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0436232 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0403283 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0254095 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.101056 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.126793 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.333839 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0131919 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.333839 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.00589107 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0343039 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.00587305 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00270637 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0291229 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.149649 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0589033 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0579782 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0589033 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0148501 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.111789 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0418794 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0385814 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0135702 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.015954 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.00788706 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.015954 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0287748 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0915204 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00301796 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00927239 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0444819 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0660307 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.759727 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0373833 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.102268 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0749885 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0716936 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0687867 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.333839 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00589107 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0343039 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00587305 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00270637 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0291229 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0373833 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.102268 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0749885 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0716936 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0687867 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.055906 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0944206 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0984421 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0534611 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0239631 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0279891 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0359394 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00315962 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00138019 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00801744 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.17883 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0923986 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0664123 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.233837 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0385373 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0311388 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.124341 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.305041 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.183877 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.139649 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.128369 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.167294 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.126364 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.305041 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.183877 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.139649 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.128369 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.167294 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.126364 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.17893 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0924979 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.283333 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.16064 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0388768 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.233943 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.10266 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.163002 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.224896 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0769475 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.130142 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.163393 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.165875 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.155408 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.146246 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.651437 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.257536 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.435811 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0172978 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.034326 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0467314 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.15424 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.684557 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.305637 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.261575 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.348147 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.83737 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.621554 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.226762 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.342994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.00148629 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0632235 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.183081 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0309199 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.125343 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.738182 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.274864 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.080485 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.315201 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.113225 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.403481 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),1.84416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.709638 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.814349 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.561685 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0120365 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0813081 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.001034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.017397 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.107258 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.85482 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.186957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.156567 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.431839 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.037143 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.571053 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.484121 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.417613 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),2.17527 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.60876 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.459516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0547652 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.284988 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.888652 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0573565 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0109531 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.189365 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.245923 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.913274 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.316911 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.00979564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.203506 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.580375 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.356231 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),2.00644 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.60876 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.459516 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0547652 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.284988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.888652 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0430932 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.263297 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.332936 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.245923 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.913274 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.316911 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.00979564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.490293 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.203506 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.608923 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.580375 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.356231 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),2.00644 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.338867 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.534982 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0320457 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.112475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.876393 # DEPENDENCYPART_GRANDPAR
