# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(23,3),(23,10),0.0661613 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0661613 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.426871 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0661613 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0377403 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.0661613 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0208304 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.0421525 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0661253 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0188331 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.0768468 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0768468 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.436415 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0768468 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0374862 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.0768468 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0247533 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0424058 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0768108 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.022756 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0768468 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.436415 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0768468 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0374862 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0768468 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0247533 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0424058 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0768108 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.022756 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.436415 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0768468 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0374862 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0768468 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0247533 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0424058 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0768108 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.022756 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.104957 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.115694 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.104957 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0299704 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0178956 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.104956 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0296836 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0374862 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0768468 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0247533 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0424058 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0768108 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.022756 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0679507 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0426671 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0103214 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0679507 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0527214 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0247533 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0424058 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0768108 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.022756 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0414293 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0120103 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0331135 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.051499 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0640979 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0227556 # DEPENDENCYPART_SIBL
(24,7),(24,8),0.641681 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.317125 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0181101 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.641681 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.317125 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.0181101 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.794002 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.317125 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0181101 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.317125 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0181101 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0372099 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.0480251 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0181461 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.030114 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0417075 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.408125 # DEPENDENCYPART_SIBL
(24,8),(24,10),0.056919 # DEPENDENCYPART_SIBL
(24,8),(24,11),0.0456266 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.408125 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.056919 # DEPENDENCYPART_SIBL
(24,8),(24,14),0.231583 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.408125 # DEPENDENCYPART_SIBL
(24,8),(24,16),0.056919 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.408125 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.056919 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.016044 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0264159 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0564281 # DEPENDENCYPART_SIBL
(24,8),(24,22),0.00980715 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.0235477 # DEPENDENCYPART_SIBL
(24,9),(24,10),0.0129942 # DEPENDENCYPART_SIBL
(24,9),(24,11),0.190769 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.662013 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.0129942 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.138025 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.662013 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.0129942 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.662013 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.0129942 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.132452 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.000353554 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.0129942 # DEPENDENCYPART_SIBL
(24,9),(24,22),0.151085 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.144959 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.641681 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.317125 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0181101 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.794002 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.317125 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0181101 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.317125 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.0181101 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.0372099 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.0480251 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.0181461 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.030114 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0417075 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.408125 # DEPENDENCYPART_SIBL
(24,11),(24,13),0.056919 # DEPENDENCYPART_SIBL
(24,11),(24,14),0.231583 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.408125 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.056919 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.408125 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.056919 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.016044 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.0264159 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0564281 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.00980715 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0235477 # DEPENDENCYPART_SIBL
(24,12),(24,13),0.0129942 # DEPENDENCYPART_SIBL
(24,12),(24,14),0.138025 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.662013 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.0129942 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.662013 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.0129942 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.132452 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.000353554 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.0129942 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.151085 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.144959 # DEPENDENCYPART_SIBL
(24,13),(24,14),0.794002 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.317125 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0181101 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.317125 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0181101 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0372099 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.0480251 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0181461 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.030114 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0417075 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.386591 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.102989 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.386591 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.102989 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.00401255 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0375636 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.102988 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.00606103 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.00111749 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0129942 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.662013 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0129942 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.132452 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.000353554 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0129942 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.151085 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.144959 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.317125 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0181101 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0372099 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0480251 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0181461 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.030114 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0417075 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0129942 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.132452 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.000353554 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0129942 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.151085 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.144959 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0372099 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0480251 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0181461 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.030114 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0417075 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.00292227 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.00458835 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.00404567 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.00747273 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0352335 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0878614 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0944471 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0301136 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0417071 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0114622 # DEPENDENCYPART_SIBL
(25,7),(25,8),0.641638 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0184685 # DEPENDENCYPART_SIBL
(25,7),(25,11),0.641638 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.317172 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0184685 # DEPENDENCYPART_SIBL
(25,7),(25,14),0.793956 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.317172 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0184685 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.317172 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0184685 # DEPENDENCYPART_SIBL
(25,7),(25,19),0.0371628 # DEPENDENCYPART_SIBL
(25,7),(25,20),0.047978 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0185045 # DEPENDENCYPART_SIBL
(25,7),(25,22),0.0300669 # DEPENDENCYPART_SIBL
(25,7),(25,23),0.0416604 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.0184736 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.041682 # DEPENDENCYPART_SIBL
(25,8),(25,10),0.0566605 # DEPENDENCYPART_SIBL
(25,8),(25,11),0.0456326 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.408123 # DEPENDENCYPART_SIBL
(25,8),(25,13),0.0566605 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.231586 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.408123 # DEPENDENCYPART_SIBL
(25,8),(25,16),0.0566605 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.408123 # DEPENDENCYPART_SIBL
(25,8),(25,18),0.0566605 # DEPENDENCYPART_SIBL
(25,8),(25,19),0.0160465 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.0264134 # DEPENDENCYPART_SIBL
(25,8),(25,21),0.0561696 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.00980963 # DEPENDENCYPART_SIBL
(25,8),(25,23),0.0235502 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.0587282 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.0238545 # DEPENDENCYPART_SIBL
(25,10),(25,11),0.641638 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.317172 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.0184685 # DEPENDENCYPART_SIBL
(25,10),(25,14),0.793956 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.317172 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0184685 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.317172 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.0184685 # DEPENDENCYPART_SIBL
(25,10),(25,19),0.0371628 # DEPENDENCYPART_SIBL
(25,10),(25,20),0.047978 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0185045 # DEPENDENCYPART_SIBL
(25,10),(25,22),0.0300669 # DEPENDENCYPART_SIBL
(25,10),(25,23),0.0416604 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.0184736 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.041682 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.408123 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.0566605 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.231586 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.408123 # DEPENDENCYPART_SIBL
(25,11),(25,16),0.0566605 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.408123 # DEPENDENCYPART_SIBL
(25,11),(25,18),0.0566605 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.0160465 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.0264134 # DEPENDENCYPART_SIBL
(25,11),(25,21),0.0561696 # DEPENDENCYPART_SIBL
(25,11),(25,22),0.00980963 # DEPENDENCYPART_SIBL
(25,11),(25,23),0.0235502 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.0587282 # DEPENDENCYPART_SIBL
(25,11),(25,26),0.0238545 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.0127315 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.138025 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.662013 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.0127315 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.662013 # DEPENDENCYPART_SIBL
(25,12),(25,18),0.0127315 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.132452 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.00035357 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.0127315 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.151085 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.144959 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0127044 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0285178 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.793956 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.317172 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.0184685 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.317172 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0184685 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.0371628 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.047978 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0185045 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.0300669 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.0416604 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0184736 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.041682 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.38659 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.102727 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.38659 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.102727 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.00401189 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.037563 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.102726 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.00606037 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.00111815 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.103896 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.0197197 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.0127315 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.662013 # DEPENDENCYPART_SIBL
(25,15),(25,18),0.0127315 # DEPENDENCYPART_SIBL
(25,15),(25,19),0.132452 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.00035357 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0127315 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.151085 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.144959 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.0127044 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.0285178 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.317172 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.0184685 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.0371628 # DEPENDENCYPART_SIBL
(25,16),(25,20),0.047978 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.0185045 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.0300669 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.0416604 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.0184736 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.041682 # DEPENDENCYPART_SIBL
(25,17),(25,18),0.0127315 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.132452 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.00035357 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.0127315 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.151085 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.144959 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0127044 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0285178 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0371628 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.047978 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0185045 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0300669 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0416604 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0184736 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.041682 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.00292227 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.00485105 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.00404567 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.00747272 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.00485103 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.00747982 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0354962 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0878613 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0944471 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0354962 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.00616695 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0300664 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.04166 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.018537 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0415558 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0114622 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.00546694 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.00445659 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.00355894 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.00426754 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0438871 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0800401 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.435448 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.473397 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.907796 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),0.317772 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),2.38483 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0795691 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.444858 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.462469 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.906066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.184678 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),2.38335 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0800472 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.446601 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.205637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.907797 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.195961 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.303338 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.132574 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),2.38483 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.142937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.416878 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.146548 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.23037 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.281805 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.176107 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.244702 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.272611 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.11272 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.193766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.257364 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.152494 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.0224016 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.0552536 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.341302 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.357394 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.117324 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.338612 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.467832 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),0.30091 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),2.58579 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.448954 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.211796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.273064 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.912186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.00472757 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.541007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.485577 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0681147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.490071 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.47033 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.333329 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.311827 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.293293 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.579341 # DEPENDENCYPART_GRANDPAR
