# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(25,26),(26,28),0.0904745 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.202658 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.00614206 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.199787 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-0.902801 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-0.625255 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.868631 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.642356 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.542683 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.554437 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.282711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.384121 # DEPENDENCYPART_GRANDPAR
(25,28),(28,19),-0.639679 # DEPENDENCYPART_GRANDPAR
(25,28),(28,20),-0.93193 # DEPENDENCYPART_GRANDPAR
(25,28),(28,21),-0.704346 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.604463 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.554431 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.572671 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.209725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.365538 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.251387 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.113285 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.0955963 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),0.0593303 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.0651666 # DEPENDENCYPART_GRANDPAR
(25,29),(29,15),-0.939572 # DEPENDENCYPART_GRANDPAR
(25,29),(29,16),-0.665816 # DEPENDENCYPART_GRANDPAR
(25,29),(29,17),-0.985503 # DEPENDENCYPART_GRANDPAR
(25,29),(29,18),-0.902256 # DEPENDENCYPART_GRANDPAR
(25,29),(29,19),-0.625077 # DEPENDENCYPART_GRANDPAR
(25,29),(29,21),-0.641812 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-0.580631 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),-0.542505 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-0.554258 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.29678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.345514 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.214619 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.231422 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),0.00836933 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-0.677287 # DEPENDENCYPART_GRANDPAR
(25,30),(30,17),-1.04804 # DEPENDENCYPART_GRANDPAR
(25,30),(30,20),-0.93193 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),-0.704346 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),-0.604463 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.554431 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-0.572671 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.209725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),0.365538 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.251387 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.318478 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),0.221829 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),0.0593303 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.0651666 # DEPENDENCYPART_GRANDPAR
(25,31),(31,19),-0.662456 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),0.18898 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),0.157749 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.104153 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.15931 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.177655 # DEPENDENCYPART_GRANDPAR
(25,31),(31,34),-0.272688 # DEPENDENCYPART_GRANDPAR
(25,32),(32,16),-0.665819 # DEPENDENCYPART_GRANDPAR
(25,32),(32,21),-0.641814 # DEPENDENCYPART_GRANDPAR
(25,32),(32,22),-0.580633 # DEPENDENCYPART_GRANDPAR
(25,32),(32,23),-0.542507 # DEPENDENCYPART_GRANDPAR
(25,32),(32,24),-0.554261 # DEPENDENCYPART_GRANDPAR
(25,32),(32,25),-0.299784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,32),(32,26),0.345469 # DEPENDENCYPART_GRANDPAR
(25,32),(32,27),0.21448 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),0.228419 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),0.2076 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),-0.0647143 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),0.13026 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.307826 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.308403 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.203049 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.21976 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-0.863261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.227368 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.270867 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.292686 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.519574 # DEPENDENCYPART_GRANDPAR
(26,24),(24,31),-0.557403 # DEPENDENCYPART_GRANDPAR
(26,24),(24,32),-0.404447 # DEPENDENCYPART_GRANDPAR
(26,24),(24,33),-0.187737 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.221701 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.305559 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.285371 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.17845 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.21973 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.875105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.340334 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.400431 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.406002 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.649139 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.609855 # DEPENDENCYPART_GRANDPAR
(26,25),(25,32),-0.516809 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-0.827018 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-0.663842 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.576005 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-0.707601 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.509077 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.6364 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.577882 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.516334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,19),-0.669594 # DEPENDENCYPART_GRANDPAR
(26,28),(28,20),-0.620451 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.75751 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.634084 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.511064 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.647313 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.627792 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.482267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.0940395 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.00581592 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.197187 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.326144 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.116334 # DEPENDENCYPART_GRANDPAR
(26,30),(30,16),-0.619827 # DEPENDENCYPART_GRANDPAR
(26,30),(30,17),-0.764185 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-0.620451 # DEPENDENCYPART_GRANDPAR
(26,30),(30,21),-0.75751 # DEPENDENCYPART_GRANDPAR
(26,30),(30,22),-0.634084 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-0.511064 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.647313 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.627792 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.482267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.0940395 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),0.0869099 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.0146199 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.326144 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.116334 # DEPENDENCYPART_GRANDPAR
(26,31),(31,19),-0.710722 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),0.0161917 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),0.00334534 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),-0.232516 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.143157 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.0383724 # DEPENDENCYPART_GRANDPAR
(26,31),(31,34),-0.452847 # DEPENDENCYPART_GRANDPAR
(26,32),(32,16),-0.617993 # DEPENDENCYPART_GRANDPAR
(26,32),(32,21),-0.707414 # DEPENDENCYPART_GRANDPAR
(26,32),(32,22),-0.622385 # DEPENDENCYPART_GRANDPAR
(26,32),(32,23),-0.509077 # DEPENDENCYPART_GRANDPAR
(26,32),(32,24),-0.636399 # DEPENDENCYPART_GRANDPAR
(26,32),(32,25),-0.577696 # DEPENDENCYPART_GRANDPAR
(26,32),(32,26),-0.526979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,32),(32,27),0.0512191 # DEPENDENCYPART_GRANDPAR
(26,32),(32,28),0.0137126 # DEPENDENCYPART_GRANDPAR
(26,32),(32,29),-0.0143941 # DEPENDENCYPART_GRANDPAR
(26,32),(32,30),-0.234995 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),-0.283897 # DEPENDENCYPART_GRANDPAR
(27,18),(18,2),-0.611918 # DEPENDENCYPART_GRANDPAR
(27,18),(18,5),-0.53479 # DEPENDENCYPART_GRANDPAR
(27,18),(18,7),-0.855591 # DEPENDENCYPART_GRANDPAR
(27,18),(18,8),-0.524738 # DEPENDENCYPART_GRANDPAR
(27,18),(18,9),-0.476241 # DEPENDENCYPART_GRANDPAR
(27,18),(18,10),-0.592578 # DEPENDENCYPART_GRANDPAR
(27,18),(18,11),-0.59167 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.67319 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),-0.510245 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-0.465496 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.508564 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.33105 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.682249 # DEPENDENCYPART_GRANDPAR
(27,19),(19,1),-0.614515 # DEPENDENCYPART_GRANDPAR
(27,19),(19,2),-0.699354 # DEPENDENCYPART_GRANDPAR
(27,19),(19,3),-0.529772 # DEPENDENCYPART_GRANDPAR
(27,19),(19,4),-0.59464 # DEPENDENCYPART_GRANDPAR
(27,19),(19,5),-0.564194 # DEPENDENCYPART_GRANDPAR
(27,19),(19,6),-0.612512 # DEPENDENCYPART_GRANDPAR
(27,19),(19,7),-0.890757 # DEPENDENCYPART_GRANDPAR
(27,19),(19,8),-0.629188 # DEPENDENCYPART_GRANDPAR
(27,19),(19,9),-0.528125 # DEPENDENCYPART_GRANDPAR
(27,19),(19,10),-0.59496 # DEPENDENCYPART_GRANDPAR
(27,19),(19,11),-0.654015 # DEPENDENCYPART_GRANDPAR
(27,19),(19,12),-0.70594 # DEPENDENCYPART_GRANDPAR
(27,19),(19,13),-0.561836 # DEPENDENCYPART_GRANDPAR
(27,19),(19,14),-0.512063 # DEPENDENCYPART_GRANDPAR
(27,19),(19,15),-0.541314 # DEPENDENCYPART_GRANDPAR
(27,19),(19,16),-0.424266 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.714998 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.879059 # DEPENDENCYPART_GRANDPAR
(27,19),(19,20),-0.459242 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),-0.490226 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),-0.551587 # DEPENDENCYPART_GRANDPAR
(27,19),(19,23),-0.421745 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),-0.42094 # DEPENDENCYPART_GRANDPAR
(27,19),(19,25),-0.425904 # DEPENDENCYPART_GRANDPAR
(27,19),(19,26),-0.213235 # DEPENDENCYPART_GRANDPAR
(27,19),(19,27),-0.876338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,19),(19,28),-0.394084 # DEPENDENCYPART_GRANDPAR
(27,19),(19,29),-0.483953 # DEPENDENCYPART_GRANDPAR
(27,19),(19,30),-0.729106 # DEPENDENCYPART_GRANDPAR
(27,19),(19,31),-0.529853 # DEPENDENCYPART_GRANDPAR
(27,19),(19,32),-0.57026 # DEPENDENCYPART_GRANDPAR
(27,19),(19,33),-0.584136 # DEPENDENCYPART_GRANDPAR
(27,19),(19,34),-0.812796 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.332687 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.418629 # DEPENDENCYPART_GRANDPAR
(27,23),(23,3),-0.604804 # DEPENDENCYPART_GRANDPAR
(27,23),(23,4),-0.670903 # DEPENDENCYPART_GRANDPAR
(27,23),(23,6),-0.696627 # DEPENDENCYPART_GRANDPAR
(27,23),(23,8),-0.704654 # DEPENDENCYPART_GRANDPAR
(27,23),(23,9),-0.626251 # DEPENDENCYPART_GRANDPAR
(27,23),(23,10),-0.681621 # DEPENDENCYPART_GRANDPAR
(27,23),(23,11),-0.729047 # DEPENDENCYPART_GRANDPAR
(27,23),(23,12),-0.812155 # DEPENDENCYPART_GRANDPAR
(27,23),(23,13),-0.676124 # DEPENDENCYPART_GRANDPAR
(27,23),(23,14),-0.600912 # DEPENDENCYPART_GRANDPAR
(27,23),(23,15),-0.647529 # DEPENDENCYPART_GRANDPAR
(27,23),(23,16),-0.489862 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.821214 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.984732 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.788533 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.447763 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.492595 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.556252 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.366425 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.342045 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.144671 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-0.8873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),-0.38481 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),-0.494915 # DEPENDENCYPART_GRANDPAR
(27,23),(23,30),-0.719832 # DEPENDENCYPART_GRANDPAR
(27,23),(23,31),-0.487022 # DEPENDENCYPART_GRANDPAR
(27,23),(23,32),-0.581106 # DEPENDENCYPART_GRANDPAR
(27,23),(23,33),-0.580916 # DEPENDENCYPART_GRANDPAR
(27,23),(23,34),-0.810424 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.675591 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.410131 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.424499 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.403937 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.196668 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.768347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.26198 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.375542 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.597001 # DEPENDENCYPART_GRANDPAR
(27,24),(24,31),-0.392173 # DEPENDENCYPART_GRANDPAR
(27,24),(24,32),-0.462759 # DEPENDENCYPART_GRANDPAR
(27,24),(24,33),-0.347348 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.330884 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.350081 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-0.389065 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.360029 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.237518 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.199646 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-0.920193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.432808 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.527738 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),-0.767829 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.486919 # DEPENDENCYPART_GRANDPAR
(27,25),(25,32),-0.614 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.39222 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.39163 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-0.865869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.338034 # DEPENDENCYPART_GRANDPAR
(27,26),(26,30),-0.673055 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.469501 # DEPENDENCYPART_GRANDPAR
(27,26),(26,32),-0.559667 # DEPENDENCYPART_GRANDPAR
(28,19),(19,1),-0.493862 # DEPENDENCYPART_GRANDPAR
(28,19),(19,2),-1.21134 # DEPENDENCYPART_GRANDPAR
(28,19),(19,3),-0.74294 # DEPENDENCYPART_GRANDPAR
(28,19),(19,4),-0.722171 # DEPENDENCYPART_GRANDPAR
(28,19),(19,5),-0.55576 # DEPENDENCYPART_GRANDPAR
(28,19),(19,6),-0.341415 # DEPENDENCYPART_GRANDPAR
(28,19),(19,7),-1.01348 # DEPENDENCYPART_GRANDPAR
(28,19),(19,8),-0.15563 # DEPENDENCYPART_GRANDPAR
(28,19),(19,9),-0.713011 # DEPENDENCYPART_GRANDPAR
(28,19),(19,10),-0.462119 # DEPENDENCYPART_GRANDPAR
(28,19),(19,11),-0.66626 # DEPENDENCYPART_GRANDPAR
(28,19),(19,12),-0.523355 # DEPENDENCYPART_GRANDPAR
(28,19),(19,13),-0.255108 # DEPENDENCYPART_GRANDPAR
(28,19),(19,14),-0.364027 # DEPENDENCYPART_GRANDPAR
(28,19),(19,15),-0.644648 # DEPENDENCYPART_GRANDPAR
(28,19),(19,16),-0.278694 # DEPENDENCYPART_GRANDPAR
(28,19),(19,17),-0.786108 # DEPENDENCYPART_GRANDPAR
(28,19),(19,18),-0.791443 # DEPENDENCYPART_GRANDPAR
(28,19),(19,20),-0.342477 # DEPENDENCYPART_GRANDPAR
(28,19),(19,21),-0.529122 # DEPENDENCYPART_GRANDPAR
(28,19),(19,22),-0.218805 # DEPENDENCYPART_GRANDPAR
(28,19),(19,23),-0.031905 # DEPENDENCYPART_GRANDPAR
(28,19),(19,24),-0.154626 # DEPENDENCYPART_GRANDPAR
(28,19),(19,25),-0.433805 # DEPENDENCYPART_GRANDPAR
(28,19),(19,26),0.0631433 # DEPENDENCYPART_GRANDPAR
(28,19),(19,27),0.475515 # DEPENDENCYPART_GRANDPAR
(28,19),(19,28),-0.853307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,19),(19,29),-0.284782 # DEPENDENCYPART_GRANDPAR
(28,19),(19,30),-0.472206 # DEPENDENCYPART_GRANDPAR
(28,19),(19,31),-0.380588 # DEPENDENCYPART_GRANDPAR
(28,19),(19,32),-0.599915 # DEPENDENCYPART_GRANDPAR
(28,19),(19,33),-0.601715 # DEPENDENCYPART_GRANDPAR
(28,19),(19,34),-0.721849 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),-0.168451 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-0.0902758 # DEPENDENCYPART_GRANDPAR
(28,23),(23,3),-0.751567 # DEPENDENCYPART_GRANDPAR
(28,23),(23,4),-0.732155 # DEPENDENCYPART_GRANDPAR
(28,23),(23,6),-0.37852 # DEPENDENCYPART_GRANDPAR
(28,23),(23,8),-0.187201 # DEPENDENCYPART_GRANDPAR
(28,23),(23,9),-0.773727 # DEPENDENCYPART_GRANDPAR
(28,23),(23,10),-0.51259 # DEPENDENCYPART_GRANDPAR
(28,23),(23,11),-0.674887 # DEPENDENCYPART_GRANDPAR
(28,23),(23,12),-0.592348 # DEPENDENCYPART_GRANDPAR
(28,23),(23,13),-0.309616 # DEPENDENCYPART_GRANDPAR
(28,23),(23,14),-0.405215 # DEPENDENCYPART_GRANDPAR
(28,23),(23,15),-0.71364 # DEPENDENCYPART_GRANDPAR
(28,23),(23,16),-0.27228 # DEPENDENCYPART_GRANDPAR
(28,23),(23,17),-0.8551 # DEPENDENCYPART_GRANDPAR
(28,23),(23,18),-0.859893 # DEPENDENCYPART_GRANDPAR
(28,23),(23,19),-0.122354 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-0.387396 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.540059 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.252042 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.185385 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.38395 # DEPENDENCYPART_GRANDPAR
(28,23),(23,26),0.0774039 # DEPENDENCYPART_GRANDPAR
(28,23),(23,27),0.361414 # DEPENDENCYPART_GRANDPAR
(28,23),(23,28),-0.843491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,23),(23,29),-0.29374 # DEPENDENCYPART_GRANDPAR
(28,23),(23,30),-0.46239 # DEPENDENCYPART_GRANDPAR
(28,23),(23,31),-0.33878 # DEPENDENCYPART_GRANDPAR
(28,23),(23,32),-0.608758 # DEPENDENCYPART_GRANDPAR
(28,23),(23,33),-0.60685 # DEPENDENCYPART_GRANDPAR
(28,23),(23,34),-0.72064 # DEPENDENCYPART_GRANDPAR
(28,24),(24,19),-0.0415981 # DEPENDENCYPART_GRANDPAR
(28,24),(24,21),-0.516896 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),-0.162392 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.424802 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),0.0285489 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),0.331193 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-0.460865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,24),(24,29),0.0618407 # DEPENDENCYPART_GRANDPAR
(28,24),(24,30),-0.0797637 # DEPENDENCYPART_GRANDPAR
(28,24),(24,31),-0.00727379 # DEPENDENCYPART_GRANDPAR
(28,24),(24,32),-0.254613 # DEPENDENCYPART_GRANDPAR
(28,24),(24,33),-0.093142 # DEPENDENCYPART_GRANDPAR
(28,25),(25,20),-0.163944 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),-0.492535 # DEPENDENCYPART_GRANDPAR
(28,25),(25,22),-0.117282 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),-0.0743854 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),-0.0682822 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),0.0700105 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),0.465182 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-0.914862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),-0.358753 # DEPENDENCYPART_GRANDPAR
(28,25),(25,30),-0.533761 # DEPENDENCYPART_GRANDPAR
(28,25),(25,31),-0.358389 # DEPENDENCYPART_GRANDPAR
(28,25),(25,32),-0.673863 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.278489 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.50428 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.41778 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-0.793817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,30),-0.412715 # DEPENDENCYPART_GRANDPAR
(28,26),(26,31),-0.318292 # DEPENDENCYPART_GRANDPAR
(28,26),(26,32),-0.584221 # DEPENDENCYPART_GRANDPAR
(28,27),(27,18),-0.66971 # DEPENDENCYPART_GRANDPAR
(28,27),(27,19),0.0656464 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),-0.177892 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),-0.349875 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),0.030243 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.0281892 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.254558 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),0.246837 # DEPENDENCYPART_GRANDPAR
(28,29),(29,15),-1.08057 # DEPENDENCYPART_GRANDPAR
(28,29),(29,16),-0.543995 # DEPENDENCYPART_GRANDPAR
(28,29),(29,17),-1.22203 # DEPENDENCYPART_GRANDPAR
(28,29),(29,18),-1.22683 # DEPENDENCYPART_GRANDPAR
(28,29),(29,19),-0.361849 # DEPENDENCYPART_GRANDPAR
(28,29),(29,21),-0.906992 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-0.467478 # DEPENDENCYPART_GRANDPAR
(28,29),(29,23),-0.417458 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.573572 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),-0.811675 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.353446 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.081343 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.403986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
