# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(19,6),(19,13),0.00117482 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0926791 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.160273 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.53751 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.207881 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0816363 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.00571679 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.108325 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.399477 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0543027 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0101659 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0972633 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.399477 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.064607 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0328063 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0158066 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.116269 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0385705 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.157756 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.116391 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.116269 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.126958 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0555617 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00185032 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0136343 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0979446 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.207628 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.656977 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.159637 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0771763 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00332207 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.413639 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.153199 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.312725 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0487437 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0169384 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00337846 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.116208 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.39896 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.108691 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0377747 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0114091 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.349109 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0618824 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0174212 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00602682 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.159637 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0771763 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00332207 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0390307 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0041146 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0422458 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.143613 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.120551 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.462636 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0726946 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.125949 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.118665 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.120551 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0946167 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.148924 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.144627 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.513691 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.102142 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.156307 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.135129 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.144627 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.102594 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.151898 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.251811 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.134533 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0961663 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0638964 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0726438 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0967348 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0265955 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.064598 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.179432 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0306106 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0273877 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0499608 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0303641 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.244688 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0873969 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0465782 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0609041 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0967153 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.118723 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.121489 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0920296 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.126364 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0737639 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.126978 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0666674 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.101314 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0280905 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0195126 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.641687 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.413639 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.317123 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0462258 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0181152 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.187493 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.041682 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.105326 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.408123 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0253304 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0559426 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.068174 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0238545 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.403357 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.111209 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0944262 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0380268 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0872952 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.155843 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0129914 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0276408 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0285178 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00307815 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0686207 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00425058 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.195831 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0431769 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.123042 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.433245 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.12631 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0940576 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.239266 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.365658 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.41713 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.565218 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.291575 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.0669592 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.81991 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.110572 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.396295 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.219564 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.181654 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.372688 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.373681 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.144129 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.241404 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.161158 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.227745 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.323876 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.00670845 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.282825 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.403949 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.198666 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.187319 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.0262948 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.18176 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.193028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.723511 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.284624 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0924825 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.224267 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0335893 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0962615 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),2.03379 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.806419 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.250456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.460133 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.236091 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.227223 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.105726 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.3153 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0358787 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.360602 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.015016 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.345808 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.143089 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.234742 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.159429 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),2.2053 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.675321 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.158925 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.214298 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.37221 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.203634 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.269423 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.364896 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.421621 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0963364 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.145823 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.564285 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.743658 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.296066 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.309609 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.0714504 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),1.85131 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0450197 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.368324 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.758019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0305175 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0312727 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.508161 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.486726 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.382789 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.140623 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0450009 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.645148 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.323186 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0084525 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.276121 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.409561 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.655169 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.6179 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.197975 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.174064 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.0269852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.16339 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.922861 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.395625 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.577498 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.168203 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0361902 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.328192 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.484397 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0984485 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.651573 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.147815 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.389136 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.220619 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.459247 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.315838 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.12864 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.0915267 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),2.20262 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.0967718 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.42993 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0259715 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0478595 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.447324 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.3263 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.200601 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.101375 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.37042 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.957691 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.517469 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.140503 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.168929 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.633341 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.625546 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.187039 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.16979 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0379209 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),2.21727 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.413787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0184514 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.14371 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.156584 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.113026 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.249842 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.384538 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.104152 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0692153 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.345366 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.260772 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.129428 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),0.0377221 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.0549145 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.379879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.0208073 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.341756 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.781556 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.475674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),0.10779 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.123255 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.432612 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0350629 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.37178 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0960982 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.842385 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.475814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.566441 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.0983221 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.134701 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0325303 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0916378 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.188336 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0364399 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.371927 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.411171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.538701 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.0722104 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0822894 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.125176 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0805413 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.132686 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.314619 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.151213 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0397009 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0534884 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.229844 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0798532 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.0470119 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0290311 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.0356741 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.280717 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.348951 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),0.0266654 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.310828 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.765098 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.0798174 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.373406 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.0768813 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.0752756 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.120224 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.0960982 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.0921737 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.426152 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.0720528 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.418425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),-0.544784 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.112846 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.123397 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.160043 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.345175 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),0.139162 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0445366 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.320215 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),0.0689303 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.229908 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.0962399 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),0.0464529 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.0543317 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.325107 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.377521 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.0178682 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.339398 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.77119 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.0803763 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),0.0766023 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.0755543 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),0.119385 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.251848 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),0.0688301 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.0602882 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),0.0302223 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.259032 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.0720528 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.388619 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.251569 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.00382063 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),0.0691092 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),0.0310612 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.258471 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.36749 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.0441148 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.842385 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.684282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),0.0316726 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.0991685 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.0267567 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),0.252719 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.318143 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),0.147474 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.431906 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.236253 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-1.19488 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0394244 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.260793 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.0859594 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0703331 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0819615 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.29337 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.188265 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0724444 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-1.08492 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.00117197 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.101346 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.796075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0702849 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0225143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.290636 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.260794 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.739416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0695946 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.14752 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0230395 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.283538 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.133586 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.269761 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.211229 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.988464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.1968 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.337719 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.453881 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.413387 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.254962 # DEPENDENCYPART_GRANDPAR
