# _root_ Ugyanakkor mindkét szakember csak akkor tulajdonítana jelentőséget az eltérésnek , ha hónapokon át , tendenciaszerűen jelentkezne .
#goldHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
#predictedHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
(3,1),(1,16),-0.531993 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.916907 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.453123 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.560613 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.801638 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.519269 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.915656 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.632268 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.595697 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.51574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.308029 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.168261 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.203891 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.183399 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.13809 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.243861 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.266685 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.615467 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.518208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0586577 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.298595 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.175829 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.211461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.122558 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.138284 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.205552 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.257251 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.612915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.65035 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.580966 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.566615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.101539 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.135719 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.105137 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.266296 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.140521 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.185493 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.176522 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.076749 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.103015 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.268487 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.512765 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.252791 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.578219 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.490805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,7),-0.084206 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.186332 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.118935 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.101778 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0551625 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.184825 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.465155 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.21049 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.638793 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0821404 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.608095 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.504618 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.602894 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.522657 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.625785 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.863348 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0670166 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.591477 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.645401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.609167 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.859639 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.119679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.129552 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.912637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.422267 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.608178 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.467851 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.376163 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.426475 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.512794 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.522612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0194291 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.124416 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.104294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.221607 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.195243 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.00431458 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.267285 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.103939 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.129031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.311417 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.240085 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.491059 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.378825 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.45932 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.526836 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.563633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.053004 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.206273 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.105168 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.305832 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.245562 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.35151 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.200714 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.17935 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.327482 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.290966 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.592088 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.378825 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.45932 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.563555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0529267 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0721268 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.137466 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.2448 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.350728 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.199938 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.178588 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.326331 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.290204 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.384086 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.484543 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.539311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.0754228 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.268714 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.16612 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.12492 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.264326 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.22277 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.319494 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.236648 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.353249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.371036 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.549368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.45289 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0999312 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.11781 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.198199 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.161075 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.243877 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0836524 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.294274 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.247406 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.576269 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.376163 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.426475 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.512794 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.522612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.0194291 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.227303 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.130808 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.128938 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.229925 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.239215 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0171529 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.275603 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0324533 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.173003 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.271067 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.491059 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0896261 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0652533 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0620039 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.828366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.479202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.518526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.084601 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0591808 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.147464 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.479756 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.54398 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.599796 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.325973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.507626 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.524782 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.518294 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.83241 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.349381 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.362566 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.531091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.375314 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.444573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.153297 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0626762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.208028 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.172468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.100261 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.321103 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.139578 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.158659 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.188236 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.12255 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.445996 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.351366 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.3948 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.544321 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.405261 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.460149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0767471 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.104037 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.302551 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.245735 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.415626 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.255657 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.231926 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.228386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.192143 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.564858 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.351366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.3948 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.405261 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.460072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.115834 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0762606 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.244973 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.414844 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.254882 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.231164 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.227234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.191381 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.470958 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.149644 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0585875 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.205451 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.191126 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.318526 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.134665 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.182439 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.141821 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.542427 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.349381 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.362566 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.531091 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.375314 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.444573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.108115 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.211663 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.0874985 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.26832 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.292645 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.0398735 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.381395 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.10849 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.278836 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.180067 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.445996 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0313931 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.991905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.277728 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),0.217282 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.199805 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.263725 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.883486 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.161346 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.04031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,15),-0.38033 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.31213 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.955642 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.155148 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0115042 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.197132 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.340366 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.1593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,13),-0.33962 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0653747 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0456592 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.000851322 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.99415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.272284 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.211838 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.329071 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.149077 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.147648 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.26597 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.885297 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.00558183 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.122662 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.994216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.275826 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.215381 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.201358 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.148804 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.147387 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.266036 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.885039 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.185489 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.447185 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.501136 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0743458 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0433387 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.655131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.264093 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.503476 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0732342 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.172745 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.008195 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.127205 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.031366 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0733509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.633953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0609359 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.185489 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.447185 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0743458 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.0433387 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.556827 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.223917 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.073607 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.173138 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.00859459 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.127578 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0324841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0737237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.193858 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.439498 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.0845615 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.0337201 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.839354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.311737 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.102374 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.251939 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.173183 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.118988 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.156829 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.297115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.384856 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.829822 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.0743458 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.556827 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.223917 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.49731 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.12255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0287993 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.00859459 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.127578 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0324841 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.302368 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.532787 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.224325 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.472932 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0707628 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.142202 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0104717 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0829934 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.643085 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.0978151 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.338654 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.332577 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),0.0133158 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),0.130968 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.714025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.199087 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.371651 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0213498 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0619242 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0409207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0207509 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0753208 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.703829 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),0.178641 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.078908 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.056778 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),0.347753 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.435454 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.710568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.469897 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.144328 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.40941 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0229466 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0170062 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0786791 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.054592 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0310244 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0832539 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.651969 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.492234 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0491642 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.812022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.351409 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.433991 # DEPENDENCYPART_GRANDPAR
