# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
(0,7),(7,3),0.39942 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0227548 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.180669 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.017003 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.481199 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.301526 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.142126 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.00655536 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.395897 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.384069 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.0234011 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.239246 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.281475 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.260636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.16596 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),1.94646 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.431648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.520395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0934564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0360604 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.106163 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.925255 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.778259 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0364395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.14289 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.583815 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.112933 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.169054 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.289582 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.442954 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.0296253 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.86946 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.154158 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.28863 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.379042 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.101299 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.200913 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0373804 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.454326 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.306565 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.341467 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.239013 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.237799 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.382163 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0073823 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.231501 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.298454 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.242863 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.135176 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),1.9776 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.577595 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.754105 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.210173 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.339873 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.96116 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.849429 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.566935 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.0503058 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.140004 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.605654 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.149317 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.16996 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.607476 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.384064 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.0186366 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.9373 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.350861 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.224628 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0655614 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.471985 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.314639 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.344479 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.245371 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.26598 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.188959 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.506389 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.236023 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.0726865 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.191978 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.154982 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),1.95319 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.510995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,1),-0.604493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0179106 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0373994 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.022865 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0693639 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.150038 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.314007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.164763 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.886243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,6),-0.514221 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.218482 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.488234 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.531326 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.608063 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.484697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0794881 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.188961 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.455918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.102938 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.131336 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.398066 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.356851 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.341786 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.135732 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.16314 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.439377 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.506295 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.633716 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.9626 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.446301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.00164537 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.489453 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.138525 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.201931 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.406481 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.410609 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.17132 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.471792 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.662803 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.04905 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.698612 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.377104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0735183 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.00516304 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0613767 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.360126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.279066 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.989472 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.624918 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.527195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0293492 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.00372153 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.18041 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.147654 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.138889 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.384467 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.328875 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.370706 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.301099 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.272596 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.180449 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.123408 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.429021 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.437104 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.576936 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.989883 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.626388 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.542795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.068084 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.00657421 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.19601 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.358707 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.163132 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0332498 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.152649 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.406936 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.312162 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.294694 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.199201 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.122043 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.444529 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.459202 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.571457 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0197759 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0877071 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.219726 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.92377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.326807 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.579718 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.421872 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.503739 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.945577 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.410453 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.478784 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.483866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.0709032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.279319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.209368 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.156529 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.421624 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.360469 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.24001 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.620481 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.46294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.585942 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.562707 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.557497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0729476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.307719 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.368625 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.175709 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.444448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.5583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.551509 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.533417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0455255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.129073 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.28165 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.176658 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.392821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.297499 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.143365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.302879 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.369362 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.362801 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.306406 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.220058 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.492157 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.579034 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.553512 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.519246 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.574566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0479751 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.130608 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0406884 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.249166 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.407515 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.333486 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.237667 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.405348 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.459823 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.408297 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.331668 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.528144 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.588129 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.46294 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.585942 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.562707 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.557497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0729476 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0511401 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0224466 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.181539 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.148603 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.33534 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.440488 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.388869 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.563283 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.444367 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.559231 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.561945 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.525237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.0788353 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.0953672 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0138082 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.314889 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0925609 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.306714 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.271399 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.306429 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.385986 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.374884 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.297633 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.227708 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.508782 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.566653 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.33534 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.225351 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.314195 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.388869 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.256875 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.563283 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.559764 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.532697 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.574029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),-0.130292 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.0677359 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.292317 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.210309 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.421819 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.304502 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.170595 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.269509 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.376365 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.373468 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.355764 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.559848 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.573734 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.551414 # DEPENDENCYPART_GRANDPAR
(4,17),(17,5),0.0418648 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.144214 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.0425953 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.34154 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.133393 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.359767 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.320245 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.120092 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.317481 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.392108 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.422691 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.367422 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.487472 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.575051 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.148603 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.104635 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.314195 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.297213 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.26269 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.333348 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.193624 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.661709 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.369732 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.482076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.201518 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.410359 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.193948 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.989141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.567602 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.588648 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.565716 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.11457 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.469903 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.208963 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.96963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.482574 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.594685 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.674158 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.701486 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.764118 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.573573 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.912075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.693181 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.839074 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.579041 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.92103 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.11191 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.577737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.779835 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.611892 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.530528 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.604295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.150158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.300484 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.312938 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.28682 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.337906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.170425 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.429616 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.485863 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.319507 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.396354 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.16605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.494819 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.726996 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.781967 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.592397 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.54006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.594432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.130663 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.173064 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.31428 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.306316 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.427049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.260913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.575006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.42305 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.483108 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.274828 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.583961 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.737503 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.577647 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.780757 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.62231 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.538613 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.583768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.137692 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.196959 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.394863 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.272683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.227917 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.421057 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.441617 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.511719 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.344529 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.400051 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.182198 # DEPENDENCYPART_GRANDPAR
