# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(17,12),(17,15),-0.0434857 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00779691 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00759937 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00352417 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0377557 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0973817 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00501351 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0277116 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0974044 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0472057 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.000403004 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.043574 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00875609 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.289622 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.368002 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0512129 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.13476 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.209765 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0554629 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.216887 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0953079 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.385932 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.429222 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.198911 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.441673 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.498196 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.782591 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0985907 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.129902 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),1.45546 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.91042 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0795622 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.391823 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.25276 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.610919 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.224107 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.182377 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.297111 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.325623 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.226101 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0648107 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.256254 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.209151 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.264096 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.314768 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0187011 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.302064 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.645514 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0475842 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),1.84474 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.636772 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.624521 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.111762 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.463265 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.180702 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.331124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.201968 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.452411 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.171405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.103516 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),1.54961 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.98052 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.592454 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.745903 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.145461 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.41544 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.562744 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0303406 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.492461 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.00536334 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0320363 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.289528 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0141327 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.287856 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.300522 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),1.79692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.549571 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.189721 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0250735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.624742 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.241196 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.317196 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0132436 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.216041 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.186919 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0561309 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.265312 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.182007 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.239526 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.341206 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0147322 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.287637 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.628392 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0464523 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0721547 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),1.86715 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.314385 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.00587941 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.195372 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0460381 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0370575 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.246013 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.341549 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0016046 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0161338 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.0654893 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),1.86105 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.610919 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.224107 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.303252 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0281982 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.198952 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.166333 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0694402 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.282402 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0259244 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.442788 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.314768 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0187011 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.302064 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.645514 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.0314441 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0475842 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),1.84474 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.981004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.594878 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.770725 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.343523 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.433043 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.695972 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.320332 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0883698 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.490695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0198571 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0264993 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.685117 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.2882 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.574152 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.105639 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.224117 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),1.83008 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.561695 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0109873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),1.57172 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.5592 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.199619 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.218319 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0990723 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.173656 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.0802599 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.126512 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.306889 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.059009 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.527727 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.578905 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0694051 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.55051 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.545607 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.934727 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.228613 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),1.93011 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.517272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.133448 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.199965 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.23289 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.409288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.147697 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0744659 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.113036 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.133438 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0278218 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.119306 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0783231 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.294734 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.247496 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.0583908 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.0192812 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.110071 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.0525723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.0401215 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.533959 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.475754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.176991 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.525476 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),-0.240312 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.591391 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0741269 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.19559 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.116213 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.223556 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.0980142 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.0037607 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.181197 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.184899 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.681235 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.546134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.255108 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.620309 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0918251 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0355631 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.339558 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.041108 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.305771 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.0273007 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0186666 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0990413 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.19748 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.0725573 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.262745 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.633044 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.0180984 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0997382 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.194288 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.411077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.147996 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.497557 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0707766 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.07651 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.168981 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0134803 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.11622 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.296922 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.248406 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.0604864 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.0141576 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.105283 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.0514558 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.0502059 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.0392122 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.53296 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.502224 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.0748623 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.163141 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.00974791 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.12246 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.240603 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.0748428 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.0135731 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.0727209 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.0472468 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.528064 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.409288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.147697 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.496192 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.0759848 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.0768091 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.168549 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.0115269 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.116519 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.116428 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.231185 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.0583908 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0192812 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.110071 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.0525723 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0481711 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.0401215 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.533959 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.598491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.27776 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.651538 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.0878197 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.0559861 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.319876 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.162494 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.0135438 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.27268 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),0.0453807 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.0526665 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.128047 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.0749925 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.0999556 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.270546 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.27768 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.616562 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.0718993 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.229612 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.669345 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.017447 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.478039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,5),0.0152749 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),0.0873846 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),0.178888 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),0.103036 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.056785 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.0195372 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.0161986 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.445981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),-0.183787 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.535649 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),0.0596822 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.0417332 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.203764 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.0415584 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),0.0804288 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.155886 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),0.191721 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),0.168556 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.011935 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.0999795 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),0.0463289 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.0154029 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.0598684 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.53974 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.737525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.254891 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.38035 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.380472 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.458764 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.375108 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.453006 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.276469 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.300868 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.317352 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.534468 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.517657 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.724566 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.718012 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.937452 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.350487 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.800987 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.406785 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.400765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0214949 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.387041 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.434903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0739872 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.104077 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.0494203 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.308039 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.11676 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.150384 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0749233 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.113354 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.31158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.173452 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.435888 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.373478 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.623154 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.137688 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.447466 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.251528 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.83608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.176733 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.119571 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.0954492 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.0801401 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.177958 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),0.0941795 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),0.00550603 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),0.0976011 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.13283 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.153221 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.144297 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.476394 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.459107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.0193081 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.10183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.13499 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.0122401 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.348085 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.339238 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.240647 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.563974 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.928887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,2),-0.347443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.989543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.140697 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.132444 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0679479 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0778482 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0786046 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.169825 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.163071 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.165042 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-1.05956 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.241051 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.573411 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.13283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0260637 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.216026 # DEPENDENCYPART_GRANDPAR
