# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(16,8),(16,19),-0.00612894 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0479534 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0867861 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0546955 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0642143 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0221853 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0654058 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.000267847 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.013295 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0299978 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.084505 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0497452 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0456237 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.010971 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0465069 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0166866 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00100559 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0441059 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0488189 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0139969 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00699066 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0402237 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0508909 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0145731 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0718878 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.138009 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0652434 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0697722 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00912982 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0160697 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0287891 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0335715 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0555045 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0230917 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0482669 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.022269 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0112434 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00138588 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00656763 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0158904 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.113803 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.132666 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0549871 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0491534 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.413412 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0126854 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0206207 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0105443 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.00270356 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.149664 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0204513 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0504635 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0604374 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.298615 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0539324 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00112086 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.204031 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00425071 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.201793 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0398752 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.000745294 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.545288 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.103101 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.277741 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.251718 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.5777 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.301597 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.371174 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.315309 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0420718 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.63981 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.192425 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.355016 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.110454 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.013169 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.109483 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.444333 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.26644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.0683148 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.362831 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.93589 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.251172 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.448874 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.511963 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.250555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.382788 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.256057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0690469 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.547732 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0988585 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.289279 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.147204 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.116182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.439662 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.172876 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.116152 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.87432 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.293939 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.434753 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.691452 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.606664 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.529869 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.10065 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.030054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.147804 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.188809 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.319608 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.236852 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.446301 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0739508 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.376546 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.476308 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.597416 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.461103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.346963 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0939753 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.261336 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.16363 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0539129 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.133447 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.455283 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.167993 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.12863 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.403575 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.88104 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.448874 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0717233 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.352673 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.466491 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.592381 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.453673 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.326653 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.280755 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.289279 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.147204 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0724202 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.116182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.439662 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.172876 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.116152 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.422083 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.87432 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.857884 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.395749 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.882312 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.105333 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.0884717 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0804384 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.782542 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.336456 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.659628 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0570273 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0510371 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.347712 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.182704 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.292635 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),1.85967 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.668422 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.153662 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.523768 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0943681 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.267981 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.395787 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.030823 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.174072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0845917 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.359602 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.218463 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),1.39537 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.47105 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.0489305 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.373071 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.439909 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.574217 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.459868 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.309928 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.303548 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.108224 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.150387 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.619727 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.131598 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.186447 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.518351 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0861274 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.42479 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.93388 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0306691 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0651055 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.019602 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.173571 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0465629 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.0164192 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.416401 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.179665 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.0251943 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.407709 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.561794 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.143675 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.309332 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.791404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.37407 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.12417 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0949394 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0979785 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0773972 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0650889 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.0829794 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0643292 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.135566 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.319715 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.0927594 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.350166 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.0962199 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.924462 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.73704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0993085 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.380128 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.160906 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.104792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0156204 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0182524 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0073776 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0999748 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.216892 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.462281 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.41872 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.192417 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.332792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.949137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),-0.0798679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.188963 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.353673 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.896513 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.723721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0849681 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.282208 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.111486 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.135472 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.319277 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.15013 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.162314 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0278242 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0957795 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.120391 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.325797 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.235521 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.30567 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.196308 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),0.300761 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.790477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.155638 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.430673 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0901636 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.19473 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.118838 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0301076 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0999927 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.030225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.12538 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.458392 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.316826 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.0881121 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.333153 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0702804 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.328904 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.911314 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.791404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.156789 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.440849 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0798039 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.195001 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.107267 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0313051 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0444196 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0643292 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.135566 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.452576 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.319715 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.0927594 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.350166 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0962199 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.323088 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.924462 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.959208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.314462 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.653784 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.0511647 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.33442 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.187001 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.190574 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.170196 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.344043 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.743242 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.615259 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.886083 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.37831 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.613754 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-1.10925 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0305348 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.138836 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.279254 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.310704 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.755917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,5),0.165139 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.191004 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.117837 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.00324091 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.00239907 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.0275338 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.0351436 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.192986 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.462814 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.184657 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.408302 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.804339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.176229 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.0575313 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.031963 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.0888773 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.229773 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.574765 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.443127 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.311634 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.149852 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.281109 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.889107 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.801532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.166299 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.451092 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.0720216 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.202457 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.123099 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.0392567 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.0539294 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0220329 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.141352 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.241114 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.470776 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.370303 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.191265 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.0902187 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.343234 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.912423 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.132946 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.367396 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.235676 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.0332899 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.134026 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.953788 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.338924 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),0.100788 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.117954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.769698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.319918 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.262469 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.105477 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),0.156878 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),0.262662 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),0.180925 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.142971 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.116299 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.182677 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.108345 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.504142 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.0895186 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.398632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.316145 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),0.00615075 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.960389 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.879527 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.489581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.143617 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0452572 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.273894 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.235039 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.401034 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0769725 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0161977 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0706581 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.00534565 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.177125 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.11891 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),0.119842 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.836058 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.466065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.21803 # DEPENDENCYPART_GRANDPAR
