# _root_ A legrövidebb távot , a 2000 métert a II. korcsoport tagjai , az 1986- 1988-as születésű lányok teszik meg .
#goldHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,16,16,17,18,0,18,18,
#predictedHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,17,17,17,18,0,18,18,
(3,18),(18,16),0.0797721 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.000540523 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.224079 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.508738 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.504869 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.228453 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.594194 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.470828 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.58813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.110795 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0741658 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.27887 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00747866 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.18729 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.127894 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.163687 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.213533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.519295 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.820643 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.639088 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.0065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.539932 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.784197 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.877458 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.734377 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.708604 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.825981 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.538853 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.11607 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.633421 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.705396 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.91778 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.21892 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.845594 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.995032 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.812409 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.613936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0536743 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.206944 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.242959 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.42241 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.482505 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.145605 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.79022 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.91778 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.21892 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.845594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.995032 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.812409 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.614638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0552612 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.207857 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.243662 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.299527 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.381426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.483946 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.313638 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.367393 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.147049 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.79166 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.89672 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.18876 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.823291 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-1.03681 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.791349 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.615279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.107938 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.232067 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.249057 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.352204 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.43741 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.453159 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.431809 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.512377 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.276627 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.24802 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.396287 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.432889 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.730679 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.478284 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.453438 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.401948 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.810224 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.44862 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.787819 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.489765 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.351602 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0823981 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.88009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,10),-0.247457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.46099 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.505799 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.564505 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.298706 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.463223 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.807476 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.371739 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.13563 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.532309 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.762174 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.126412 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.339841 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.419161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.765995 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.169863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.113631 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.37222 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.952272 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.901894 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.752636 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.10706 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.360756 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.282159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.178574 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.19597 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0170999 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0382096 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.0582588 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.411706 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.37222 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.952273 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.901894 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.752636 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.10706 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.360756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.279598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.1797 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.197306 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.353035 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.126223 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.038427 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.104696 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.181072 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0580471 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.411488 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.839358 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.728803 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.339061 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.369215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.203913 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.263418 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.0486256 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.146814 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0396081 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0111808 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0821824 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.043252 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.361311 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-1.37222 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.952272 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.901894 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.752636 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-1.10706 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.360756 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.283969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.176141 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.195932 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.348664 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.133615 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.111881 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0131447 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.00765195 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.00355926 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0355103 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.410767 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.30949 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.878301 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.840449 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.760446 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.04434 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.290595 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.428981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.151665 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.182857 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.203652 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.00355505 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.22908 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.00372975 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.0223057 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0322131 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.00343456 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.15066 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.20065 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.432283 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.515214 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.563324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,20),-0.272707 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.70059 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.448883 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.42844 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.541228 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.577908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.036824 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.121405 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0838982 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.291108 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.163537 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.230208 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.21001 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.290867 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.548454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.908683 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.484473 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.620918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.48721 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.583261 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.489719 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.626487 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.785208 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.67636 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.674575 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.717888 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.470937 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.00865 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.965475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,15),-0.65305 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.863796 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.511432 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.412401 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.730906 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.549757 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.708501 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.875277 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.362054 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.191797 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.172964 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.957611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.537521 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.644142 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.653688 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.49627 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.564361 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.858197 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.382192 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.845784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,3),-0.590302 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.789466 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.836565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.416372 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.520298 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.816716 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.708266 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.875039 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.482897 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.38906 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.549722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.168402 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.472194 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.957611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.537521 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.644142 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.653688 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.49627 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.564361 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.858197 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0977783 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.615474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.40241 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.564266 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.816732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.2929 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.33779 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.959887 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.763089 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.13435 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.63495 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.770895 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.903918 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.505181 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.357118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.264566 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0351294 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.193878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0164924 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.159185 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.462209 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.197895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.00817438 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.23018 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.26381 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.898442 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.770898 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.07163 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.56479 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.709451 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.841196 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.434772 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.506501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0800861 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.367423 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0758208 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0958622 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0569692 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.133006 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0469043 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.224096 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.483004 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.217594 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.6201 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.207533 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.203401 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.696405 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.235627 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.218278 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.157442 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.268557 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.278288 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.312167 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.22291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.616916 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.542294 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.557434 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.711177 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.815337 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.178075 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.162959 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.702366 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.182444 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.24298 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.10159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,18),-0.666946 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.773687 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.235862 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.218039 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.596153 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.182765 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.428582 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.242677 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.382179 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.312167 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.22291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.616916 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.542294 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.557434 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.711177 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.815337 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.184414 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.503743 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.510862 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.293012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.773703 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.235862 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.218039 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.596153 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.182765 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.428582 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.242677 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.403549 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.544386 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.128045 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.22291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,14),-0.413564 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.711177 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.815337 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.170573 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.193737 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.00577 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.534312 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.689786 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.813165 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.014168 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.222711 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.713401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.257907 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.218071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.00570613 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0101136 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.293035 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.370997 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.358004 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.691737 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.06847 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.558314 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.165284 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.711649 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.87587 # DEPENDENCYPART_GRANDPAR
