# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(19,14),(19,15),0.434928 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0386013 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0702664 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0752519 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.115696 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.105422 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.104714 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0622237 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0677007 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0759435 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.64033 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0214872 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.155283 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.151841 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.64033 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.186201 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.31848 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0481173 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0222331 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.792647 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.31848 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0233004 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.021486 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0485604 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0514056 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0569144 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.146997 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.140124 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0456326 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.068174 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.408123 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0253304 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0569251 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.231586 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.408123 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.053347 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0569251 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0011126 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0238545 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.156624 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.153182 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.642858 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.1908 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.317123 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.047687 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.016336 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.791962 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.317123 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0174032 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0155889 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.04813 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0412251 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0342826 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.320832 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0440048 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.353507 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0608703 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.046908 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.287852 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.353507 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0472232 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.046908 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0635755 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.128985 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.313878 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0440048 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.353507 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0644003 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0504274 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.287852 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.353507 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0507427 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0504274 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0671056 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.121936 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.068174 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.408123 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0253304 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0569251 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.231586 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.408123 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.053347 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0569251 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0011126 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0238545 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.413335 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.011046 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0291624 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.190205 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.413335 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0294127 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0291624 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0168731 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.123042 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.155843 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0129962 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.138025 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.662013 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.010734 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0129962 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.163737 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0285178 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.00307406 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.577907 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.662675 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.00260321 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.00307406 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00536907 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00425058 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.794005 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.317123 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0199203 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.018106 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0466689 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0399473 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.38659 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.10967 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.102991 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.000769014 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0197197 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.010734 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0129962 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.163737 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0285178 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00902698 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0645658 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0491189 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0466689 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.041682 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00497327 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0686752 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.388774 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.368161 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.217777 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0800472 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.463194 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.377907 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.237269 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.237893 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.208495 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.894368 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.152584 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.96028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.533193 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.278483 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.141317 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.203103 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.112557 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.68503 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.187502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.527271 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.209846 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.260338 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.203677 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0251757 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.0566464 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),1.79954 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0800472 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.463194 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.205242 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.238071 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.237587 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.208495 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.894368 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0220311 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.561755 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.18336 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.152584 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.96028 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0797677 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.463194 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.205242 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.238071 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0340978 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0238479 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.894368 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0220308 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.562018 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.18336 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.113908 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.121114 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.152584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.96028 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.125086 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.391201 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.134367 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0922245 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0363784 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0308172 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0653717 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.2511 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.440094 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0634597 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.543992 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.214423 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.184186 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.122493 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.198367 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0514494 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.151004 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.0829201 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),2.10299 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.142705 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.416183 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.159349 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.120738 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0113969 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.00112499 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0403902 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.469644 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.484587 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0806233 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.51685 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.187281 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.158543 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.152345 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.172724 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.0770926 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.123862 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.108563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),2.14376 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.533193 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.278483 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.107339 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.115746 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.0799942 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.439915 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.206546 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.209846 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.260338 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.203677 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.0251757 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0566464 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),1.79954 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.207578 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.170624 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0364337 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.475562 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.00909 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.907041 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0381814 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.79973 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0239233 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.71646 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.198464 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.315925 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.551862 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.376501 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.136779 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.071092 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.105309 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),2.06166 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.587688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.101766 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.064562 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.00188164 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.188033 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.133623 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0849082 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.00879614 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.280424 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.130434 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.461613 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.24558 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.527001 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.69998 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.526806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.147425 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.189012 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.165796 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.190257 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.149956 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.533432 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.635637 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.624659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.169512 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.224363 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.205873 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.225594 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.249262 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0386475 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.178341 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.392765 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0736886 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.524202 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.644364 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.568769 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.703574 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.69998 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.526806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0703161 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.172284 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.166102 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.190257 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.149956 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0607232 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.13857 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.173316 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.533432 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.635637 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.597053 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.127767 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.33605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.527006 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.736152 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.485372 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.840564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.294512 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.262392 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.204902 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.603384 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.321846 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.282369 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.4776 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.288798 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.379215 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.657076 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.723137 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.776132 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.435536 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.614125 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.73812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.174119 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.222621 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.169565 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.504078 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.222475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.242598 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.240853 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.6878 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.708194 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.435536 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.614125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.73812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.174119 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.13822 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.195309 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.504078 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.222475 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.242335 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.240853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.442262 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.621738 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.6878 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.708194 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.375723 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.55257 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.90076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.133543 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.300316 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.332198 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.212261 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.33088 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.338628 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.295428 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.668942 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.548081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.423617 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.347883 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.333289 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.602888 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.481067 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.668949 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.733182 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-0.614125 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),-0.195309 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.0486236 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.485129 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.203758 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.215286 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.262463 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.653374 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.355024 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.321321 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.238268 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.664182 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.218679 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.500797 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.282736 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.708194 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0870503 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.138845 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.734296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.189508 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0851356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0158659 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.734296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.189508 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.37618 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.314435 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.248969 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.654035 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.821762 # DEPENDENCYPART_GRANDPAR
