# _root_ Nagyon kedves neki az a rózsafüzér is , amelyikkel Angelo_Acerbi pápai nuncius ajándékozta meg , amikor meglátta a gyöngyösi Mária-szobor melletti olvasókat .
#goldHeads=2,7,7,6,6,7,0,7,13,12,12,13,7,13,13,17,13,20,20,21,22,17,7,
#predictedHeads=2,3,13,6,6,13,13,13,13,12,12,13,0,13,13,17,13,20,20,21,22,17,13,
(17,11),(17,19),-0.0294336 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.00929095 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0294336 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.00929095 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0051115 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.00898357 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00254913 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0956371 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.117232 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0207151 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00613654 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0106718 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0061366 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0106718 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.00695274 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0258516 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0793447 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.113415 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0321 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.014192 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00873066 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.014192 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.00873066 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0157562 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0294838 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.190613 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0764611 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00411596 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0686713 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00411606 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0686713 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0139796 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.20212 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0116264 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0172899 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0180136 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0172899 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0180136 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0213227 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.083589 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00889437 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.044872 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00889447 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.044872 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.105674 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00981097 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0110333 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00981109 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0129488 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0284786 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0236205 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0345319 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.021705 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0108996 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0263346 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00840766 # DEPENDENCYPART_SIBL
(17,20),(17,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0217067 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0109009 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0304648 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.00723 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0789905 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.110677 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0800527 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0911043 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0902638 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.305836 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0634061 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.103076 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.120288 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.00185025 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0101938 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.408123 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0277749 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.00844461 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.43199 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0378876 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0315671 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.158325 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00331961 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00411379 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.0123683 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.00328788 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.169721 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0155216 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0158004 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.116256 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.00473882 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.00328788 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.0610711 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.125244 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.14476 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0800527 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0911043 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0523043 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0610711 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.151692 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.282616 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.124224 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0374869 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0266287 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0768449 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.256208 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0391393 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0763022 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0104714 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.000777453 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.02936 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.13138 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0242564 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0485444 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0902638 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0651062 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.20484 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0509383 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0679506 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0135801 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.0129962 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.155843 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.20699 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.190771 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0240624 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.662013 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.158325 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0129962 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.150647 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.0462258 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.153199 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.641687 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.163128 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.317123 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0486702 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.018106 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0371107 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.041682 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.113554 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.440921 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0621097 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.662675 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0126669 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.00307406 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.00179752 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.00502134 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.313879 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0318934 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.353507 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0619559 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0504275 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0673429 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.121935 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0101938 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.408123 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0277749 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0569251 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0223834 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0238545 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.43199 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0378876 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0578853 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0432746 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0680313 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.158325 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0129962 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.150647 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00307406 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00179752 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00502134 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0371107 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.041682 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00502874 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.564704 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0880664 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0942601 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.212847 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.377879 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0615342 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.00535333 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.493193 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.457735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.244891 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.182901 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),2.06156 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.428349 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0369732 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.219609 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.360548 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.518375 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.270062 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.05446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.498705 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.63317 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.111131 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.392163 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.150902 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0115172 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.5087 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.400271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.260398 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.198683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.199771 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.09002 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.445171 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.582192 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.263236 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0607928 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0393559 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.23614 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.15862 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0950015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.248448 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0388206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.317451 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0353123 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.244249 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.574485 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0691423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.44516 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.249021 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.362465 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.149433 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.07048 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.310612 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.426789 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0941793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.163794 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.904072 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0495197 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.431254 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.727179 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.100951 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.668354 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.195593 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.347493 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0339819 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.022199 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.738651 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.355601 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.415324 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.490338 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.188001 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.210453 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),2.42447 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.428352 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.507182 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.194682 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0309453 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.767952 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.132071 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.324033 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.275102 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0183977 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0314557 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.10809 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.503878 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0158258 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.214678 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.89206 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0198423 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.325227 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.188778 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.24642 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.193966 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.225508 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.137785 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.162895 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.374731 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.361349 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.263303 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.853811 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.322524 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.152171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.239829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.265035 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),2.44113 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.43078 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.26287 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.109583 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0480063 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.604076 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.431293 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.28313 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.159828 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.238626 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),2.10601 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0262672 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.308999 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.212126 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.186328 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),2.0721 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.111286 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.507074 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.01263 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.206597 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0167249 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.328423 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.191974 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.23834 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.190849 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.222312 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.134668 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.277219 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0854548 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.200082 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.755599 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.858335 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.327048 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.13965 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.244353 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.277556 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),2.43643 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.358278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,6),-0.16188 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.190859 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.137392 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.203955 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.339384 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.72752 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.426589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0835569 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.126293 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.135255 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.231155 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.226915 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.207888 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.284557 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.343296 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.478584 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.46629 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.731641 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.491768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0843088 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.121284 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0402938 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.159614 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.240212 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.504762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0341078 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0546399 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.181739 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.121195 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.207015 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.219844 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.224161 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.276825 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.356317 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.415602 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.412254 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.47583 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.463537 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.673296 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.040293 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.158771 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0702795 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.196379 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.242966 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.324155 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.491767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.0843098 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.040293 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.158771 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.00538945 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.142409 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.0187728 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.0702795 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.10522 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.164025 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.324155 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.501669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.0818213 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.081578 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.0313368 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.174058 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.0805405 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.061964 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.177787 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0573257 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.182072 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.170497 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.18639 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.240234 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.253265 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.256497 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.289017 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.281007 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.351159 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.437844 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.317662 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.4193 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.655785 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.186186 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.240464 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.479146 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.466852 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.733837 # DEPENDENCYPART_GRANDPAR
