# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,13,18,18,22,25,25,25,18,27,25,7,
(16,15),(15,13),-0.174633 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.340435 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.880632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,7),-0.643742 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.486286 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.44768 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.52312 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.438532 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.48085 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.462241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.196849 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.216875 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.300658 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.168725 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.211869 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.366618 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),-0.547401 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.618414 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.673664 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.666374 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.754664 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.695828 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.604843 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.72236 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.562009 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.510918 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.582525 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.516772 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.674426 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.556572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.517015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.00770886 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.154701 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.18697 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.114095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.259148 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.157429 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.212666 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.156997 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.145558 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.325108 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.46871 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.6942 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.517074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0417385 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.210537 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.320975 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.220529 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.195149 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.386935 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.6942 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.0817825 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.14567 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.220709 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.220086 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.389762 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.645879 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.439051 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.482417 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.456685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.0240889 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.194638 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.160955 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.176159 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.26583 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.258502 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.359186 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.618414 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.673664 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-0.666374 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-0.754664 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-0.695828 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.604843 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.72236 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-0.562009 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.510918 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.582525 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.516772 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.556572 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.517015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),-0.00770886 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.225202 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.159983 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.256313 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.164743 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.264433 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0661128 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.184055 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.145558 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.325108 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.46871 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),-0.14567 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),-0.185483 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.171633 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.177133 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.224305 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.0774658 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.20247 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.230348 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0765522 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.143663 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.0407548 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0829483 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0412848 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.143345 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.193017 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.035702 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.0999821 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.0744757 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.000696682 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.92986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.623039 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.688234 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.569175 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.769222 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.56917 # DEPENDENCYPART_GRANDPAR
(17,7),(7,24),-0.581758 # DEPENDENCYPART_GRANDPAR
(17,7),(7,25),-0.609671 # DEPENDENCYPART_GRANDPAR
(17,7),(7,27),-0.866733 # DEPENDENCYPART_GRANDPAR
(17,7),(7,28),-0.907528 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.186917 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.279132 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.19296 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.146955 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.168419 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.134969 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0716315 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.126429 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0601261 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.279689 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.133669 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.208437 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.237098 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0128511 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.164431 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0916228 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.105472 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0333458 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.124465 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.01853 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.923749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.604292 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.662651 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.511919 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.552677 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-0.590924 # DEPENDENCYPART_GRANDPAR
(17,11),(11,28),-0.890856 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.107735 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.264018 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.111205 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.188948 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.221037 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.144944 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0691595 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.00966144 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.196483 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.102752 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.00607949 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.923518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.602718 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.65984 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.510595 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.737864 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.552446 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.577809 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.58935 # DEPENDENCYPART_GRANDPAR
(17,13),(13,27),-0.835375 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.890352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.0656141 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.126429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.104534 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0849265 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.131222 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0457895 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.133139 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.00220329 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.163633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0949784 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0293839 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.137013 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.000942384 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.128674 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.889697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.565708 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.61208 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.508682 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.690104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.518284 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.55234 # DEPENDENCYPART_GRANDPAR
(17,16),(16,27),-0.787615 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-0.891208 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.266791 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.367888 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.546991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.200994 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.381294 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.230532 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.208608 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.478805 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.266791 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.172697 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.224911 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.276212 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.230089 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.481632 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.485359 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.318881 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.444678 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.339575 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.484948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.161107 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.255618 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.172765 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.33356 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.28123 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.460476 # DEPENDENCYPART_GRANDPAR
(17,25),(25,2),-0.523713 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-0.543667 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.527752 # DEPENDENCYPART_GRANDPAR
(17,25),(25,6),-0.518435 # DEPENDENCYPART_GRANDPAR
(17,25),(25,7),-0.535305 # DEPENDENCYPART_GRANDPAR
(17,25),(25,8),-0.313067 # DEPENDENCYPART_GRANDPAR
(17,25),(25,9),-0.474773 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.485136 # DEPENDENCYPART_GRANDPAR
(17,25),(25,11),-0.372556 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.490528 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.3966 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.518831 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.365551 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.520839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),-0.195505 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.260055 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.257779 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.252897 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.337573 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.131977 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.207934 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.223517 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.428189 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.527625 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),-0.224911 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.249464 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.185254 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.274877 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.289794 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.0352573 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.285309 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.0190239 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.0362167 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.09662 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.149087 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.0850322 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.0751131 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.0697782 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),0.193391 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.20303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,25),-0.46488 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-0.895566 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.325609 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.0267646 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.108701 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.175034 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.0173559 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.444309 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.20582 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0434696 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.293734 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.204429 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.048207 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.151894 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-8.95863e-05 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.2284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,25),-0.490255 # DEPENDENCYPART_GRANDPAR
(18,6),(6,28),-0.90819 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.285999 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.0444735 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.177055 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.135425 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0245429 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0631381 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.12553 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.0703274 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.00863019 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.000756859 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.0548409 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.0494049 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.288141 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.127412 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.20615 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.350429 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.11456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),0.309814 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.189747 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),0.282288 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),0.0613675 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),-0.202326 # DEPENDENCYPART_GRANDPAR
(18,7),(7,25),-0.376417 # DEPENDENCYPART_GRANDPAR
(18,7),(7,27),0.172749 # DEPENDENCYPART_GRANDPAR
(18,7),(7,28),-0.724489 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0832137 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.0421917 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.193682 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0413848 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.292802 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.101949 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.142228 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.0272739 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.0025475 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.128233 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.00926931 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0118878 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0741248 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.130928 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.360237 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.359799 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.626218 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.303275 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.345121 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.256614 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.215811 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.131281 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.151883 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.139702 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.242041 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.38274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.0663475 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.406542 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.252254 # DEPENDENCYPART_GRANDPAR
(18,11),(11,25),-0.644598 # DEPENDENCYPART_GRANDPAR
(18,11),(11,28),-0.98588 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.304767 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.0857787 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.297179 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.307038 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.584375 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.292362 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.193556 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.394261 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.207592 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.107204 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.160565 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.263265 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.38158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.064222 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.405985 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.0858197 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.253043 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.5009 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.643436 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-0.195358 # DEPENDENCYPART_GRANDPAR
(18,13),(13,28),-0.986315 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.0152864 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.0118881 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.075757 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.26124 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.0542097 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0629837 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.428999 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.26544 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.196375 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.0144945 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.230353 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0101779 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0854951 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.137741 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.357376 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.16074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.198856 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.239865 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),0.177259 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.0194296 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.422592 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),0.06772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-0.822046 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.162579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.0553089 # DEPENDENCYPART_GRANDPAR
