# _root_ Érdekes helyzet volt : a vezetőség nem nagyon éreztette , hogy szükség van rám , és én se nagyon forszíroztam a dolgot .
#goldHeads=2,3,0,3,6,9,9,9,16,9,9,13,9,13,16,3,20,20,20,16,22,20,3,
#predictedHeads=2,3,16,3,6,9,9,9,16,9,9,13,9,13,16,0,20,20,20,16,22,20,16,
(16,11),(16,14),-0.0773732 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0766657 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0343902 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0348346 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0212559 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0231459 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0623713 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0265471 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0380301 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.364463 # DEPENDENCYPART_SIBL
(16,12),(16,18),5.84109e-05 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0128577 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00876199 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.229433 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0182079 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0665047 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.373712 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0407283 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0398326 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.167526 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0621593 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.097813 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.170333 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0378263 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.051079 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00725167 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0123551 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0250927 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0290413 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0273784 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.195911 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0214034 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.198796 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0684814 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0651566 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0191114 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0168436 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.068906 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.031571 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.00496405 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0850596 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.173438 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0575055 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0808854 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0954828 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0804008 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.292091 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.19449 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0211326 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0232538 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0603121 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0822362 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0647071 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.242502 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.177775 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.00281051 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0170311 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0743463 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.182131 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.145194 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00159087 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0105611 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0273151 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0960571 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.248178 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.197866 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00126457 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.00855776 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0629059 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.253723 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00367762 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0747049 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0857264 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0126555 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0381355 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0669032 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00757808 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00327482 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0632075 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.228182 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.263966 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0966785 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.00728923 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.138332 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0320881 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0341816 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0407932 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00990346 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0130916 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.120273 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.451319 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.15525 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.157654 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0864869 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.432511 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.155679 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.149739 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0682665 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.140483 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0434111 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0440239 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.108628 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0407331 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.141086 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.00151802 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.00785392 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0411806 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0161904 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0238382 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0833331 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.00316783 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0494768 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0785258 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0136559 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0123871 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0236567 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0494768 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.154465 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0605854 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.00471327 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0833331 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.00586506 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0075516 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.00632538 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.0163093 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0193403 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.0365681 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0264338 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.0918743 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0108914 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0906502 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0422533 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0288816 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.00816981 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.00243905 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0906502 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.124508 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0644893 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0354654 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0918743 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0298073 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0265709 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0126273 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0649983 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0236892 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0138203 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0616341 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.00731375 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.16077 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0234432 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0243688 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.00356361 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.00922428 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.16077 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0258418 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0531219 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0124052 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0616341 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0248714 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0153465 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0360938 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0742086 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0718575 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.145601 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0464484 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0317689 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0270636 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0788239 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0790492 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0858571 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0317689 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.00561946 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0232683 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.053612 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.145601 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0423773 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.132468 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0209921 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0267395 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0910071 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.011333 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0932865 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0421224 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0312721 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0086114 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0015719 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0932865 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.124653 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0650209 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0363325 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0910071 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0207823 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0112762 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.00687801 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.133212 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0241245 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.105898 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0290667 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0354558 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0158352 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0487273 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.105898 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.00245002 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0458274 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0172572 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.133212 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0679541 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.00264958 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.00775645 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0827526 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0398837 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0461866 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.115481 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0744127 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.118769 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0398837 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0738065 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.097282 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0867474 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.200469 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.161372 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.133148 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.156258 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0793449 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.050802 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0280224 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0213338 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0216044 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0793449 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.00868443 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0558593 # DEPENDENCYPART_SIBL
(20,9),(20,18),2.50559e-05 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0740142 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0321 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0110252 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.0157563 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0307099 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0176771 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0569817 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.028811 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.00513268 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0442236 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0245776 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.00955468 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0883299 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0116264 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0205138 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0213227 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.123531 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.107399 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0431452 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.227069 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0847105 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0179648 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.00869626 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.114507 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.042521 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0226398 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0165303 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.010407 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.00604601 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0845722 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.124403 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0671874 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0318584 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0954812 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0163164 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.00519097 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0103511 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0253101 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0722814 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.00467679 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0395866 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.00368071 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0777199 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0134829 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00450172 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0131348 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0375672 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00633524 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0303381 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00202214 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.115744 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0789814 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.00319691 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.000943364 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0442236 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0245776 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00955468 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0883299 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0116264 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0205138 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0213227 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.108481 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0114286 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.119937 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0463679 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0144909 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.00390509 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0617882 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0444888 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.016222 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00677202 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00609019 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0758459 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0588897 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0235174 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0344958 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.161372 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.133148 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.156258 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0107445 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0284786 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00511391 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0892741 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0766676 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.049365 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0717274 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.418461 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.410738 # DEPENDENCYPART_SIBL
(0,1),(1,6),-0.149492 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.117956 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),1.70087 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.444029 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.50494 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.923474 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.344262 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0289988 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.232112 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.2356 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.545974 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.370956 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.169719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.108418 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.350401 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.157491 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.320022 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.355081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.108145 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.587459 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.184309 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.11216 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.901605 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.412708 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.047319 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.54693 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.442782 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.00818032 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.00865012 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.342666 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.511492 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.185265 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),1.73396 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.453833 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.51309 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.521362 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.174111 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.672326 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.222532 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0171074 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.529047 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.376583 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.143441 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.120723 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.365177 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.189776 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.325649 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.371438 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.145891 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.140431 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.619744 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.201501 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.634787 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),2.08651 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.735875 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.889859 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.925792 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.67161 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.148553 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.353664 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.182976 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.800764 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.746931 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0379502 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.541709 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.273168 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.628163 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0692753 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.570467 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.355529 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),2.07185 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.407593 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.442215 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.436416 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0931718 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.722718 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.293406 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0415948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.553488 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.248358 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.131219 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.388368 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.205046 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.174182 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.351761 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.376511 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.111645 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.124837 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.60415 # DEPENDENCYPART_GRANDPAR
