# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(15,8),(8,4),-0.116961 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.549262 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0202109 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.61735 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.000390638 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.039875 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.798549 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0384163 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-1.00536 # DEPENDENCYPART_GRANDPAR
(15,8),(8,26),-1.152 # DEPENDENCYPART_GRANDPAR
(15,8),(8,27),-0.50337 # DEPENDENCYPART_GRANDPAR
(15,8),(8,29),-0.983223 # DEPENDENCYPART_GRANDPAR
(15,8),(8,34),-0.960737 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.381123 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.404177 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.350943 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.183777 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.638612 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.123836 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.706677 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.611371 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.169264 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.951298 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.171258 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.172121 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.329469 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.30071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.150042 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.553276 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.863726 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-1.02061 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.467868 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.766765 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.765556 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.705198 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.673506 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-1.09056 # DEPENDENCYPART_GRANDPAR
(15,10),(10,27),-0.511179 # DEPENDENCYPART_GRANDPAR
(15,10),(10,28),-0.552666 # DEPENDENCYPART_GRANDPAR
(15,10),(10,29),-0.999385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,31),-0.935893 # DEPENDENCYPART_GRANDPAR
(15,10),(10,33),-0.792891 # DEPENDENCYPART_GRANDPAR
(15,10),(10,34),-0.930938 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.156388 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.554818 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0222577 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.622906 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.630578 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0676857 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0586073 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.038415 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.36207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,19),-1.00536 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.406475 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.438138 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.211638 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.645472 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.183617 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.71358 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.681797 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.229045 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.233704 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.972351 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.193791 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.260844 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.30516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.557754 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.868105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.03625 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.488418 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-0.476042 # DEPENDENCYPART_GRANDPAR
(15,13),(13,29),-1.01441 # DEPENDENCYPART_GRANDPAR
(15,13),(13,34),-0.932111 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.165274 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.920372 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0663057 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.204201 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.925019 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.482749 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.65328 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.828252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,34),-0.674141 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.745844 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.39648 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.43945 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.522358 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.774189 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.764145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.23272 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.745844 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.494494 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.10582 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.39648 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.43945 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.522358 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.774189 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.764232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.233724 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0154942 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.34834 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.67606 # DEPENDENCYPART_GRANDPAR
(15,18),(18,33),-0.375698 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.652158 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.780924 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.45853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.487828 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-1.01168 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.04443 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.533256 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.478289 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.33495 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.447259 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.573923 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.712663 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.922143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.219928 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.17179 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.484953 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.174929 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.431674 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.461981 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.323672 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.400007 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.236434 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.653372 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.213528 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.212139 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.673311 # DEPENDENCYPART_GRANDPAR
(15,19),(19,31),-0.635584 # DEPENDENCYPART_GRANDPAR
(15,19),(19,32),-0.56096 # DEPENDENCYPART_GRANDPAR
(15,19),(19,33),-0.356097 # DEPENDENCYPART_GRANDPAR
(15,19),(19,34),-0.581875 # DEPENDENCYPART_GRANDPAR
(15,25),(25,16),0.233835 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.0154055 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.327584 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.418794 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.273491 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.229126 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.209638 # DEPENDENCYPART_GRANDPAR
(15,25),(25,33),-0.374646 # DEPENDENCYPART_GRANDPAR
(15,26),(26,16),0.233836 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),-0.0154042 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),-0.327583 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.418789 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.27349 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.229124 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.209636 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.137013 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.129344 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.572564 # DEPENDENCYPART_GRANDPAR
(15,26),(26,31),-0.54014 # DEPENDENCYPART_GRANDPAR
(15,26),(26,33),-0.374646 # DEPENDENCYPART_GRANDPAR
(15,29),(29,1),-0.653367 # DEPENDENCYPART_GRANDPAR
(15,29),(29,4),-0.45974 # DEPENDENCYPART_GRANDPAR
(15,29),(29,8),-1.04576 # DEPENDENCYPART_GRANDPAR
(15,29),(29,9),-0.533264 # DEPENDENCYPART_GRANDPAR
(15,29),(29,10),-0.478466 # DEPENDENCYPART_GRANDPAR
(15,29),(29,11),-1.33627 # DEPENDENCYPART_GRANDPAR
(15,29),(29,12),-0.447271 # DEPENDENCYPART_GRANDPAR
(15,29),(29,13),-0.573927 # DEPENDENCYPART_GRANDPAR
(15,29),(29,14),-0.713985 # DEPENDENCYPART_GRANDPAR
(15,29),(29,15),-0.936139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,29),(29,16),0.219445 # DEPENDENCYPART_GRANDPAR
(15,29),(29,17),-0.185786 # DEPENDENCYPART_GRANDPAR
(15,29),(29,18),-0.498949 # DEPENDENCYPART_GRANDPAR
(15,29),(29,19),-0.60392 # DEPENDENCYPART_GRANDPAR
(15,29),(29,21),-0.44585 # DEPENDENCYPART_GRANDPAR
(15,29),(29,22),-0.240104 # DEPENDENCYPART_GRANDPAR
(15,29),(29,23),-0.396692 # DEPENDENCYPART_GRANDPAR
(15,29),(29,24),-0.17831 # DEPENDENCYPART_GRANDPAR
(15,29),(29,25),-0.307076 # DEPENDENCYPART_GRANDPAR
(15,29),(29,26),-0.724298 # DEPENDENCYPART_GRANDPAR
(15,29),(29,27),-0.246546 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),-0.114626 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),-0.408536 # DEPENDENCYPART_GRANDPAR
(15,29),(29,31),-0.634715 # DEPENDENCYPART_GRANDPAR
(15,29),(29,32),-0.560092 # DEPENDENCYPART_GRANDPAR
(15,29),(29,33),-0.336495 # DEPENDENCYPART_GRANDPAR
(15,29),(29,34),-0.593234 # DEPENDENCYPART_GRANDPAR
(15,33),(33,21),-0.418805 # DEPENDENCYPART_GRANDPAR
(15,33),(33,22),-0.273525 # DEPENDENCYPART_GRANDPAR
(15,33),(33,23),-0.233611 # DEPENDENCYPART_GRANDPAR
(15,33),(33,24),-0.209672 # DEPENDENCYPART_GRANDPAR
(15,33),(33,25),-0.141501 # DEPENDENCYPART_GRANDPAR
(15,33),(33,26),-0.558551 # DEPENDENCYPART_GRANDPAR
(15,33),(33,27),-0.10757 # DEPENDENCYPART_GRANDPAR
(15,33),(33,28),-0.163203 # DEPENDENCYPART_GRANDPAR
(15,33),(33,30),-0.324971 # DEPENDENCYPART_GRANDPAR
(15,33),(33,31),-0.448268 # DEPENDENCYPART_GRANDPAR
(15,33),(33,32),-0.375154 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.333205 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.253639 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.27474 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.690143 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.364577 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.643003 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.280004 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.304496 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.359709 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.199183 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.329183 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.107612 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.243787 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.466884 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.526528 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.558677 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.62185 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.696411 # DEPENDENCYPART_GRANDPAR
(16,13),(13,29),-0.597484 # DEPENDENCYPART_GRANDPAR
(16,13),(13,34),-1.10095 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.215094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.13172 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.256752 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0216022 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.553431 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.210765 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.64759 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.283198 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.600431 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.2123 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.223117 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.242919 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.129837 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.256753 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0216022 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0785301 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.89891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.493787 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.553431 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.511568 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.76211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.674884 # DEPENDENCYPART_GRANDPAR
(16,15),(15,29),-0.549933 # DEPENDENCYPART_GRANDPAR
(16,15),(15,33),-0.773395 # DEPENDENCYPART_GRANDPAR
(16,15),(15,34),-1.10483 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.760997 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.840115 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.53342 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.803686 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.404325 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.882732 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.589864 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.266807 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.200612 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.208609 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0455752 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-1.00582 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.508858 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.574526 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.211716 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.897772 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.569118 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.976838 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.646144 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.431599 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.379142 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.62374 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.363982 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.29189 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.130164 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.966231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.551643 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.0367 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.554709 # DEPENDENCYPART_GRANDPAR
(17,13),(13,27),-0.548312 # DEPENDENCYPART_GRANDPAR
(17,13),(13,29),-0.81516 # DEPENDENCYPART_GRANDPAR
(17,13),(13,34),-1.04161 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.542306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.566699 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.233063 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.250468 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.608556 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.53342 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.803686 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.404326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.882732 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.587981 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.266808 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.200612 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.563934 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.232183 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.249586 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.318911 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.188537 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.02314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.608556 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.00582 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.720502 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.865284 # DEPENDENCYPART_GRANDPAR
(17,15),(15,29),-0.783972 # DEPENDENCYPART_GRANDPAR
(17,15),(15,33),-0.895502 # DEPENDENCYPART_GRANDPAR
(17,15),(15,34),-1.07024 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.344502 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.438948 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.278796 # DEPENDENCYPART_GRANDPAR
(17,16),(16,34),-1.0288 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.206418 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.272037 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.309906 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.393375 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.235476 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.978766 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.196536 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.371132 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.177772 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.0677554 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.245599 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0880611 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.311148 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0148282 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.113417 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.564818 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0566451 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-1.01043 # DEPENDENCYPART_GRANDPAR
(18,8),(8,26),-0.907284 # DEPENDENCYPART_GRANDPAR
(18,8),(8,27),-0.541766 # DEPENDENCYPART_GRANDPAR
(18,8),(8,29),-0.796976 # DEPENDENCYPART_GRANDPAR
(18,8),(8,34),-0.98365 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.180635 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.251156 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0901079 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.316704 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.424212 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.0805643 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.13008 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0566465 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.179259 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-1.01043 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.299138 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.359803 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.028945 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.343493 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.253236 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.409061 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.477444 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.243693 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.3072 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.737134 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0991942 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.123146 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.263798 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0309358 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.20507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-1.04131 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.553956 # DEPENDENCYPART_GRANDPAR
(18,13),(13,27),-0.514439 # DEPENDENCYPART_GRANDPAR
(18,13),(13,29),-0.828164 # DEPENDENCYPART_GRANDPAR
(18,13),(13,34),-0.955024 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.189521 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.683141 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0298067 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0669032 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.26198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,3),-0.180635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.251156 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.0901087 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.316704 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.422328 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0805652 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.13008 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.680376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.0306867 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0660217 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.153407 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.142689 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.116932 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.26198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-1.01043 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.526567 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.907284 # DEPENDENCYPART_GRANDPAR
(18,15),(15,29),-0.796976 # DEPENDENCYPART_GRANDPAR
(18,15),(15,33),-0.67529 # DEPENDENCYPART_GRANDPAR
(18,15),(15,34),-0.98365 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.159528 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.270396 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.412623 # DEPENDENCYPART_GRANDPAR
