# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
(13,20),(20,23),-0.109423 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.418852 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.388262 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.287353 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.106527 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.0704372 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.107716 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.104832 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.467194 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.215003 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.165886 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.128088 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.719742 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.291931 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.514573 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.261435 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.262253 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.477152 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.139371 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.24706 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.158443 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.255551 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0684783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.494652 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.201308 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.968884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.559081 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.940365 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.643196 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.49864 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.552023 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.695095 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.612502 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.713218 # DEPENDENCYPART_GRANDPAR
(14,8),(8,24),-0.906165 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.700516 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.383404 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.663094 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.298976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.401194 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.526414 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0127155 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.473349 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.262772 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.696782 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.551327 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.904522 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.561485 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.387415 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.53044 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.659279 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.581091 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.655136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.864483 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.721255 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.08234 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.706973 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.691577 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.04492 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.581029 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.682876 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.892769 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.345762 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.855176 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.626072 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.938451 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.755517 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.4409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0816939 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.228632 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0293751 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.088308 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.157111 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.127867 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.168383 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.142875 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.462216 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.721255 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.08131 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.706952 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.691577 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.04389 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.581021 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.68286 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.892171 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.345662 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.854142 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.626051 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.937534 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.755496 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.439336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.0785659 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.395752 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.205351 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.105416 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0814385 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.126621 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.169552 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.144521 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.465466 # DEPENDENCYPART_GRANDPAR
(14,23),(23,15),-0.10717 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.126392 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.168159 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.254944 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.285588 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.346973 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.198511 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.254945 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.292121 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0204037 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.170095 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.112096 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.1632 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0590628 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.227478 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.185123 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.146886 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.680524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.740133 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.679744 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.426805 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.318291 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.584922 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.278882 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.379363 # DEPENDENCYPART_GRANDPAR
(15,8),(8,24),-0.761665 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.336526 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.446799 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.305884 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.391947 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.149023 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.295495 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.227756 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0276862 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.54523 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.238647 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.411955 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.411998 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.136477 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.1628 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.494465 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.418502 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.663804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.689922 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.590673 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.30924 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.289164 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.238734 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.313841 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.713406 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.621203 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.378866 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.566351 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.244532 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.387826 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.378877 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.11932 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.183921 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.307422 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.502444 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.665481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.697969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.591543 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.309349 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.290152 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.542785 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.240333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.312669 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.714076 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.759048 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.00833 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.690415 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.728406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.953474 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.524014 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.667606 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.73123 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.457914 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.571044 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.660275 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.731114 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.787815 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.729247 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.166242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.223583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.157401 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.205438 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0025956 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.278263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.017431 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.283395 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.274403 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.939591 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.627486 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.884739 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.504796 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.650995 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.680387 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.420602 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.502309 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.569618 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.640552 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.684897 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.424879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.374917 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.46001 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.00382796 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.2665 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.0344362 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.435207 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.053218 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.0774623 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.759048 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.00729 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.690394 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.728406 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.95244 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.524006 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.667591 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.730632 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.457815 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.57001 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.660253 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.730197 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.787793 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.729148 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.163114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.126486 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.182064 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.229078 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.26138 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.280677 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0197675 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.282918 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.276484 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.508076 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.329013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,18),0.0626556 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.0721543 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.149794 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.100024 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.421917 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.23383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,19),0.134461 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.167743 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.00144009 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.304014 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.475973 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.808319 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.415317 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.590612 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.25716 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.247955 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.957668 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.389766 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.322392 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.237819 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.175017 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.267939 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.61389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.691401 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.461782 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.546594 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.413109 # DEPENDENCYPART_GRANDPAR
(16,3),(3,24),-1.21308 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0985841 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.304014 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.613764 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.13891 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.315988 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.112326 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.308452 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.599221 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0395981 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.320427 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.466396 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.133958 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.728563 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.181026 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.595739 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.196351 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.420817 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.336356 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.692524 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.223258 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.34833 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.559699 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.116165 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.19082 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.246037 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.377365 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0891904 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.255023 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.0889285 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.0374258 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.374069 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.31126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.457651 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.285033 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.17534 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.110429 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.591036 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.374234 # DEPENDENCYPART_GRANDPAR
(16,8),(8,24),-0.936139 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.47581 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.220259 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.214297 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.103121 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.985127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.278584 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),0.215652 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.304014 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.613764 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.315988 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.48094 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.161949 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.228596 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.876582 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0131881 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.808934 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.388521 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.483374 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.35154 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.393238 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.608088 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.413948 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.237445 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.183952 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.59033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.684452 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.455457 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.539474 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.915386 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.758238 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-1.20614 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.930893 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.429284 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.798069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.371345 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.433771 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.29106 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.342825 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.597223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.495543 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.48515 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.229629 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.60335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.687584 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.458103 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.542984 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.402567 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.920344 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.757144 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-1.20911 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.83454 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.186388 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0214403 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.982311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.280435 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.218468 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.329068 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.905472 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.856648 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.315989 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.239753 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.223951 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0226732 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.79851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.205265 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.0484533 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.0949438 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.402269 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.460961 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.177285 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.822564 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.16037 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.644287 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.02755 # DEPENDENCYPART_GRANDPAR
