# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,25,16,16,4,18,5,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
(18,4),(4,5),-0.0540683 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.1505 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.294894 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.262261 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.229305 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),0.0402173 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.215852 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.0258766 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.0966345 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0736803 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.235369 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.652355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.494263 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.0813887 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.221739 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.284339 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-0.323696 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-0.228633 # DEPENDENCYPART_GRANDPAR
(18,4),(4,27),-0.42596 # DEPENDENCYPART_GRANDPAR
(18,4),(4,28),-0.277422 # DEPENDENCYPART_GRANDPAR
(18,4),(4,29),-0.625573 # DEPENDENCYPART_GRANDPAR
(18,4),(4,30),-0.530647 # DEPENDENCYPART_GRANDPAR
(18,4),(4,31),-0.484709 # DEPENDENCYPART_GRANDPAR
(18,4),(4,32),-0.833402 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.287544 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.238536 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.114271 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.121582 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.182043 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.304925 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.176731 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.191079 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.176844 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),0.0962491 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.166816 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.203411 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.0369634 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.0434691 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.0017482 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.266912 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.04679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,20),-0.932748 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.319701 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-0.515431 # DEPENDENCYPART_GRANDPAR
(18,5),(5,23),-0.598295 # DEPENDENCYPART_GRANDPAR
(18,5),(5,24),-0.589603 # DEPENDENCYPART_GRANDPAR
(18,5),(5,25),-0.642513 # DEPENDENCYPART_GRANDPAR
(18,5),(5,27),-0.753581 # DEPENDENCYPART_GRANDPAR
(18,5),(5,28),-0.604821 # DEPENDENCYPART_GRANDPAR
(18,5),(5,29),-0.829424 # DEPENDENCYPART_GRANDPAR
(18,5),(5,31),-0.923026 # DEPENDENCYPART_GRANDPAR
(18,5),(5,32),-1.0623 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),0.18478 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.0986435 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.107877 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.0478971 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.11853 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.0335237 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.0310866 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),0.238435 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.000720855 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.193179 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.152608 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.0774665 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.722565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,22),-0.247979 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),-0.343495 # DEPENDENCYPART_GRANDPAR
(18,7),(7,25),-0.369448 # DEPENDENCYPART_GRANDPAR
(18,7),(7,32),-0.805639 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.0935755 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.232856 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0618183 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.350222 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.140101 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.113556 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.0106492 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.130646 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.300211 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.145604 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.229972 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.350912 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),0.139107 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.000621743 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.113559 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.0106463 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.130649 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.300214 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.14595 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.230254 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.220063 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.114968 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.154764 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0440093 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.0296294 # DEPENDENCYPART_GRANDPAR
(18,11),(11,32),-0.776637 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.19097 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0575679 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.114635 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0237288 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.0846912 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0752859 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.194544 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0430392 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0473295 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0951012 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.152441 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.268484 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.145602 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.22997 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.219069 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.135687 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.174457 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0267505 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.164082 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.567477 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.274077 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),0.184541 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),0.0659215 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.0952482 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),0.0133626 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.104702 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.234484 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.160998 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.172957 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.096796 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0524959 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0803485 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.111783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0398478 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.19828 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.507598 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.0253431 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.262341 # DEPENDENCYPART_GRANDPAR
(18,16),(16,31),-0.497872 # DEPENDENCYPART_GRANDPAR
(18,16),(16,32),-0.765641 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.221398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,12),-0.52337 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.47154 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.671078 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.184921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.190001 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.448044 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.415875 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.555147 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.798349 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.528829 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.534484 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.339787 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.665681 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.414659 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.640016 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.257386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.158526 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.106499 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.205304 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0786351 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),0.107765 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.514592 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.321631 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.65144 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.110217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),0.219374 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.484721 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.174976 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.116474 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),0.25706 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.349709 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.669782 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.432644 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.393987 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),0.061886 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),0.211663 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.093584 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),0.287861 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-0.896962 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-0.818627 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-0.816713 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-0.922762 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-0.934133 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-1.15425 # DEPENDENCYPART_GRANDPAR
(18,25),(25,8),-0.79199 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.9199 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-1.24727 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-0.977747 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.782075 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.852354 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.662434 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-1.1146 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.732127 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-1.019 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.233091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.146355 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.148347 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.429159 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.141923 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.110697 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.196363 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.16434 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),0.0461696 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.196802 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.126311 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.0558844 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),0.190662 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.357278 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.23251 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),0.154545 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.156005 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),0.442621 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.235963 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),0.203184 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),0.32375 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.232144 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),0.0059024 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.155945 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.0894926 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),0.149938 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),0.234665 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.189677 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),0.0262117 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),0.175261 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.124641 # DEPENDENCYPART_GRANDPAR
(18,29),(29,32),-0.40324 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),0.442533 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),0.235854 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),0.203079 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.232412 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),0.00549049 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),0.154544 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.144709 # DEPENDENCYPART_GRANDPAR
(18,31),(31,12),-0.52337 # DEPENDENCYPART_GRANDPAR
(18,31),(31,16),-0.47154 # DEPENDENCYPART_GRANDPAR
(18,31),(31,19),0.184105 # DEPENDENCYPART_GRANDPAR
(18,31),(31,26),-0.293902 # DEPENDENCYPART_GRANDPAR
(18,31),(31,27),0.00308238 # DEPENDENCYPART_GRANDPAR
(18,31),(31,28),0.154756 # DEPENDENCYPART_GRANDPAR
(18,31),(31,29),-0.102516 # DEPENDENCYPART_GRANDPAR
(18,31),(31,30),-0.105923 # DEPENDENCYPART_GRANDPAR
(18,31),(31,32),-0.459371 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.504556 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.278259 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.339802 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.261529 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.18094 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.195144 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0413885 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.426129 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.457394 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.28088 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.277958 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.31107 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0695916 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.331243 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.814009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.279999 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.223986 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.285436 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.37255 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.421231 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.535767 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.545959 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.437384 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.524903 # DEPENDENCYPART_GRANDPAR
(19,18),(18,31),-0.740962 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-0.477815 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.922667 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.697674 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.573618 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.33059 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.470813 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.70686 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.862984 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.661737 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.769931 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.725751 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.187461 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.382645 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.492692 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.334507 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.11891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.457758 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.602559 # DEPENDENCYPART_GRANDPAR
(20,16),(16,31),-0.795304 # DEPENDENCYPART_GRANDPAR
(20,16),(16,32),-0.887802 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-1.08835 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.831795 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.750488 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.479896 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.707571 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.825466 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-1.01192 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.829157 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.937192 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.396536 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.589596 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.660112 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.711428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.495828 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.516905 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.1111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.442086 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.592127 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.586379 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.642288 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-1.00848 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.00505 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.599868 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-1.03176 # DEPENDENCYPART_GRANDPAR
(20,18),(18,31),-0.787503 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-0.869906 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.33287 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-1.08837 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-1.14245 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.67865 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.646927 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.394375 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.468547 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.48599 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.191983 # DEPENDENCYPART_GRANDPAR
(21,3),(3,25),-0.362278 # DEPENDENCYPART_GRANDPAR
(21,3),(3,32),-0.583099 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-1.07155 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.608008 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.604966 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.354151 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.480027 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.517504 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.462757 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.481446 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-1.07223 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.609 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.388404 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.604967 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.354152 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.480027 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.517505 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.463099 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.481724 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.52216 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.307154 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.391088 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.387914 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.328057 # DEPENDENCYPART_GRANDPAR
(21,11),(11,32),-0.592768 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.575024 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.130302 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.27845 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.347892 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.415663 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.554657 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.573664 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.335252 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.343538 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.268022 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.225315 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.323506 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.462755 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.481445 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.521168 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.173157 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.309891 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.326899 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.291653 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.0509959 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.327106 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.629325 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.366242 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.609434 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.387837 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.484058 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.484687 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.501852 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.54207 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.561154 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0763255 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.275061 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.296702 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.367007 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.238696 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.113074 # DEPENDENCYPART_GRANDPAR
