# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(18,17),(18,19),0.0083991 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.59807 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.358527 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.133971 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.604097 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.295032 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.520527 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.157498 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.360886 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.173638 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.18362 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.420639 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.255172 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),1.97187 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.863728 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.386006 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.592049 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.162992 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.192915 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.517665 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.154636 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.346643 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.00648344 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.25231 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),1.9688 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.908672 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.499298 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.20518 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0877767 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.447577 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0393025 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.323752 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0724191 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.230864 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.42976 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.584398 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.315217 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.676821 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.392148 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.22549 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),1.67641 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.841577 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.404308 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.561279 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.137088 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.105184 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.378024 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0188255 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0871413 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.269595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.251884 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.602481 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.242886 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.422797 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.136258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.505504 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.205278 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0031685 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),2.13219 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.818065 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.367215 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.571349 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.113576 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.115235 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.354512 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.000100392 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.113859 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.275796 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.245931 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.591473 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.232171 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.411795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.12436 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.494788 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.194562 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.041563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),2.14913 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.18374 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.890944 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.480238 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.158487 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.715092 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.258294 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.551096 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.175011 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.65376 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.355587 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.239924 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.046529 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.59068 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.317976 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.196576 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),2.1407 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.813327 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.361296 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.108838 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.121075 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.349771 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.00327755 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.109294 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.298374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.124112 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.224097 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.921827 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.431393 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.496687 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.330639 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.722217 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.393813 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),2.15535 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.498303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.153001 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.140902 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.259115 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0736706 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.368575 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.58573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.19506 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.11236 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0415946 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0812997 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.376256 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.45941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.123403 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.118213 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0874797 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.15274 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.080713 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.111197 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0290553 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.151935 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.375617 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.546979 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.65652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.208447 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.112384 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.000609103 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.303367 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.153983 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0378832 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0904039 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.308159 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.273402 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.367142 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.241672 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.221344 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.370717 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.448222 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.597711 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.655335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.27264 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.163304 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.112683 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.149763 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.304063 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0887695 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0186011 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.0962599 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.196274 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.478324 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.216013 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.387376 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.229932 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.177057 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.313329 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.476053 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.564416 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.657046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.281772 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.163373 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.114395 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.149595 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.305775 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0911942 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0750752 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.10239 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.203668 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.47902 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.216854 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.388078 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.229737 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.177898 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.31417 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.462308 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.562351 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.58289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.157037 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0387677 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.0469557 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.233027 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.13817 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0739181 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.118379 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.00777694 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.288716 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.395174 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.254158 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.217721 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.386031 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.54808 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.535103 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.0977108 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.465439 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.302697 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.149726 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.179221 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.11057 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),0.118013 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0113195 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.184627 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.486422 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.131187 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.223255 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.178902 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.300212 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.656252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),-0.281533 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.1136 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.150033 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.304982 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.0888357 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.0743899 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),0.105528 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.116719 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.193431 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.491063 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.272617 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.169308 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.172594 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.244404 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.369964 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.561162 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.570617 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.488173 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.616266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.044433 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.275019 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.364925 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.620131 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.04175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.315858 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.711673 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.426711 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.314897 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.293408 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.353025 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.453522 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.717496 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.798872 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.500156 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.903263 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.640269 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.277644 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.28165 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.02155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.08881 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.402171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.284253 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.085028 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.110082 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.00714169 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.270018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0983613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.510165 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.2201 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.02898 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.02569 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.602334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.281276 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.271518 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0218693 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0174858 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0600629 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0968253 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.364281 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.220666 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.340645 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.348015 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.296745 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.359404 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.198797 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.527601 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.21963 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-1.02898 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.603251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.281546 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.272437 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.0218031 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.0913512 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.104413 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.0805219 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0939829 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.37702 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.27727 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.122577 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.290677 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.364092 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.416039 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.524347 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.193927 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0528692 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.966142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.650511 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.697616 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.35107 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.759606 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.647584 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.589388 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.853775 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.927343 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.487237 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.973043 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.19761 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.932997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.282432 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.154818 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.151527 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.650511 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.35107 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.487237 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.82832 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.571634 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.581058 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.441626 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.544423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.217453 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.348187 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.36862 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.321511 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.13701 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.370229 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.316819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.374391 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.567666 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.39715 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.402419 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.101546 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.585403 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.827842 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.571633 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.441148 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.544283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.218504 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.348551 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.00519298 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.423862 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.431174 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.297099 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.473959 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.420385 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.350087 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.605606 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.499602 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.506016 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.582151 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.14057 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.360759 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.39775 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.17063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.410186 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.78632 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.444515 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.349369 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.546705 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.674146 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.67348 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.848684 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.856764 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.160288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.302624 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.341871 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.150726 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.597377 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.17063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.78632 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.848684 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.263898 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.124771 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.505402 # DEPENDENCYPART_GRANDPAR
