# _root_ A kft. másik társtulajdonosa Rózsavölgyi_Sándor , aki korábban maga is futballozott , később pedig a játékvezetésre adta a fejét .
#goldHeads=2,4,4,5,0,5,11,11,11,11,5,5,17,17,16,17,5,19,17,5,
#predictedHeads=2,4,4,5,11,11,11,11,11,11,0,11,17,17,16,17,11,19,17,11,
(2,4),(4,6),-0.111877 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0757212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.092144 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.259344 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.12992 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.12372 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.394712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.0148863 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.111877 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.259345 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0678758 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),0.343711 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.479513 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.495981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.116153 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.055109 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0946371 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0362694 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.113727 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0286569 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.23061 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.225606 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.242251 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.383133 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.55244 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.52421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0181576 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.144391 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.0833376 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0919898 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0295687 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.082806 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.101505 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0805818 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0686921 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.276355 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.25352 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),0.16285 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.415781 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.498262 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-1.061 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.552392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.0672772 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.172686 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.111519 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.2134 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.05609 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0536538 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0410519 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0656561 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0163112 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.19505 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.239678 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.521998 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.199277 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.251428 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.496499 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.342526 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.496366 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.501416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),-0.121588 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0605437 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0998654 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0297399 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.036512 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.30098 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0798872 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.22964 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.235351 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.239635 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.378655 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.552794 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.551616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.07218 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.17191 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.110744 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.213922 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),0.0609928 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.0605033 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.0325707 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.0664023 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),0.256004 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.0341692 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.116658 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.0840071 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.535187 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.256779 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.493336 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.323455 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.495044 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.323993 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.753028 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.783056 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.540939 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.686274 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.587866 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.507999 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.648514 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.469637 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.22445 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.734878 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.627785 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.200534 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.153972 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0903208 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.049576 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.0507453 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.884514 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.59332 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.771108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.374168 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.403405 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.304055 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.138792 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.40113 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.352216 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.255617 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.224264 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.407952 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.232447 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.218442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.36174 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.891742 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.74639 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.650158 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.59811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.194442 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.222816 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.188073 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0962391 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.260359 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.165362 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.134225 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.09247 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.240774 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.123092 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0507033 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.322499 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0121484 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.159585 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.196226 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.822001 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.591983 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.763068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.332621 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.361864 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.274096 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.399096 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.344075 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.348423 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.174901 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.169699 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.361393 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.166082 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.466721 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.200844 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.34014 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.923064 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.29762 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.22809 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.0206336 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.265809 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0913124 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.0168643 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.232506 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.651253 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.58821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.192731 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.221104 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.189273 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.106139 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.263354 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.148218 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.131615 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0570892 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.0848767 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.216227 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.0204765 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0353403 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.311133 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.15284 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.17422 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.817097 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.05631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),0.214268 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.16814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.610069 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.692403 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.547096 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.621759 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.684049 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.608845 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.638264 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.965682 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0195161 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.188775 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.363098 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.304322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.230074 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.142286 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.419981 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.387724 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.18562 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.7165 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.368428 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.481881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.57024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.31902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.280212 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0982083 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.234104 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.570557 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.353381 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.671506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.113413 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.301135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.155536 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.338153 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.136781 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.3275 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.435847 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.334918 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.593045 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.642838 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.416292 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.612881 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.699744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.141641 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.298487 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.221375 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.18206 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.352679 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.45833 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.23413 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.373244 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.463761 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.414319 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.625693 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.58866 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.305714 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.420342 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.591746 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.728077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.169861 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.419919 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.135743 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.15293 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.292253 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.158791 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.181771 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.291961 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.449941 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.719497 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.310543 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.325762 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.710892 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.552482 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.586786 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.353308 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.676941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.118848 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.306363 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.128994 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.187914 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.237931 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0855512 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.439881 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.346574 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.337533 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.588567 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.643193 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0698784 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.542201 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.219352 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.01088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.560721 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.397788 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.555212 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.439673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.480971 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.476448 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.809254 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.542201 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.10762 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.108656 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.01088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.560721 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.397788 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.555212 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.439673 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.480971 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.06411 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.522473 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.298207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.317021 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.570624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.288216 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0178427 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.00360007 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0787763 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0922229 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0845133 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.164066 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.358077 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.608084 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0994592 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.163925 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.586761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.252888 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.430336 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.522936 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.298301 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.317484 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.569849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.288738 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0227455 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0104496 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.0702951 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.0914768 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0385303 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.102371 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0856749 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.202406 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.621273 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.156962 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.583598 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.233816 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.429014 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.548026 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.339083 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.488057 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.544117 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.826866 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.66825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.527732 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.388555 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.569555 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.513643 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.394152 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.289608 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.42209 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.370295 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.76176 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),-0.430782 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.2704 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.279972 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.263747 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.156144 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0461629 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.249407 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.263747 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.156144 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0458443 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.34499 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.159072 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.398884 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.27107 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.17752 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.402402 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.909583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.470642 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.459731 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.605916 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.501904 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.907641 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.398884 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.41738 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.320196 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.177523 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.402402 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.909583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.470642 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.459731 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.605916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.398884 # DEPENDENCYPART_GRANDPAR
