# _root_ Lajtos és Rózsavölgyi él-hal a sportágért , így aztán nem csoda , ha nem sajnálják a pénzt a futballra .
#goldHeads=4,4,4,9,6,4,9,9,0,13,13,13,9,15,13,17,15,19,15,9,
#predictedHeads=4,4,4,8,6,4,8,0,15,15,13,13,15,15,8,17,15,19,15,8,
(17,10),(17,16),-0.437768 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0127441 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0133897 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.215958 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.347138 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0174219 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0390074 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.112319 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0110448 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.003335 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0285433 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0176051 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0356781 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0485276 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0058691 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.38659 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.102628 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.38659 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.39142 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0263527 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.39142 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.012979 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.662013 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.317124 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.390776 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.756697 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0870526 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.676337 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.132883 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.911988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.170841 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.188386 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.512632 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.199958 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.139559 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.280531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0525471 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.116954 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.184583 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.531133 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),1.78986 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.674001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.42231 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.756697 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0870526 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.314192 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0262903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0509823 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0292912 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),1.68848 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.629287 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.33566 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.143037 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.41023 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0445326 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.236718 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.336148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.000757702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.103961 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0672529 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.100879 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0472762 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.00814097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.186849 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.321796 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.269109 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),1.87196 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.866059 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.713685 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.379809 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.852871 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.450615 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0760857 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.705628 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.264955 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.184102 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.126816 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0909473 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.193254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0882812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.16999 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.377416 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.330767 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),1.9745 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.773979 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.56197 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.28773 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.751371 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.537828 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0159938 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.567769 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.562083 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.133633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.158297 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0712895 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.121157 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.037812 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0554054 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.408561 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.361912 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.81526 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0131056 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.19175 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.584415 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.181603 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.168506 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.167079 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0452793 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.199426 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.415452 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.369223 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),1.51941 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.826248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.56805 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.339998 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.749713 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0362751 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.495705 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.578085 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.220897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.276508 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.00582073 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.359866 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.00421779 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0101834 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.418003 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.371354 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),1.72679 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.631079 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.33537 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.144829 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.314105 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.744754 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.158894 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0760429 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.407612 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0109876 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.113898 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.268801 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0597962 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.22759 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.209719 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.825053 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.323431 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.811095 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.269541 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),1.87172 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.616555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.235872 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.585286 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.349181 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.224367 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.514858 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.341155 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.552491 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.706985 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.774235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.284234 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.397773 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.511032 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.327641 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.308554 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.390004 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.410392 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.43735 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.491759 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.34398 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.36479 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.419422 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.646919 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.532518 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.507675 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.723837 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.616555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.235872 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.240094 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.566569 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.49815 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.224367 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.340062 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.376055 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.514858 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.259793 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.552491 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.695223 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.620345 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.926695 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.732065 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.493595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0262367 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.191442 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.189164 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.391935 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.153577 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.168804 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.450247 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.09382 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.519411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.00953453 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0605996 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.147009 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.171268 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.00855934 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.031624 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.137796 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.345217 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.243201 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0516192 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.338476 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0950598 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.669101 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.358033 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.362093 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.732065 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.493595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.102466 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0134493 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0177158 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.189164 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0589341 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.12944 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.391935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.261097 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.168804 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.709741 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.544878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.00126449 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.032371 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0381135 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.230207 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.176724 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.111748 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.285604 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.408336 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.374491 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.133476 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.486284 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.227679 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.716515 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.428705 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.353565 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.707039 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.525769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0600296 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0199558 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.00479162 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.171442 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.104115 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0408454 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.263071 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.363451 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.344155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.121612 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.463751 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.228696 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.670984 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.383174 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.379789 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.107702 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.129112 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.105671 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0382798 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.279034 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0757913 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.0347614 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.102579 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.576444 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.289326 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.355341 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.732066 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.49606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.099993 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.0159198 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0201822 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.131479 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.160289 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0103163 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0663173 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.322162 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.272042 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.173987 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.695072 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.407957 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.455465 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.709965 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.57209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.0137178 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.0503752 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.217754 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.228736 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0816524 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.113454 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.305062 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.389981 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.30067 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.454396 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.219308 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.665426 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.377616 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.389264 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-1.0941 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.516364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.0181868 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.0588869 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.0860779 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.213285 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.211949 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.00764371 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.0232784 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.362167 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.412842 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.283882 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.110139 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.562847 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.406593 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.669867 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.395967 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.357595 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.362924 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.0081872 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.313971 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0859935 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.486321 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.443937 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.406581 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.450491 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.9859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.932674 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.494637 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.352596 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.924324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.973318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.43306 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.405178 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.495915 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.48961 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.468715 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.654634 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.401393 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.452419 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.788159 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.679844 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.847244 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.73999 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.384696 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.545648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.203677 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.00389374 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.141886 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.197068 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.194725 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.173478 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.219448 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.138101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.1454 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.16614 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.437414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.252072 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.266084 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.494364 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.801546 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.390651 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.387969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.509475 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.190794 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0576993 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.147126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.160388 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.242547 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0539139 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.342987 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.801546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.390652 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.387976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.509481 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.190799 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.103287 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0312064 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.111964 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.10946 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.107204 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0575047 # DEPENDENCYPART_GRANDPAR
