# _root_ A társadalmi munkákat halmozó Kukorelli a Magyar_Politikatudományi_Társaság , a Független_Jogász_Fórum és a Népfőiskolai_Társaság tagja , emellett több tanácsadó testület és kodifikációs bizottság munkájában is közreműködik .
#goldHeads=5,3,4,5,0,7,14,14,10,14,14,13,14,5,5,25,19,19,23,23,22,23,25,25,5,5,
#predictedHeads=3,3,4,5,25,7,25,25,10,14,14,13,14,25,25,25,19,19,25,25,22,23,25,25,0,25,
(20,11),(11,15),-0.110741 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.120191 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.130091 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.03328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.143234 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.635327 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.648442 # DEPENDENCYPART_GRANDPAR
(20,11),(11,24),-0.497654 # DEPENDENCYPART_GRANDPAR
(20,11),(11,25),-0.685814 # DEPENDENCYPART_GRANDPAR
(20,11),(11,26),-0.796169 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.187204 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.152745 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.113523 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.0658113 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.100408 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0548618 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.094637 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.187331 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.982612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-0.542619 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.555734 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.576665 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.757349 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.213762 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.085443 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.0282407 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.071456 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0520973 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.196187 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.9679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0757294 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.539535 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.55265 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.553863 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.747485 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.211582 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.188954 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.0938957 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.127661 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.111731 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.0431612 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.060635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.0552825 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.128033 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0217754 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.11979 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.265286 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.191638 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.1476 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.157179 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.181365 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.141657 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.117956 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.114339 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.00488038 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.162173 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.095493 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0995898 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0167194 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.649933 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.663048 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.847782 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.582116 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.780756 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.663862 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.550241 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.507426 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.424668 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.519957 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.533061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),0.125725 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.018229 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.999137 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.434567 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.977729 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.670998 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.88267 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.54892 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.636539 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.916435 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.596578 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.597317 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.84941 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.732495 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.605361 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.561007 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.536999 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.474293 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.58861 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.523898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.361913 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0718988 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.999137 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.977729 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-0.88267 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.54892 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.63654 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.916435 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.596578 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.597318 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.84941 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.732495 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.605361 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.561007 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.536999 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.474293 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.58861 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.523897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.365267 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.150414 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.111591 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-0.429889 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.59374 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.540348 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.469615 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.569816 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.441443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.537214 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.181291 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.164213 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.324511 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-0.456006 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-1.36101 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-0.692626 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-1.33948 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.924341 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.24443 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-0.891386 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-0.889882 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-1.27819 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.935003 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.850659 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-1.21116 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-1.0922 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.947827 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.868333 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.776948 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.732353 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.950374 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.549714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.310402 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.0652012 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.0416707 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.149456 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.351162 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.232631 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.105396 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.377087 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.572339 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.523618 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.606647 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.373391 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.374374 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.396988 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.246155 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.26041 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.15601 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.168597 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.270215 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.00329211 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.0172556 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.0517759 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.114659 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.808967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.497367 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.517823 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-0.359782 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.507177 # DEPENDENCYPART_GRANDPAR
(21,11),(11,26),-0.705446 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.232631 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.105396 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.130775 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.424355 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.458731 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.233564 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.226457 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.197399 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.106328 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.112493 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.0823245 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.131707 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.183992 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.160323 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.0418583 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.0431937 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.123326 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.540194 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.56065 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.359045 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.460509 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.715082 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.50541 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.434353 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.204905 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0807285 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.110476 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.141584 # DEPENDENCYPART_GRANDPAR
(21,16),(16,22),-0.452486 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.472942 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.462522 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.710314 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.593102 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.318363 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.419312 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0785014 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0540045 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0463638 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.115576 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.78587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.445457 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.465913 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.43661 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-0.698091 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.608034 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.64241 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.410136 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.296173 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.222135 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.154364 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.367672 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.466384 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.204292 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0635234 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0900945 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.435582 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.240128 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.237684 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.112893 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.12372 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.083627 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.138272 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.195219 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.289843 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.121221 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0177767 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0819023 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0290739 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.540171 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.560628 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.523618 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.606647 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.396988 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.265703 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.331909 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.321073 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.138038 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.111683 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.193768 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.111621 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.808967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.497367 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.517823 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.359782 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.507177 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.705446 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-1.01967 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-1.05404 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-0.82177 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.585301 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.577207 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.707806 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.580884 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.602586 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.779305 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.87801 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.509386 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.409751 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.411302 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.498855 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.55882 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.48069 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.389295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0094404 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.00535445 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.795116 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.412128 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.389914 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.465266 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.513917 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.479898 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.392404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0405461 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0607999 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.373974 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-1.08384 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-1.03137 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.535848 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.36904 # DEPENDENCYPART_GRANDPAR
(22,3),(3,25),-0.652644 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-1.09994 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.979403 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.27537 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.622881 # DEPENDENCYPART_GRANDPAR
(22,4),(4,25),-0.638041 # DEPENDENCYPART_GRANDPAR
(22,4),(4,26),-0.707828 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-1.07607 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-1.03173 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.410584 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-1.19621 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.53583 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.36904 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.274593 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.506831 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.124941 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-0.987049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,25),-0.652644 # DEPENDENCYPART_GRANDPAR
(22,5),(5,26),-0.720969 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-1.20739 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-1.07607 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-1.19621 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.995325 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.733278 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.36904 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.274593 # DEPENDENCYPART_GRANDPAR
(22,7),(7,25),-0.652644 # DEPENDENCYPART_GRANDPAR
(22,7),(7,26),-0.720969 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.389177 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.733278 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.632309 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-1.13979 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.438692 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-1.30318 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-1.02337 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.973031 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.684733 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.563799 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.872063 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.423496 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.773177 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.189754 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.512384 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.0391691 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.241406 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.179385 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),-0.125539 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),-0.177625 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-0.925472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,23),-0.635427 # DEPENDENCYPART_GRANDPAR
(22,11),(11,24),-0.469254 # DEPENDENCYPART_GRANDPAR
(22,11),(11,25),-0.693288 # DEPENDENCYPART_GRANDPAR
(22,11),(11,26),-0.694931 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.393981 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.733278 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.632309 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.643781 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.399285 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.984026 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.735046 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.645394 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.398601 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.634077 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.384157 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.36788 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.645549 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.292283 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.123337 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.250784 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.183223 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.0871084 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.987062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.697017 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),-0.483589 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.652647 # DEPENDENCYPART_GRANDPAR
(22,14),(14,26),-0.720972 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-1.29859 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.652547 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.192028 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.324827 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.275306 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.0948602 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.858296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.56825 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.620984 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-0.680731 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-1.12094 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.429194 # DEPENDENCYPART_GRANDPAR
