# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(21,4),(21,6),0.00395373 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0943864 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.294034 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0227187 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.0867271 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0876751 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.155849 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0366955 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0922991 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.081224 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.294034 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0366955 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.112813 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0164864 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.0592674 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.0432013 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.00566383 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.256487 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.0275648 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.00562585 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.00573766 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0728221 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0788233 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.00471564 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.00355253 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.256487 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0788233 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.0178975 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0587574 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.120732 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0778257 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.171462 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0172911 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0759322 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0790826 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.155963 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.116258 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.0774291 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.0693684 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.171462 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.116258 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0908185 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0689306 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.065798 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.301147 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.0235 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0864721 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0874202 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.155728 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0354472 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0924071 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.081332 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.301147 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0354472 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.112921 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.00617568 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.0550555 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0091523 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0813485 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.081459 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.205744 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.118216 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0862303 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0733496 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0748646 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.118216 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.109999 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0181346 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0148779 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0843891 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0905795 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.121286 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0524568 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0882518 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0796105 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.12039 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0524568 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.101061 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0930876 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0027033 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0849973 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.157071 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0353985 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0922099 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0811348 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.29729 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0353985 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.112724 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.00877225 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0241996 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.15707 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0353985 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0951163 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0840412 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.29729 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0353985 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.11563 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0103369 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0509439 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0788232 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.00471589 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.00355228 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.256488 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0788232 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0178978 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0587574 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.12077 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.082072 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0796217 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0443479 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.226374 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.101072 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0215519 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0420214 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0909126 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.312465 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0368717 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.123181 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0137345 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0453521 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.32465 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0232386 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.143001 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0125834 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0512368 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.118216 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.109999 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0181346 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0148779 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.101072 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0215519 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0420214 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0125834 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0512367 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0114391 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.000623262 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.00487118 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.0129962 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.190771 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.662013 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0129962 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.319016 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0629804 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.045149 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0058224 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.687993 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.300878 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.00954178 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0871904 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.20747 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0227112 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.385617 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.393433 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0192506 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0347504 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0608533 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.647767 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.317123 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.00898615 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0683293 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.191151 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.408123 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0630051 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0624262 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0347574 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0129962 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.319016 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0629804 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0683293 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.191151 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.076221 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.389223 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0690084 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.00393843 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.939366 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.034694 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.315673 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.538144 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.463908 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),2.29816 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.245831 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.206008 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),1.11115 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.235446 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.423207 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.636692 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),2.45182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.322261 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.496199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.446848 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.273799 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.378605 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0632423 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),1.1211 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.246707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.431289 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.64665 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.48629 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.242744 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.302822 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0115917 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.00369992 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0051295 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.411924 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.226968 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.358435 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.206053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.375855 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.244913 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.435988 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.130307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.182047 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.142617 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.310843 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.257067 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.148146 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),2.67597 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.479476 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0887992 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.117168 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.93147 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0970734 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.239387 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.433787 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.475669 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.361219 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.24586 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.238459 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.291796 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.023569 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.424701 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.377687 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.843096 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.262904 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.30407 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.264951 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.369134 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0194112 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.878019 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0511637 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.758373 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.418183 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.189495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.338773 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.223519 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.629065 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.154097 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.202365 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),2.46857 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.243915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.307406 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0127895 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.00373196 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.680004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0914128 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.749131 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.02206 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.195219 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.568451 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.633668 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.458957 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.496976 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.137555 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.190899 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.136084 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.416374 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.317555 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.260352 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.677005 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.153959 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),2.66845 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.495704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0566183 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0721643 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.33877 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.225915 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.191529 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.923785 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.555644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.109522 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.22829 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.507164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.042272 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0128014 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0722584 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.33794 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.228192 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.191624 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.913705 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.517995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.131039 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.00772988 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0206313 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.452444 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.306205 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.282351 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.200117 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.380873 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.276414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.240525 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.183284 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.465339 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.583565 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.210947 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.308547 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.252926 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.278503 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.849216 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.5072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.0428974 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0929999 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0702753 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.434892 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.343787 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.223533 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.497333 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.320957 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.288946 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.192107 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.62919 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.234363 # DEPENDENCYPART_GRANDPAR
(1,8),(8,24),-0.916064 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.0701938 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.441059 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.356355 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.29824 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.219949 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.472416 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.29962 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.517995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.130246 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.00770321 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0191165 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.0950366 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.478011 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.388091 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.385528 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.312028 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.452754 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.378655 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.328325 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.489044 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.46758 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.58741 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.21354 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.571729 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.310253 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.252926 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.422699 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.279309 # DEPENDENCYPART_GRANDPAR
(1,13),(13,24),-0.850912 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.896345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.343867 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.442585 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.667433 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.604534 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.479832 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.503065 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.408555 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.07537 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.66554 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.421232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.131841 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.306837 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.249366 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.157668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0469977 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.721904 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.595386 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.586867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.164166 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.119825 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.253333 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.2981 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.216994 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.24048 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.16984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.124726 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.252457 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.139553 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.311057 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.579389 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.229802 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.24121 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.345106 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.169502 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.736523 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.665555 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.423502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),0.0302728 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.28881 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.133981 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.283193 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.144364 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.193195 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.144097 # DEPENDENCYPART_GRANDPAR
